,WDR5B (54554)
ACH-000004,-0.039865478853511806
ACH-000005,0.182457340671684
ACH-000007,-0.09718441890547992
ACH-000009,-0.2359624623167804
ACH-000011,-0.009424866326034223
ACH-000012,-0.12028783299199634
ACH-000013,-0.0016958280038594804
ACH-000014,-0.19620573414977527
ACH-000015,-0.05520735541332171
ACH-000017,-0.22441898846273176
ACH-000018,-0.04419462897427154
ACH-000019,-0.2665065257268591
ACH-000021,-0.11135571372213178
ACH-000022,-0.11061746859130699
ACH-000025,-0.20883532328169965
ACH-000028,-0.18305679027553065
ACH-000030,-0.08753853476932151
ACH-000035,-0.2555172596394097
ACH-000036,-0.1311477514849273
ACH-000037,-0.10830637351232808
ACH-000039,-0.02850996227654028
ACH-000040,-0.22793665899216076
ACH-000041,-0.1344004406121468
ACH-000042,-0.10854786517646496
ACH-000045,-0.1421579705930795
ACH-000047,-0.12857439945637533
ACH-000052,-0.09113409666322153
ACH-000053,-0.15270313694703924
ACH-000054,-0.2501471403692073
ACH-000055,0.02747533137047281
ACH-000060,-0.13919314842971334
ACH-000067,-0.2891241572160455
ACH-000070,-0.14896347595347814
ACH-000075,-0.16332113523029002
ACH-000078,-0.12443442239203145
ACH-000082,-0.11539632416081907
ACH-000085,-0.009110769040858963
ACH-000086,-0.15826910064490562
ACH-000087,-0.2721304318046184
ACH-000092,-0.21244687619686672
ACH-000095,-0.13891213216550133
ACH-000097,-0.11677951441363807
ACH-000098,-0.10318879235918324
ACH-000099,-0.10878876236094254
ACH-000108,-0.18958566966983495
ACH-000113,-0.188654734248748
ACH-000116,-0.1474763414584618
ACH-000118,-0.13261033772931402
ACH-000120,-0.1245755818617631
ACH-000123,-0.11365801360453362
ACH-000127,-0.14340684725970315
ACH-000128,-0.4041881094689929
ACH-000132,-0.17797209667507308
ACH-000133,-0.1799289243066048
ACH-000137,-0.16989256687396675
ACH-000138,-0.1087895383285742
ACH-000142,-0.1803150728021773
ACH-000143,0.016123702992114484
ACH-000146,-0.1690583149035135
ACH-000148,-0.09091509547654957
ACH-000150,0.018807874101971583
ACH-000152,-0.100165126807149
ACH-000153,0.12920339883983728
ACH-000159,-0.0495489356228136
ACH-000160,-0.16927341292120854
ACH-000163,-0.11488657335601794
ACH-000167,-0.09070898491462166
ACH-000168,-0.1437314478160182
ACH-000169,-0.21441810721421764
ACH-000178,-0.07273662680539066
ACH-000183,-0.011809089979812452
ACH-000188,-0.13043164081686734
ACH-000189,-0.06621238156479115
ACH-000190,-0.17485498302851074
ACH-000198,-0.0886445287023784
ACH-000203,-0.4448644451220904
ACH-000204,-0.2606905685083236
ACH-000206,-0.08773510971343725
ACH-000207,-0.198185777358553
ACH-000208,-0.10943072573660252
ACH-000210,0.023437808104428026
ACH-000211,-0.19910302715380274
ACH-000215,-0.035094816458713624
ACH-000221,0.014957825063564524
ACH-000222,-0.11464609905797328
ACH-000223,-0.26231118143511994
ACH-000226,-0.16377882100210986
ACH-000227,-0.2028726594909922
ACH-000228,-0.29527037414810864
ACH-000231,-0.1485795884739518
ACH-000232,-0.18249558845764172
ACH-000233,-0.03101011734337342
ACH-000234,-0.06925002915329928
ACH-000235,-0.14542266449308447
ACH-000237,-0.05939251048679756
ACH-000238,0.006198402334225565
ACH-000242,-0.302472011435842
ACH-000243,-0.13191672525606588
ACH-000244,-0.10744540684667718
ACH-000246,-0.12006667278894713
ACH-000248,-0.16408895194253964
ACH-000250,-0.06932170479149417
ACH-000251,-0.2408239232378216
ACH-000252,-0.2296643465296081
ACH-000253,-0.1822567695125992
ACH-000255,-0.09178217499863144
ACH-000256,0.043751726105640605
ACH-000257,-0.18510477443680395
ACH-000258,0.07549761864248579
ACH-000259,-0.07404882358388022
ACH-000260,-0.06882540369969856
ACH-000261,-0.23583115295967896
ACH-000262,-0.06074607358293632
ACH-000263,-0.412627443533602
ACH-000264,-0.10561525292650673
ACH-000265,-0.1019408966311946
ACH-000266,-0.12357945986870295
ACH-000272,-0.2280301189415833
ACH-000274,-0.1650854480469014
ACH-000277,-0.22292005009834734
