,TH (7054)
ACH-000004,-0.08349175445340823
ACH-000005,-0.17321778962486906
ACH-000007,-0.059080597405032236
ACH-000009,-0.18210717613035532
ACH-000011,0.026708915680013327
ACH-000012,-0.05333767722847542
ACH-000013,0.0853859470939283
ACH-000014,-0.1002656706852915
ACH-000015,0.0946719983596504
ACH-000017,0.0228605260506249
ACH-000018,0.06416749451046594
ACH-000019,0.02802107588346759
ACH-000021,-0.04287312017445285
ACH-000022,-0.10517354398223352
ACH-000025,-0.08089308815900187
ACH-000028,-0.15887273967272472
ACH-000030,-0.06608074994086227
ACH-000035,0.04833978573202941
ACH-000036,-0.11270840779112727
ACH-000037,0.06905560950454455
ACH-000039,0.0437156055576391
ACH-000040,-0.042875609093536285
ACH-000041,0.007553882768171064
ACH-000042,-0.08795249371634396
ACH-000045,0.034617762187800744
ACH-000047,0.03596612158906072
ACH-000052,-0.032091566172213516
ACH-000053,-0.006038947720809103
ACH-000054,-0.0165617529526121
ACH-000055,0.24057577528561386
ACH-000060,0.0160864923456588
ACH-000067,-0.082220577726065
ACH-000070,-0.17179781228704227
ACH-000075,-0.05226976878094762
ACH-000078,-0.11454265192378868
ACH-000082,0.07115802335326836
ACH-000085,-0.07737191663792484
ACH-000086,-0.01812358741305738
ACH-000087,0.09979952593842872
ACH-000092,0.10600146420535307
ACH-000095,0.016121545932861598
ACH-000097,0.008833506392223465
ACH-000098,0.010800106252595237
ACH-000099,0.03374010457529688
ACH-000108,-0.01989916350773948
ACH-000113,-0.11050003414967532
ACH-000116,0.052083217341360254
ACH-000118,-0.03395560984341388
ACH-000120,0.1005633416945872
ACH-000123,-0.10434254526114184
ACH-000127,0.015181118697552762
ACH-000128,0.03205511219563853
ACH-000132,0.1952963663923587
ACH-000133,-0.011421317912628156
ACH-000137,-0.2045687226995378
ACH-000138,-0.18773099349061567
ACH-000142,-0.11441934232610812
ACH-000143,0.007492327238329366
ACH-000146,0.039411947355306974
ACH-000148,-0.051661789441823695
ACH-000150,-0.07389259193867412
ACH-000152,0.022652472452570186
ACH-000153,0.18963305289135154
ACH-000159,-0.07901437198250254
ACH-000160,0.07134516494130927
ACH-000163,0.01732426285591135
ACH-000167,0.2178021822294097
ACH-000168,-0.18108387067986434
ACH-000169,-0.051981994389131515
ACH-000178,-0.0898862393167701
ACH-000183,0.09103101387443607
ACH-000188,0.02662763598551876
ACH-000189,-0.21404730865433727
ACH-000190,0.16352075444659336
ACH-000198,0.012420314112377815
ACH-000203,0.38175928742930204
ACH-000204,-0.013152670004531523
ACH-000206,0.0799650322637513
ACH-000207,0.03031578565893172
ACH-000208,-0.17618661894785032
ACH-000210,-0.2690863660932638
ACH-000211,0.060909758212567264
ACH-000215,-0.048133955678486176
ACH-000221,-0.02650508493699496
ACH-000222,-0.02071404851303539
ACH-000223,0.06647030854178107
ACH-000226,0.1275499055189102
ACH-000227,0.1839596742882172
ACH-000228,0.011234506633375276
ACH-000231,0.032029127824693165
ACH-000232,0.02515317166275496
ACH-000233,-0.1327690274375833
ACH-000234,0.053620505635614366
ACH-000235,0.062454183789473226
ACH-000237,-0.08511598755267732
ACH-000238,0.049050631424352883
ACH-000242,-0.026552341829905964
ACH-000243,0.017965060859190096
ACH-000244,-0.17068712515184564
ACH-000246,-0.12853449121343774
ACH-000248,0.15220066335950672
ACH-000250,-0.06605322976057443
ACH-000251,0.10902216458650456
ACH-000252,0.024887728049763545
ACH-000253,-0.029432485339388418
ACH-000255,0.14129176721002312
ACH-000256,-0.19639230164657
ACH-000257,0.03363452029222416
ACH-000258,-0.202303535695162
ACH-000259,0.039950450463922316
ACH-000260,-0.03929982421685438
ACH-000261,-0.12728888713181388
ACH-000262,0.26562593018111297
ACH-000263,-0.03754322986718176
ACH-000264,0.007503826296195801
ACH-000265,0.029562143854396764
ACH-000266,0.0042481085433836024
ACH-000272,0.011068945009165977
ACH-000274,-0.013612514611601208
ACH-000277,-0.017804514486779315
ACH-000278,-0.07380376480055485
ACH-000279,0.0605649402917128
ACH-000280,-0.02902735233780632
ACH-000281,-0.05697248630370235
ACH-000288,-0.04881765931560925
ACH-000291,-0.14250127736926785
ACH-000293,0.059662325350803014
ACH-000294,-0.12253485383408705
ACH-000295,-0.22163895658384253
ACH-000296,-0.03164987753110166
ACH-000302,0.09546166465359107
ACH-000304,0.13662369772212066
ACH-000307,0.0008953140928636506
ACH-000308,-0.02611359172256476
ACH-000310,-0.035515629530153386
ACH-000311,-0.037890275264543534
ACH-000312,0.06546745618893378
ACH-000315,-0.10284686203246787
ACH-000316,-0.05824064981569271
ACH-000317,0.06039984895332527
ACH-000318,0.09388527527727752
ACH-000319,-0.08339123807203755
ACH-000320,0.12358115431528775
ACH-000322,-0.09726840441777787
ACH-000323,-0.08544419961975201
ACH-000324,-0.0062247688270804635
ACH-000329,0.010668460440382102
ACH-000330,0.06107743567049088
ACH-000331,0.0956023759758801
ACH-000332,-0.0009700451662289963
ACH-000334,-0.11873850354989805
ACH-000335,0.015946566695883894
ACH-000336,0.20606049615750546
ACH-000337,-0.015672631731918886
ACH-000338,0.6335108573063171
ACH-000339,0.02637660072236645
ACH-000341,0.023570049179965427
ACH-000348,0.02823339210544885
ACH-000350,-0.12397493989201447
ACH-000352,-0.0458506775475299
ACH-000356,-0.1348912493645046
ACH-000361,-0.07815133967930905
ACH-000362,0.1153295311992997
ACH-000363,0.07457784489493396
ACH-000364,-0.14486187034849432
ACH-000365,-0.04812260972542864
ACH-000366,-0.019017688348643653
ACH-000368,-0.03130294811836412
ACH-000374,0.05681632165383482
ACH-000375,-0.056313800357717186
ACH-000376,0.003464955384981653
