,TST (7263)
ACH-000004,-0.07689820807072988
ACH-000005,-0.080123405554656
ACH-000007,0.08586674519531202
ACH-000009,0.019214291342155538
ACH-000011,-0.07621953532167466
ACH-000012,0.06762652233132244
ACH-000013,0.003589949001694728
ACH-000014,0.0968786454430629
ACH-000015,-0.1059686004750884
ACH-000017,-0.04409079413263242
ACH-000018,0.16336821289217773
ACH-000019,-0.1705776466671953
ACH-000021,0.07589810585118524
ACH-000022,-0.04202663915303731
ACH-000025,-0.15907968238573664
ACH-000028,-0.02050052819305892
ACH-000030,-0.00019301805150658303
ACH-000035,0.07923519404610951
ACH-000036,-0.07339301447738578
ACH-000037,-0.08660801681617246
ACH-000039,0.12998494620049353
ACH-000040,0.1310411955395867
ACH-000041,0.021884643147659585
ACH-000042,-0.0627502989731325
ACH-000045,-0.056811360516705565
ACH-000047,0.01225047975330435
ACH-000052,-0.3168659933775321
ACH-000053,-0.0012501347178535476
ACH-000054,0.08113569225193609
ACH-000055,-0.002382681342583405
ACH-000060,-0.032712392121065983
ACH-000067,0.04637963620517275
ACH-000070,0.053857788632364775
ACH-000075,0.08383081112617427
ACH-000078,-0.03319042835880677
ACH-000082,0.048182009843672303
ACH-000085,-0.03731438602636036
ACH-000086,0.04821422878838378
ACH-000087,-0.0369513494464083
ACH-000092,-0.039144414962350736
ACH-000095,0.02679350037881498
ACH-000097,0.026407256395190627
ACH-000098,0.002930999411748085
ACH-000099,-0.03255663434133764
ACH-000108,0.0036160457603012937
ACH-000113,0.052721594321733664
ACH-000116,-0.07427277922922905
ACH-000118,0.034175474412847344
ACH-000120,0.0007216029032710098
ACH-000123,0.16363368929761993
ACH-000127,0.044012453127446234
ACH-000128,0.22031715614653366
ACH-000132,-0.11843355929953715
ACH-000133,0.07888030320087565
ACH-000137,-0.052353876705439895
ACH-000138,0.1652896708749833
ACH-000142,0.02621867096340704
ACH-000143,0.030188985870571537
ACH-000146,0.04037529560247947
ACH-000148,0.033530517234218495
ACH-000150,0.15829200506988336
ACH-000152,0.11028259208022458
ACH-000153,-0.07718134551354154
ACH-000159,0.2010310549799876
ACH-000160,-0.04979726856887205
ACH-000163,-0.05229943820284204
ACH-000167,-0.80914813160982
ACH-000168,-0.1489135086626303
ACH-000169,-0.0235655154355993
ACH-000178,-0.01934864335090268
ACH-000183,-0.14060759706819742
ACH-000188,-0.020645240485221556
ACH-000189,-0.06681932378750872
ACH-000190,-0.17439644401668353
ACH-000198,0.15955283754744545
ACH-000203,-0.10147077347281427
ACH-000204,0.05967204398378416
ACH-000206,-0.2193710853435037
ACH-000207,0.03858266432542495
ACH-000208,0.28506864439621393
ACH-000210,-0.048528117152917515
ACH-000211,-0.005654351409633157
ACH-000215,-0.009332104373848288
ACH-000221,-0.08847961624817907
ACH-000222,0.2956557510215249
ACH-000223,0.01988488680309936
ACH-000226,-0.09516326164006816
ACH-000227,0.07731735395901794
ACH-000228,-0.18637890537696009
ACH-000231,0.004726992975761132
ACH-000232,0.015693691261671992
ACH-000233,0.17726038309562542
ACH-000234,-0.11812162325876907
ACH-000235,0.042424435758871684
ACH-000237,0.1271295839785189
ACH-000238,-0.06812581765246029
ACH-000242,0.11293813542187404
ACH-000243,-0.08649090412813171
ACH-000244,0.0421190823458474
ACH-000246,0.07953299649380469
ACH-000248,-0.044703710371425814
ACH-000250,0.034162320524195496
ACH-000251,-0.020130160267982575
ACH-000252,0.07761196936803877
ACH-000253,0.003646299382245963
ACH-000255,-0.16176916720560847
