,PBRM1 (55193)
ACH-000004,-0.33332076518169396
ACH-000005,0.21722448715833176
ACH-000007,-0.3854549150043375
ACH-000009,-0.1923921141355384
ACH-000011,-0.14579221590017327
ACH-000012,-0.25884078117717324
ACH-000013,-0.3974928503291543
ACH-000014,0.2218264306850751
ACH-000015,-0.07467358808379458
ACH-000017,-0.032760925282782696
ACH-000018,-0.16427669616548266
ACH-000019,-0.2729627427858733
ACH-000021,-0.16358036923214606
ACH-000022,-0.07190054420309268
ACH-000025,0.05431909639664215
ACH-000028,-0.08950405811691492
ACH-000030,-0.3874503246221551
ACH-000035,-0.040009182954355474
ACH-000036,-0.11122256207594372
ACH-000037,-0.30189265527289205
ACH-000039,-0.030824193296746467
ACH-000040,-0.1682891099816398
ACH-000041,-0.08202147480425638
ACH-000042,-0.217587829371144
ACH-000045,-0.5110879439326643
ACH-000047,-0.4483434642212749
ACH-000052,-0.20976299054947034
ACH-000053,-0.09442858932114094
ACH-000054,0.11480382688054505
ACH-000055,-0.3911472789671608
ACH-000060,-0.02240267939214537
ACH-000067,-0.7197182650540308
ACH-000070,-0.3980123978885393
ACH-000075,0.2366826548343697
ACH-000078,-0.16657052602460812
ACH-000082,-0.24540308467102145
ACH-000085,-0.12061310137899932
ACH-000086,-0.14224817153080585
ACH-000087,-0.42050374618177977
ACH-000092,-0.09327965105904784
ACH-000095,-0.036210355757236384
ACH-000097,-0.008909630298188198
ACH-000098,-0.018985668382305983
ACH-000099,0.3954309291536834
ACH-000108,-0.0835472893390455
ACH-000113,-0.015161545477874747
ACH-000116,-0.1001564357920149
ACH-000118,-0.3640664052139988
ACH-000120,-0.18240176377870787
ACH-000123,-0.12405682299923244
ACH-000127,-0.1497426229402739
ACH-000128,-0.4089213201956737
ACH-000132,-0.34262974950727515
ACH-000133,-0.0005868271496725301
ACH-000137,0.10678125610036496
ACH-000138,-0.3778913222468527
ACH-000142,0.052138973098943935
ACH-000143,-0.3623711387557521
ACH-000146,-0.16352771003536715
ACH-000148,-0.008601741902874415
ACH-000150,-0.322224317456468
ACH-000152,-0.17864501626716206
ACH-000153,0.2435013663051253
ACH-000159,-0.1569169452642229
ACH-000160,0.3510148892227837
ACH-000163,-0.07953074262254475
ACH-000167,0.5415941236654753
ACH-000168,-0.4442300194042946
ACH-000169,-0.1907486241657121
ACH-000178,-0.4570047328182025
