,DIABLO (56616)
ACH-000004,-0.15924255881304394
ACH-000005,0.08175199138372216
ACH-000007,-0.026215853058418448
ACH-000009,-0.08266839176953272
ACH-000011,0.06848332223872877
ACH-000012,-0.16089564972392142
ACH-000013,-0.15764313626738166
ACH-000014,0.06476332113725326
ACH-000015,-0.10884249047448133
ACH-000017,-0.13211017141474474
ACH-000018,-0.11806514780836043
ACH-000019,-0.026558353316870502
ACH-000021,-0.2799482141317359
ACH-000022,-0.17261341082110793
ACH-000025,0.029439125702823876
ACH-000028,-0.11278308909179195
ACH-000030,-0.026795437762198605
ACH-000035,-0.13148263943673005
ACH-000036,0.012592951954923477
ACH-000037,-0.07862851954175737
ACH-000039,-0.13788195016372418
ACH-000040,-0.2242448538574393
ACH-000041,-0.12675495994974706
ACH-000042,-0.10594645951813088
ACH-000045,-0.13104478740361136
ACH-000047,-0.01993573880838417
ACH-000052,-0.1642634044747781
ACH-000053,-0.12136120981444065
ACH-000054,-0.12422698274931385
ACH-000055,-0.0994834128176804
ACH-000060,-0.08039855797393781
ACH-000067,-0.14108936064021022
ACH-000070,-0.01519238414375881
ACH-000075,-0.21079324907453625
ACH-000078,-0.12644606086997526
ACH-000082,-0.1198854897512981
ACH-000085,0.025155326840940174
ACH-000086,-0.21676039094585225
ACH-000087,0.02202287291092004
ACH-000092,-0.1030794498570942
ACH-000095,-0.11062866525534727
ACH-000097,-0.1827383739491176
ACH-000098,-0.1396994022405287
ACH-000099,-0.17981242395395647
ACH-000108,-0.10178068613014833
ACH-000113,0.07377796933011314
ACH-000116,-0.16871967031630591
ACH-000118,-0.18498479993939654
ACH-000120,-0.102772482231613
ACH-000123,-0.07959265604948787
ACH-000127,-0.057710057949107024
ACH-000128,-0.1181762302008375
ACH-000132,-0.0785985687255294
ACH-000133,-0.06607135425700256
ACH-000137,-0.30643571576286577
ACH-000138,-0.109611074149638
ACH-000142,-0.11373633125304135
ACH-000143,0.011935051039869905
ACH-000146,-0.0897074716565098
ACH-000148,-0.14243926021526945
ACH-000150,-0.17975157308339676
ACH-000152,-0.11950907689407846
ACH-000153,0.012229356651738752
ACH-000159,-0.006654733179736238
ACH-000160,-0.2616795034203657
ACH-000163,-0.15077624478488147
ACH-000167,-0.5868788823994171
ACH-000168,-0.1810854165131429
ACH-000169,-0.12455771593279195
ACH-000178,-0.12357861468594028
ACH-000183,0.012617605086103505
ACH-000188,-0.012578121054492993
ACH-000189,-0.0669556307775236
ACH-000190,-0.21348117697374228
ACH-000198,-0.07795238055511552
ACH-000203,-0.9420661885809921
ACH-000204,0.11886873709103672
ACH-000206,0.08670725705434648
ACH-000207,-0.038308912704794175
ACH-000208,-0.09843142141272407
ACH-000210,-0.21911783724178385
ACH-000211,-0.20554566444667569
ACH-000215,-0.1799299679688535
ACH-000221,-0.1313793105657944
ACH-000222,0.024535318267736445
ACH-000223,-0.16778739283925032
ACH-000226,-0.1475010854994592
ACH-000227,-0.11983272083333502
ACH-000228,-0.031850577720184445
ACH-000231,-0.033818117095407184
ACH-000232,-0.14579600908413815
ACH-000233,-0.05280006376643054
ACH-000234,-0.21306512663280366
ACH-000235,-0.14242494083695054
ACH-000237,-0.16895956957636818
ACH-000238,-0.05439389941513546
ACH-000242,0.19796438857757864
ACH-000243,-0.09305160141065302
ACH-000244,-0.1894321765180798
ACH-000246,-0.14236403646311446
ACH-000248,-0.2826654111474552
ACH-000250,-0.11524890779481915
ACH-000251,-0.1471549182296287
ACH-000252,-0.1102132315721814
ACH-000253,-0.1127001296324756
ACH-000255,-0.02651849156144917
ACH-000256,0.00031267546419121666
ACH-000257,0.023864931441742385
ACH-000258,0.090623201118583
ACH-000259,-0.04590979251556406
ACH-000260,-0.046656293850328746
ACH-000261,-0.08273324121929439
ACH-000262,-0.3322699212814593
ACH-000263,-0.21361961659996664
ACH-000264,-0.03235991860616423
ACH-000265,-0.11125045555820476
ACH-000266,-0.17411455146325433
ACH-000272,-0.12128414590889358
ACH-000274,-0.12382274817130146
ACH-000277,-0.3266090951015663
ACH-000278,-0.12413425052925225
ACH-000279,-0.15099224226021546
ACH-000280,-0.19501727116384027
ACH-000281,-0.2707999785848865
ACH-000288,-0.058456492557392124
ACH-000291,-0.07446909625289051
ACH-000293,-0.11859718014845605
ACH-000294,-0.0921299865895587
ACH-000295,-0.10189753558004866
ACH-000296,-0.3156661491293258
ACH-000302,-0.14783102265108294
ACH-000304,-0.04700026558761115
ACH-000307,-0.12517441325607465
ACH-000308,-0.21977105148351075
ACH-000310,-0.05924518089803332
ACH-000311,-0.13325200031226592
ACH-000312,-0.1338508554305265
ACH-000315,-0.2033605716625502
ACH-000316,-0.2133785233816829
ACH-000317,0.07264538816079721
ACH-000318,-0.13682756084780914
ACH-000319,-0.0930846224225931
ACH-000320,-0.14814925330410045
ACH-000322,-0.14028158972215884
ACH-000323,-0.18892115690567265
ACH-000324,-0.1184948437586452
ACH-000329,-0.05131070604328857
ACH-000330,-0.17184127420087014
ACH-000331,-0.1181507521877726
ACH-000332,-0.12644450682954228
ACH-000334,-0.04744630837628437
ACH-000335,-0.03601621577491275
ACH-000336,-0.12506434291631036
ACH-000337,-0.08259299751104654
ACH-000338,-0.2851129476855536
ACH-000339,-0.12096776150068927
ACH-000341,-0.19885228892092133
ACH-000348,-0.039907030815722624
ACH-000350,-0.16072926495995238
ACH-000352,-0.07231127373431308
ACH-000356,-0.05220480703634543
ACH-000361,-0.2690959441034321
ACH-000362,-0.10213675368790788
ACH-000363,-0.07378547748463839
ACH-000364,-0.06140316228757527
ACH-000365,-0.1102144282084934
ACH-000366,-0.16852187575276456
ACH-000368,-0.23079057556609645
ACH-000374,-0.1135165676788161
ACH-000375,-0.1415161164985223
ACH-000376,-0.1761493847791759
ACH-000381,-0.2602874030426762
ACH-000383,-0.1256170233449476
ACH-000387,-0.0070654112674234685
ACH-000389,-0.2292652383953529
ACH-000390,0.044589684147833805
ACH-000393,-0.20714982379750932
ACH-000395,-0.3702046793868251
ACH-000396,-0.23785653254645006
ACH-000397,-0.13922858061188595
ACH-000401,-0.08092907599475085
ACH-000402,-0.1751341681936148
ACH-000403,-0.20859930767937968
ACH-000404,-0.045097193743503725
ACH-000406,-0.1130441064303502
ACH-000407,-0.07452073509168228
ACH-000408,-0.1044359086163128
ACH-000410,-0.2296362805964875
ACH-000411,-0.091767884635747
ACH-000414,-0.20975145616353846
ACH-000415,-0.09922402082149548
ACH-000416,-0.2433828364649817
ACH-000420,-0.015881940622158162
ACH-000421,-0.1592472594055232
ACH-000424,-0.18624229850935808
ACH-000425,-0.13805661618602974
ACH-000426,-0.031189875239109037
ACH-000427,-0.2752104500629817
ACH-000433,-0.0336780810885608
ACH-000435,-0.2370273250350093
ACH-000436,-0.03797491019058508
ACH-000444,-0.1767835919137097
ACH-000445,-0.21617480055178
ACH-000448,-0.1481795845669168
ACH-000450,0.09411527952456504
ACH-000452,-0.24850026200848935
ACH-000454,-0.23116013833190635
ACH-000458,-0.15546042004551164
ACH-000459,-0.03809143353764355
ACH-000460,0.027540378400528115
ACH-000461,-0.12801459895352274
ACH-000463,-0.1305902880087733
ACH-000464,-0.29238635495094
ACH-000466,-0.019611004785738958
ACH-000467,-0.08559153464167184
ACH-000468,-0.20039744504037807
ACH-000469,-0.16606331077497524
ACH-000470,-0.08949059236990609
ACH-000471,-0.07246025335355204
ACH-000472,-0.144344842191409
ACH-000473,-0.19181804391714785
ACH-000475,-0.1353335735304749
ACH-000476,-0.10343184892768273
ACH-000477,-0.1442524055262613
ACH-000479,-0.043376608138471634
ACH-000480,-0.15258315107620898
ACH-000481,-0.14119824848000265
ACH-000483,0.07704817305113963
ACH-000484,-0.03083298845524333
ACH-000485,-0.33717303640264185
ACH-000486,-0.01803970372982929
ACH-000487,-0.03948806583025428
ACH-000488,-0.1763081727632949
ACH-000490,-0.11086766364331284
ACH-000491,-0.044865807600695605
ACH-000495,-0.16373280959262326
ACH-000496,-0.01749604078148088
ACH-000499,-0.14631648662058774
ACH-000500,-0.1513961980332843
ACH-000502,-0.13849518198827496
ACH-000503,-0.09906598019304323
ACH-000505,-0.24654406828710634
ACH-000507,-0.005956012519239247
ACH-000510,-0.11445422118978996
ACH-000511,-0.18185983705613526
ACH-000512,0.1192228802121516
ACH-000516,-0.10085650675922786
ACH-000517,-0.07673606063094794
ACH-000518,-0.05665921937022656
ACH-000520,0.05450634536166291
ACH-000521,0.006418692631981332
ACH-000522,-0.14572246984168233
ACH-000524,-0.05403196524228174
ACH-000527,-0.1743806692973006
ACH-000528,0.005291699100574122
ACH-000537,-0.2578931405885649
ACH-000541,-0.15426189417859054
ACH-000542,-0.2747257365948515
ACH-000544,-0.056099691529075416
ACH-000545,-0.1266356360402592
ACH-000547,-0.25592671704861514
ACH-000548,-0.14353801932366214
ACH-000549,-0.012474129382808712
ACH-000550,-0.2299586116481608
ACH-000552,-0.04724875979532212
ACH-000556,-0.08967995231331814
ACH-000557,-0.06807735836455145
ACH-000569,0.12149233491318318
ACH-000570,-0.13477193169189242
ACH-000571,-0.1096520638193656
ACH-000573,-0.14923300526682853
ACH-000576,-0.22872458620547426
ACH-000579,-0.21328671165355054
ACH-000580,-0.17638500847210362
ACH-000584,-0.09612883813734882
ACH-000585,-0.1041768022687866
ACH-000588,-0.08486737231112294
ACH-000589,-0.04404655116520264
ACH-000591,-0.18864879376965735
