,OGFR (11054)
ACH-000004,-0.31558237583085
ACH-000005,-0.5138442314886537
ACH-000007,-0.3450151296302797
ACH-000009,-0.44382261967196107
ACH-000011,-0.14864762216743074
ACH-000012,-0.2837902728207964
ACH-000013,-0.3274114807500669
ACH-000014,-0.15589327488008362
ACH-000015,-0.3478670430394084
ACH-000017,-0.3498834506645589
ACH-000018,-0.13634240360147504
ACH-000019,-0.4353589704416125
ACH-000021,-0.4228946112503896
ACH-000022,-0.3353900805837171
ACH-000025,-0.312647353539895
ACH-000028,-0.3311300768837908
ACH-000030,-0.29071898513387723
ACH-000035,-0.3722251323495043
ACH-000036,-0.2512787537291714
ACH-000037,-0.2823336880731769
ACH-000039,-0.3974108066923366
ACH-000040,-0.28905450815704953
ACH-000041,-0.16386286331366648
ACH-000042,-0.5366892706168911
ACH-000045,-0.21916767127257653
ACH-000047,-0.38442628800119344
ACH-000052,0.00567758928289394
ACH-000053,-0.5441264357493034
ACH-000054,-0.3536359535203357
ACH-000055,-0.36639582214507904
ACH-000060,-0.3838630909140729
ACH-000067,-0.2059033741695921
ACH-000070,-0.29080883890366016
ACH-000075,-0.33876875553379776
ACH-000078,-0.2722176436825123
ACH-000082,-0.3661746692791105
ACH-000085,-0.2750398646101551
ACH-000086,-0.36529833523713495
ACH-000087,-0.31466031589494065
ACH-000092,-0.18537841954704865
ACH-000095,-0.4540622854512959
ACH-000097,-0.4404475716922556
ACH-000098,-0.2720484073175557
ACH-000099,-0.3705813919813287
ACH-000108,-0.18589402406056885
ACH-000113,-0.3885667053599822
ACH-000116,-0.3215271416496928
ACH-000118,-0.4331992649916485
ACH-000120,-0.3873982554150434
ACH-000123,-0.3177942748245481
ACH-000127,-0.2609828335551553
ACH-000128,-0.2946604940354581
ACH-000132,-0.447344641693637
ACH-000133,-0.3981624751708603
ACH-000137,0.02900433952169388
ACH-000138,-0.4298648831622244
ACH-000142,-0.5305691780209469
ACH-000143,-0.5668040902333253
ACH-000146,-0.23667957343343085
ACH-000148,-0.24746322289968226
ACH-000150,-0.4761664676210542
ACH-000152,-0.2859229839812502
ACH-000153,-0.3877976058551925
ACH-000159,-0.2971143480871788
ACH-000160,-0.3570588499941113
ACH-000163,-0.25954708449608105
ACH-000167,-0.06501751269610705
ACH-000168,-0.29750974388433243
ACH-000169,-0.3861927617017187
ACH-000178,-0.26486457588977746
ACH-000183,-0.2867444009656228
ACH-000188,-0.10618255895965154
ACH-000189,0.014055667974902429
ACH-000190,-0.3978131049167911
ACH-000198,-0.28598829627160705
ACH-000203,-0.99160359942637
ACH-000204,-0.20209871583893568
