,PRKCDBP (112464)
ACH-000004,0.11459735941473387
ACH-000005,-0.02013688087868357
ACH-000007,0.0910571809183222
ACH-000009,0.015942430440389482
ACH-000011,-0.06256191244980425
ACH-000012,0.1308625643490215
ACH-000013,-0.08839126725851983
ACH-000014,-0.12239272340562178
ACH-000015,0.03857869132506135
ACH-000017,0.07020946105447481
ACH-000018,0.008915596037302558
ACH-000019,-0.11960967124078405
ACH-000021,-0.1171045298505215
ACH-000022,0.1290388652437097
ACH-000025,0.0007689096887470693
ACH-000028,-0.09332264282387788
ACH-000030,-0.005703333783617438
ACH-000035,-0.0974192607490528
ACH-000036,-0.05221443203792423
ACH-000037,0.1840287805833327
ACH-000039,0.19034246777096134
ACH-000040,0.1119079512157057
ACH-000041,-0.13050238286337298
ACH-000042,0.06440415959296845
ACH-000045,0.05271998724912093
ACH-000047,0.18485410854452267
ACH-000052,-0.08238736663922328
ACH-000053,0.019958396419718392
ACH-000054,0.090751682337828
ACH-000055,0.07327380971413774
ACH-000060,0.14517387891853176
ACH-000067,-0.13218486191623172
ACH-000070,0.1870150928479128
ACH-000075,-0.08560892563948197
ACH-000078,0.016037046378056908
ACH-000082,0.017961732624688385
ACH-000085,0.08687752173339773
ACH-000086,-0.032447253512196725
ACH-000087,0.2299795426172009
ACH-000092,0.07322439966512888
ACH-000095,0.025651871937237825
ACH-000097,0.015535567667992406
ACH-000098,0.08159893712730358
ACH-000099,-0.09971506156252996
ACH-000108,0.05902995312306035
ACH-000113,0.10536454252377987
ACH-000116,0.15349844000995772
ACH-000118,0.04143178191562566
ACH-000120,0.10395111449327436
ACH-000123,-0.03645346703474067
ACH-000127,0.004190401612428718
ACH-000128,-0.053743183874034886
ACH-000132,0.04110139696915848
ACH-000133,-0.005379371940880844
ACH-000137,0.10427680485929686
ACH-000138,-0.014461609804172838
ACH-000142,0.0049744505390965955
ACH-000143,-0.02024300339999863
ACH-000146,0.09639353075762784
ACH-000148,-0.0073461252049127545
ACH-000150,-0.03850639769137017
ACH-000152,-0.13127467695749445
ACH-000153,0.3914601772311429
ACH-000159,0.02365677126121211
ACH-000160,-0.052143301478258686
ACH-000163,0.0704302981689189
ACH-000167,0.07998410435289326
ACH-000168,0.09729624230467193
ACH-000169,0.091980380869857
ACH-000178,0.01289761996538688
ACH-000183,0.13755716125978684
ACH-000188,0.06736954849874137
ACH-000189,-0.11457666315439992
ACH-000190,0.038953568492716965
ACH-000198,-0.007895018498622336
ACH-000203,-0.2607754126474775
ACH-000204,0.13054138258891956
ACH-000206,-0.07452652073547644
ACH-000207,0.03100101190901557
ACH-000208,-0.2635390543573004
ACH-000210,0.09368757360303323
ACH-000211,0.0778963671562785
ACH-000215,-0.015104740486324004
ACH-000221,0.11648740096306405
