,SUCLA2 (8803)
ACH-000004,-0.16528737368884358
ACH-000005,-0.3701205323542188
ACH-000007,-0.02032195885676859
ACH-000009,-0.10871437575549422
ACH-000011,-0.0943744381908936
ACH-000012,-0.3297107398618619
ACH-000013,-0.1857341116612793
ACH-000014,-0.09342035832469936
ACH-000015,-0.1963069963312564
ACH-000017,-0.3042079340333668
ACH-000018,-0.18596030853388934
ACH-000019,-0.2936383153686151
ACH-000021,-0.17215931788521766
ACH-000022,-0.06906397463679463
ACH-000025,-0.13824942581056698
ACH-000028,0.011402288895529751
ACH-000030,-0.22524697194054996
ACH-000035,-0.19319911535485695
ACH-000036,-0.15825945241406092
ACH-000037,-0.2965834142225806
ACH-000039,-0.18328397018798145
ACH-000040,-0.16039719368819916
ACH-000041,-0.0546396726394749
ACH-000042,-0.26572064782217386
ACH-000045,-0.24236451022254826
ACH-000047,-0.023489225948855174
ACH-000052,0.0670783950147672
ACH-000053,-0.11444755761365212
ACH-000054,-0.12977764498240238
ACH-000055,-0.2083936471403356
ACH-000060,-0.2768844699048293
ACH-000067,-0.23655385077341254
ACH-000070,-0.8002534933569517
ACH-000075,-0.2870738683593773
ACH-000078,-0.2113578889686349
ACH-000082,-0.15269675742055713
ACH-000085,-0.07198694416313903
ACH-000086,-0.31419105830936817
ACH-000087,-0.019522395695295063
ACH-000092,-0.2112587526997412
ACH-000095,-0.18811124809331534
ACH-000097,-0.20049589138316828
ACH-000098,-0.06808327121889991
ACH-000099,-0.4522726767128308
ACH-000108,-0.1732196036654036
ACH-000113,0.025869301183148945
ACH-000116,-0.1697314106195226
ACH-000118,-0.13115388280820175
ACH-000120,-0.07417671965133435
ACH-000123,-0.13298736167616887
ACH-000127,-0.058068709827214286
ACH-000128,-0.19398177471889488
ACH-000132,-0.3292533480841837
ACH-000133,-0.2781379092917744
ACH-000137,-0.16570528716634694
ACH-000138,-0.12496302563251267
ACH-000142,-0.15845019842778585
ACH-000143,0.02396880381498511
ACH-000146,-0.19277926038554924
ACH-000148,-0.10633086304484048
ACH-000150,-0.2000205400759432
ACH-000152,-0.2788213582480188
ACH-000153,0.0009476815210808776
ACH-000159,-0.14929057462948306
ACH-000160,-0.12290005979922344
ACH-000163,-0.09937996796231384
ACH-000167,0.055373242423115185
ACH-000168,-0.1236625185370885
ACH-000169,-0.06689592707805883
ACH-000178,-0.034276659161926924
ACH-000183,0.03820175785936177
ACH-000188,-0.18502157960648405
ACH-000189,-0.11221472438403926
ACH-000190,-0.027681471875951425
ACH-000198,-0.1963142468640042
ACH-000203,-0.29035417631629473
ACH-000204,-0.4370371616768837
ACH-000206,-0.05626243973532228
ACH-000207,-0.11989032644174748
ACH-000208,-0.1958217312546545
ACH-000210,-0.1240693545269965
ACH-000211,-0.16369667536632826
ACH-000215,-0.11823784986912808
ACH-000221,-0.26135761863544554
ACH-000222,-0.15180826342685805
ACH-000223,-0.2122579108850062
ACH-000226,-0.0311333622001268
ACH-000227,0.11456241480230595
ACH-000228,-0.2866134657567333
ACH-000231,-0.14142061902107364
ACH-000232,-0.16744429450834125
ACH-000233,-0.1671992270770814
ACH-000234,-0.252953343896955
ACH-000235,-0.2344525288958099
ACH-000237,-0.21323842641110327
ACH-000238,-0.2534770962339408
ACH-000242,-0.16245799502501468
ACH-000243,-0.06694516474269173
ACH-000244,-0.16482851625960773
ACH-000246,-0.1732348657349437
ACH-000248,-0.2269644368221798
ACH-000250,-0.06759659712684464
ACH-000251,-0.3739973416517095
ACH-000252,-0.07521397704192523
ACH-000253,-0.1908681112644877
ACH-000255,-0.0383383054873111
ACH-000256,0.011247131847549614
ACH-000257,-0.3592500514163586
ACH-000258,-0.13303894633578411
ACH-000259,-0.2579450033153145
ACH-000260,-0.13370640783224824
ACH-000261,-0.1693659697823915
ACH-000262,0.04012601287924358
ACH-000263,-0.019112298117611573
ACH-000264,-0.32011980383041483
ACH-000265,-0.21375639953088552
ACH-000266,-0.12645583690563114
ACH-000272,-0.1414292178209992
ACH-000274,-0.1321387831004309
ACH-000277,-0.12202859695340365
ACH-000278,-0.07984237334318517
ACH-000279,-0.07041614457297735
ACH-000280,-0.1587571244071429
ACH-000281,-0.15509442142573468
ACH-000288,-0.28442251106400857
ACH-000291,-0.110837835615725
ACH-000293,-0.17419035232501978
ACH-000294,-0.1039624010919643
ACH-000295,-0.016119080821600615
ACH-000296,-0.15526158294652967
ACH-000302,-0.21524475312510385
ACH-000304,-0.27769900861457664
ACH-000307,-0.20991084543202568
ACH-000308,-0.12681722589179048
ACH-000310,-0.3152686324697328
ACH-000311,-0.21956731346198327
ACH-000312,-0.1865032056235208
ACH-000315,-0.002650903493106816
ACH-000316,-0.2001161308625835
ACH-000317,-0.34561605073119844
ACH-000318,-0.08613033887442935
ACH-000319,0.014518548559790413
ACH-000320,-0.2702293087710874
ACH-000322,-0.1551383618046102
ACH-000323,-0.20386670912986588
ACH-000324,-0.11878811924060935
ACH-000329,-0.2341168753074077
ACH-000330,-0.1401037729055219
ACH-000331,-0.07847424629077555
ACH-000332,-0.1092669501818471
ACH-000334,-0.009030239802071693
ACH-000335,-0.06559178721550457
ACH-000336,-0.02315945776692415
ACH-000337,-0.1318901744185373
ACH-000338,0.19931234936453027
ACH-000339,-0.14240089101329792
ACH-000341,-0.04134702204923963
ACH-000348,-0.13180327266545225
ACH-000350,-0.2372596712365497
ACH-000352,-0.4087589616588268
ACH-000356,-0.14685397442289394
ACH-000361,-0.2920201265155235
ACH-000362,-0.08308323842515912
ACH-000363,-0.2103495469386893
ACH-000364,-0.10628633196145648
ACH-000365,-0.5967197548553852
ACH-000366,-0.16332906702625788
ACH-000368,-0.1594841887850443
ACH-000374,-0.0494516757469509
ACH-000375,-0.1445566403495784
ACH-000376,-0.129368564204508
ACH-000381,-0.19664890189148496
ACH-000383,-0.2548275709669875
ACH-000387,-0.2091567419664874
ACH-000389,-0.2742993416913401
ACH-000390,-0.251709395840602
ACH-000393,-0.11806906232629195
ACH-000395,-0.3700292104957364
ACH-000396,-0.15072956150299294
ACH-000397,-0.23994050053118704
ACH-000401,-0.24218497432937505
ACH-000402,-0.3818710112869849
ACH-000403,-0.2453366376574209
ACH-000404,-0.336980711642775
ACH-000406,-0.2162402765879169
ACH-000407,-0.08630021332444512
ACH-000408,-0.08419853580069878
ACH-000410,-0.2459307730857757
ACH-000411,-0.0981351227560402
ACH-000414,-0.15722733350020512
ACH-000415,-0.2516146829486099
ACH-000416,-0.2349381798782727
ACH-000420,-0.2094482467943211
ACH-000421,-0.08039478422284789
ACH-000424,-0.321584187688552
ACH-000425,-0.26755441303218946
ACH-000426,-0.1916857471837456
ACH-000427,-0.26509200898656976
ACH-000433,-0.3568250287422949
ACH-000435,-0.0183951589637534
ACH-000436,0.09670593771073226
ACH-000444,-0.15636357664716755
ACH-000445,-0.10883668746327707
ACH-000448,-0.20811610275176287
ACH-000450,-0.1844298436110592
ACH-000452,-0.10419593487154358
ACH-000454,-0.1957219366336287
ACH-000458,-0.2940475571660952
ACH-000459,-0.061886439937250015
ACH-000460,-0.1613853157319437
ACH-000461,-0.17752751899216138
ACH-000463,-0.06186035205070895
ACH-000464,-0.18472960701333246
ACH-000466,-0.36918220382366
ACH-000467,-0.1396032314564993
ACH-000468,-0.1895669286213758
ACH-000469,-0.06301379865314523
ACH-000470,-0.11794820943735328
ACH-000471,-0.011485856435343776
ACH-000472,-0.1890097560282112
ACH-000473,0.0009610269175459033
ACH-000475,-0.16238614228828896
ACH-000476,-0.0520582928857956
ACH-000477,-0.1209055775124809
ACH-000479,-0.07988232459257494
ACH-000480,-0.08209375639237289
ACH-000481,-0.1240697422996824
ACH-000483,-0.15540697863475647
ACH-000484,-0.23618932146913754
ACH-000485,-0.06471320352115284
ACH-000486,-0.3060645909654304
ACH-000487,-0.15368017678945076
ACH-000488,-0.16124713851157382
ACH-000490,-0.0687669141273596
ACH-000491,0.014000298960675492
ACH-000495,-0.11700455084921425
ACH-000496,-0.3032404967705913
ACH-000499,-0.02700402076440256
ACH-000500,0.26572820631475635
ACH-000502,-0.09333411983857234
ACH-000503,-0.2952376266338267
ACH-000505,-0.2620734327623606
ACH-000507,-0.09016608283296428
ACH-000510,-0.15966565797543927
ACH-000511,-0.16095260581103174
ACH-000512,-0.2744681225129533
ACH-000516,-0.09085228406969847
ACH-000517,-0.17929359818536664
ACH-000518,-0.1583664351575591
ACH-000520,-0.1273347544680525
ACH-000521,-0.2877804661575641
ACH-000522,-0.18863743131731392
ACH-000524,-0.27780628813321856
ACH-000527,-0.2613380539215846
ACH-000528,-0.1856127751565501
ACH-000537,-0.25932366000564605
ACH-000541,-0.2508551218918993
ACH-000542,-0.14482069336452866
ACH-000544,-0.07391810131932951
ACH-000545,-0.2393131830750709
ACH-000547,-0.21445727884472832
ACH-000548,-0.10494946921585806
ACH-000549,-0.2527595686839189
ACH-000550,-0.21914928970494535
ACH-000552,-0.1105217055234496
ACH-000556,-0.22284533580105115
ACH-000557,-0.2707588500584225
ACH-000569,-0.08129049605647624
ACH-000570,-0.28650016786142524
ACH-000571,-0.1349524185904637
ACH-000573,-0.2644720393457022
ACH-000576,-0.3803175567268749
ACH-000579,-0.38237768237258857
ACH-000580,-0.24854981106776394
ACH-000584,-0.08136804757898512
ACH-000585,-0.07608799860281806
ACH-000588,-0.1297672998239627
ACH-000589,-0.07300060855229185
ACH-000591,-0.1755088104443209
ACH-000593,-0.15154446741685965
ACH-000600,-0.14365552810219065
ACH-000601,-0.16592259125925254
ACH-000605,-0.17991336190897295
ACH-000606,-0.1297261185099398
ACH-000608,-0.12940505888465811
ACH-000614,-0.1300204243405872
ACH-000616,-0.23456407882447716
ACH-000618,-0.21607773030230168
ACH-000619,-0.1826694762393625
ACH-000620,-0.1498472468759745
ACH-000621,-0.2364770863794737
ACH-000622,-0.21455421281090775
ACH-000623,-0.1784571145703676
ACH-000624,-0.4014364949924899
ACH-000627,-0.2098250169595441
ACH-000630,-0.13520324077884105
ACH-000631,-0.3659388869976961
ACH-000632,-0.20307316950725965
ACH-000633,-0.2250305676888168
ACH-000637,-0.18130616942212646
ACH-000638,-0.22509952263046948
ACH-000646,-0.12892979601217427
ACH-000647,-0.21062282230273088
ACH-000648,-0.3703737435623055
ACH-000649,-0.1525551734762734
ACH-000651,-0.2475348043846333
ACH-000652,-0.2869435967465014
ACH-000653,-0.23271603894952345
ACH-000657,-0.09406564498875238
ACH-000658,-0.17267563819334786
ACH-000661,-0.11712975454167113
ACH-000662,-0.2850832047542055
ACH-000663,-0.1835288572759537
ACH-000665,-0.2481029485131141
ACH-000671,-0.13528116391744202
ACH-000672,-0.3903247748920969
ACH-000673,-0.14619507948007088
ACH-000676,-0.1875507682839424
ACH-000677,-0.16136142045417193
ACH-000681,-0.10431776261560093
ACH-000683,-0.18490524354777446
ACH-000684,-0.19184500757959752
ACH-000688,-0.2929217265648311
ACH-000693,-0.10187990190469344
ACH-000694,-0.18704924741616424
ACH-000695,-0.19191574286004776
ACH-000696,-0.09271097574858864
ACH-000697,-0.1329802796495392
ACH-000699,-0.2099317052920465
ACH-000701,-0.15639717138498113
ACH-000706,-0.0767483417432979
ACH-000711,-0.14845737888605454
ACH-000713,-0.04417888445498112
ACH-000714,-0.19240812377701025
ACH-000718,-0.16335964002054434
ACH-000720,-0.12564452194864506
ACH-000721,-0.08442700362194626
ACH-000724,-0.3049933660686921
ACH-000725,-0.17228975750484002
ACH-000732,-0.1590451779336612
ACH-000734,-0.1901779230057289
ACH-000735,-0.1587215467734298
ACH-000736,-0.008122169168670926
ACH-000738,-0.13527030599183826
ACH-000746,-0.2435759826794545
ACH-000747,-0.07556791598241999
ACH-000748,-0.07837119578583382
ACH-000753,-0.21781491778689385
ACH-000756,-0.059869998629221835
ACH-000757,0.003370671197717109
ACH-000758,-0.06763502647055197
ACH-000760,-0.0830284043071004
ACH-000762,-0.15874584292449356
ACH-000763,-0.2683788205712023
ACH-000764,-0.13488015911045456
ACH-000765,-0.15378026735998288
ACH-000766,-0.2547681999379388
ACH-000767,-0.11926663097487696
ACH-000768,-0.0891093064273864
ACH-000769,-0.17639347690438112
ACH-000770,-0.09136059596751762
ACH-000771,-0.12664988816833272
ACH-000773,-0.34806644439065426
ACH-000776,-0.1284381839217344
ACH-000777,-0.2747597957273465
ACH-000778,-0.2270990220637513
ACH-000781,-0.1393294752127687
ACH-000782,-0.5837788905857286
ACH-000783,-0.09696948108692433
ACH-000784,-0.2214803593886937
ACH-000785,-0.12047371559453598
ACH-000787,-0.3411829281470811
ACH-000788,-0.032324530633874464
ACH-000791,-0.13451361889092778
ACH-000792,-0.2403064426679327
ACH-000794,-0.1464153431053336
ACH-000796,-0.1098692995148855
ACH-000798,-0.1047321904561784
ACH-000799,-0.2920281555111091
ACH-000800,-0.2778981935525321
ACH-000802,-0.1708236661201056
ACH-000804,0.008643350653103028
ACH-000805,-0.1549501484189401
ACH-000809,-0.14859469741655434
ACH-000810,0.021665620093712257
ACH-000811,-0.209976487559397
ACH-000817,-0.04008054263445713
ACH-000819,-0.11712106635775532
ACH-000820,-0.3397920399610499
ACH-000821,-0.09312501870136364
ACH-000822,-0.2476305905725727
ACH-000823,-0.12702048380707665
ACH-000824,-0.10355360434266167
ACH-000827,-0.07722937769601793
ACH-000829,-0.0053758484142410285
ACH-000831,-0.14444872219169125
ACH-000832,-0.06658881234250102
ACH-000833,-0.12461266256476355
ACH-000834,-0.11990496761137336
ACH-000835,-0.1913845651258168
ACH-000836,-0.1551139592399607
ACH-000837,-0.14611133053972827
ACH-000838,0.0721990307737257
ACH-000839,-0.17448615199620418
ACH-000840,0.0448972017762697
ACH-000841,-0.2191049436715912
ACH-000843,-0.20179327111518985
ACH-000846,-0.0719804566353742
ACH-000847,-0.13139622247212746
ACH-000848,0.0006759952405062222
ACH-000849,-0.11827118392476445
ACH-000851,-0.28207775250016465
ACH-000855,-0.17315633242876527
ACH-000856,-0.17957925976995445
ACH-000858,-0.1718418854228685
ACH-000859,-0.36473648616451204
ACH-000861,-0.26351427806856703
ACH-000862,-0.3970926957606458
ACH-000865,-0.12841776522996395
ACH-000866,-0.3092281913101655
ACH-000867,-0.15251768389629522
ACH-000869,-0.14252072081120015
ACH-000872,-0.048965323752037306
ACH-000873,-0.3732444098512115
ACH-000876,-0.2268310558949852
ACH-000878,-0.09524203517380593
ACH-000880,-0.055964670749018085
ACH-000881,-0.22075961453254794
ACH-000882,-0.1792080874186238
ACH-000884,-0.22288688114492775
ACH-000885,-0.3190337535076801
ACH-000887,-0.10676079454564072
ACH-000889,-0.2444539339140093
ACH-000896,-0.21570508168416108
ACH-000898,-0.16807910753603764
ACH-000900,-0.14600611252890305
ACH-000901,-0.2170309647085292
ACH-000905,-0.4173033528497692
ACH-000906,-0.2282507989407373
ACH-000907,-0.3334248291066196
ACH-000910,-0.15301816318897535
ACH-000911,-0.17455773918576775
ACH-000912,-0.1032360796023958
ACH-000913,-0.17816166422151178
ACH-000915,-0.15017009770837145
ACH-000916,0.08999286351026313
ACH-000917,-0.0959838747592504
ACH-000920,-0.2569830214528106
ACH-000921,-0.20200446769186647
ACH-000924,-0.10473495975669077
ACH-000926,-0.17617142111998535
ACH-000928,-0.11163841068412728
ACH-000929,-0.057947800441903875
ACH-000932,-0.1558918392895389
ACH-000935,-0.2504910464878156
ACH-000936,-0.1933945998494156
ACH-000937,-1.0142497863292104
ACH-000938,0.04109933235155222
ACH-000939,-0.2517179745055346
ACH-000941,-0.2346102064763756
ACH-000943,-0.2258826791448222
ACH-000946,-0.2261876899534215
ACH-000947,-0.04500250951176802
ACH-000948,-0.2533319086216806
ACH-000950,-0.3556962685141579
ACH-000953,-0.6819096606251294
ACH-000954,-0.22096952944938394
ACH-000957,-0.2446626493524065
ACH-000958,-0.12975905347473934
ACH-000960,-0.059700081206440186
ACH-000963,-0.15218193293104956
ACH-000968,-0.1909966066508063
ACH-000969,-0.1266436202728589
ACH-000972,-0.23451348586456885
ACH-000973,-0.2186946782802243
ACH-000974,-0.20560431164159745
ACH-000978,-0.33550425066677764
ACH-000984,-0.2642188259015976
ACH-000986,-0.2307197826630903
ACH-000988,-0.25180018865247805
ACH-000993,-0.16802747479694188
ACH-000994,-0.2752050057173852
ACH-000996,-0.1887068590499908
ACH-001001,-0.11707172145082036
