,LBX2 (85474)
ACH-000004,0.12444608684096545
ACH-000005,0.3123415731876228
ACH-000007,0.23596837325868025
ACH-000009,-0.01323949085497624
ACH-000011,0.09380936310994173
ACH-000012,0.09353352735281803
ACH-000013,0.003506245663488942
ACH-000014,-0.002064635416667336
ACH-000015,0.07022621921863971
ACH-000017,0.02467911990146806
ACH-000018,-0.06776504064986617
ACH-000019,-0.054853313594187485
ACH-000021,-0.00946733056947944
ACH-000022,0.16003193115161232
ACH-000025,0.004731941383346823
ACH-000028,-0.08404994815034704
ACH-000030,0.00964219385175012
ACH-000035,0.021078091416480454
ACH-000036,0.058813224428241676
ACH-000037,0.11264893244998465
ACH-000039,-0.1067268606548892
ACH-000040,-0.11352794048585706
ACH-000041,0.047314776762191764
ACH-000042,0.08123647411631163
ACH-000045,0.032559627787294765
ACH-000047,-0.019893542748263437
ACH-000052,-0.10779126596927588
ACH-000053,0.02979870082696825
ACH-000054,0.00792696651889357
ACH-000055,-0.08582728110457152
ACH-000060,0.03182176614330179
ACH-000067,0.06143815594832752
ACH-000070,0.1772544950661084
ACH-000075,-0.14295357242775303
ACH-000078,0.07012818573542133
ACH-000082,0.005852341437848256
ACH-000085,-0.08541276398734518
ACH-000086,0.02525726437970404
ACH-000087,-0.0021863343819142787
ACH-000092,-0.21711011587059967
ACH-000095,-0.05678826345439919
ACH-000097,-0.007312443761617426
ACH-000098,0.09075025442712847
ACH-000099,0.051831628868956266
ACH-000108,0.09603290014417644
ACH-000113,-0.01666526184331877
ACH-000116,0.03133622374322696
ACH-000118,0.04907881481290615
ACH-000120,0.012932658732413152
ACH-000123,-0.00995294916256572
ACH-000127,-0.02626728484330664
ACH-000128,-0.1789217588087327
ACH-000132,0.0065277822409616935
ACH-000133,-0.03260946861374689
ACH-000137,-0.03132436940899387
ACH-000138,-0.014216995553304187
ACH-000142,-0.10598535822442016
ACH-000143,0.03662990866639819
ACH-000146,0.13692355360673272
ACH-000148,0.0689872035120082
ACH-000150,0.18243283763063745
ACH-000152,-0.1175783564961312
ACH-000153,0.1247612703582814
ACH-000159,0.007794275172380808
ACH-000160,0.015665192746805816
ACH-000163,-0.12966824038874925
ACH-000167,0.14137321081161278
ACH-000168,0.0981881630464514
ACH-000169,0.04859823260460667
ACH-000178,0.07835249921720164
ACH-000183,0.11409588042152186
ACH-000188,-0.09064095599568713
ACH-000189,-0.45455312094714
ACH-000190,0.08676090225484097
ACH-000198,0.07819824151417545
ACH-000203,-0.11636599874379305
ACH-000204,-0.08117073048137488
ACH-000206,-0.00018250609850855464
ACH-000207,0.057588637615221074
ACH-000208,-0.174630112378532
ACH-000210,0.2024353489559779
ACH-000211,0.04701343480395944
ACH-000215,0.010925848611240671
ACH-000221,-0.015119061642698188
ACH-000222,0.07785864312049716
ACH-000223,-0.05406298572414907
ACH-000226,-0.1846723092825586
ACH-000227,-0.01753515870797536
ACH-000228,0.061673788653188
ACH-000231,-0.1535149005716911
ACH-000232,-0.013689891160707046
ACH-000233,0.0210054485439847
ACH-000234,0.059021504444845586
ACH-000235,0.008795119878606292
ACH-000237,0.019845865432532802
ACH-000238,-0.060103958384711775
ACH-000242,0.06437320151162294
ACH-000243,0.06873520474589227
ACH-000244,-0.09018962631364638
ACH-000246,0.07377467617275002
ACH-000248,-0.11337782638631025
ACH-000250,0.015331661935268191
ACH-000251,0.1744557070640085
ACH-000252,-0.13583607432452144
ACH-000253,0.09008961913948267
ACH-000255,-0.06083178162222789
ACH-000256,0.05455340843037913
ACH-000257,0.03371474123951208
ACH-000258,0.13775990141622205
ACH-000259,0.01880965887779674
ACH-000260,0.06452076155944321
ACH-000261,-0.07010418543464815
ACH-000262,0.013665789601404476
ACH-000263,-0.055615035303369816
ACH-000264,-0.018446116077583008
ACH-000265,0.08221395018268413
ACH-000266,0.027804005775383344
ACH-000272,-0.027630869895537816
ACH-000274,0.03739024741225405
ACH-000277,0.18774836071340453
ACH-000278,0.05343513784818664
ACH-000279,0.0033596209205278053
ACH-000280,0.09800491942582858
ACH-000281,0.1138453253682674
ACH-000288,-0.0926024464429352
ACH-000291,0.12560787163230588
ACH-000293,-0.0008309504015883843
ACH-000294,0.029567483044769624
ACH-000295,-0.15615288778122524
ACH-000296,0.030221061687865543
ACH-000302,-0.007433577812172089
ACH-000304,0.06904485074412392
ACH-000307,0.022617183484741357
ACH-000308,-0.02421647535549309
ACH-000310,0.1320103288521389
ACH-000311,0.013665689062596444
ACH-000312,0.10500942884457186
ACH-000315,-0.027842113118877986
ACH-000316,0.15702052646445322
ACH-000317,0.07047909353216256
ACH-000318,0.10972308963740887
ACH-000319,-0.002054619062161901
ACH-000320,0.07783540117832154
ACH-000322,-0.11656186829795445
ACH-000323,0.12675263197595907
ACH-000324,0.0158100628803548
ACH-000329,-0.041887110678136975
ACH-000330,-0.08143931255679122
ACH-000331,0.12591483693709396
ACH-000332,-0.005290664657129359
ACH-000334,0.0813554275407718
ACH-000335,0.07750978230729995
ACH-000336,-0.10416677562660427
ACH-000337,0.06564970580364768
ACH-000338,0.011429007589165893
ACH-000339,0.013093688303596276
ACH-000341,-0.004851930503227593
ACH-000348,0.01135677916135686
ACH-000350,0.08182479144435095
ACH-000352,0.0015683594351727226
