,CACFD1 (11094)
ACH-000004,0.06215553428140145
ACH-000005,-0.04706277282961231
ACH-000007,0.3485259679361792
ACH-000009,-0.10020046581557958
ACH-000011,0.03205967920909118
ACH-000012,-0.01853986166071023
ACH-000013,-0.04454530048468333
ACH-000014,0.04764054242282631
ACH-000015,-0.07605592020545231
ACH-000017,0.05961617666667975
ACH-000018,-0.060693849098307724
ACH-000019,0.1556368992092231
ACH-000021,0.04541451615342134
ACH-000022,0.05589697022377222
ACH-000025,-0.07205001247035987
ACH-000028,0.11733183187840872
ACH-000030,0.049248722342044936
ACH-000035,0.07361869910068536
ACH-000036,0.0215626312923862
ACH-000037,0.09403219563697858
ACH-000039,0.033500784141728274
ACH-000040,0.00022657893061643803
ACH-000041,-0.13494061364297538
ACH-000042,0.013593484144394518
ACH-000045,0.11570006220935898
ACH-000047,0.18825419617198813
ACH-000052,-0.03956958749045684
ACH-000053,0.0569225664196903
ACH-000054,0.028556551698082237
ACH-000055,0.13069056289359388
ACH-000060,0.04873224834821505
ACH-000067,0.02840621398731224
ACH-000070,0.3113990312585081
ACH-000075,-0.052426907851914686
ACH-000078,0.0119685909715593
ACH-000082,-0.061950847951450526
ACH-000085,-0.06583519033383695
ACH-000086,-0.04361932998386425
ACH-000087,-0.26477317127100186
ACH-000092,0.028918117788414088
ACH-000095,0.017673030582261606
ACH-000097,0.036192829929216346
ACH-000098,0.06674357993775229
ACH-000099,0.008073141514304353
ACH-000108,0.09530924249475203
ACH-000113,0.02612722456042764
ACH-000116,0.01690614480409701
ACH-000118,-0.0008217687151973285
ACH-000120,0.02412867955597604
ACH-000123,0.06265024434957704
ACH-000127,-0.015959905829760406
ACH-000128,0.05234846346978042
ACH-000132,0.09600732986758696
ACH-000133,0.09820946063714324
ACH-000137,0.0831228558878962
ACH-000138,0.13490741744786844
ACH-000142,0.10781445737876667
ACH-000143,0.0422917872490752
ACH-000146,0.03528370648966005
ACH-000148,0.008631186649174557
ACH-000150,0.00283444209663715
ACH-000152,0.023387986469762468
ACH-000153,-0.048230945443770316
ACH-000159,-0.01265591694121663
ACH-000160,0.009943487431643716
ACH-000163,-0.04118470366085453
ACH-000167,0.0216571733598876
ACH-000168,-0.056878643163978414
ACH-000169,-0.04676594646771835
ACH-000178,-0.011415617246490805
ACH-000183,0.14674600586695982
ACH-000188,-0.06570037020525317
ACH-000189,-0.1263572338795189
ACH-000190,0.1725842861570606
ACH-000198,0.07458576198390528
ACH-000203,0.2290287822911497
