,SIKE1 (80143)
ACH-000004,-0.008080904984823861
ACH-000005,0.13260561210598773
ACH-000007,0.06148499578671016
ACH-000009,-0.09907423539801477
ACH-000011,-0.06147648819117552
ACH-000012,-0.11716234944881565
ACH-000013,0.00018354235975830084
ACH-000014,-0.05473180575071454
ACH-000015,-0.11648332160859932
ACH-000017,-0.14625482620185706
ACH-000018,-0.12669492633469648
ACH-000019,-0.41452733577158896
ACH-000021,-0.16776754609095051
ACH-000022,-0.024560214153858444
ACH-000025,-0.3004505751932347
ACH-000028,-0.4239914999650554
ACH-000030,-0.13365440821401905
ACH-000035,-0.2388165601984457
ACH-000036,-0.069111521392332
ACH-000037,-0.2625554990428908
ACH-000039,0.02733814084664144
ACH-000040,-0.06443803819296398
ACH-000041,-0.17188756265817168
ACH-000042,0.003242119583094885
ACH-000045,-0.037586119191830594
ACH-000047,-0.1270846735848849
ACH-000052,-0.25621725217428315
ACH-000053,-0.14125259109330224
ACH-000054,-0.1523650210987686
ACH-000055,0.007338993813569898
ACH-000060,-0.2239485236225595
ACH-000067,-0.1243399312242251
ACH-000070,0.09107681516430002
ACH-000075,-0.17650384572527372
ACH-000078,-0.09542788574936152
ACH-000082,-0.06613793685746168
ACH-000085,-0.007888691646628983
ACH-000086,-0.3364952000085596
ACH-000087,-0.18379844909437948
ACH-000092,-0.16793139480284905
ACH-000095,-0.17314842064323682
ACH-000097,0.04950722941866462
ACH-000098,-0.12796999366305611
ACH-000099,-0.05148275284946574
ACH-000108,-0.11857372914453312
ACH-000113,-0.0008290320942052767
ACH-000116,-0.053307698401358704
ACH-000118,-0.06834491627371363
ACH-000120,0.07572253011992157
ACH-000123,-0.05285598689223943
ACH-000127,-0.18601276465149524
ACH-000128,-0.10809719038489707
ACH-000132,-0.007903146562829136
ACH-000133,-0.1679380345670026
ACH-000137,-0.2086378754653764
ACH-000138,0.042768362067685806
ACH-000142,-0.1579089139298066
ACH-000143,-0.029445801951475607
ACH-000146,-0.08512420574339011
ACH-000148,-0.13097925851928946
ACH-000150,-0.20795674747217807
ACH-000152,-0.1974232873333459
ACH-000153,-0.2712277760652821
ACH-000159,-0.13828252957274656
ACH-000160,-0.07273698221197128
ACH-000163,-0.12068616785902335
ACH-000167,-0.13854808415548728
ACH-000168,0.03249551726697923
ACH-000169,-0.17925962795490286
ACH-000178,-0.12404798758875599
ACH-000183,-0.09091805807923403
ACH-000188,-0.08191740981707768
ACH-000189,-0.008448265984294445
ACH-000190,0.03812508845846559
ACH-000198,-0.14938524938310555
ACH-000203,0.03499814806081568
ACH-000204,-0.03623857798514298
ACH-000206,-0.17320323076765587
ACH-000207,-0.07638991275559967
ACH-000208,-0.17201080166291433
ACH-000210,-0.11313074884450787
ACH-000211,-0.09402954015846884
ACH-000215,-0.06513826381191118
ACH-000221,-0.13034981057414266
ACH-000222,-0.21303556279925556
ACH-000223,-0.2277302749426849
ACH-000226,-0.19116475066246572
ACH-000227,-0.12790179069370256
ACH-000228,-0.15719398893841727
ACH-000231,-0.13682229158109285
ACH-000232,-0.19984892130962112
ACH-000233,-0.03560889008764993
ACH-000234,0.040178585042245564
ACH-000235,-0.18646773223522511
ACH-000237,-0.1389590804436575
ACH-000238,-0.1285608295141341
ACH-000242,-0.2725665388818531
ACH-000243,-0.043238060615244704
ACH-000244,-0.13844750543317244
ACH-000246,-0.12286511946920732
ACH-000248,-0.1605749266872817
ACH-000250,-0.11618030853506167
ACH-000251,-0.13741735676059855
ACH-000252,-0.1096022657842834
ACH-000253,-0.10021429318561
ACH-000255,-0.16972781058465367
ACH-000256,-0.20222339336782796
ACH-000257,0.04164092473763555
ACH-000258,-0.14296227080696133
ACH-000259,-0.08825888327695143
ACH-000260,-0.07380974219985885
ACH-000261,-0.129575523021101
ACH-000262,0.017675537874003937
ACH-000263,-0.014496187978429812
ACH-000264,-0.042870587194705316
ACH-000265,-0.13677605261713865
ACH-000266,-0.04496922654888722
ACH-000272,-0.15506115811735072
ACH-000274,-0.16244011217512694
ACH-000277,-0.19843917182061546
ACH-000278,-0.13419008087366602
ACH-000279,-0.02627414045569244
ACH-000280,-0.04719839640259692
ACH-000281,0.008000921180054077
ACH-000288,-0.2550416879989384
ACH-000291,-0.2081403711979754
ACH-000293,-0.01657091351826064
ACH-000294,0.08997290135260604
ACH-000295,-0.09454307098528528
ACH-000296,-0.11922955218939517
ACH-000302,-0.1575382604135272
ACH-000304,-0.31465116401418564
ACH-000307,-0.00482371691686068
ACH-000308,-0.06984762652616662
ACH-000310,-0.1344408391652645
ACH-000311,-0.15754831413149425
ACH-000312,-0.09870595607572752
ACH-000315,-0.037009765794112214
ACH-000316,0.09660038745694
ACH-000317,-0.2683304676573655
ACH-000318,-0.24005251944640135
ACH-000319,-0.14846916147618208
ACH-000320,-0.12095490939851332
ACH-000322,0.026933043448145063
ACH-000323,-0.2905709118927465
ACH-000324,-0.1594089399028897
ACH-000329,-0.08457133381843038
ACH-000330,-0.2445796217105768
ACH-000331,-0.2226463117454973
ACH-000332,-0.12927565256090298
ACH-000334,-0.3538801740951383
ACH-000335,-0.1967664910869203
ACH-000336,0.043005305154684426
ACH-000337,-0.09822507172791778
ACH-000338,-0.2711142284453579
ACH-000339,-0.11130673919838346
ACH-000341,-0.19524434636268206
ACH-000348,-0.01434151729122313
ACH-000350,0.0444779463162758
ACH-000352,-0.048083352094856494
ACH-000356,0.12259197926673004
ACH-000361,-0.1509864341117294
ACH-000362,-0.10082666031765322
ACH-000363,-0.12409027810325428
ACH-000364,-0.07729268727769646
ACH-000365,-0.0038775989275140173
ACH-000366,-0.016198047039863755
ACH-000368,-0.11707766780954992
ACH-000374,-0.0857897126875549
ACH-000375,-0.33327774526041554
ACH-000376,-0.09637480503363877
ACH-000381,0.008967448303013903
ACH-000383,-0.17536609337525585
ACH-000387,-0.04063326253401015
ACH-000389,-0.2083688451256176
ACH-000390,-0.10029866158497233
ACH-000393,-0.12222959034713099
ACH-000395,-0.16243507624369613
ACH-000396,-0.14617928767806376
ACH-000397,-0.13079712502207938
ACH-000401,-0.09414924930868726
ACH-000402,-0.1302838208971056
ACH-000403,-0.06554303672140145
ACH-000404,-0.15188099172042485
ACH-000406,-0.011096802685052223
ACH-000407,-0.2875580857543513
ACH-000408,-0.00460154843665096
ACH-000410,-0.07297081184620377
ACH-000411,-0.008119446292377734
ACH-000414,0.0003890144170687157
ACH-000415,-0.12120666249881093
ACH-000416,-0.14193724767672428
ACH-000420,-0.41782974808969453
ACH-000421,-0.026439997366553333
ACH-000424,-0.3145013780486053
ACH-000425,-0.10542786470687307
ACH-000426,-0.12486844184210905
ACH-000427,-0.040320242104177714
ACH-000433,-0.3250644612320083
ACH-000435,-0.16407869642198794
ACH-000436,-0.21855363757005689
ACH-000444,0.05935112143504397
ACH-000445,0.12594204021757235
ACH-000448,-0.19559439851703836
ACH-000450,-0.07543653799016843
ACH-000452,-0.00763415702245163
ACH-000454,0.006619492779196693
ACH-000458,-0.07391685752874468
ACH-000459,0.041311304106095764
ACH-000460,-0.25123951588951315
ACH-000461,-0.17046073696992667
ACH-000463,-0.14444935510326726
ACH-000464,-0.11570842952492318
ACH-000466,-0.2787712750403277
ACH-000467,0.11266117847656665
ACH-000468,-0.10704509478041573
ACH-000469,-0.030417043916205724
ACH-000470,0.19191426774587564
ACH-000471,-0.14625431927396113
ACH-000472,-0.05271819025227258
ACH-000473,0.09246387449387276
ACH-000475,-0.05117350287079685
ACH-000476,-0.09776167021425204
ACH-000477,-0.1541501466618174
ACH-000479,-0.30680603519880106
ACH-000480,-0.14743153547821555
ACH-000481,0.3728522900266735
ACH-000483,-0.1498311950028802
ACH-000484,-0.031699340999743086
ACH-000485,-0.02977516307571825
ACH-000486,-0.09902385822901047
ACH-000487,-0.04158454463406925
ACH-000488,-0.020995538210980103
ACH-000490,-0.07462501021776895
ACH-000491,-0.13035089351656906
ACH-000495,-0.04100431425133482
ACH-000496,-0.2162919030118444
ACH-000499,-0.1874082109024639
ACH-000500,-0.3123977899870566
ACH-000502,0.012195327797081152
ACH-000503,0.08433746155045918
ACH-000505,-0.07044399881817323
ACH-000507,-0.2617606427956777
ACH-000510,-0.034576321348785015
ACH-000511,-0.2803636540310261
ACH-000512,-0.34392795948464683
ACH-000516,-0.08878463720516479
ACH-000517,-0.15276391396446548
ACH-000518,0.034376575068059516
ACH-000520,-0.15006086626353068
