,HIST1H2AM (8336)
ACH-000261,-0.2643220848167232
ACH-000262,-0.4019302885103656
ACH-000263,-0.3716624518844964
ACH-000264,-0.21170446623510225
ACH-000265,-0.24229362342617702
ACH-000266,-0.24313028553395544
ACH-000272,-0.13747226998517273
ACH-000274,-0.17248623028843246
ACH-000277,-0.3691423282013853
ACH-000278,-0.265404771018424
ACH-000279,-0.2786070359643374
ACH-000280,-0.4365061353367449
ACH-000281,-0.32790868579452365
ACH-000288,-0.2162644986413428
ACH-000291,-0.32385674289675914
ACH-000293,-0.2332439597980405
ACH-000294,-0.1825057279394724
ACH-000295,-0.30025219143647097
ACH-000296,-0.3760313111624336
ACH-000302,-0.22684420130246574
ACH-000304,-0.149757698791619
ACH-000307,-0.2672366366956598
ACH-000308,-0.2919519564820552
ACH-000310,-0.16745600968402094
ACH-000311,-0.1815921203415272
ACH-000312,-0.2114061731247472
ACH-000315,-0.16266970376573875
ACH-000316,-0.2239093458664977
ACH-000317,-0.22736752226381654
ACH-000318,-0.24264682749209115
ACH-000319,-0.2958944411417301
ACH-000320,-0.2691131025920173
ACH-000322,-0.13146840575856714
ACH-000323,-0.2725471979280648
ACH-000324,-0.2881213455411855
ACH-000329,-0.2973256400600924
ACH-000330,-0.398356830379196
ACH-000331,-0.2584954371756198
ACH-000332,-0.3423584169351858
ACH-000334,-0.2797920289544432
ACH-000335,-0.21798255743490025
ACH-000336,-0.3538142311690345
ACH-000337,-0.2107447208894067
ACH-000338,-0.3630885930406201
ACH-000339,-0.2452158242239041
ACH-000341,-0.3397416125020001
ACH-000348,-0.2922449898912392
ACH-000350,-0.14956525932732515
ACH-000352,-0.17906855065087518
ACH-000356,-0.2559991711543054
ACH-000361,-0.3067365597145602
ACH-000362,-0.19576723766099327
ACH-000363,-0.09348014739368203
ACH-000364,-0.24361578969629746
ACH-000365,-0.20847919267785645
ACH-000366,-0.1677319833568008
ACH-000368,-0.2557567858128297
ACH-000374,-0.4341078379736115
ACH-000375,-0.3648853662533952
ACH-000376,-0.24292984977238904
ACH-000381,-0.4513593252280857
ACH-000383,-0.30011816692120125
ACH-000387,-0.15411504930749306
ACH-000389,-0.2718673298033585
ACH-000390,-0.28290692928812683
ACH-000393,-0.3383952072324577
ACH-000395,-0.2865195996211958
ACH-000396,-0.3182076092901688
ACH-000397,-0.293680033676267
ACH-000401,-0.3732545194948135
ACH-000402,0.10987518814176493
ACH-000403,-0.2692238812619342
ACH-000404,-0.2414836605215377
ACH-000406,-0.2071442314880201
ACH-000407,-0.24759999114688844
ACH-000408,-0.20749158694930347
ACH-000410,-0.1911672008089076
ACH-000411,-0.14825369367269875
ACH-000414,-0.2634655621921687
ACH-000415,-0.23051812336828065
ACH-000416,-0.21596461674501166
ACH-000420,-0.2513041106432273
ACH-000421,-0.22801289877355024
ACH-000424,-0.08821216449035238
ACH-000425,-0.2677726678837278
ACH-000426,-0.2603876140188228
ACH-000427,-0.33737403666014465
ACH-000433,-0.05784561023457786
ACH-000435,-0.6146832042947141
ACH-000436,-0.33118162775987586
ACH-000444,-0.2722917570896717
ACH-000445,-0.39665502613017467
ACH-000448,-0.25814660770582154
ACH-000450,-0.2637671136615933
ACH-000452,-0.3237905721292215
ACH-000454,-0.4533298444138314
ACH-000458,-0.3100495826224232
ACH-000459,-0.2516029347715495
ACH-000460,-0.2735938840227177
ACH-000461,-0.3891048283442801
ACH-000463,-0.1967649679581847
ACH-000464,-0.23404925538511376
ACH-000466,-0.35583855083865296
ACH-000467,-0.3082640198742081
ACH-000468,-0.19923454444070374
ACH-000469,-0.2652477530384981
ACH-000470,-0.38644788585360507
ACH-000471,-0.21205676967234696
ACH-000472,-0.20464214788873955
ACH-000473,-0.4149243096173419
ACH-000475,-0.11136996807639084
ACH-000476,-0.3129116037679299
ACH-000477,-0.18180669074250105
ACH-000479,-0.4959968518698475
ACH-000480,-0.20577381877769568
ACH-000481,-0.3619340346615305
ACH-000483,-0.13153606915442595
ACH-000484,-0.06880645785090524
ACH-000485,-0.3964968531525834
ACH-000486,-0.24521091923758306
ACH-000487,-0.23916739117591795
ACH-000488,-0.2406736305554385
ACH-000490,-0.2879578642821766
ACH-000491,-0.28734946734757305
ACH-000495,-0.08031007668990645
ACH-000496,-0.2159657093629948
ACH-000499,-0.30317125231905817
ACH-000500,0.09515507450533628
ACH-000502,-0.25270579510368474
ACH-000503,-0.455324324554243
ACH-000505,-0.1964430276219428
ACH-000507,-0.21455098525475372
ACH-000510,-0.22804258752299725
ACH-000511,-0.3466041246688533
ACH-000512,-0.24328109162888836
ACH-000516,-0.35228138151106353
ACH-000517,-0.3040243185157168
ACH-000518,-0.30771212700000616
ACH-000520,-0.2701981486346299
ACH-000521,-0.17299837565151466
ACH-000522,-0.3235060922971569
ACH-000524,-0.3377166576265785
ACH-000527,-0.2310168074378176
ACH-000528,-0.27331700266070064
ACH-000537,-0.2850089140668614
ACH-000541,-0.2671946006515425
ACH-000542,-0.19318192385450125
ACH-000544,-0.28113502011097924
ACH-000545,-0.3568416608135461
ACH-000547,-0.19233421572761208
ACH-000548,-0.2763574943168531
ACH-000549,-0.17977148735750942
ACH-000550,-0.21962223163255226
ACH-000552,-0.18342220132998907
ACH-000556,-0.09696979660791244
ACH-000557,-0.03369820093626195
ACH-000569,-0.40318887994657415
ACH-000570,-0.2314835114973832
ACH-000571,-0.2354843044050416
ACH-000573,-0.28498946279897297
ACH-000576,-0.3472715007771878
ACH-000579,-0.29015721886111023
ACH-000580,-0.3534370427071277
ACH-000584,-0.2830797900990032
ACH-000585,-0.3318323602334283
ACH-000588,-0.3179905901193328
ACH-000589,-0.2639699711437337
ACH-000591,-0.1724492152643824
ACH-000593,-0.16232541578404974
ACH-000600,-0.2611115647710471
ACH-000601,-0.2795914977157785
ACH-000605,-0.29355682461368565
ACH-000606,-0.2827242802884695
ACH-000608,-0.3102584008947476
ACH-000614,-0.2248192479516538
ACH-000616,-0.15297550795998222
ACH-000618,-0.3176862087624569
ACH-000619,-0.24927614155020725
ACH-000620,-0.3060679594641741
ACH-000621,-0.2903840303132231
ACH-000622,-0.09436964811381912
ACH-000623,-0.18340051781587727
ACH-000624,-0.315858187879034
ACH-000627,-0.3293715478749245
ACH-000630,-0.3075791577844257
ACH-000631,-0.3324230592214434
ACH-000632,-0.18671773232776076
ACH-000633,-0.16022779560042327
ACH-000637,-0.3552635218158699
ACH-000638,-0.2208492461225863
ACH-000646,-0.429315630550969
ACH-000647,-0.3360526256857827
ACH-000648,-0.37138407167630094
ACH-000649,-0.17801222116140686
ACH-000651,-0.1055341173189825
ACH-000652,-0.26228902403032656
ACH-000653,-0.2141599728849272
ACH-000657,-0.30631208085100925
ACH-000658,-0.21779650461341304
ACH-000661,-0.2837505064915492
ACH-000662,-0.5940495314177389
ACH-000663,-0.1511485834281074
ACH-000665,-0.2891004206233955
ACH-000671,-0.2334238486456268
ACH-000672,-0.38859286564269613
ACH-000673,-0.18473515097860285
ACH-000676,-0.2308764845543489
ACH-000677,-0.19020875248845695
ACH-000681,-0.2939887364182362
ACH-000683,-0.2210273964528625
ACH-000684,-0.07746813591108233
ACH-000688,-0.4662569976375196
ACH-000693,-0.2602950627044876
ACH-000694,-0.3834659918018663
ACH-000695,-0.017649724046726475
ACH-000696,-0.4078233297357259
ACH-000697,-0.2967335097195703
ACH-000699,-0.2846418406063571
ACH-000701,-0.2762578480600767
ACH-000706,-0.2966843726123104
ACH-000711,-0.29802013306470504
ACH-000713,-0.489780932812447
ACH-000714,-0.2305987082744589
ACH-000718,-0.18937264703933201
ACH-000720,-0.3178654686361781
ACH-000721,-0.2699259515896821
ACH-000724,-0.5923413999629704
ACH-000725,-0.1933585548735032
ACH-000732,-0.23092258255040116
ACH-000734,-0.30204260392400445
ACH-000735,-0.2729610333552659
ACH-000736,-0.17859069336232936
ACH-000738,-0.2711680071790006
ACH-000746,-0.3130235503664194
ACH-000747,-0.228617108474116
ACH-000748,-0.2255424795954205
ACH-000753,-0.2725487437839799
ACH-000756,-0.2340617325467497
ACH-000757,-0.14021131705137446
ACH-000758,-0.2432190981889133
ACH-000760,-0.2136008500287567
ACH-000762,-0.15760097002163267
ACH-000763,-0.27974634918525354
ACH-000764,-0.3829170295063005
ACH-000765,-0.2014050134095864
ACH-000766,-0.16471571233428814
ACH-000767,-0.3051728368221913
ACH-000768,-0.295125909511508
ACH-000769,-0.15718609640851922
ACH-000770,-0.2654317149900405
ACH-000771,-0.2302800552158231
ACH-000773,-0.43595563871920856
ACH-000776,-0.2146086906401436
ACH-000777,-0.16329218318333752
ACH-000778,-0.3617529620714223
ACH-000781,-0.30549875396438275
ACH-000782,-0.25329853281463177
ACH-000783,-0.4062512904359651
ACH-000784,-0.1927228448070981
ACH-000785,-0.09203355929295988
ACH-000787,-0.10915045649496677
ACH-000788,-0.2565526691996933
ACH-000791,-0.27790686666747416
ACH-000792,-0.3047886099759576
ACH-000794,-0.26294200299629
ACH-000796,-0.2673666451901335
ACH-000798,-0.2293290587805048
ACH-000799,-0.3839524630173061
ACH-000800,-0.20871405090841105
ACH-000802,-0.15578996087906655
ACH-000804,-0.492116340372119
ACH-000805,-0.4393566639249026
ACH-000809,-0.2620988684232612
ACH-000810,-0.35880336130367
ACH-000811,-0.3361898263459294
ACH-000817,-0.3630017865094159
ACH-000819,-0.21291523014000224
ACH-000820,-0.13682550880030492
ACH-000821,-0.12667933940993525
ACH-000822,-0.21370329920923445
ACH-000823,-0.1458212141074484
ACH-000824,-0.2409358348309668
ACH-000827,-0.26813065794583624
ACH-000829,-0.2940831973922163
ACH-000831,-0.153783331491791
ACH-000832,-0.19573260754190291
ACH-000833,-0.2873606779105328
ACH-000834,-0.38601627007793854
ACH-000835,-0.1791787076180489
ACH-000836,-0.13617420103001476
ACH-000837,-0.055433370478525285
ACH-000838,-0.2976159760848611
ACH-000839,-0.3976593802988906
ACH-000840,-0.1607474778503898
ACH-000841,-0.2371894727921077
ACH-000843,-0.3634089278768545
ACH-000846,-0.315697168095245
ACH-000847,-0.11456128191765065
ACH-000848,-0.2421214761537792
ACH-000849,-0.27221538551437324
ACH-000851,-0.25926372873917797
ACH-000855,-0.2809661420746307
ACH-000856,-0.2815421928141952
ACH-000858,-0.3348948545911508
ACH-000859,-0.4181624602254896
ACH-000861,-0.2699809928674738
ACH-000862,-0.2786706920074859
ACH-000865,-0.3275265725380856
ACH-000866,-0.32039652852968137
ACH-000867,-0.21654668423046625
ACH-000869,-0.2340578748082596
ACH-000872,-0.30173136450574434
ACH-000873,-0.3126470450445097
ACH-000876,-0.35836240491691473
ACH-000878,-0.011605325549134812
ACH-000880,-0.2731929618340876
ACH-000881,-0.2308738340495148
ACH-000882,-0.321189981640604
ACH-000884,-0.2825724601000664
ACH-000885,-0.3584775947861137
ACH-000887,-0.2124933203508016
ACH-000889,-0.17258873341965938
ACH-000896,-0.1968360794976859
ACH-000898,-0.34733125356183675
ACH-000900,-0.35847831880799946
ACH-000901,-0.2378340575944892
ACH-000905,-0.24574382871370185
ACH-000906,-0.2513785815985196
ACH-000907,-0.1919975370226299
ACH-000910,-0.21095915843489696
ACH-000911,-0.2278300340517656
ACH-000912,-0.32991158431111345
ACH-000913,-0.30628190771965746
ACH-000915,-0.3215451449600749
ACH-000916,-0.28769825811171995
ACH-000917,-0.3157307827717764
ACH-000920,-0.2532935882081842
ACH-000921,-0.16481768427898752
ACH-000924,-0.19839847732314828
ACH-000926,-0.262644320586958
ACH-000928,-0.12091588888582977
ACH-000929,-0.27551039706242936
ACH-000932,-0.2578481774286187
ACH-000935,-0.3265011417619929
ACH-000936,-0.171805435073625
ACH-000937,-0.1924937002320116
ACH-000938,-0.2785410794461856
ACH-000939,-0.3777198907133983
ACH-000941,-0.2958885506811031
ACH-000943,-0.21956106849465407
ACH-000946,-0.4036214511669999
ACH-000947,-0.3814542024879302
ACH-000948,-0.2425310968006017
ACH-000950,-0.10704381962141896
ACH-000953,-0.16895847163155056
ACH-000954,-0.2943079880534451
ACH-000957,-0.2036432255345509
ACH-000958,-0.43039408974872095
ACH-000960,-0.27558759293749313
ACH-000963,-0.29341308730285065
ACH-000968,-0.4107992163699611
ACH-000969,-0.2802305710136241
ACH-000972,-0.4460716725945684
ACH-000973,-0.25419326784026364
ACH-000974,-0.2652762645390695
ACH-000978,0.15789307106840542
ACH-000984,-0.36805724624285024
ACH-000986,-0.2652800145615344
ACH-000988,-0.2358522532857161
ACH-000993,-0.4245634093501357
ACH-000994,-0.29651726758310976
ACH-000996,-0.3707266533484382
ACH-001001,-0.18224988604329231
ACH-001020,-0.3154768213965109
ACH-001028,-0.25018503734102443
ACH-001031,-0.2280012372924476
ACH-001038,-0.21819943208825776
ACH-001048,-0.3020039556247328
ACH-001050,-0.20113079755371935
ACH-001053,-0.3654183253899666
ACH-001054,-0.2795678330877511
ACH-001061,-0.15506159907890935
ACH-001067,-0.3537836481568896
ACH-001075,-0.30109843776455464
ACH-001096,-0.18171461091494107
ACH-001111,-0.23787803562348356
ACH-001119,-0.32564612183148145
ACH-001128,-0.2906727252639693
ACH-001134,-0.3212268042306946
ACH-001151,-0.31223649936229464
ACH-001163,-0.23148389317742246
ACH-001164,-0.2837582953102036
ACH-001183,-0.32440657203042483
ACH-001192,-0.438453740281986
ACH-001193,-0.05843951851599456
ACH-001196,-0.2436783782448599
ACH-001197,-0.04464642241580728
ACH-001205,-0.2569980425778563
ACH-001211,-0.1965126442792093
ACH-001212,0.030031493470338663
ACH-001228,-0.25699340893564404
ACH-001232,-0.25318588711038376
ACH-001239,-0.1994838113427772
ACH-001270,-0.4489127916965572
ACH-001274,-0.3124621595857931
ACH-001275,-0.30517477777014823
ACH-001277,-0.216673148217718
ACH-001278,-0.22823268196851154
ACH-001280,-0.14060174001657158
ACH-001283,-0.39303553979139294
ACH-001289,-0.35406676427582323
ACH-001300,-0.2190307314309014
ACH-001301,0.05969357068567632
ACH-001302,-0.2666149018913611
ACH-001306,-0.2281020331685424
ACH-001318,-0.2602468959983552
ACH-001322,-0.4893430142844897
ACH-001328,-0.2613209224374831
ACH-001332,-0.28212940904262457
ACH-001336,-0.4822747279334936
ACH-001346,-0.186733576918174
ACH-001353,-0.3631638031056149
ACH-001354,-0.2652434866413959
ACH-001367,-0.08003412948628734
ACH-001368,-0.3252488918891021
ACH-001374,-0.21985391869784124
ACH-001377,-0.2635502444495749
ACH-001380,-0.24630035746912454
ACH-001391,-0.36766669912636496
ACH-001408,-0.23244548068260146
ACH-001430,-0.25280889509749066
ACH-001431,-0.20345472874990572
ACH-001450,-0.14783429229159886
ACH-001496,-0.22255514274026267
ACH-001500,-0.316073923192956
ACH-001523,-0.31155343152036424
ACH-001532,-0.3294837540478419
ACH-001550,-0.3527520186887677
ACH-001552,-0.2994838479118492
ACH-001554,-0.2847484085655308
ACH-001654,-0.2917559032902949
ACH-001735,-0.21124424788551788
ACH-001736,-0.17974699127940474
ACH-001737,-0.0409436594853807
ACH-001740,-0.3564374174310319
ACH-001745,-0.2007449070725728
ACH-001765,-0.2503531999387277
