,RND3 (390)
ACH-000004,0.2884105945919264
ACH-000005,0.3490199812069243
ACH-000007,-0.021194204536730817
ACH-000009,0.08128092127480692
ACH-000011,0.07265114842818582
ACH-000012,0.1919966571115825
ACH-000013,0.1747260650508019
ACH-000014,0.3102268166969245
ACH-000015,0.11939077558630208
ACH-000017,0.0328972984429961
ACH-000018,0.4617671652420554
ACH-000019,0.19322039541790006
ACH-000021,0.21743677310777612
ACH-000022,0.0699768723863726
ACH-000025,0.1202935467062211
ACH-000028,0.04464473324060509
ACH-000030,0.17501907835277214
ACH-000035,0.029850405583052193
ACH-000036,0.09891762999918992
ACH-000037,-0.027451714981028847
ACH-000039,0.2246015641534878
ACH-000040,0.04003516639206528
ACH-000041,0.19334739038451612
ACH-000042,0.1369678962978194
ACH-000045,0.24356511259834815
ACH-000047,0.13966814419811885
ACH-000052,-0.05598086543975782
ACH-000053,0.2286752293357209
ACH-000054,0.07215299952579518
ACH-000055,0.07812734413644032
ACH-000060,0.15586827444706725
ACH-000067,-0.07215812634677879
ACH-000070,0.07979635808747508
ACH-000075,0.028988061272641613
ACH-000078,0.4860047688872232
ACH-000082,0.09971750732396144
ACH-000085,-0.00014080890722955426
ACH-000086,0.2981223938355776
ACH-000087,0.0744243894080988
ACH-000092,0.16301691368316784
ACH-000095,-0.040238760704137407
ACH-000097,0.09978503707591964
ACH-000098,-0.014648229807343269
ACH-000099,0.18504864745367636
ACH-000108,0.23576111039954795
ACH-000113,0.15498994088745907
ACH-000116,0.1615531589264634
ACH-000118,0.09165757012381254
ACH-000120,0.21959249622224805
ACH-000123,0.15517921078865332
ACH-000127,0.15955948978609855
ACH-000128,0.14944896739990235
ACH-000132,0.12310185588790867
ACH-000133,0.16595670898399606
ACH-000137,0.12010684407769708
ACH-000138,0.13695040818032064
ACH-000142,0.20003318265809694
ACH-000143,0.005690436738192586
ACH-000146,0.10027655114047307
ACH-000148,0.10366199023823347
ACH-000150,0.2246126367541897
ACH-000152,0.19906275842995266
ACH-000153,0.1311602343650473
ACH-000159,0.022992034982046564
ACH-000160,-0.01341924244313646
ACH-000163,0.08847774532992572
ACH-000167,-0.00551812620375291
ACH-000168,0.10258716146013017
ACH-000169,0.14082280204994313
ACH-000178,0.13696335579585991
ACH-000183,0.21711376532939125
ACH-000188,0.15522529551712858
ACH-000189,0.4704698247468152
ACH-000190,-0.12007714972450385
ACH-000198,0.0670646986533527
ACH-000203,0.2092420158008592
ACH-000204,0.0041899379799918285
ACH-000206,0.2517335891724363
ACH-000207,-0.02794104960974037
ACH-000208,0.2254293637267755
ACH-000210,0.10353149684556906
ACH-000211,0.11597176941188048
ACH-000215,-0.037608609321250326
ACH-000221,0.16217034960209187
ACH-000222,0.1220321845211909
ACH-000223,0.03265524063965219
ACH-000226,0.06617817572500895
ACH-000227,0.26571972725124554
ACH-000228,0.13183955350521182
ACH-000231,0.015396029927481457
ACH-000232,0.2008203330875789
ACH-000233,0.03802321516793656
ACH-000234,-0.024447942793204447
ACH-000235,0.04128986568240965
ACH-000237,0.09915064542270016
ACH-000238,0.1468746367955811
ACH-000242,0.023157740558924424
ACH-000243,-0.007330046747812941
ACH-000244,0.28823731929990465
ACH-000246,0.14101933771775255
ACH-000248,-0.10291127649043884
ACH-000250,0.07667304641897572
ACH-000251,0.1342762356735051
ACH-000252,0.11119553146597272
ACH-000253,0.13165988392447472
ACH-000255,0.17206415093318064
ACH-000256,0.0752989574646282
ACH-000257,0.05268376046114093
ACH-000258,0.11778595616901245
ACH-000259,0.143620098900102
ACH-000260,0.10843458561647468
ACH-000261,0.11535117738547555
ACH-000262,0.14414412730276366
ACH-000263,0.2964381426751206
ACH-000264,0.13646119657442532
ACH-000265,-0.011683789241892584
ACH-000266,-0.061663038959955216
ACH-000272,0.10747528506432316
ACH-000274,0.1507552783790446
ACH-000277,0.10250660843640508
ACH-000278,0.043017874760150634
ACH-000279,0.12640341283810191
ACH-000280,0.3033283615172918
ACH-000281,-0.04627437041217005
ACH-000288,0.2003190381861724
ACH-000291,0.07989665388945184
ACH-000293,0.13225291557524138
ACH-000294,0.06477140771453875
ACH-000295,-0.02698485020032711
ACH-000296,0.3649110296012559
ACH-000302,0.351737092335601
ACH-000304,-0.002217119891402115
ACH-000307,0.07324587429287949
ACH-000308,0.08731906120976027
ACH-000310,0.1148171810535651
ACH-000311,0.04909650104251592
