,UTP14C (9724)
ACH-000004,0.0491252676388461
ACH-000005,0.022458139514166857
ACH-000007,0.008238849517916072
ACH-000009,0.09759400159447572
ACH-000011,0.12435624558487815
ACH-000012,0.09972206076347856
ACH-000013,0.004591721665242055
ACH-000014,0.08167467861807336
ACH-000015,-0.010831884799729456
ACH-000017,0.040704279094655405
ACH-000018,-0.17345020259033642
ACH-000019,0.1004779141043116
ACH-000021,0.0681364521378503
ACH-000022,0.015100391968021869
ACH-000025,0.013481370867814277
ACH-000028,0.08995368855792453
ACH-000030,0.05015952425345912
ACH-000035,-0.06255151418986049
ACH-000036,0.056481594471341386
ACH-000037,0.04594032999268212
ACH-000039,0.12407872142919385
ACH-000040,0.02210014826100011
ACH-000041,-0.10059312092709408
ACH-000042,0.007255156445801434
ACH-000045,-0.03406575300755652
ACH-000047,0.0737285749695587
ACH-000052,-0.15140547470809942
ACH-000053,0.0524353948881828
ACH-000054,0.04853887248144701
ACH-000055,0.07075922563825343
ACH-000060,-0.056888360180308274
ACH-000067,-0.032459828811296
ACH-000070,0.1444356063036587
ACH-000075,0.06589467035221536
ACH-000078,-0.002823569993666496
ACH-000082,0.03199831283299851
ACH-000085,0.02563802294171493
ACH-000086,-0.05731960671904356
ACH-000087,0.2390898829991644
ACH-000092,0.04408514946413477
ACH-000095,0.07725678436233226
ACH-000097,0.09676987854543996
ACH-000098,0.08838356664430763
ACH-000099,0.052996343932995085
ACH-000108,0.006378450846034813
ACH-000113,0.04588781598266115
ACH-000116,0.03965226335595424
ACH-000118,0.05948813556160831
ACH-000120,0.02315794084654521
ACH-000123,-0.0050318147064344855
ACH-000127,0.010122794771131843
ACH-000128,-0.16321148184990686
ACH-000132,-0.053182809457472134
ACH-000133,-0.0116610223145146
ACH-000137,-0.10915917954988748
ACH-000138,0.053246475735655864
ACH-000142,0.08971913543721814
ACH-000143,-0.04700835268905371
ACH-000146,0.0366967542664056
ACH-000148,0.08513439503804256
ACH-000150,0.008927874098455591
ACH-000152,-0.07676035175277257
ACH-000153,-0.10649174751380006
ACH-000159,0.008377873019008325
ACH-000160,0.057614523804341414
ACH-000163,-0.06731818681482665
ACH-000167,0.03890992765093212
ACH-000168,-0.020625843038213326
ACH-000169,0.034808099095670224
ACH-000178,-0.04643785551957613
ACH-000183,-0.06673297751803545
ACH-000188,0.033485895269060865
ACH-000189,-0.09844712315585877
ACH-000190,0.06942457676151657
ACH-000198,0.019669885307849026
ACH-000203,0.06655344794049457
ACH-000204,0.003840362354880115
ACH-000206,0.13815734744075406
ACH-000207,0.013361309822887845
ACH-000208,0.01769083028743241
ACH-000210,-0.1038096660900699
ACH-000211,0.08812036923369558
ACH-000215,0.03814819703035816
ACH-000221,-0.02106152524032456
ACH-000222,0.019818687559517382
ACH-000223,-0.06837222005222668
ACH-000226,0.11742542703457146
ACH-000227,0.08720578903144842
ACH-000228,0.06520358108303366
ACH-000231,0.045575329103527885
ACH-000232,0.07717164292457987
ACH-000233,0.061749810500338585
ACH-000234,0.005581663132443618
ACH-000235,0.00031614213796977585
ACH-000237,-0.03334541880708493
ACH-000238,-0.009932539888140156
ACH-000242,0.2578832394430701
ACH-000243,0.0964283736638793
ACH-000244,-0.09336087942641312
ACH-000246,0.11382815116766075
ACH-000248,-0.04931079564041842
ACH-000250,0.050986107021890915
ACH-000251,0.024913667546938
ACH-000252,-0.05738523302878042
ACH-000253,0.07946807351451203
ACH-000255,0.0451856632802361
ACH-000256,0.07527240230279897
ACH-000257,-0.03928577560441995
ACH-000258,0.04975390824758896
ACH-000259,0.03997059265392204
ACH-000260,-0.010617676840635424
ACH-000261,0.02914971165262948
ACH-000262,0.1122690666303685
ACH-000263,0.2342402937883365
ACH-000264,0.002244058605475531
ACH-000265,-0.055603067918017536
ACH-000266,0.08205487887655936
ACH-000272,-0.03770466045643879
ACH-000274,0.029635955491535276
ACH-000277,0.07325516073111367
ACH-000278,0.0883877672168495
ACH-000279,0.0491829955589762
ACH-000280,0.01904111165069206
ACH-000281,0.008112039409434807
ACH-000288,0.051477275025239175
ACH-000291,0.031118154891119163
ACH-000293,-0.022313293335473508
ACH-000294,0.0839828525576395
ACH-000295,0.008310405625630323
ACH-000296,0.13836992525871947
ACH-000302,-0.012428633314843444
ACH-000304,-0.3354657240932551
ACH-000307,0.0278532227010084
ACH-000308,-0.02865984302532996
ACH-000310,-0.0019992854732658423
ACH-000311,-0.06316147214447522
ACH-000312,0.11186268282979664
ACH-000315,0.029544589761335283
ACH-000316,0.12978830398370367
ACH-000317,0.16054714792759248
ACH-000318,0.06727539978586614
ACH-000319,0.007505106498378556
ACH-000320,-0.06635232444796904
ACH-000322,0.13555012754258544
ACH-000323,-0.052230049093405714
ACH-000324,0.07674610061448082
ACH-000329,0.03891530653810763
ACH-000330,-0.021888470809671698
ACH-000331,0.03305566522031654
ACH-000332,0.05811652266125295
ACH-000334,0.11903094451565
ACH-000335,0.13624352677890228
ACH-000336,0.11544007545068027
ACH-000337,0.21802177509830534
ACH-000338,-0.07094760026406365
ACH-000339,0.04808290008686362
ACH-000341,0.017138777990382326
ACH-000348,0.01780121773192375
ACH-000350,0.08060151262075689
ACH-000352,0.10529619692969884
ACH-000356,0.0661095599248617
ACH-000361,0.15932250938731865
ACH-000362,0.032777226488500365
ACH-000363,0.01612210369870283
ACH-000364,0.0556820775767235
ACH-000365,-0.01904925148573847
ACH-000366,0.12088300406896604
ACH-000368,0.11162730867239493
ACH-000374,0.017184336839312864
ACH-000375,0.22712886335351826
ACH-000376,0.04167249010668006
ACH-000381,0.11252627703728976
ACH-000383,-0.005223471631900704
ACH-000387,0.08830217309273608
ACH-000389,0.040153355951627535
ACH-000390,-0.04910573136094135
ACH-000393,0.026370327478647218
ACH-000395,-0.03665276366959151
ACH-000396,-0.01629027964231496
ACH-000397,0.04535457142035386
ACH-000401,0.045345198532951526
ACH-000402,0.1953242134954575
ACH-000403,0.016714686879449568
ACH-000404,0.1756318598521357
ACH-000406,0.0545527379422843
ACH-000407,0.05512373732621509
ACH-000408,0.06276020713754893
ACH-000410,0.0882265424754609
ACH-000411,0.013627153273483144
ACH-000414,0.02800566925922251
ACH-000415,-0.05665210328045697
ACH-000416,-0.03438761974281655
ACH-000420,0.02772903513602611
ACH-000421,0.040511393381769685
ACH-000424,0.02295696195200526
ACH-000425,0.011466554165315796
ACH-000426,-0.0390283550092913
ACH-000427,0.08533824896871227
ACH-000433,-0.11930780767119105
ACH-000435,0.13794284549587127
ACH-000436,-0.026797068513651868
ACH-000444,0.013515954538858382
ACH-000445,0.0875429066386161
ACH-000448,-0.0011764936431726306
ACH-000450,0.1353747633636633
ACH-000452,0.04125118457515005
ACH-000454,0.24989902968140595
ACH-000458,0.08925851507928775
ACH-000459,0.10360746546675853
ACH-000460,0.01895639286524949
ACH-000461,-0.06474693055839764
ACH-000463,0.09977181974919083
ACH-000464,0.051065226957678816
ACH-000466,-0.04415844934825265
ACH-000467,0.07418271607244034
ACH-000468,0.029397057578379588
ACH-000469,0.04090768964174549
ACH-000470,0.07810565815008624
ACH-000471,0.024966810021827324
ACH-000472,0.03557708181447228
ACH-000473,0.10929289565537104
ACH-000475,0.06263827260213968
ACH-000476,0.07464944922760575
ACH-000477,0.16430796097759431
ACH-000479,0.2110789870006517
ACH-000480,-0.059937586177199034
ACH-000481,0.047810759539152314
ACH-000483,0.04291166097786706
ACH-000484,0.015742262343411126
ACH-000485,0.06485208013521679
ACH-000486,-0.05774859285740535
ACH-000487,-0.05328237568635947
ACH-000488,0.016191663485604753
ACH-000490,0.09960530979659908
ACH-000491,0.0707547074017802
ACH-000495,0.11139200353791953
ACH-000496,-0.017257859086479664
ACH-000499,0.07180660963888769
ACH-000500,-0.08063512162517464
ACH-000502,0.0983925832266806
ACH-000503,0.037987368788502895
ACH-000505,0.061698501246836734
ACH-000507,0.04260226235089518
ACH-000510,0.05918680835650447
ACH-000511,-0.042355313789817696
ACH-000512,-0.2257097285350771
ACH-000516,0.10588965642835728
ACH-000517,0.10103638659603507
ACH-000518,0.0693949283365985
ACH-000520,-0.060177323197328624
ACH-000521,0.08255838547589459
ACH-000522,0.02405137148325221
ACH-000524,0.031540964987385914
ACH-000527,0.0916289937856388
ACH-000528,0.03859509669960734
ACH-000537,0.1121010967631808
ACH-000541,0.27077183547317923
ACH-000542,-0.002378883312393877
ACH-000544,0.007731229078511856
ACH-000545,0.08488176924735708
ACH-000547,0.04216929705913404
ACH-000548,0.04665253394096367
ACH-000549,-0.08597626811797071
ACH-000550,0.015443595176130453
ACH-000552,-0.051063765239547115
ACH-000556,-0.06713660022070525
ACH-000557,-0.05803824003411163
ACH-000569,0.06728318691310416
ACH-000570,0.014035631402252922
ACH-000571,0.0543028690959779
ACH-000573,0.0741243266145826
ACH-000576,-0.05946794219786161
ACH-000579,-0.07512623293544847
ACH-000580,0.044535744820139736
ACH-000584,0.006653639854935736
ACH-000585,0.04866570277589876
ACH-000588,0.08151168014805107
ACH-000589,0.013808378274013587
ACH-000591,0.023131101839227
ACH-000593,0.06426321956473699
ACH-000600,0.08664013648707285
ACH-000601,0.06839674414256243
ACH-000605,0.155086541171444
ACH-000606,0.014733071606974941
ACH-000608,0.06673532297808607
ACH-000614,0.049635957090385006
ACH-000616,-0.012912932111835291
ACH-000618,0.02640752325896452
ACH-000619,0.11673698852188645
ACH-000620,-0.01966032381122526
ACH-000621,0.04149964923983429
ACH-000622,0.04593728010016778
ACH-000623,-0.05046212833446866
ACH-000624,0.01931462126819587
ACH-000627,-0.0496984230366028
ACH-000630,-0.01840449867574264
ACH-000631,-0.26576462591584704
ACH-000632,0.05736007288811262
ACH-000633,0.1021471244381555
ACH-000637,0.1520657728050601
ACH-000638,0.12115730940200682
ACH-000646,0.019816657108979643
ACH-000647,0.0072283894826337325
ACH-000648,0.10046149984358854
ACH-000649,0.016878766263902133
ACH-000651,-0.1404200314882355
ACH-000652,0.03215867243452844
ACH-000653,-0.02336265332796764
ACH-000657,0.10857231625941596
ACH-000658,0.01112647216087731
ACH-000661,0.02622194993347279
ACH-000662,-0.0022028269959441594
ACH-000663,0.0040009192946228655
ACH-000665,-0.039303695144443436
ACH-000671,-0.05848136355203769
ACH-000672,-0.01937654117818643
ACH-000673,0.04464592208893752
ACH-000676,0.08902063649420235
ACH-000677,0.1373659624654482
ACH-000681,0.0824988914873557
ACH-000683,0.016364023961325167
ACH-000684,0.1554895830286061
ACH-000688,0.1808538811119269
ACH-000693,0.0376634264978148
ACH-000694,0.06980598877724585
ACH-000695,-0.0020561011426442747
ACH-000696,0.03072183039141238
ACH-000697,-0.0018627585431392273
ACH-000699,0.012379598504294443
ACH-000701,0.1643516009734581
ACH-000706,0.03807455964618621
ACH-000711,0.014946692630849856
ACH-000713,0.026018604505964424
ACH-000714,-0.1152075661736539
ACH-000718,0.09865138862609486
ACH-000720,0.058843480242912416
ACH-000721,0.04338751380536684
ACH-000724,0.11066802309351377
ACH-000725,-0.05182185201366011
ACH-000732,0.10325838084739866
ACH-000734,0.02955306797435424
ACH-000735,-0.03268189194093933
ACH-000736,0.09171282587872497
ACH-000738,-0.04501694507438436
ACH-000746,0.13256324847576315
ACH-000747,-0.01064971227080565
ACH-000748,0.04190542287156922
ACH-000753,0.07207491126980375
ACH-000756,0.1414402059102646
ACH-000757,0.04564669470403487
ACH-000758,0.2515365352107043
ACH-000760,0.05081520667218425
ACH-000762,0.004657773289986235
ACH-000763,0.01145914298260618
ACH-000764,0.12934289693264472
ACH-000765,0.07165034288108522
ACH-000766,0.005577392674302893
ACH-000767,-0.04260235941178055
ACH-000768,0.10884165851896133
ACH-000769,0.0823792582511861
ACH-000770,-0.10331640622099324
ACH-000771,0.002249109052163143
ACH-000773,0.019345147020051585
ACH-000776,-0.1424163231735362
ACH-000777,0.02589045185326161
ACH-000778,0.023523809803072608
ACH-000781,0.008793397279609661
ACH-000782,0.2251949682287749
ACH-000783,0.025695452658142458
ACH-000784,0.05041723883411103
ACH-000785,0.06623136345002409
ACH-000787,0.019648414723270297
ACH-000788,-0.009556607909307454
ACH-000791,0.058972409570434536
ACH-000792,0.1200555810046508
ACH-000794,-0.021354128305392833
ACH-000796,0.0884173362074204
ACH-000798,0.18368789438104505
ACH-000799,0.14721907164150833
ACH-000800,-0.006629689992813673
ACH-000802,0.044816056353328214
ACH-000804,0.017657931518998485
ACH-000805,0.08955877428325046
ACH-000809,0.07526964094347972
ACH-000810,0.09336061039536503
ACH-000811,0.002788149596694567
ACH-000817,-0.0159519470153458
ACH-000819,0.06027591087420649
ACH-000820,0.15086647656528418
ACH-000821,-0.10781548878561108
ACH-000822,0.1571676733491456
ACH-000823,0.045059472927830135
ACH-000824,0.043401436046303636
ACH-000827,0.009223888835063641
ACH-000829,-0.024645203368587783
ACH-000831,-0.11977056854530756
ACH-000832,0.040829227687549464
ACH-000833,0.05908768954127699
ACH-000834,-0.006744971269191888
ACH-000835,0.05834853887595875
ACH-000836,0.019728780494321533
ACH-000837,0.038851416276026965
ACH-000838,0.14308276575487036
ACH-000839,0.07257559292784177
ACH-000840,0.008563913904911784
ACH-000841,0.11852759036575487
ACH-000843,0.05060579628513237
ACH-000846,0.06960559293181598
ACH-000847,0.043765992466400186
ACH-000848,0.07812212613636871
ACH-000849,-0.02186044295684081
ACH-000851,0.025581533325505668
ACH-000855,0.05531572782806903
ACH-000856,-0.07233979521345989
ACH-000858,0.014026551388696008
ACH-000859,-0.12338196072899366
ACH-000861,0.148716251406372
ACH-000862,0.08629581438241496
ACH-000865,0.04958934911825398
ACH-000866,0.0501416537667584
ACH-000867,0.0031660277561686594
ACH-000869,-0.03403253463899079
ACH-000872,0.022973263034257056
ACH-000873,0.10667493995710982
ACH-000876,-0.0012415744668518671
ACH-000878,0.11762975660451434
ACH-000880,0.004076665108611121
ACH-000881,-0.02408731487164709
ACH-000882,0.14517409946720228
ACH-000884,0.04381857026793342
ACH-000885,-0.016075350979953787
ACH-000887,0.04820687831156941
ACH-000889,-0.042944065460767226
ACH-000896,0.009505433984140554
ACH-000898,0.07853471943807777
ACH-000900,0.046617476147337265
ACH-000901,0.02524457604923241
ACH-000905,0.048536301757100254
ACH-000906,-0.029438724122119713
ACH-000907,0.0417818252054789
ACH-000910,0.05638271683267713
ACH-000911,0.015248173518417696
ACH-000912,-0.041933104542710785
ACH-000913,0.04230017243649579
ACH-000915,-0.04151914184972128
ACH-000916,0.02252975882142829
ACH-000917,0.11324569011853275
ACH-000920,0.016954139028444525
ACH-000921,0.05233357531877717
ACH-000924,0.04906193433911619
ACH-000926,0.016883758407906117
ACH-000928,-0.01674143661416325
ACH-000929,0.0464634827910562
ACH-000932,0.006769243231532011
ACH-000935,0.046009625300136366
ACH-000936,0.0020970266825941254
ACH-000937,0.041424110514466615
ACH-000938,-0.010832661887823086
ACH-000939,0.1481015952248782
ACH-000941,0.0801285863600038
ACH-000943,0.054042391665666316
ACH-000946,0.01233578261401498
ACH-000947,0.07229219269256316
ACH-000948,0.020454339569954887
ACH-000950,-0.03384588404333758
ACH-000953,-0.02367251651290369
ACH-000954,0.2357518071394968
ACH-000957,0.04273648724872218
ACH-000958,0.07120047177301626
ACH-000960,0.0010760191562096725
ACH-000963,-0.15529050434782055
ACH-000968,0.08876992587595693
ACH-000969,0.13957385959322288
