,FGD5 (152273)
ACH-000004,-0.3481416662955102
ACH-000005,-0.6497921220077523
ACH-000007,-0.25536758609145976
ACH-000009,-0.2816794432995333
ACH-000011,-0.2712643078229324
ACH-000012,-0.2657743070914998
ACH-000013,-0.19985155898852447
ACH-000014,-0.2759837588470669
ACH-000015,-0.31937641604429984
ACH-000017,-0.3093335181206823
ACH-000018,-0.3589615185083037
ACH-000019,-0.08507923077611056
ACH-000021,-0.1598073921924358
ACH-000022,-0.2098229668924396
ACH-000025,-0.09503106320542626
ACH-000028,-0.07404840687957362
ACH-000030,-0.1248954196803839
ACH-000035,0.003643802411357835
ACH-000036,-0.1597174345853212
ACH-000037,-0.2280682609920555
ACH-000039,-0.3187510695724489
ACH-000040,-0.15765968044656614
ACH-000041,-0.2666098774171781
ACH-000042,-0.3392193645736311
ACH-000045,-0.1857043658253676
ACH-000047,-0.14392425277628804
ACH-000052,-0.3973908859681528
ACH-000053,-0.2486752808022321
ACH-000054,-0.22401599557945512
ACH-000055,-0.2736188677929449
ACH-000060,-0.2348188648262092
ACH-000067,-0.23399963456428316
ACH-000070,-0.22805726780429356
ACH-000075,-0.07887402706949168
ACH-000078,-0.3257042589273024
ACH-000082,-0.1936562442147466
ACH-000085,-0.4856001816472179
ACH-000086,-0.16031145895015791
ACH-000087,-0.3196102074171427
ACH-000092,-0.30348690129052136
ACH-000095,-0.4324547938237307
ACH-000097,-0.17395377294653736
ACH-000098,-0.22903966829349484
ACH-000099,-0.19664641129640809
ACH-000108,-0.18393972374562634
ACH-000113,-0.3599638739054441
ACH-000116,-0.3320508099549447
ACH-000118,-0.06964671066238677
ACH-000120,-0.2609745164455809
ACH-000123,-0.19234354534497647
ACH-000127,-0.18555900296083472
ACH-000128,-0.18632709702105327
ACH-000132,-0.3484787641515609
ACH-000133,-0.1987805292163933
ACH-000137,-0.03479174924822038
ACH-000138,-0.3000844883641834
ACH-000142,-0.2188595412724941
ACH-000143,-0.19257292305843235
ACH-000146,-0.24410429334149286
ACH-000148,-0.17741378555953696
ACH-000150,-0.3375959603823901
ACH-000152,-0.2085599670454791
ACH-000153,-0.006007200884956223
ACH-000159,-0.15238785452987802
ACH-000160,-0.3189934081941769
ACH-000163,-0.1464493183775288
ACH-000167,-0.036241054209407576
ACH-000168,-0.4046186236944642
ACH-000169,-0.2396581781202391
ACH-000178,-0.24791623661202555
ACH-000183,-0.28294227183318765
ACH-000188,-0.2661412164987534
ACH-000189,-0.3534953073541345
ACH-000190,0.04054908564728273
ACH-000198,-0.25523342090306705
ACH-000203,0.1639850049352752
ACH-000204,-0.4354831888004673
ACH-000206,-0.2486868224788179
ACH-000207,-0.053807316230231585
ACH-000208,-0.3950189795371897
ACH-000210,-0.4444871081284956
ACH-000211,-0.3278053644617093
ACH-000215,-0.2529358213451901
ACH-000221,-0.2840441280787909
ACH-000222,-0.013960033871984174
ACH-000223,-0.2792620715819347
ACH-000226,-0.14606333370115596
ACH-000227,-0.4460937494676544
ACH-000228,-0.3593820623399607
ACH-000231,-0.2701602588263767
ACH-000232,-0.2582919992444748
ACH-000233,-0.1428299474659704
ACH-000234,-0.2780754765130855
ACH-000235,-0.18105657131533875
ACH-000237,-0.23670174825231705
ACH-000238,-0.2840169295080064
ACH-000242,-0.09400648819978648
ACH-000243,-0.17761771329621145
ACH-000244,-0.1162300528650072
ACH-000246,-0.18002934917943803
ACH-000248,-0.15650313124538445
ACH-000250,-0.18964066693916928
ACH-000251,-0.04407806086413372
ACH-000252,-0.1843745443773904
ACH-000253,-0.225772177405264
ACH-000255,-0.2950685380278685
ACH-000256,-0.16102422099702288
ACH-000257,-0.4626891716389276
ACH-000258,-0.3413291572463145
ACH-000259,-0.21167921767383704
ACH-000260,-0.3643611722610508
ACH-000261,-0.1963869013586976
ACH-000262,-0.23739310362466204
ACH-000263,-0.5034757275929647
ACH-000264,-0.1911768523983065
ACH-000265,-0.2972058190937653
ACH-000266,-0.1861791660661717
ACH-000272,-0.2659651579588461
ACH-000274,-0.3182807788945657
ACH-000277,-0.30584326383795984
ACH-000278,-0.28691967370016497
ACH-000279,-0.15351092494016547
ACH-000280,-0.3508903090118973
ACH-000281,-0.2869351321747444
ACH-000288,-0.2492842078132861
ACH-000291,-0.2653909750883526
ACH-000293,-0.13608795937926144
ACH-000294,-0.3066395617407788
ACH-000295,-0.43536568773851264
ACH-000296,-0.1510694468705322
ACH-000302,-0.2776557234718596
ACH-000304,0.020124246340583463
ACH-000307,-0.18879126026164292
ACH-000308,-0.1877868367389422
ACH-000310,-0.3121811445487143
ACH-000311,-0.16604492398754198
ACH-000312,-0.1393142870959372
ACH-000315,0.021240916945768656
ACH-000316,-0.1907093730456113
ACH-000317,-0.1354151388481839
ACH-000318,-0.289551086496739
ACH-000319,-0.11525771510970435
ACH-000320,-0.2878258680220182
ACH-000322,-0.23213794867737106
ACH-000323,-0.0928197616310877
