,ROCK1 (6093)
ACH-000004,-0.32091301494793034
ACH-000005,-0.1845424763721166
ACH-000007,-0.10969443232378533
ACH-000009,-0.08746453513465173
ACH-000011,-0.19758553279061244
ACH-000012,-0.13230830685916922
ACH-000013,-0.13887376112064956
ACH-000014,-0.1934655049008614
ACH-000015,-0.2169505968660488
ACH-000017,-0.2709348578242203
ACH-000018,-0.0680103800766091
ACH-000019,-0.18801113985347556
ACH-000021,-0.2826958548098545
ACH-000022,-0.0015796331939968381
ACH-000025,-0.147204225725946
ACH-000028,-0.2256361859733141
ACH-000030,-0.08667021143933368
ACH-000035,-0.1766745246040962
ACH-000036,0.03249812767341805
ACH-000037,-0.2472534980598541
ACH-000039,-0.10427607169238316
ACH-000040,-0.29466064098744044
ACH-000041,-0.16991110640645068
ACH-000042,0.035712456801915725
ACH-000045,-0.2261407660549309
ACH-000047,0.2906496805894378
ACH-000052,-0.04932300140846433
ACH-000053,-0.3862600898476378
ACH-000054,0.0696399569631333
ACH-000055,-0.1956017671717648
ACH-000060,-0.08025631912050844
ACH-000067,-0.09740526936984023
ACH-000070,-0.06227251586816155
ACH-000075,0.04191370280983149
ACH-000078,-0.18859985478472371
ACH-000082,-0.16321451636747433
ACH-000085,-0.3117859208349049
ACH-000086,0.009446980770796086
ACH-000087,-0.24735044796751174
ACH-000092,0.023658124555382427
ACH-000095,-0.19886167177710493
ACH-000097,-0.08733874775462605
ACH-000098,-0.18264072591193756
ACH-000099,-0.3023465701799773
ACH-000108,0.018371585926642568
ACH-000113,-0.3917356053583879
ACH-000116,-0.16120617655994873
ACH-000118,-0.029199651724686224
ACH-000120,-0.060837070936987474
ACH-000123,-0.3392729569864561
ACH-000127,-0.06590310899120283
ACH-000128,-0.17816345197409006
ACH-000132,0.08157979866631666
ACH-000133,0.1976966646661639
ACH-000137,-0.22507760238207375
ACH-000138,-0.009956978201968406
ACH-000142,-0.17160512287233826
ACH-000143,0.04228209465314044
ACH-000146,-0.20477608617870888
ACH-000148,-0.09430700095474877
ACH-000150,-0.16929116873092706
ACH-000152,-0.13100151893497344
ACH-000153,-0.3227347624101733
ACH-000159,-0.08314492331626533
ACH-000160,-0.2979381405812519
ACH-000163,0.0024197885213252442
ACH-000167,0.4235352055380897
ACH-000168,-0.38196673993561625
ACH-000169,-0.09686771638858564
ACH-000178,0.06128015673465731
ACH-000183,-0.3428596890243917
ACH-000188,-0.295288158913738
ACH-000189,-0.0618000876264859
ACH-000190,-0.17449461737708882
ACH-000198,-0.2419456827355482
ACH-000203,0.1008174879394213
ACH-000204,-0.14513849112873442
ACH-000206,0.017006658657870422
ACH-000207,0.03896297560421138
ACH-000208,-0.009026287412973406
ACH-000210,-0.1303397537400949
ACH-000211,-0.10682808341964237
ACH-000215,-0.2345846991413973
ACH-000221,-0.2595393465452502
ACH-000222,-0.21837399303893645
ACH-000223,-0.297198408050313
ACH-000226,-0.3516855334476384
ACH-000227,-0.3068914068224262
ACH-000228,-0.3445947661870291
ACH-000231,-0.042234981060501865
ACH-000232,-0.10794367660241988
ACH-000233,-0.22088625564734024
ACH-000234,-0.15580425978001758
ACH-000235,-0.09945488499098573
ACH-000237,-0.24144914087382735
ACH-000238,0.05419700414404703
ACH-000242,-0.3213704317990507
ACH-000243,0.0017704474821247527
ACH-000244,0.13392777903010633
ACH-000246,0.00308444786439852
ACH-000248,-0.2650211053447417
ACH-000250,0.0610245632619639
ACH-000251,0.110607843958576
ACH-000252,-0.3138330849371552
ACH-000253,-0.07325552315683198
ACH-000255,-0.2172195139363304
ACH-000256,0.01111592459275902
ACH-000257,-0.1807919069641844
ACH-000258,-0.1829758601866271
ACH-000259,-0.008494544826034562
ACH-000260,-0.04998003025647348
ACH-000261,-0.20417910955094576
ACH-000262,0.15913808051451792
ACH-000263,-0.6368115644315149
ACH-000264,-0.30287156504420193
ACH-000265,-0.2241032923745792
ACH-000266,0.232939115538636
ACH-000272,-0.14344642708330327
ACH-000274,-0.3206689287430293
ACH-000277,-0.14965674427265244
ACH-000278,-0.4049846552681421
ACH-000279,-0.2363404335060411
ACH-000280,-0.07318950967271072
ACH-000281,-0.14042018414155066
ACH-000288,0.14795131443971254
ACH-000291,-0.19567380165981269
ACH-000293,0.07414576576803053
ACH-000294,-0.008591792759128077
ACH-000295,-0.2938573645006036
ACH-000296,-0.0969606172234876
ACH-000302,-0.12443349039376644
ACH-000304,-0.17234818142990466
ACH-000307,-0.1396479190931572
ACH-000308,-0.16121016329310406
ACH-000310,-0.2898897885128469
ACH-000311,-0.2354926943628217
ACH-000312,-0.0609189735245618
ACH-000315,-0.16248463728061002
ACH-000316,-0.12860402267101825
ACH-000317,-0.08821446479922271
ACH-000318,-0.13421670974366878
ACH-000319,-0.05744454777953095
ACH-000320,-0.06310079672567746
ACH-000322,0.10912658991126743
ACH-000323,0.16158592143421427
ACH-000324,0.06512891827359328
ACH-000329,-0.14259857491972092
ACH-000330,-0.012598332314329141
ACH-000331,-0.13283103750826344
ACH-000332,-0.03110871965729694
ACH-000334,-0.4668511520711873
ACH-000335,0.2889155207899624
ACH-000336,-0.516019465911994
ACH-000337,-0.34273437712701593
ACH-000338,-0.13709487607509468
ACH-000339,-0.18882485526234505
ACH-000341,-0.1243432329251511
ACH-000348,-0.18582034237347647
ACH-000350,-0.20086223169726333
ACH-000352,-0.10145770630282143
ACH-000356,0.03217487567987417
ACH-000361,0.04049654025120683
ACH-000362,-0.3266184824709101
ACH-000363,-0.3669409322608966
ACH-000364,-0.2369713545565447
ACH-000365,-0.21653632633170916
ACH-000366,-0.3073380871427481
ACH-000368,-0.05437701857854927
ACH-000374,-0.03505664382076192
ACH-000375,-0.37249792133079296
ACH-000376,-0.19592131266863166
ACH-000381,-0.020287056404823343
ACH-000383,-0.15796893511598792
ACH-000387,-0.17034972774644178
ACH-000389,0.06384376446384209
ACH-000390,-0.1177424278739234
ACH-000393,-0.1195199031575113
ACH-000395,-0.08132248332919895
ACH-000396,-0.5509965303278036
ACH-000397,-0.12119238348337474
ACH-000401,-0.17280030515034234
ACH-000402,-0.3894351094189218
ACH-000403,-0.08356314224813595
ACH-000404,-0.2908762853846929
ACH-000406,-0.2196233484466468
