,RBBP4 (5928)
ACH-000004,-0.9580894430110825
ACH-000005,-0.6213341752712402
ACH-000007,-0.7670883731017812
ACH-000009,-0.8740882817264141
ACH-000011,-0.6906550519595447
ACH-000012,-0.8895261743860449
ACH-000013,-0.8524296381013516
ACH-000014,-0.9288206564306772
ACH-000015,-0.9596917017886736
ACH-000017,-0.8518805876467557
ACH-000018,-0.90199986077433
ACH-000019,-0.4922433443930829
ACH-000021,-0.6712147564481833
ACH-000022,-1.0712996690104284
ACH-000025,-0.7831051784742878
ACH-000028,-0.7136614463184495
ACH-000030,-0.7932217942204869
ACH-000035,-0.9492887343555996
ACH-000036,-0.7053352188893829
ACH-000037,-0.5161728875495
ACH-000039,-0.8236022371568802
ACH-000040,-0.6821026699502981
ACH-000041,-0.8167409813239449
ACH-000042,-0.8391980950338751
ACH-000045,-0.5022071737220783
ACH-000047,-0.6741014222201157
ACH-000052,-0.9378758916824532
ACH-000053,-0.6203757286018989
ACH-000054,-0.5581034364887529
ACH-000055,-0.8186483109840048
ACH-000060,-0.8204989010884841
ACH-000067,-0.8711863832079235
ACH-000070,-0.8155518396288102
ACH-000075,-0.4876883005990471
ACH-000078,-0.8051646550502489
ACH-000082,-0.751985942339827
ACH-000085,-0.9750952524019492
ACH-000086,-0.7320057569074699
ACH-000087,-0.8602983763937566
ACH-000092,-0.7279008723672205
ACH-000095,-0.7541939043117039
ACH-000097,-0.712081519571502
ACH-000098,-0.9302306847952364
ACH-000099,-0.8670723969404234
ACH-000108,-0.6120189295353656
ACH-000113,-0.6691967267613931
ACH-000116,-0.6841868042669506
ACH-000118,-0.603488690302706
ACH-000120,-0.9149310642695436
ACH-000123,-0.7393865746912424
ACH-000127,-0.8316292911016662
ACH-000128,-0.4332269603879865
ACH-000132,-0.6534906201531059
ACH-000133,-0.8642204973911801
ACH-000137,-0.8863939255502977
ACH-000138,-0.7740483662756693
ACH-000142,-0.9988130497648684
ACH-000143,-0.7882178801763244
ACH-000146,-0.6208405779506859
ACH-000148,-0.6660595946000647
ACH-000150,-0.6947728560321993
ACH-000152,-0.6036850293574847
ACH-000153,-0.7563629430304352
ACH-000159,-0.7786265045940157
ACH-000160,-0.4461150200386996
ACH-000163,-0.8515313004746217
ACH-000167,-0.4664601664914811
ACH-000168,-0.7635910420170219
ACH-000169,-0.8104025219054537
ACH-000178,-0.8405244840907086
ACH-000183,-0.9017165485890076
ACH-000188,-0.9557915743262436
ACH-000189,-0.6176038813915737
ACH-000190,-0.5167589505954259
ACH-000198,-0.6157239659939838
ACH-000203,-1.1365861808749511
ACH-000204,-0.7390759131606333
ACH-000206,-0.9988016262264534
ACH-000207,-0.8267698442038836
ACH-000208,-0.8841497818878281
ACH-000210,-0.5479956839809631
ACH-000211,-0.7758131238526144
ACH-000215,-0.8906307091573267
ACH-000221,-0.906520044125768
ACH-000222,-0.7539186900193174
ACH-000223,-0.5390720888640985
ACH-000226,-0.6650454646917964
ACH-000227,-0.7114353596947915
ACH-000228,-0.8594710343045227
ACH-000231,-0.6197306324247566
ACH-000232,-0.6679586354631144
ACH-000233,-0.8622233553110408
ACH-000234,-0.6492547524794847
ACH-000235,-0.7840452553710728
ACH-000237,-0.7887309864971164
ACH-000238,-0.9394551513419126
ACH-000242,-0.9404140547750468
ACH-000243,-0.8505649262998496
ACH-000244,-0.7497466864971942
ACH-000246,-0.8003913420612065
ACH-000248,-0.6424538902052763
ACH-000250,-0.7451906186787682
ACH-000251,-0.6791765760083489
ACH-000252,-0.5622240873722214
ACH-000253,-0.7634846790305713
ACH-000255,-0.7272416842161161
ACH-000256,-0.7459764585127419
ACH-000257,-0.7956579708796956
ACH-000258,-1.107387034731105
ACH-000259,-0.8928225778573472
ACH-000260,-0.951433748856684
ACH-000261,-0.7544453192503392
ACH-000262,-0.901078248850008
ACH-000263,-0.6054618277646096
ACH-000264,-0.6966054453553303
ACH-000265,-0.619723025494744
ACH-000266,-0.5689310302051678
ACH-000272,-0.7774454129839771
ACH-000274,-0.4558411008702733
ACH-000277,-0.4185838178532747
ACH-000278,-0.7348046916725879
ACH-000279,-0.7673901530153122
ACH-000280,-0.6938177779957942
ACH-000281,-0.8229443754865828
ACH-000288,-0.7110468762053883
ACH-000291,-0.7922162560856064
ACH-000293,-0.4067181314461061
ACH-000294,-1.1911254894790269
ACH-000295,-0.7510656514858278
ACH-000296,-0.9304801609038911
