,CTLA4 (1493)
ACH-000004,0.04600513941284582
ACH-000005,-0.18237353280636012
ACH-000007,0.11445533863617904
ACH-000009,-0.1352467335173337
ACH-000011,-0.0050151487802199066
ACH-000012,0.07769622794011044
ACH-000013,-0.03348447234225592
ACH-000014,0.05376467562069449
ACH-000015,-0.013750852498365551
ACH-000017,0.04016307662401343
ACH-000018,-0.05204736956415934
ACH-000019,1.0101569135852553
ACH-000021,-0.009830247262935752
ACH-000022,-0.19187197367717634
ACH-000025,0.01609633691353746
ACH-000028,-0.0363525423447312
ACH-000030,0.022231366742248515
ACH-000035,0.19332990430130614
ACH-000036,-0.11086423756536512
ACH-000037,-0.2724755407850212
ACH-000039,0.08846537123875184
ACH-000040,-0.009357195399148404
ACH-000041,0.019655855735058802
ACH-000042,-0.14950244475850485
ACH-000045,-0.02263956650977468
ACH-000047,-0.08192033681486982
ACH-000052,-0.09248689360705938
ACH-000053,0.031521074882615435
ACH-000054,-0.06428365893678538
ACH-000055,-0.04181668935987262
ACH-000060,-0.08661033265919907
ACH-000067,0.05006085152487748
ACH-000070,-0.02293756372471555
ACH-000075,-0.15643147578863598
ACH-000078,-0.0472178788835436
ACH-000082,-0.0716892854018788
ACH-000085,-0.048258491582008615
ACH-000086,-0.10684479041868207
ACH-000087,-0.19486845345844755
ACH-000092,-0.03493269951588771
ACH-000095,-0.06587295805511749
ACH-000097,-0.0397956100266213
ACH-000098,-0.05721220785616405
ACH-000099,-0.05155210116324429
ACH-000108,-0.004136584465233546
ACH-000113,-0.07544374499930903
ACH-000116,0.031213680770209414
ACH-000118,-0.07608341542913137
ACH-000120,-0.06598263540474524
ACH-000123,0.004952098566702284
ACH-000127,-0.14463190339142767
ACH-000128,-0.12715252681639674
ACH-000132,-0.022338728684838743
ACH-000133,-0.23450236104286865
ACH-000137,-0.22492008661441293
ACH-000138,-0.024397330364307003
ACH-000142,0.039904366611425435
ACH-000143,-0.014819583882842066
ACH-000146,-0.05437229171387941
ACH-000148,-0.03507113927078768
ACH-000150,-0.1528306681764097
ACH-000152,-0.09629121846901448
ACH-000153,-0.2393005120010975
ACH-000159,-0.06072806491184221
ACH-000160,-0.06782058318275949
ACH-000163,0.036776853138241215
ACH-000167,0.06097735049020341
ACH-000168,0.0973623114684288
ACH-000169,0.011056326088924524
ACH-000178,-0.061265627006316076
ACH-000183,-0.04194433460120397
ACH-000188,0.05738004595625085
ACH-000189,0.0223587470433325
ACH-000190,-0.14918729788617816
ACH-000198,-0.008306864092313487
ACH-000203,-0.1426000181204592
ACH-000204,-0.13451082631006672
ACH-000206,-0.04906139461099709
ACH-000207,0.04285723859840765
ACH-000208,-0.014283477720351098
ACH-000210,0.04487232063958359
ACH-000211,-0.03686413128011205
ACH-000215,0.05092190597956185
ACH-000221,-0.023432046584199076
ACH-000222,-0.2918414598662571
ACH-000223,-0.1469479577974638
ACH-000226,-0.06065427491712705
ACH-000227,-0.06189472954006801
ACH-000228,-0.14378499923044352
ACH-000231,-0.07890175576290714
ACH-000232,-0.02318182621807196
ACH-000233,-0.060309272737646615
ACH-000234,-0.0820948158383102
ACH-000235,-0.06801524788963166
ACH-000237,-0.1284447691571396
ACH-000238,-0.14693514029803434
ACH-000242,-0.25214264565472594
ACH-000243,-0.0929980779460166
ACH-000244,-0.022907262083684717
ACH-000246,-0.02750073567961228
ACH-000248,0.06467458613414495
ACH-000250,0.029255147176710707
ACH-000251,-0.00942752678472488
ACH-000252,0.010756740623125744
ACH-000253,-0.242384728102399
ACH-000255,-0.040586359104071934
ACH-000256,-0.06545183447356666
ACH-000257,0.17894350724796682
ACH-000258,-0.2789564193459196
ACH-000259,-0.12289642528288057
ACH-000260,-0.10125088674296832
ACH-000261,-0.0691046863280252
ACH-000262,-0.09369788146385764
ACH-000263,0.08768893707390607
ACH-000264,-0.11458580356562535
ACH-000265,-0.0736368738562312
ACH-000266,-0.10294256622894704
ACH-000272,-0.03364376095663013
ACH-000274,-0.15566532190443358
ACH-000277,-0.03598587339478687
ACH-000278,-0.18762043599911934
ACH-000279,-0.10505082152314384
ACH-000280,-0.03304517257920924
ACH-000281,-0.08442042475302704
ACH-000288,-0.13529107542526378
ACH-000291,-0.08264147542673603
ACH-000293,-0.1482711785269139
ACH-000294,0.1552713816250598
ACH-000295,0.10243080982037346
ACH-000296,-0.10833357897610266
ACH-000302,-0.010448926448259016
ACH-000304,-0.19552298519864328
ACH-000307,-0.13497426467270907
ACH-000308,-0.08926134196516637
ACH-000310,-0.13704458504447534
ACH-000311,-0.1485274045380691
ACH-000312,-0.10565596289938524
ACH-000315,0.0019065504328037745
ACH-000316,0.0768382231015529
ACH-000317,0.0927844481574135
ACH-000318,-0.23654241723842656
ACH-000319,-0.011202762165349949
ACH-000320,0.057566793897989375
ACH-000322,-0.1338570626713136
ACH-000323,-0.19788446846043856
ACH-000324,-0.04904111953994583
ACH-000329,-0.06675907731570409
ACH-000330,-0.005366859422007768
ACH-000331,-0.2055943459616564
ACH-000332,-0.07108773018035454
ACH-000334,0.11123664526722084
ACH-000335,-0.10128091578081867
ACH-000336,0.0180850889348682
ACH-000337,-0.35826782609924185
ACH-000338,-0.19043480291632564
ACH-000339,-0.05443993555917235
ACH-000341,-0.15429627000650786
ACH-000348,0.017344059212638555
ACH-000350,-0.07904777180537371
ACH-000352,0.04040626963138065
ACH-000356,0.06444737629594703
ACH-000361,-0.14656005980026132
ACH-000362,0.07328690744459711
ACH-000363,-0.1001323601881542
ACH-000364,0.06437851454646837
ACH-000365,-0.01874682949429764
ACH-000366,-0.07460440308005298
ACH-000368,0.05715117959185004
ACH-000374,-0.02525855882489975
ACH-000375,-0.08525820240642988
ACH-000376,-0.06777244429176958
ACH-000381,0.012797051909866013
ACH-000383,-0.10052357819493107
ACH-000387,0.0010369799611649336
ACH-000389,0.013065538059108605
ACH-000390,-0.08463561132932403
ACH-000393,-0.1194705964331668
ACH-000395,0.08075675200679272
ACH-000396,0.047962325472853874
ACH-000397,0.04375320936457908
ACH-000401,-0.1209595410203854
ACH-000402,0.1028826890902476
ACH-000403,-0.05886328822150483
ACH-000404,-0.2331859743804391
ACH-000406,-0.024341843951849858
ACH-000407,-0.1698796805773157
ACH-000408,0.016176700608779102
ACH-000410,-0.18914609234392046
ACH-000411,0.008309751370346686
ACH-000414,-0.03581255825807021
ACH-000415,-0.02341103463709755
