,MSS51 (118490)
ACH-000004,-0.3022581843757681
ACH-000005,-0.6221155506203491
ACH-000007,-0.20699839750947696
ACH-000009,-0.0981911054229648
ACH-000011,-0.022721598514057487
ACH-000012,0.02032341923589129
ACH-000013,-0.02235385040345049
ACH-000014,-0.1406116563330103
ACH-000015,-0.16821448513280055
ACH-000017,-0.0917740301349008
ACH-000018,-0.09819019391393098
ACH-000019,-0.04663705197297285
ACH-000021,-0.055702649179645694
ACH-000022,-0.12040281362800224
ACH-000025,-0.16522130953554706
ACH-000028,-0.17886356878689394
ACH-000030,-0.19267613978050832
ACH-000035,-0.09688207284310422
ACH-000036,-0.19694144260440985
ACH-000037,-0.16062027099745635
ACH-000039,-0.18328672431939488
ACH-000040,-0.17057491250159154
ACH-000041,-0.0854009735808931
ACH-000042,-0.2510468060768594
ACH-000045,-0.025259751139653296
ACH-000047,0.028595663678249592
ACH-000052,-0.12095953241377655
ACH-000053,0.004746815056895737
ACH-000054,-0.18141802425379744
ACH-000055,-0.22402738037192974
ACH-000060,-0.19373338307565413
ACH-000067,-0.20547654451735
ACH-000070,-0.047658214623749216
ACH-000075,-0.4585826746835038
ACH-000078,-0.1933901933851388
ACH-000082,-0.12020950952542545
ACH-000085,-0.17494305508774705
ACH-000086,-0.21190330944738472
ACH-000087,-0.14942019795863934
ACH-000092,-0.16071599034129933
ACH-000095,-0.1852174323124065
ACH-000097,-0.039128950067721484
ACH-000098,-0.1414470662951307
ACH-000099,-0.09767047322261134
ACH-000108,-0.1330639154591952
ACH-000113,-0.10735732602945093
ACH-000116,-0.2265943120856444
ACH-000118,-0.1362560711405662
ACH-000120,-0.13121092317927624
ACH-000123,-0.3277480536149979
ACH-000127,-0.13487780043411465
ACH-000128,0.025790131387182044
ACH-000132,-0.19199117526419415
ACH-000133,-0.3027402163269478
ACH-000137,-0.11868619429471668
ACH-000138,-0.01628076066950079
ACH-000142,-0.16877972915500253
ACH-000143,-0.10108885812071323
ACH-000146,0.028846980776680662
ACH-000148,-0.23433236516793016
ACH-000150,-0.10006708812967596
ACH-000152,-0.13090911040839476
ACH-000153,-0.2376283637630701
ACH-000159,-0.13624859448570667
ACH-000160,-0.04700780798012602
ACH-000163,-0.3092771464231591
ACH-000167,0.0260884809618686
ACH-000168,-0.1958760131323942
ACH-000169,-0.21118121678495108
ACH-000178,-0.14756254489706744
ACH-000183,0.041709207142591374
ACH-000188,-0.11559446402970468
ACH-000189,-0.3607649647253489
ACH-000190,-0.27849275391549144
ACH-000198,-0.2577036639880109
ACH-000203,0.2748157365875787
ACH-000204,-0.3170651864309412
ACH-000206,-0.3999157942159884
ACH-000207,-0.2574807515441145
ACH-000208,-0.2830583010815214
ACH-000210,0.11809108835102118
ACH-000211,-0.18236595793121455
ACH-000215,-0.12661341951033284
ACH-000221,-0.10785515929822567
ACH-000222,-0.014679192896317727
ACH-000223,-0.231088608852121
ACH-000226,-0.13930442023977466
ACH-000227,-0.3192488343760765
ACH-000228,-0.2940326403314021
ACH-000231,-0.14945386757996867
ACH-000232,-0.12645512644330206
ACH-000233,-0.032370243746966704
ACH-000234,-0.14786595078227174
ACH-000235,-0.16642472351543094
ACH-000237,-0.17302283937547136
ACH-000238,-0.08119354710536145
ACH-000242,-0.38576083081142337
ACH-000243,-0.16143354554317765
ACH-000244,-0.187764217641224
ACH-000246,-0.08977949141691613
ACH-000248,-0.3138779256702577
ACH-000250,-0.19344193050108704
ACH-000251,-0.045377453887814466
ACH-000252,-0.3797263915536598
ACH-000253,-0.09959878012070343
ACH-000255,-0.20592151577054865
ACH-000256,-0.2457470688014607
ACH-000257,-0.3750275980386141
ACH-000258,0.01544870263380346
ACH-000259,-0.2729331858431397
ACH-000260,-0.0588430904083488
ACH-000261,-0.11284370699741668
ACH-000262,0.09679845515483897
ACH-000263,-0.30009778052883523
ACH-000264,-0.0976831641620517
ACH-000265,-0.0971596469637402
ACH-000266,-0.10599731883024677
ACH-000272,-0.16040621943385944
ACH-000274,-0.2643245974543313
ACH-000277,-0.2453898614409334
ACH-000278,-0.2021438399625941
ACH-000279,-0.06777356256600321
ACH-000280,-0.1622615905781613
ACH-000281,-0.010271873605144241
ACH-000288,-0.15816940373208754
ACH-000291,-0.19825411269560575
ACH-000293,-0.2698265754735659
ACH-000294,-0.13687361666224565
ACH-000295,-0.19178333563792466
ACH-000296,-0.17354400017071414
ACH-000302,-0.1376277143136246
ACH-000304,-0.12573878283545895
ACH-000307,-0.20343604536384632
ACH-000308,-0.1146982000528826
ACH-000310,-0.2313313105737217
ACH-000311,-0.14740576600541944
ACH-000312,-0.020362340876539625
ACH-000315,-0.1071633866429096
ACH-000316,-0.14698525560238712
ACH-000317,-0.2099762075467045
ACH-000318,-0.08905628960220448
ACH-000319,0.014907242278165388
ACH-000320,-0.1324328354861782
ACH-000322,-0.06886667872177972
ACH-000323,-0.24731021492925925
ACH-000324,-0.15198166975607255
ACH-000329,-0.2892113655711238
ACH-000330,-0.02112902117224024
ACH-000331,-0.19082757632212705
ACH-000332,-0.13797301741440185
ACH-000334,-0.20029664667302666
ACH-000335,-0.3584821584270987
ACH-000336,-0.42114672696716815
ACH-000337,-0.04682082520490144
ACH-000338,0.4603117749002915
ACH-000339,-0.06550914841100904
ACH-000341,0.07521762378557569
ACH-000348,-0.16883215624766915
ACH-000350,-0.0982767592024994
ACH-000352,-0.09260627331366884
ACH-000356,-0.08689007412636926
ACH-000361,-0.11697881276287588
ACH-000362,-0.18523086239719969
ACH-000363,-0.10212083220694006
ACH-000364,-0.04815361868238735
ACH-000365,-0.21495855597285407
ACH-000366,-0.1735807531034963
ACH-000368,-0.2635261496493563
ACH-000374,-0.2650423424057757
ACH-000375,-0.2121332829214909
ACH-000376,-0.0634520013748509
ACH-000381,-0.0385269321969907
ACH-000383,-0.03720019381571106
ACH-000387,-0.12248693664896687
ACH-000389,0.05975211100223789
ACH-000390,-0.17854104872886398
ACH-000393,-0.14801063677200474
ACH-000395,-0.05395617179069071
ACH-000396,-0.3059545517344251
ACH-000397,-0.14810441146432282
ACH-000401,-0.23126612766034216
ACH-000402,-0.02358642630457921
ACH-000403,-0.12386776618983135
ACH-000404,-0.08797685085712871
ACH-000406,-0.06296610409887213
ACH-000407,-0.061902705241809824
ACH-000408,0.0540598075535707
ACH-000410,-0.13749582335177746
ACH-000411,-0.2275883462940213
ACH-000414,-0.22517865355969446
ACH-000415,-0.2542695072554741
ACH-000416,-0.13081450680064965
ACH-000420,-0.2762254481609436
ACH-000421,-0.15373086113029344
ACH-000424,-0.23921979629641535
ACH-000425,-0.134177927968229
ACH-000426,-0.2287065987995277
ACH-000427,-0.2416444004591765
ACH-000433,-0.13147019169513913
ACH-000435,-0.16678796575769894
ACH-000436,-0.08595533631271375
ACH-000444,0.03222980680768748
ACH-000445,-0.1838355902954459
ACH-000448,-0.05675547356592225
ACH-000450,-0.03867091692617497
ACH-000452,-0.0852424880803353
ACH-000454,-0.2041783040678095
ACH-000458,-0.1887656308232218
ACH-000459,-0.014315272927223776
ACH-000460,-0.06129777901678386
ACH-000461,-0.2657758089352313
ACH-000463,-0.13223767581000567
ACH-000464,-0.1991751426955304
ACH-000466,-0.07416606445358052
ACH-000467,-0.05803294772979501
ACH-000468,0.024723127673412625
ACH-000469,-0.24296109408049446
ACH-000470,-0.08980153175326941
ACH-000471,-0.19704179761431526
ACH-000472,-0.20015304889779648
ACH-000473,-0.16719653362619522
ACH-000475,-0.2040849882873875
ACH-000476,-0.16285244124650838
ACH-000477,-0.1805432942744146
ACH-000479,0.08129389582649445
ACH-000480,-0.035842437652668736
ACH-000481,-0.2852428984298942
ACH-000483,-0.11515191663025705
ACH-000484,0.08954453630410482
ACH-000485,-0.23296560799610144
ACH-000486,-0.09681788658276548
ACH-000487,-0.21250737455104665
