,TIAL1 (7073)
ACH-000004,-0.2553207760086751
ACH-000005,-0.035619768430666325
ACH-000007,-0.027650453980833743
ACH-000009,-0.15957754124336807
ACH-000011,-0.2216874229795656
ACH-000012,-0.040449292002964085
ACH-000013,0.10871665849592163
ACH-000014,0.3947610733675915
ACH-000015,0.0784112561511415
ACH-000017,0.0907096045675046
ACH-000018,0.2511573530992466
ACH-000019,-0.07682534537805832
ACH-000021,0.08631109587862185
ACH-000022,-0.017055672697613364
ACH-000025,-0.3831649380723139
ACH-000028,-0.2896067713071778
ACH-000030,0.14719876526653028
ACH-000035,-0.003917074146009746
ACH-000036,0.06532721884385165
ACH-000037,-0.19890010069116545
ACH-000039,-0.2627034601404241
ACH-000040,0.0015838839154560555
ACH-000041,0.2135973584033868
ACH-000042,-0.07365118627921684
ACH-000045,0.15419396431072865
ACH-000047,-0.01294152011480625
ACH-000052,-0.2596500888556348
ACH-000053,-0.2449312655093901
ACH-000054,-0.1188597825929356
ACH-000055,0.30318883657716383
ACH-000060,0.2750215150431286
ACH-000067,-0.2725146657311796
ACH-000070,-0.32185381741885066
ACH-000075,-0.3735898244236621
ACH-000078,-0.14325021891570902
ACH-000082,0.13336774434055249
ACH-000085,-0.4446520004551913
ACH-000086,-0.0026199836637664105
ACH-000087,0.24359972249141826
ACH-000092,0.4927082783867448
ACH-000095,0.1886430004865772
ACH-000097,0.032904014240726184
ACH-000098,-0.2282512220100298
ACH-000099,0.049587718577831084
ACH-000108,-0.05840007980000929
ACH-000113,-0.06746282401106768
ACH-000116,-0.3758710761124405
ACH-000118,-0.1342271651685
ACH-000120,0.10579879453107226
ACH-000123,-0.14379866795475302
ACH-000127,0.16277990622345254
ACH-000128,0.07100983580749855
ACH-000132,-0.0954345001852394
ACH-000133,-0.4184225798520736
ACH-000137,-0.1443224153218003
ACH-000138,-0.0247884969746517
ACH-000142,0.04390392488288632
ACH-000143,0.18856274237807732
ACH-000146,0.02290373165381516
ACH-000148,-0.18204421309817856
ACH-000150,-0.3547339175072595
ACH-000152,-0.20055237392876807
ACH-000153,-0.3153689382064353
ACH-000159,-0.0597680523001061
ACH-000160,-0.3517653791956003
ACH-000163,0.07803640854862866
ACH-000167,-0.1816658497620766
ACH-000168,-0.053858175981627884
ACH-000169,-0.16658707643145326
ACH-000178,0.05510320100151762
ACH-000183,-0.06033955188945959
ACH-000188,-0.6334500629791885
ACH-000189,-0.2320428475309276
