,GPHA2 (170589)
ACH-000757,-0.13118474509635494
ACH-000758,-0.03756782283953164
ACH-000760,0.016273890607400476
ACH-000762,-0.14854222941935208
ACH-000763,-0.0795853509276333
ACH-000764,-0.0541280358199087
ACH-000765,-0.19250532496822748
ACH-000766,-0.12101882104718027
ACH-000767,-0.015657471490968532
ACH-000768,-0.03129411503515132
ACH-000769,-0.1694529521989361
ACH-000770,-0.08371894610720461
ACH-000771,-0.009901172323339756
ACH-000773,-0.08137556450035571
ACH-000776,-0.14108969652261671
ACH-000777,-0.04536967182387641
ACH-000778,-0.19744793024355226
ACH-000781,-0.14104321236735454
ACH-000782,-0.16742582484058682
ACH-000783,-0.07963011759419711
ACH-000784,0.004808513214860179
ACH-000785,0.06899580844464295
ACH-000787,0.0603300779732064
ACH-000788,-0.07314185722749278
ACH-000791,-0.17950101339382024
ACH-000792,-0.11252432390210836
ACH-000794,-0.2715762980051209
ACH-000796,-0.06994544336207371
ACH-000798,-0.07470749321244888
ACH-000799,-0.26520636511173484
ACH-000800,-0.02233874649196395
ACH-000802,-0.22519305098771425
ACH-000804,0.004856361432727718
ACH-000805,-0.05296485860189714
ACH-000809,-0.1402782046711325
ACH-000810,-0.003214849619069145
ACH-000811,-0.17645915906707618
ACH-000817,-0.2824563273243128
ACH-000819,-0.2055995527337141
ACH-000820,-0.13507836925386302
ACH-000821,-0.05503024053651948
ACH-000822,-0.13276141437088504
ACH-000823,-0.121703122508377
ACH-000824,-0.12020418685049344
ACH-000827,-0.07572680403307629
ACH-000829,-0.1577449541216556
ACH-000831,-0.1422502990483304
ACH-000832,-0.37655663933745626
ACH-000833,-0.10789801572417942
ACH-000834,-0.175368443668692
ACH-000835,-0.003800671308991901
ACH-000836,-0.1122725338660738
ACH-000837,0.0054059816503148036
ACH-000838,-0.1353352324065868
ACH-000839,-0.4843443074592524
ACH-000840,-0.2926770795635953
ACH-000841,0.05861757665035491
ACH-000843,-0.061273710232945325
ACH-000846,-0.1377878156626833
ACH-000847,-0.060256791119276135
ACH-000848,-0.1791693616815963
ACH-000849,0.023492807619060738
ACH-000851,-0.04522789382644532
ACH-000855,-0.024092791925832118
ACH-000856,-0.1005961075906298
ACH-000858,-0.05854888721591869
ACH-000859,-0.18627312841383264
ACH-000861,-0.10427259674612546
ACH-000862,-0.020004810623897883
ACH-000865,-0.1613429427454507
ACH-000866,-0.07283278625860352
ACH-000867,-0.047090063549504964
ACH-000869,-0.0251518051009296
ACH-000872,-0.03942834395037312
ACH-000873,-0.005537418238497653
ACH-000876,-0.0772334294075695
ACH-000878,-0.11544189713150398
ACH-000880,-0.03876603318822392
ACH-000881,0.04150980853359302
ACH-000882,-0.073451919040168
ACH-000884,0.011563321296993652
ACH-000885,-0.08934913005801805
ACH-000887,-0.13474718927990653
ACH-000889,-0.0561210233391671
ACH-000896,-0.08331460587169197
ACH-000898,-0.10479584287586588
ACH-000900,-0.2003229591142198
ACH-000901,-0.19415642612767986
ACH-000905,-0.057279767129008625
ACH-000906,-0.18702260536897872
ACH-000907,0.20751782798739696
ACH-000910,0.05969747893352921
ACH-000911,-0.04418921745498967
ACH-000912,-0.1258305765916546
ACH-000913,0.0017193147666487395
ACH-000915,0.0662435069414087
ACH-000916,-0.11855991555462896
ACH-000917,-0.37837084409288335
ACH-000920,0.09332782923081537
ACH-000921,-0.16444915853917794
ACH-000924,-0.07229897578001034
ACH-000926,0.02286223985965488
ACH-000928,0.053515228665851435
ACH-000929,0.025383052768762876
ACH-000932,-0.0955560034219807
ACH-000935,-0.09914659872379666
ACH-000936,-0.12018432708377785
ACH-000937,-0.10518334934583427
ACH-000938,-0.017897283421577752
ACH-000939,-0.15325540566164902
ACH-000941,-0.06097883486051951
ACH-000943,-0.13198002031537012
ACH-000946,-0.1478436752099096
ACH-000947,-0.02442691907643177
ACH-000948,-0.03487997428633238
ACH-000950,-0.0824184957879689
ACH-000953,-0.0559346862441706
ACH-000954,-0.01814608659837814
ACH-000957,-0.2835986394495212
ACH-000958,-0.09943898494850996
ACH-000960,-0.022714482425310163
ACH-000963,-0.1742278445219824
ACH-000968,-0.14995855818683745
ACH-000969,-0.28194635816113245
ACH-000972,-0.2168430908343684
ACH-000973,-0.1503946246804077
ACH-000974,-0.029426552377151863
ACH-000978,-0.09202992289950056
ACH-000984,-0.060967251711605434
ACH-000986,-0.06855796636013271
ACH-000988,0.014598759284448209
ACH-000993,0.06426517519421855
ACH-000994,-0.1864330144852105
ACH-000996,-0.004345009350783514
ACH-001001,0.008938372464665336
ACH-001020,-0.08845730217381169
ACH-001028,-0.13236607669366554
ACH-001031,-0.07474353067351197
ACH-001038,-0.0644898262301049
ACH-001048,-0.05645134119556064
ACH-001050,-0.09315869974685756
ACH-001053,-0.1622564850035595
ACH-001054,-0.05564291519141773
ACH-001061,-0.12370846037442285
ACH-001067,-0.03697689444242988
ACH-001075,-0.13640044226635253
ACH-001096,-0.06548911776064636
ACH-001111,-0.1666968716524079
ACH-001119,-0.19301109507057546
ACH-001128,-0.020995444693403732
ACH-001134,-0.005515525342222895
ACH-001151,-0.06057387585914361
ACH-001163,-0.055934820140329904
ACH-001164,-0.03659456441255321
ACH-001183,-0.05465421289366199
ACH-001192,-0.03224716394793575
ACH-001193,-0.1237789553866203
ACH-001196,-0.09547595810444358
ACH-001197,-0.2522865258495211
ACH-001205,-0.0188491510321042
ACH-001211,0.0018727614739971641
ACH-001212,0.022090636720111474
ACH-001228,-0.00795161165097137
ACH-001232,-0.1371154023596478
ACH-001239,0.06394239118120297
ACH-001270,0.1385540644309343
ACH-001274,0.05003385916414421
ACH-001275,-0.169643734797865
ACH-001277,0.0854949951984702
ACH-001278,-0.1070321840443223
ACH-001280,0.120758659675159
ACH-001283,-0.03928669704009264
ACH-001289,-0.22163365525280215
ACH-001300,-0.055299747168284084
ACH-001301,-0.004162698000266451
ACH-001302,-0.05799709520259357
ACH-001306,-0.13644569930546233
ACH-001318,-0.09458188814363216
ACH-001322,0.11792217247842668
ACH-001328,-0.19471046866470515
ACH-001332,-0.03153722326910307
ACH-001336,-0.12065250578694744
ACH-001346,-0.18220393171419136
ACH-001353,-0.11619073573851856
ACH-001354,-0.15358715810149742
ACH-001367,-0.009865712775108558
ACH-001368,-0.055743131985033965
ACH-001374,-0.20349499124947631
ACH-001377,-0.07993242709458515
ACH-001380,-0.05382316368861465
ACH-001391,-0.11539243345071246
ACH-001408,-0.169502672144819
ACH-001430,-0.09141764908734412
ACH-001431,-0.15692249963080385
ACH-001450,-0.20815982085403226
ACH-001496,-0.07238331187004901
ACH-001500,-0.059256891050433226
ACH-001523,-0.05279626501750855
ACH-001532,-0.07401151476314757
ACH-001550,-0.10679066774160256
ACH-001552,-0.223247782821665
ACH-001554,-0.13105338637006647
ACH-001654,-0.17933337520110604
ACH-001735,-0.07560178018010527
ACH-001736,0.015897235313247837
ACH-001737,-0.1847299966295429
ACH-001740,0.015825111005740782
ACH-001745,-0.027525133693515755
ACH-001765,-0.118143933654849
