,GPHA2 (170589)
ACH-000004,0.033239649659001835
ACH-000005,-0.0025831033491018635
ACH-000007,-0.055267813509925656
ACH-000009,0.03962296442742288
ACH-000011,-0.12019320398504853
ACH-000012,-0.05861727740642875
ACH-000013,-0.0984720707807491
ACH-000014,0.053182253045090964
ACH-000015,0.005583479017847011
ACH-000017,0.03155160473748192
ACH-000018,-0.2794453147689712
ACH-000019,0.048392977431959895
ACH-000021,-0.07600724017837382
ACH-000022,-0.0810042795204275
ACH-000025,0.023618106107774248
ACH-000028,-0.0694061771590648
ACH-000030,-0.09998857784600644
ACH-000035,-0.02548254617413557
ACH-000036,-0.055415702405579886
ACH-000037,-0.2287050541521609
ACH-000039,-0.15742337244624202
ACH-000040,-0.08839421309809724
ACH-000041,-0.12910198833849487
ACH-000042,-0.10244718457183734
ACH-000045,0.022168108989908585
ACH-000047,-0.013078358990908982
ACH-000052,-0.2675938173779078
ACH-000053,-0.04668872049150991
ACH-000054,-0.07272247107729944
ACH-000055,-0.10315448350390397
ACH-000060,-0.028832535628564106
ACH-000067,-0.051336696239158736
ACH-000070,0.010785248556525366
ACH-000075,-0.12767011009329365
ACH-000078,-0.030818713917567457
ACH-000082,-0.1516103898067815
ACH-000085,0.0073295429618660795
ACH-000086,-0.26480239983401355
ACH-000087,0.08316177371917516
ACH-000092,-0.13677340267145033
ACH-000095,-0.05586699514263143
ACH-000097,-0.007958195862373773
ACH-000098,-0.06304834647176502
ACH-000099,-0.008484573822243675
ACH-000108,-0.13151310055305715
ACH-000113,-0.07793824888886229
ACH-000116,-0.1923881394936124
ACH-000118,-0.14981894714595853
ACH-000120,-0.10750244905505088
ACH-000123,-0.08048915068380147
ACH-000127,-0.044595784066159334
ACH-000128,-0.07285430517233313
ACH-000132,-0.1205575928373012
ACH-000133,-0.027368333364060117
ACH-000137,-0.11936388438069225
ACH-000138,-0.08526517519077187
ACH-000142,-0.1945816290222819
ACH-000143,-0.054449473951701306
ACH-000146,-0.02724219324423998
ACH-000148,-0.021333317060024524
ACH-000150,-0.1624546942054803
ACH-000152,-0.02412225322868655
ACH-000153,-0.2352034135651729
ACH-000159,0.052717156205218434
ACH-000160,-0.1005345839579318
ACH-000163,-0.11529009448655395
ACH-000167,0.001646453511150327
ACH-000168,0.06079760015000109
ACH-000169,0.00929586170124843
ACH-000178,0.008258259206157572
ACH-000183,-0.09962262352256444
ACH-000188,-0.2840199474978182
ACH-000189,-0.22003140808367955
ACH-000190,0.04962998680495097
ACH-000198,-0.061708007430280085
ACH-000203,0.04632939948359385
ACH-000204,-0.005732594300818246
ACH-000206,-0.07167148803781173
ACH-000207,-0.22279618755939987
ACH-000208,-0.196050051711975
ACH-000210,0.01992614566762138
ACH-000211,-0.08506186550875004
ACH-000215,0.02488564577662397
ACH-000221,-0.022420054455011718
ACH-000222,-0.11247113403274253
ACH-000223,-0.01726280166602191
ACH-000226,-0.08609082901863165
ACH-000227,-0.15131733321035587
ACH-000228,-0.2299575336800972
ACH-000231,-0.01867076909303871
ACH-000232,-0.05524972949427751
ACH-000233,-0.09542260691587832
ACH-000234,-0.13734561411179474
ACH-000235,-0.06370977777530258
ACH-000237,-0.14802500192281234
ACH-000238,-0.0062435466109323785
ACH-000242,-0.03819884997072967
ACH-000243,-0.009294284713587292
ACH-000244,-0.07513496443057699
ACH-000246,0.05941224944685077
ACH-000248,0.03949985767859269
ACH-000250,-0.11313551460567965
ACH-000251,-0.0774908226009193
ACH-000252,-0.1200823142271654
ACH-000253,-0.05407996987864383
ACH-000255,-0.057970097564016006
ACH-000256,-0.2260030451079536
ACH-000257,-0.018423756343350143
ACH-000258,0.09840952589777913
ACH-000259,-0.08593459689035056
ACH-000260,-0.052768623690397205
ACH-000261,-0.15024038477417756
ACH-000262,-0.008054968894778747
ACH-000263,-0.07190084308863684
ACH-000264,-0.011125766791404052
ACH-000265,-0.03550547101142227
ACH-000266,-0.07600243608070628
ACH-000272,0.034189993836303965
ACH-000274,-0.01399889333788992
ACH-000277,0.005554531421385551
ACH-000278,-0.07287846224099148
ACH-000279,0.03775999808365794
ACH-000280,-0.08551202979515155
ACH-000281,-0.0880111751372261
ACH-000288,-0.02721568195732793
ACH-000291,0.1379431429810301
ACH-000293,-0.05837903081466494
ACH-000294,-0.12610005515233833
ACH-000295,-0.33664705450275645
ACH-000296,-0.13340986578076666
ACH-000302,0.008552664924040467
ACH-000304,-0.08746118469422473
ACH-000307,-0.0037482253650929593
ACH-000308,-0.13879670595375773
ACH-000310,-0.0012107328458785954
ACH-000311,0.016888525253043934
ACH-000312,0.008124036199089855
ACH-000315,-0.1629854680674275
ACH-000316,-0.11675596573016828
ACH-000317,-0.269329459066757
ACH-000318,-0.31782975374634514
ACH-000319,-0.1512903771484759
ACH-000320,-0.10033885194956514
ACH-000322,-0.05190495763615542
ACH-000323,-0.10526909278309254
ACH-000324,-0.08761504728639928
ACH-000329,0.01796522739403415
ACH-000330,-0.19658109389767855
ACH-000331,0.042344547702445084
ACH-000332,-0.11887635320073825
ACH-000334,-0.09865255951115944
ACH-000335,-0.13426592267406084
ACH-000336,-0.129633959317844
ACH-000337,-0.19388689933232145
ACH-000338,0.30441023866520545
ACH-000339,-0.030379445578723432
ACH-000341,-0.2223687463268739
ACH-000348,-0.033475896737824765
ACH-000350,-0.02013613712572062
ACH-000352,-0.1109005571591686
ACH-000356,-0.16685802579592238
ACH-000361,-0.061417655781750076
ACH-000362,0.00998240817628145
ACH-000363,-0.01811046226527168
ACH-000364,-0.2419345577491037
ACH-000365,-0.10958176433568947
ACH-000366,-0.2667728768344275
ACH-000368,-0.12495273051081753
ACH-000374,-0.16882207612186914
ACH-000375,-0.12321081461624893
ACH-000376,-0.16340975901158694
ACH-000381,-0.04205977306195706
ACH-000383,-0.02349239151424158
ACH-000387,-0.046591585540828234
ACH-000389,-0.010103231086026421
ACH-000390,-0.06827108271858964
ACH-000393,-0.08755484799760586
ACH-000395,-0.010188341484137107
ACH-000396,-0.058876405964450776
ACH-000397,-0.05548709261236846
ACH-000401,-0.10694261754311132
ACH-000402,-0.030242306499764206
ACH-000403,-0.04302884689410938
ACH-000404,0.027211467475891333
ACH-000406,-0.06421054700700976
ACH-000407,-0.07960002272401992
ACH-000408,-0.2307448145106294
ACH-000410,-0.0494607529601394
ACH-000411,0.003733659508968658
ACH-000414,-0.02204200604159529
ACH-000415,-0.17697699880331413
ACH-000416,-0.04778469548605839
ACH-000420,-0.07825839478926475
ACH-000421,-0.09631614062967504
ACH-000424,-0.09667086226063967
ACH-000425,-0.06203523348868083
ACH-000426,-0.112964086358773
ACH-000427,-0.06080740266656835
ACH-000433,-0.12193345560941993
ACH-000435,-0.17480416223792972
ACH-000436,-0.017787429991196063
ACH-000444,-0.05307476261813997
ACH-000445,-0.0528482817204141
ACH-000448,-0.0471891027157124
ACH-000450,-0.05421153766525627
ACH-000452,-0.06812949858401685
ACH-000454,-0.0715754664883883
ACH-000458,-0.30599690413780284
ACH-000459,0.05105235446199129
ACH-000460,-0.013547758638486913
ACH-000461,-0.2060549169913791
ACH-000463,0.008321573563819622
ACH-000464,-0.10287215976403087
ACH-000466,-0.17012224488457792
ACH-000467,-0.02673460965316838
ACH-000468,0.0216981849117492
ACH-000469,-0.06791142688204171
ACH-000470,-0.09251445638504892
ACH-000471,-0.04990923999418754
ACH-000472,-0.06947070841124996
ACH-000473,-0.02687681414461985
ACH-000475,-0.09317002959821036
ACH-000476,-0.12000333369324795
ACH-000477,-0.15905545677513985
ACH-000479,0.10224326400945824
ACH-000480,-0.08027798731645942
ACH-000481,-0.0667426892376429
ACH-000483,-0.11353678058827782
ACH-000484,-0.14333948917392464
ACH-000485,-0.05448384575868942
ACH-000486,-0.08668038403082645
ACH-000487,-0.1241183119890557
ACH-000488,-0.15160634314279225
ACH-000490,-0.06768884235806201
ACH-000491,-0.13717028469538853
ACH-000495,-0.1333621276178692
ACH-000496,-0.1568401247103524
ACH-000499,-0.042364258529157005
ACH-000500,-0.11814743963519858
ACH-000502,-0.1395975042895385
ACH-000503,-0.2364263774066885
ACH-000505,-0.017547272079546247
ACH-000507,-0.10634174391810274
ACH-000510,-0.08724655322582472
ACH-000511,-0.12621445696372352
ACH-000512,-0.10902465618110256
ACH-000516,0.01595750467447471
ACH-000517,-0.1086586867537835
ACH-000518,-0.12137636016455665
ACH-000520,-0.028736832421715205
ACH-000521,-0.030905390097750538
ACH-000522,-0.051930911768403636
ACH-000524,-0.06577123812378198
ACH-000527,-0.07510393870530951
ACH-000528,-0.06648899554702084
ACH-000537,-0.12396836708499805
ACH-000541,-0.3289340856814409
ACH-000542,-0.10374728598358997
ACH-000544,-0.2438787847146375
ACH-000545,-0.2198373550323073
ACH-000547,-0.05488757791982665
ACH-000548,-0.20085369742264866
ACH-000549,-0.15876245595105473
ACH-000550,-0.029206475707641188
ACH-000552,-0.13560483835584858
ACH-000556,-0.06530493203043866
ACH-000557,-0.02659542193086298
ACH-000569,-0.14426185424016594
ACH-000570,-0.1661135810011011
ACH-000571,-0.09133803604120408
ACH-000573,-0.030632605559714508
ACH-000576,-0.0939245068406481
ACH-000579,-0.08055619855965969
ACH-000580,-0.024270373668499108
ACH-000584,-0.03974897676779537
ACH-000585,-0.13557215067640288
ACH-000588,0.04017900480358104
ACH-000589,-0.07313253125010145
ACH-000591,-0.1392663347557267
ACH-000593,-0.00516278918685796
ACH-000600,-0.12229729437568967
ACH-000601,-0.03937387170277785
ACH-000605,-0.008636234927565241
ACH-000606,-0.2648517292473887
ACH-000608,-0.12843597141675225
ACH-000614,-0.10474304869228593
ACH-000616,-0.053062013801147036
ACH-000618,-0.2296925217446683
ACH-000619,-0.3369064072192864
ACH-000620,0.034110144120236136
ACH-000621,-0.14234818588453585
ACH-000622,-0.1635344228406144
ACH-000623,-0.09099509983364854
ACH-000624,-0.05860070000513856
ACH-000627,0.018974203892102276
ACH-000630,-0.2525054662239546
ACH-000631,0.025728278044831847
ACH-000632,-0.10517358444934856
ACH-000633,-0.05573915523145871
ACH-000637,-0.25870943323807843
ACH-000638,-0.16929234474183702
ACH-000646,0.08179678392092238
ACH-000647,-0.07483941651901374
ACH-000648,0.0427544610607352
ACH-000649,-0.07012899131086936
ACH-000651,0.08078382613360878
ACH-000652,0.08685881382034566
ACH-000653,-0.049679995598262236
ACH-000657,-0.07869055147566073
ACH-000658,-0.017127034914102366
ACH-000661,-0.17429101062564456
ACH-000662,-0.06909458589029482
ACH-000663,-0.118894017179476
ACH-000665,-0.1593672608675072
ACH-000671,-0.1140618823112246
ACH-000672,0.014534643564225324
ACH-000673,-0.0891628731221548
ACH-000676,-0.00022769581352615912
ACH-000677,0.03510285607067605
ACH-000681,-0.07857082826525072
ACH-000683,-0.07434374261355484
ACH-000684,0.023461443538423082
ACH-000688,-0.06616349539391908
ACH-000693,-0.07994107134180467
ACH-000694,-0.08936652173105095
ACH-000695,-0.18467135539505555
ACH-000696,-0.10661396503066876
ACH-000697,-0.12651537078317282
ACH-000699,-0.04924927768804643
ACH-000701,-0.10516442673823076
ACH-000706,-0.07028457281689121
ACH-000711,-0.00044094173073366144
ACH-000713,-0.09077700119802788
ACH-000714,-0.1831928652357251
ACH-000718,-0.028644179190028
ACH-000720,-0.10015994038394996
ACH-000721,-0.0378900737689002
ACH-000724,-0.04566751439031713
ACH-000725,-0.12721695505953404
ACH-000732,-0.19020440316140505
ACH-000734,-0.240740972734248
ACH-000735,-0.14656904000982507
ACH-000736,-0.1699915327370151
ACH-000738,-0.17850668343737006
ACH-000746,-0.10858174821814907
ACH-000747,-0.050631362053106206
ACH-000748,-0.19199198133529
ACH-000753,-0.11939129427000555
ACH-000756,0.0013006057722232422
