,MCFD2 (90411)
ACH-000004,-0.030672981641635982
ACH-000005,-0.05690952848945536
ACH-000007,-0.056902174880297474
ACH-000009,0.04907100261692488
ACH-000011,-0.136926729582136
ACH-000012,-0.05978694480983701
ACH-000013,-0.10285253388837123
ACH-000014,-0.13125111446742632
ACH-000015,0.04012903462278989
ACH-000017,-0.12692275097240374
ACH-000018,-0.06348292961324102
ACH-000019,-0.1092633716875408
ACH-000021,0.0059700326668057965
ACH-000022,-0.0861880693216336
ACH-000025,-0.04374817335149322
ACH-000028,-0.037782335617967566
ACH-000030,-0.14914610921909535
ACH-000035,-0.2170514594063095
ACH-000036,-0.20552205923611025
ACH-000037,-0.16663345901217688
ACH-000039,-0.12675259411381706
ACH-000040,-0.08578747664030792
ACH-000041,-0.04137782279522114
ACH-000042,-0.031012341862048588
ACH-000045,-0.15937099729056686
ACH-000047,-0.19618745537317325
ACH-000052,-0.10476972125710576
ACH-000053,-0.11958013716992345
ACH-000054,-0.15624860714940828
ACH-000055,-0.2932328272999027
ACH-000060,-0.107091156688488
ACH-000067,-0.11919831687293428
ACH-000070,-0.23037568047171605
ACH-000075,-0.4057498408859627
ACH-000078,-0.08169782530145595
ACH-000082,-0.05157941518395442
ACH-000085,-0.28827213600046625
ACH-000086,-0.09139413839918677
ACH-000087,-0.3186932716478255
ACH-000092,-0.2494794792531092
ACH-000095,-0.15139633110310094
ACH-000097,-0.12600740302107732
ACH-000098,-0.02707345313562755
ACH-000099,-0.16396872093089504
ACH-000108,0.0037624857398942282
ACH-000113,0.02714946093831313
ACH-000116,-0.15071180040916504
ACH-000118,-0.13005764815473886
ACH-000120,-0.09857929454272693
ACH-000123,-0.03456322525047844
ACH-000127,-0.2326458952188674
ACH-000128,-0.11053344299862584
ACH-000132,-0.1818783858634704
ACH-000133,-0.2625607722397149
ACH-000137,-0.045159327937624685
ACH-000138,-0.01522260889323491
ACH-000142,-0.21267317853621545
ACH-000143,0.12829873775531708
ACH-000146,-0.15954510127230792
ACH-000148,-0.08519030703961503
ACH-000150,0.03840123910808495
ACH-000152,-0.1468780896535605
ACH-000153,0.013428562246898028
ACH-000159,-0.10794379004649048
ACH-000160,-0.13424638086308327
ACH-000163,-0.14299557826210935
ACH-000167,-0.19084787076573234
ACH-000168,-0.03763346913384849
ACH-000169,-0.060411250442732815
ACH-000178,-0.09277869566289364
ACH-000183,-0.05653262403048712
ACH-000188,-0.099085873192838
ACH-000189,-0.31360466161796696
ACH-000190,0.05451597981076842
ACH-000198,0.015822004286710205
ACH-000203,-0.2469269389296609
ACH-000204,-0.0568552025633988
ACH-000206,-0.10284225622948323
ACH-000207,-0.15402317788752018
ACH-000208,-0.0453191065375992
ACH-000210,-0.04421440465077636
ACH-000211,-0.042214535812224285
ACH-000215,-0.15715791124400527
ACH-000221,-0.044944150869756117
ACH-000222,-0.08554764849306119
ACH-000223,-0.27200117455122896
ACH-000226,-0.1271728414944869
ACH-000227,-0.0270581771472489
ACH-000228,-0.1358496667773695
ACH-000231,-0.2439542425019081
ACH-000232,-0.05782977428272164
ACH-000233,-0.17658265974947832
ACH-000234,-0.15484814032314845
ACH-000235,0.01799847643724928
ACH-000237,-0.12644632991039506
ACH-000238,-0.15381685907290862
ACH-000242,0.0058667506530958495
ACH-000243,-0.17238086828044974
ACH-000244,-0.1772905380021568
ACH-000246,-0.11075541890254774
ACH-000248,-0.35303840679412385
ACH-000250,-0.132353231265376
ACH-000251,0.1247322802459498
ACH-000252,-0.05303955358697439
ACH-000253,-0.12247056473140365
ACH-000255,-0.06614584837070422
ACH-000256,-0.2666077684589541
ACH-000257,0.02828756255838843
ACH-000258,-0.13823751141291407
ACH-000259,-0.11919420611140112
ACH-000260,-0.17701178762009204
ACH-000261,-0.039281345390471234
ACH-000262,-0.08401651913487203
ACH-000263,-0.12994882809331695
ACH-000264,-0.19781953744517716
ACH-000265,-0.0427580853093045
ACH-000266,-0.10147805019560543
ACH-000272,-0.11841975933644715
ACH-000274,-0.1288706186735356
ACH-000277,-0.07852540142211027
ACH-000278,0.010168907601377843
ACH-000279,-0.07476660578644367
ACH-000280,-0.09066086743640077
ACH-000281,-0.09556322821948224
ACH-000288,-0.1780387803301646
ACH-000291,-0.19180546734234136
ACH-000293,-0.14404876388003562
ACH-000294,-0.10573947813102884
ACH-000295,-0.2365816983102412
ACH-000296,0.13828474293743984
ACH-000302,0.012990202120001612
ACH-000304,0.02371322854831117
ACH-000307,-0.1002067241931474
ACH-000308,-0.2602860319784051
ACH-000310,-0.08894610892347055
ACH-000311,-0.29213754398273856
ACH-000312,-0.2222200349831419
ACH-000315,-0.3966928349485078
ACH-000316,-0.04226150695368744
ACH-000317,-0.2736269363973572
ACH-000318,-0.17951984334791166
ACH-000319,-0.05248174845247189
ACH-000320,-0.1869219837619083
ACH-000322,-0.0250149274076371
ACH-000323,-0.3373833061925419
ACH-000324,-0.15467162921194436
ACH-000329,-0.01939503704450546
ACH-000330,-0.140293603903764
ACH-000331,-0.10277754010255996
ACH-000332,-0.056744556787302364
ACH-000334,-0.04441167174847223
ACH-000335,-0.03019520534132772
ACH-000336,-0.04940673894899728
ACH-000337,0.055518927440750286
ACH-000338,-0.29242652164415656
ACH-000339,-0.043678071351083085
ACH-000341,-0.15471239389884486
