,IRAK1BP1 (134728)
ACH-000004,-0.24082512580281915
ACH-000005,0.13948394161519442
ACH-000007,-0.17147519915708034
ACH-000009,0.07709623903877849
ACH-000011,-0.1026298534773929
ACH-000012,-0.09612561878410524
ACH-000013,-0.1365909280205578
ACH-000014,-0.15466475822588624
ACH-000015,-0.15881188632606386
ACH-000017,-0.05860630322779147
ACH-000018,-0.22423656001435893
ACH-000019,-0.02042610526348684
ACH-000021,-0.2505825953673529
ACH-000022,-0.17465946497855062
ACH-000025,-0.1880101423439268
ACH-000028,-0.04122386446442427
ACH-000030,-0.15098326316257005
ACH-000035,0.06667245595982274
ACH-000036,-0.13132878975379214
ACH-000037,-0.010994781640271943
ACH-000039,-0.2535558927882457
ACH-000040,0.003442223117214355
ACH-000041,-0.352099843233639
ACH-000042,-0.08584823073540923
ACH-000045,-0.0013349909794992127
ACH-000047,-0.14225217711876964
ACH-000052,0.049989035874634734
ACH-000053,-0.008448292284107314
ACH-000054,-0.1030657310863584
ACH-000055,-0.097809926031121
ACH-000060,-0.14403252293771507
ACH-000067,-0.04716094549577952
ACH-000070,-0.31892525077797224
ACH-000075,-0.13388608114731612
ACH-000078,-0.04175785395046266
ACH-000082,-0.10513352042799358
ACH-000085,-0.12346977551747865
ACH-000086,-0.12065013928618573
ACH-000087,-0.3491208239428586
ACH-000092,-0.1847986189322697
ACH-000095,-0.2352638477169772
ACH-000097,-0.06655041618270015
ACH-000098,-0.06428206733205752
ACH-000099,-0.0637068773162025
ACH-000108,0.05357685998625953
ACH-000113,-0.052388876319959324
ACH-000116,-0.02643841256298869
ACH-000118,-0.06654636817548641
ACH-000120,0.010046853892394993
ACH-000123,0.027082272590760712
ACH-000127,-0.1244577469354988
ACH-000128,-0.04262726424758867
ACH-000132,-0.18222475284522907
ACH-000133,-0.2161465789165337
ACH-000137,-0.16989461557803315
ACH-000138,-0.02822355067336478
ACH-000142,-0.1687721793308316
ACH-000143,-0.1382521814497517
ACH-000146,-0.09936469594762484
ACH-000148,-0.17713590323304915
ACH-000150,-0.1635239653830713
ACH-000152,0.023228295357759863
ACH-000153,0.09486452202757954
ACH-000159,-0.06271596125313299
ACH-000160,-0.11584769950379492
ACH-000163,0.06551552879515908
ACH-000167,-0.0961627090646434
ACH-000168,0.05263111320521688
ACH-000169,-0.06683231326588061
ACH-000178,-0.03503706925186808
ACH-000183,0.073232170344804
ACH-000188,-0.04208177346861043
ACH-000189,-0.32284566761132844
ACH-000190,0.01832334557984186
ACH-000198,-0.040378866102304484
