,NMRK1 (54981)
ACH-000004,0.14213722145855592
ACH-000005,0.2609622990384072
ACH-000007,0.20601857454542968
ACH-000009,0.04376388436919002
ACH-000011,0.09861928533518287
ACH-000012,0.11065575452878014
ACH-000013,0.12684129410134176
ACH-000014,0.1930101848965983
ACH-000015,-0.002953360350192504
ACH-000017,0.2329808245131429
ACH-000018,0.2387294968904348
ACH-000019,0.314373302617062
ACH-000021,0.18075775026840585
ACH-000022,0.16856168802890995
ACH-000025,0.2406010797042054
ACH-000028,0.19098593052429674
ACH-000030,0.12830819031214044
ACH-000035,0.17448608416433653
ACH-000036,0.1112476942395478
ACH-000037,0.3002075671773237
ACH-000039,0.18313932667454688
ACH-000040,0.11516033261027585
ACH-000041,0.146815872585112
ACH-000042,0.17209236978124587
ACH-000045,0.15871932642571887
ACH-000047,0.0724961226528039
ACH-000052,0.17291093665525578
ACH-000053,0.19433811291219186
ACH-000054,0.2275489262840083
ACH-000055,0.25887926357903723
ACH-000060,0.2699613923402846
ACH-000067,0.21659901566943754
ACH-000070,0.2650867204922679
ACH-000075,0.004503625587473648
ACH-000078,0.2564653399582507
ACH-000082,0.21042971793556267
ACH-000085,0.2035170261307773
ACH-000086,0.2331540951374246
ACH-000087,0.24853100194729505
ACH-000092,0.08189151552718435
ACH-000095,0.21233671375937196
ACH-000097,0.2023799461272828
ACH-000098,0.1961525051212832
ACH-000099,0.2732780537694981
ACH-000108,0.2254336618394736
ACH-000113,0.13240155610710988
ACH-000116,0.3242671022942084
ACH-000118,0.07757273991904197
ACH-000120,0.18773825990521956
ACH-000123,0.16567331645545233
ACH-000127,0.2423835050606654
ACH-000128,0.2809826855960736
ACH-000132,0.16704289075287015
ACH-000133,0.2547245396081134
ACH-000137,0.03069943015616748
ACH-000138,0.1415586889527889
ACH-000142,0.1051109257749178
ACH-000143,0.243022875908537
ACH-000146,0.12622766809219246
ACH-000148,0.16765070485652922
ACH-000150,0.14643979952142025
ACH-000152,0.1338343477262429
ACH-000153,0.2814074743196849
ACH-000159,0.13055490801740072
ACH-000160,0.20232131792739075
ACH-000163,0.0014996553740595582
ACH-000167,0.01814239749959913
ACH-000168,0.13312428411835764
ACH-000169,0.22331738025417167
ACH-000178,0.1964401255611388
ACH-000183,0.07173900549676973
ACH-000188,0.12744728695759966
