,SRF (6722)
ACH-000004,-0.5032010576372947
ACH-000005,0.14771487203970954
ACH-000007,-0.6441918291841989
ACH-000009,-0.3995615118371613
ACH-000011,-0.6972841221109329
ACH-000012,-0.4454026110074861
ACH-000013,-0.6017655219507594
ACH-000014,-0.4817897862607406
ACH-000015,-0.5817471257176993
ACH-000017,-0.32498889932028263
ACH-000018,-0.4156474362658883
ACH-000019,-0.3922767419134211
ACH-000021,-0.5575873122209111
ACH-000022,-0.5686817510883323
ACH-000025,-0.7192840267156978
ACH-000028,-0.4216201234436799
ACH-000030,-0.4190272073322628
ACH-000035,-0.4715747879305493
ACH-000036,-0.6908611639421335
ACH-000037,-0.5992746711478777
ACH-000039,-0.613735442582662
ACH-000040,-0.2271018464187283
ACH-000041,-0.5180218456986282
ACH-000042,-0.2788363201515341
ACH-000045,-0.4871221450567738
ACH-000047,-0.4814018864676043
ACH-000052,-0.8136341311384323
ACH-000053,-0.3832505420821505
ACH-000054,-0.7867276151885434
ACH-000055,-0.3689531457878155
ACH-000060,-0.3831636479018903
ACH-000067,-0.6723073837056216
ACH-000070,-0.4783719415563728
ACH-000075,-0.6627537724415031
ACH-000078,-0.2874847841391815
ACH-000082,-0.2667994643363005
ACH-000085,-0.4497600905790803
ACH-000086,-0.5184223988415846
ACH-000087,-0.6529758915395251
ACH-000092,-0.7826132914171045
ACH-000095,-0.4339399759724133
ACH-000097,-0.4545570894706713
ACH-000098,-0.7639637295556015
ACH-000099,-0.3418079170443946
ACH-000108,-0.5612413926478478
ACH-000113,-0.32790408986885683
ACH-000116,-0.3787756156274192
ACH-000118,-0.7344340374039219
ACH-000120,-0.2980051082034317
ACH-000123,-0.7080811649459239
ACH-000127,-0.8778746187307163
ACH-000128,-0.5569050724650361
ACH-000132,-0.7501219976560894
ACH-000133,-0.6385501946611839
ACH-000137,-0.5810568796569564
ACH-000138,-0.3946233623331483
ACH-000142,-0.6651768022333981
ACH-000143,-0.6025462500217321
ACH-000146,-0.2641678897174232
ACH-000148,-0.3695928643192205
ACH-000150,-0.6209065356143997
ACH-000152,-0.8645485174928809
