,TUBGCP2 (10844)
ACH-000004,-0.9797748242827976
ACH-000005,-0.8812356101044316
ACH-000007,-0.9513574698934616
ACH-000009,-1.0584534002493533
ACH-000011,-1.05881701386898
ACH-000012,-1.051096382747526
ACH-000013,-1.2458928786237609
ACH-000014,-1.2244463732835515
ACH-000015,-1.144406576577041
ACH-000017,-1.0272250757039891
ACH-000018,-1.186208004571751
ACH-000019,-1.0952795862937657
ACH-000021,-1.1540671588204936
ACH-000022,-1.2406418930243424
ACH-000025,-1.2236866617998736
ACH-000028,-1.069014462260126
ACH-000030,-1.2432783885809946
ACH-000035,-0.9572594895812157
ACH-000036,-1.2404863033941953
ACH-000037,-1.2473001752217443
ACH-000039,-1.0090417826065623
ACH-000040,-1.1857835582723038
ACH-000041,-0.7606507159706056
ACH-000042,-1.2546443227543105
ACH-000045,-1.1056605752542061
ACH-000047,-1.117309605568786
ACH-000052,-1.0033846530174075
ACH-000053,-1.1952419953484337
ACH-000054,-0.8967865182474347
ACH-000055,-1.2112250005328422
ACH-000060,-1.1234915458388424
ACH-000067,-1.2876174614674558
ACH-000070,-1.191599852699568
ACH-000075,-0.8897558124574958
ACH-000078,-1.022854620104651
ACH-000082,-0.9432659155591596
ACH-000085,-1.2640412718335932
ACH-000086,-1.3349880875856224
ACH-000087,-1.08941437685819
ACH-000092,-0.9649584579975106
ACH-000095,-1.131377973763486
ACH-000097,-0.9979759803117813
ACH-000098,-1.2494505086527419
ACH-000099,-1.088227827313783
ACH-000108,-1.275871159167259
ACH-000113,-1.1429521820686128
ACH-000116,-1.1695753735517949
ACH-000118,-1.231689437721956
ACH-000120,-1.333784221493182
ACH-000123,-1.0706339207249824
ACH-000127,-1.1417147410606996
ACH-000128,-1.4808944841501888
ACH-000132,-1.1405550567268925
ACH-000133,-1.2085007677833686
ACH-000137,-1.2805312985561272
ACH-000138,-1.1562071392419433
ACH-000142,-1.0264221174438612
ACH-000143,-1.3076792618825477
ACH-000146,-0.9520842225991784
ACH-000148,-1.231400568210571
ACH-000150,-0.9994196549790344
ACH-000152,-1.413513482192344
ACH-000153,-0.9489666322438935
ACH-000159,-1.1031373778098053
ACH-000160,-1.2633343028544288
ACH-000163,-1.1470510291413725
ACH-000167,-1.8721324798064072
ACH-000168,-1.1371551706139504
ACH-000169,-1.1902690198978816
ACH-000178,-1.03938520365068
ACH-000183,-0.9716137951298824
ACH-000188,-1.145470257930691
ACH-000189,-0.5700794657745548
ACH-000190,-0.9366476229258299
ACH-000198,-1.1016670422239223
ACH-000203,-1.1979382012584296
ACH-000204,-0.9084853825055568
ACH-000206,-0.9684770100699857
ACH-000207,-1.1563740500811268
ACH-000208,-1.1929818805440555
ACH-000210,-0.9380288352531182
ACH-000211,-1.2464556389544046
ACH-000215,-1.0181563660836703
ACH-000221,-1.1979846805302337
ACH-000222,-1.1990038800334568
ACH-000223,-1.2150774868861631
ACH-000226,-1.0343819026887746
ACH-000227,-1.3078442257176726
ACH-000228,-1.474924297333772
ACH-000231,-1.09188141818805
ACH-000232,-1.1391763678366456
ACH-000233,-1.5332240604124905
ACH-000234,-1.1508207676829538
ACH-000235,-1.130459347664747
ACH-000237,-1.2165053433927648
ACH-000238,-1.1235116304182473
ACH-000242,-1.1145453605216755
ACH-000243,-1.3231747232519806
ACH-000244,-1.2932152842401614
ACH-000246,-1.1749307493399361
ACH-000248,-1.3983159345194698
ACH-000250,-1.0519841986867229
ACH-000251,-1.1639358032989235
ACH-000252,-1.3060098394618316
ACH-000253,-0.9649346204251692
ACH-000255,-1.039003585411178
ACH-000256,-1.2951107517671543
ACH-000257,-1.1649858613388402
ACH-000258,-0.8238076206197718
ACH-000259,-1.2919956753087665
ACH-000260,-1.1812320185562568
ACH-000261,-1.2094376846849155
ACH-000262,-1.1501065291873127
ACH-000263,-1.1877456674796492
ACH-000264,-1.3238949501012325
ACH-000265,-0.9749021299639244
ACH-000266,-1.1421684829456495
ACH-000272,-1.002078496459453
ACH-000274,-0.9916570180506868
ACH-000277,-0.817094249577693
ACH-000278,-1.10541263276629
ACH-000279,-1.1042336417373697
ACH-000280,-1.1557593894116067
ACH-000281,-1.3550813950599336
ACH-000288,-1.2166729187370868
ACH-000291,-0.9417554233848924
ACH-000293,-1.0794216856728456
ACH-000294,-1.2018574617301905
ACH-000295,-1.0108338793053204
ACH-000296,-1.1316450778458047
ACH-000302,-1.317151201493915
ACH-000304,-1.0028650723568873
ACH-000307,-1.3824784769971858
ACH-000308,-1.2659818942281276
ACH-000310,-1.1309348066725138
ACH-000311,-1.0674449844307816
ACH-000312,-1.209017999308604
ACH-000315,-1.0218911176141323
ACH-000316,-1.0389614408067354
ACH-000317,-1.3602722767605393
ACH-000318,-1.2095704277270738
ACH-000319,-1.1949172381398048
ACH-000320,-1.2740930415500509
ACH-000322,-1.4904978374844338
ACH-000323,-1.3646471265545614
ACH-000324,-1.2013186122178678
ACH-000329,-1.2532494463575428
