,GNS (2799)
ACH-000004,0.1434918152031525
ACH-000005,-0.0813991891243423
ACH-000007,-0.33393801363055625
ACH-000009,-0.012641082482745545
ACH-000011,0.005323551295160858
ACH-000012,-0.34605284001667835
ACH-000013,-0.10152705308004452
ACH-000014,-0.19972686840096024
ACH-000015,0.015448673133994737
ACH-000017,-0.12051898005221133
ACH-000018,0.05352901995506538
ACH-000019,-0.055534216343976935
ACH-000021,-0.13484190417212188
ACH-000022,-0.2292168971194251
ACH-000025,-0.3281984512009389
ACH-000028,-0.06541924724893165
ACH-000030,-0.12848848646178018
ACH-000035,-0.24001879129906056
ACH-000036,-0.25170932093703313
ACH-000037,-0.0125628467157946
ACH-000039,-0.08308528126852578
ACH-000040,-0.1780866429390892
ACH-000041,-0.3330663172065477
ACH-000042,-0.12068253237718107
ACH-000045,-0.06114212278381169
ACH-000047,-0.1658862559351727
ACH-000052,-0.01235091160336694
ACH-000053,-0.1790637174600499
ACH-000054,-0.15803826573185795
ACH-000055,-0.05612318999470245
ACH-000060,-0.0749931612142062
ACH-000067,-0.17647134001898446
ACH-000070,-0.15641467622412922
ACH-000075,-0.3256284512151831
ACH-000078,-0.097666612430754
ACH-000082,-0.4380724364528841
ACH-000085,0.12338920891973575
ACH-000086,-0.1003107898667858
ACH-000087,-0.28517751506156
ACH-000092,-0.2094773380549252
ACH-000095,-0.1716100263544882
ACH-000097,-0.14046195427787925
ACH-000098,0.12278706591134987
ACH-000099,-0.1775995546023606
ACH-000108,-0.1580885093678903
ACH-000113,0.030940102901931794
ACH-000116,-0.18982550038959128
ACH-000118,-0.013020141236268924
ACH-000120,-0.0713203872283706
ACH-000123,-0.14947594290013513
ACH-000127,-0.08649936834592263
ACH-000128,-0.1515043640440823
ACH-000132,-0.007898182875266911
ACH-000133,-0.16805452539753055
ACH-000137,-0.2676111728178108
ACH-000138,-0.07312782486842825
ACH-000142,-0.12041414853241138
ACH-000143,-0.1910956005118162
ACH-000146,-0.16635091933996224
ACH-000148,-0.16569100674371404
ACH-000150,-0.12289725097225765
ACH-000152,-0.02559490839334481
ACH-000153,-0.1975419187135763
ACH-000159,-0.006590457696426965
ACH-000160,-0.03722029959307425
ACH-000163,-0.01295783577312815
ACH-000167,-0.18632203077200554
ACH-000168,-0.004246844537817979
ACH-000169,-0.2507985635053169
ACH-000178,-0.10063109796461757
ACH-000183,-0.0648434521838837
ACH-000188,-0.11458973756841427
ACH-000189,-0.40191953148188986
ACH-000190,-0.0865170778180922
ACH-000198,-0.0943646700818899
ACH-000203,-0.412292623223503
ACH-000204,-0.07237350703849965
ACH-000206,0.07733762711106422
ACH-000207,0.08705922500028841
ACH-000208,0.050097923905328176
ACH-000210,0.26214869224276505
ACH-000211,-0.13863767705359678
ACH-000215,-0.1902951843718748
ACH-000221,0.12098996443207485
ACH-000222,-0.06377869122751438
ACH-000223,-0.1665471503721558
ACH-000226,-0.2841368487265579
ACH-000227,-0.3913088268793539
ACH-000228,-0.16276771115804245
ACH-000231,-0.14231873211563606
ACH-000232,-0.3277201776399413
ACH-000233,-0.20201956627262369
ACH-000234,-0.3700235362400616
ACH-000235,-0.15834010327306858
ACH-000237,-0.06695372044179886
ACH-000238,-0.1622772728397926
ACH-000242,-0.2592906083675853
ACH-000243,-0.07339597027601158
ACH-000244,-0.3073438576402955
ACH-000246,-0.0646003979900967
ACH-000248,-0.2697823481491917
ACH-000250,-0.058966121419711484
ACH-000251,0.07222557595812824
ACH-000252,-0.13365088746212853
ACH-000253,-0.2264301444981262
ACH-000255,-0.30240855166321123
ACH-000256,-0.17355241422146986
ACH-000257,-0.16075737086295327
ACH-000258,-0.12602888956940134
ACH-000259,-0.17871515293975399
ACH-000260,-0.13275168619745595
ACH-000261,-0.24400096583811964
ACH-000262,-0.06529389080499262
ACH-000263,0.0026317816257332453
ACH-000264,-0.07869430451450997
ACH-000265,-0.126633163027831
ACH-000266,-0.09836267473958556
ACH-000272,0.062165561371830776
ACH-000274,-0.2787833558278701
ACH-000277,-0.09377577895015084
ACH-000278,-0.11895820292225022
ACH-000279,-0.14753406594621202
ACH-000280,-0.035912567320511436
ACH-000281,-0.2585496969623615
ACH-000288,-0.14292527153919035
ACH-000291,0.1536575718187756
ACH-000293,-0.03606684912938563
ACH-000294,-0.0967780676643188
ACH-000295,-0.2555194759066843
ACH-000296,-0.2295143892909144
ACH-000302,-0.06600714731621067
ACH-000304,-0.23468527531701505
ACH-000307,-0.1019325729180601
ACH-000308,-0.0314544282555878
ACH-000310,-0.340146495241334
ACH-000311,-0.1196427762777258
ACH-000312,0.11010678726880864
ACH-000315,-0.12879273423309714
ACH-000316,-0.18126709876151015
ACH-000317,-0.26606744099215
ACH-000318,-0.234735699243874
ACH-000319,-0.20357145927254774
ACH-000320,0.019771721831465867
ACH-000322,-0.13865899877567542
ACH-000323,-0.02649446570381225
ACH-000324,-0.08408381657717705
ACH-000329,-0.15729324043012627
ACH-000330,-0.03792149256781356
ACH-000331,-0.2119586668466407
ACH-000332,-0.05659238651459352
ACH-000334,-0.4742349870316306
ACH-000335,-0.2456687056136675
ACH-000336,0.10749479606259127
ACH-000337,0.08682805864649278
ACH-000338,0.2367681652437289
ACH-000339,-0.16658623630434016
ACH-000341,-0.14886485370981936
ACH-000348,-0.1682448119349781
ACH-000350,0.0216898507311732
ACH-000352,-0.008055783489271186
ACH-000356,-0.14517604286738198
ACH-000361,0.13283998497759789
ACH-000362,-0.21310221912851068
ACH-000363,0.011615897576633477
ACH-000364,-0.20366207168958933
ACH-000365,-0.102784220654595
ACH-000366,-0.11506461649423033
ACH-000368,-0.20212950622175915
ACH-000374,-0.03024825040600022
ACH-000375,-0.06891791753897981
ACH-000376,-0.034082703017839826
ACH-000381,-0.06271601112371089
ACH-000383,-0.06720673365081309
ACH-000387,-0.0993390262735558
ACH-000389,-0.1532722165284473
ACH-000390,-0.16430895045525132
ACH-000393,-0.2550204909986555
ACH-000395,-0.21420536677739388
ACH-000396,-0.3808143444165803
ACH-000397,-0.043654075719752564
ACH-000401,-0.1171784008186334
ACH-000402,-0.038160548792249366
ACH-000403,-0.14728408896695427
ACH-000404,-0.15140337151397926
ACH-000406,0.0005926457326395755
ACH-000407,-0.34939062458906234
ACH-000408,-0.13291134130057866
ACH-000410,-0.13324861494566884
ACH-000411,-0.13949433174759945
ACH-000414,-0.11474738891837305
ACH-000415,-0.12093432943972407
ACH-000416,-0.019942451412025167
ACH-000420,0.011008942254982541
ACH-000421,-0.21433475361900686
ACH-000424,-0.0035441471133617775
ACH-000425,-0.2789569059139215
ACH-000426,-0.2300697976276625
ACH-000427,-0.09036154110496207
ACH-000433,-0.09200144563066033
ACH-000435,0.10531165456157432
ACH-000436,-0.07356053338480502
ACH-000444,0.022341404213757386
ACH-000445,-0.12933745700395516
ACH-000448,-0.2578666003477972
ACH-000450,-0.26035762880308705
ACH-000452,-0.07495822907368731
ACH-000454,-0.2107210557352188
ACH-000458,-0.13979534350354478
ACH-000459,-0.0410965490412521
ACH-000460,-0.1867044416576706
ACH-000461,-0.21225593847360155
ACH-000463,-0.008273387177312937
ACH-000464,-0.24778355437034946
ACH-000466,-0.010128568417812506
ACH-000467,-0.1449324742915565
ACH-000468,-0.18854405259062088
ACH-000469,-0.1700989563798579
ACH-000470,-0.12076266909561363
ACH-000471,-0.00769349160446622
ACH-000472,-0.1811294493451449
ACH-000473,-0.01947555161184416
ACH-000475,-0.14928277873124293
ACH-000476,-0.2326520950115286
ACH-000477,-0.20788208005099645
ACH-000479,0.16462129563494451
ACH-000480,-0.16698023041690593
ACH-000481,-0.10138788282922764
ACH-000483,-0.28331055859874105
ACH-000484,-0.20145515308373985
ACH-000485,-0.185051047925968
ACH-000486,-0.15191936883136806
ACH-000487,-0.0577198563047507
ACH-000488,-0.06220501948681029
ACH-000490,-0.10944760070020863
ACH-000491,-0.33404224901893204
ACH-000495,-0.201910866450213
ACH-000496,-0.16507822698430286
ACH-000499,-0.32634154916413305
ACH-000500,-0.455177697638456
ACH-000502,-0.06787890842114151
ACH-000503,-0.1001952364510157
ACH-000505,-0.07441553719844304
ACH-000507,-0.12359306448911915
ACH-000510,-0.03471733350659482
ACH-000511,-0.13960943887564958
ACH-000512,-0.18252950130124476
ACH-000516,-0.11318960041653572
ACH-000517,-0.18606065457428173
ACH-000518,-0.28036235847609714
ACH-000520,-0.21263846523986826
ACH-000521,-0.07250521217555689
ACH-000522,-0.215697967935968
ACH-000524,-0.1939158732692112
ACH-000527,-0.10348256372999162
ACH-000528,-0.05244484322171341
ACH-000537,-0.12781189096637707
ACH-000541,-0.03670919420783991
ACH-000542,-0.0319255695941312
ACH-000544,-0.16287669217773232
ACH-000545,-0.0944728326554166
ACH-000547,0.01698889120539902
ACH-000548,-0.14766702797547435
ACH-000549,-0.06941544838701698
ACH-000550,-0.26270407321044714
ACH-000552,-0.17884467144407856
ACH-000556,-0.11554500991855356
ACH-000557,-0.03864035233329262
ACH-000569,-0.03801480073739582
ACH-000570,-0.1931265506232688
ACH-000571,-0.0006052034289417438
ACH-000573,-0.02705290597098916
ACH-000576,-0.2033672505102722
ACH-000579,-0.07285556324008942
ACH-000580,-0.24606195530334984
ACH-000584,-0.1256605246137067
ACH-000585,-0.18217403837155186
ACH-000588,0.04220022245830146
ACH-000589,-0.044483881015353166
ACH-000591,-0.15396844262868173
ACH-000593,-0.03931146346099195
ACH-000600,-0.22759366165938594
ACH-000601,-0.07287663503998437
ACH-000605,-0.1569060392101234
ACH-000606,-0.2683228061590922
ACH-000608,-0.15928872601387972
ACH-000614,-0.4282563300591304
ACH-000616,-0.07771566348536109
ACH-000618,-0.112708608033879
ACH-000619,0.10603502822563654
ACH-000620,-0.04287041474207636
ACH-000621,-0.019666822044662944
ACH-000622,-0.00803214934489372
ACH-000623,-0.09013215016304256
ACH-000624,-0.11614367791741527
ACH-000627,-0.14464831893700364
ACH-000630,-0.25460655430244217
ACH-000631,0.23294110117195785
ACH-000632,-0.16666038285274132
ACH-000633,-0.08243976266157403
ACH-000637,-0.07973459179411428
ACH-000638,-0.030037559444595505
ACH-000646,-0.047895469636871635
ACH-000647,-0.1361915536205399
ACH-000648,0.07254679363697221
ACH-000649,-0.13549329931908688
ACH-000651,-0.1412616999284322
ACH-000652,0.028947815570332533
ACH-000653,-0.18145619482431655
ACH-000657,-0.13768034640190666
ACH-000658,0.045879499283695085
ACH-000661,-0.008072878471053117
ACH-000662,-0.30536285152035114
ACH-000663,-0.18089521191266766
ACH-000665,-0.17212978614968946
ACH-000671,-0.1272600830064526
ACH-000672,-0.19187513320804706
ACH-000673,-0.2536295050562451
ACH-000676,0.01944611705075812
ACH-000677,-0.14515713061625818
ACH-000681,-0.09610336779317484
ACH-000683,-0.11060444069012047
