,UPK1A (11045)
ACH-000004,-0.12852180013283515
ACH-000005,-0.2043619968916167
ACH-000007,-0.0572735887203829
ACH-000009,-0.028538768045861987
ACH-000011,-0.18528416559152194
ACH-000012,0.04985665691927159
ACH-000013,-0.4353642627721669
ACH-000014,-0.3977053190330293
ACH-000015,-0.18466267208977985
ACH-000017,-0.07885845285218379
ACH-000018,-0.15039055067399096
ACH-000019,-0.046109864200111976
ACH-000021,-0.22241400445418824
ACH-000022,-0.1641516676001432
ACH-000025,-0.03357810990486427
ACH-000028,-0.05833388588112363
ACH-000030,-0.2195784402324343
ACH-000035,-0.2766382595645897
ACH-000036,-0.04851647883432262
ACH-000037,-0.2380620442106651
ACH-000039,0.024580028906568317
ACH-000040,-0.0522433875432635
ACH-000041,-0.0009468080201496564
ACH-000042,-0.09935707267364012
ACH-000045,-0.11771792492331813
ACH-000047,-0.050546761835247166
ACH-000052,-0.06298265995477385
ACH-000053,-0.16698137387384349
ACH-000054,-0.13647275470999887
ACH-000055,-0.1779226491199739
ACH-000060,-0.09860026842101062
ACH-000067,-0.2543682234719271
ACH-000070,0.012127385205702937
ACH-000075,-0.0677383194304138
ACH-000078,0.061371622202943024
ACH-000082,-0.09951656359251354
ACH-000085,-0.25666989641706794
ACH-000086,-0.08244773595000514
ACH-000087,0.06122800889027043
ACH-000092,-0.3159811155297875
ACH-000095,-0.022883360670887254
ACH-000097,-0.2393711314695524
ACH-000098,-0.2234128157218012
ACH-000099,-0.012444442177762942
ACH-000108,-0.3570818206375971
ACH-000113,-0.20422608432283407
ACH-000116,-0.0887995263817136
ACH-000118,-0.13105821124636746
ACH-000120,-0.14158388020868307
ACH-000123,-0.07962317244747892
ACH-000127,-0.05862304449597314
ACH-000128,0.013246189053164388
ACH-000132,-0.0563600100829346
ACH-000133,-0.17795849677279554
ACH-000137,-0.349150960502721
ACH-000138,-0.14043661061440152
ACH-000142,-0.1756572727621895
ACH-000143,0.06761634807533219
ACH-000146,-0.09329898091949984
ACH-000148,-0.10972244801804673
ACH-000150,-0.2561906509899984
ACH-000152,-0.09484385731720983
ACH-000153,-0.22512697767295997
ACH-000159,-0.11172082137767038
ACH-000160,-0.05131203665013756
ACH-000163,-0.10434340433352572
ACH-000167,0.09463002722245004
ACH-000168,-0.08105346246654371
ACH-000169,0.05778583927508476
ACH-000178,-0.107832071292237
ACH-000183,-0.25088974267982306
ACH-000188,-0.05165934375890705
ACH-000189,-0.13076792710976035
ACH-000190,-0.22835672014862385
ACH-000198,-0.14211612668726473
ACH-000203,-0.034950242443669205
ACH-000204,0.017935210371821667
ACH-000206,-0.11910396807875137
ACH-000207,-0.1423604678176312
ACH-000208,-0.2278267610570544
ACH-000210,-0.09482203365012044
ACH-000211,-0.053042133610598466
ACH-000215,-0.15114032966463886
ACH-000221,-0.3123924993944395
ACH-000222,-0.25230205282343915
ACH-000223,-0.013201513039209693
ACH-000226,-0.14347873440424036
ACH-000227,-0.12126711786323388
ACH-000228,-0.2670725603911375
ACH-000231,-0.0300459907346916
ACH-000232,-0.1452704849953529
ACH-000233,-0.09681088037544933
ACH-000234,-0.15422797444279998
ACH-000235,-0.1890734379306037
ACH-000237,-0.15536942479927018
ACH-000238,0.11092976725162523
ACH-000242,-0.04211328194892819
ACH-000243,-0.17019277048034726
ACH-000244,-0.1452808186186111
ACH-000246,-0.07954106981197609
ACH-000248,-0.04382635688573591
ACH-000250,-0.025171790413104942
ACH-000251,-0.06258223661712731
ACH-000252,-0.2149966891738065
ACH-000253,-0.09839110432235716
ACH-000255,-0.2366711565731253
ACH-000256,-0.08744714032977306
ACH-000257,0.14842855438890853
ACH-000258,-0.02500465877963615
