,TERF2IP (54386)
ACH-000004,-0.15875063036554687
ACH-000005,-0.16094473136954454
ACH-000007,-0.14233101283165128
ACH-000009,-0.07801539742194638
ACH-000011,-0.07250895590370175
ACH-000012,-0.012911666904968987
ACH-000013,-0.058560711326532774
ACH-000014,-0.2421323861181653
ACH-000015,-0.11247473392226803
ACH-000017,-0.046149372516156036
ACH-000018,-0.09408836600737526
ACH-000019,-0.09508064714029764
ACH-000021,-0.08053728485728877
ACH-000022,-0.16927520103785834
ACH-000025,-0.14618636158634873
ACH-000028,-0.09556909796365967
ACH-000030,-0.06821519364125113
ACH-000035,-0.1379237702469958
ACH-000036,-0.06014268297828877
ACH-000037,-0.30764895991326874
ACH-000039,-0.10006076199596876
ACH-000040,-0.03854599200348335
ACH-000041,-0.01590685453247051
ACH-000042,-0.09433783860237667
ACH-000045,0.026277440620894574
ACH-000047,-0.04253686286054773
ACH-000052,-0.34324109013685233
ACH-000053,-0.0018063691733796567
ACH-000054,-0.08553188457676669
ACH-000055,0.07303397930079959
ACH-000060,-0.09451166723409844
ACH-000067,0.046794398232117514
ACH-000070,-0.1608591106641276
ACH-000075,-0.1751382326303584
ACH-000078,-0.1321180099600726
ACH-000082,-0.15603508306365038
ACH-000085,-0.04411200742367258
ACH-000086,-0.23371949878515935
ACH-000087,-0.09785799630756087
ACH-000092,-0.014301877379280388
ACH-000095,0.054400224116605285
ACH-000097,-0.09696661668835073
ACH-000098,-0.1400505337189487
ACH-000099,-0.045216802728951566
ACH-000108,-0.14980336555638674
ACH-000113,-0.043075023610491814
ACH-000116,-0.004614229251073209
ACH-000118,0.0957679629165123
ACH-000120,-0.4241604132531693
ACH-000123,-0.04938307162860669
ACH-000127,-0.07759674756863276
ACH-000128,-0.07566206355565201
ACH-000132,-0.14184707951734252
ACH-000133,-0.5982077809080639
ACH-000137,-0.02303950934852201
ACH-000138,0.00647347112185883
ACH-000142,-0.11250913763065196
ACH-000143,-0.247440867817634
ACH-000146,0.005287030868601574
ACH-000148,-0.10669933946612448
ACH-000150,-0.03052768532997214
ACH-000152,-0.073206109829561
ACH-000153,-0.15112347710629126
ACH-000159,-0.17850669185462115
ACH-000160,0.16416429806309854
ACH-000163,-0.09602733788277004
ACH-000167,0.6957373949824635
ACH-000168,-0.02912239866764307
ACH-000169,-0.09928973676365616
ACH-000178,-0.16077305785450158
ACH-000183,-0.13978121056178844
ACH-000188,-0.04662027605705515
ACH-000189,-0.12891430923530803
ACH-000190,0.10274008695037024
ACH-000198,0.04421498592452037
ACH-000203,-0.10765779673389232
ACH-000204,-0.11593034261759662
ACH-000206,-0.2697709201847097
ACH-000207,0.12555875338454758
ACH-000208,-0.3055145652276494
ACH-000210,0.06175753651882435
ACH-000211,-0.15444682929136996
ACH-000215,-0.15228927018893795
ACH-000221,-0.1300508893587307
ACH-000222,0.05669893203993845
ACH-000223,-0.0462397457216852
ACH-000226,0.026844196934839352
ACH-000227,-0.027046763014558627
ACH-000228,-0.25568366035513085
ACH-000231,-0.05328206554066951
ACH-000232,-0.11440170109941232
ACH-000233,-0.08605177697455743
ACH-000234,0.18751067298199567
ACH-000235,-0.05760768886127573
ACH-000237,-0.07913071907825088
ACH-000238,-0.061859147567228615
ACH-000242,0.1573566479759486
ACH-000243,-0.018075824849929832
ACH-000244,0.15311264268583585
ACH-000246,-0.1546651386257442
ACH-000248,-0.026724148003201404
ACH-000250,-0.11984143458859473
ACH-000251,0.14868777581909046
ACH-000252,-0.10732408415162854
ACH-000253,0.06109704838480726
ACH-000255,-0.1422594246950874
ACH-000256,-0.07348188418523488
ACH-000257,-0.3688885466482208
ACH-000258,-0.08252586055668823
ACH-000259,-0.10613723049225897
ACH-000260,-0.17158779742785726
ACH-000261,-0.09449633635928394
ACH-000262,-0.0991998796945248
ACH-000263,-0.04157424713173717
ACH-000264,-0.09466834685672844
ACH-000265,0.002093934467524069
ACH-000266,-0.09302134153850698
ACH-000272,-0.1371709399932639
ACH-000274,-0.0705271985941539
ACH-000277,-0.11140099534416437
ACH-000278,-0.046407524455217
ACH-000279,-0.09965793135162283
ACH-000280,0.03752608281023941
ACH-000281,-0.256851326781981
ACH-000288,-0.012105360493619578
ACH-000291,-0.10891632809388352
ACH-000293,-0.021723121022540457
ACH-000294,0.03251968194322634
ACH-000295,-0.16872296793895347
ACH-000296,-0.02353269415707976
ACH-000302,-0.09269799344126536
ACH-000304,0.19908441808953128
ACH-000307,0.03794291005165459
ACH-000308,-0.02029746999837295
ACH-000310,-0.046476097417975266
ACH-000311,0.053184562742041294
ACH-000312,-0.1588916933441774
ACH-000315,0.02688751270523332
ACH-000316,-0.11169359370543168
ACH-000317,-0.047918837739814216
ACH-000318,0.06979165554579216
ACH-000319,-0.1553707284886211
ACH-000320,-0.022632425467603544
ACH-000322,0.05836088882338757
