,SAR1A (56681)
ACH-000004,-0.04370717167921283
ACH-000005,-0.15193249790641955
ACH-000007,0.03977558340985727
ACH-000009,0.1521421912546544
ACH-000011,0.3731042039201684
ACH-000012,0.057331657442307074
ACH-000013,0.16660414093202258
ACH-000014,-0.6343541332593011
ACH-000015,0.09039525301816116
ACH-000017,0.1699996962802031
ACH-000018,0.010465755071581356
ACH-000019,0.02908063400292208
ACH-000021,0.14550550375368906
ACH-000022,0.17697157635308525
ACH-000025,0.1106752913197008
ACH-000028,0.05556712362451083
ACH-000030,-0.1674565111525717
ACH-000035,0.05549897205691893
ACH-000036,-0.3671990350449048
ACH-000037,0.025221814584096388
ACH-000039,0.07846143423658401
ACH-000040,0.08292709008405871
ACH-000041,-0.5325808661716313
ACH-000042,0.13410505413895712
ACH-000045,-0.07382236061064437
ACH-000047,0.08867309862603147
ACH-000052,0.07210505810939774
ACH-000053,0.13834127513075614
ACH-000054,0.023845419687289763
ACH-000055,0.095581840832975
ACH-000060,0.04489378729278835
ACH-000067,-0.4385294041321182
ACH-000070,0.031719971042751864
ACH-000075,0.02015933585509274
ACH-000078,0.015379639908234962
ACH-000082,-0.05561420272595968
ACH-000085,0.11871662502741072
ACH-000086,0.0563507370424328
ACH-000087,0.016255164930285698
ACH-000092,0.0367967891288306
ACH-000095,-0.1000012881655513
ACH-000097,0.008324213983526776
ACH-000098,0.03691547301852735
ACH-000099,0.180026148625371
ACH-000108,0.12993947874160136
ACH-000113,0.15526428253153413
ACH-000116,0.12506087102934585
ACH-000118,0.062396901925603036
ACH-000120,-0.2870213846688408
ACH-000123,-0.02675733802698904
ACH-000127,0.019153312506924404
ACH-000128,0.19009470484643196
ACH-000132,-0.21370493072778235
ACH-000133,-0.07742454136840797
ACH-000137,0.11045128460771228
ACH-000138,0.11874610530929043
ACH-000142,0.20847291085749076
ACH-000143,0.17917722187961296
ACH-000146,0.08045080374102384
ACH-000148,-0.011438646266041285
ACH-000150,0.03945499649868225
ACH-000152,-0.09426838207725914
ACH-000153,0.09629639507903956
ACH-000159,0.008136943118462364
ACH-000160,0.08798745174845023
ACH-000163,-0.2397359935373544
ACH-000167,0.019335843333547185
ACH-000168,0.06533331513126124
ACH-000169,0.1195240173742262
ACH-000178,0.11609123119472613
ACH-000183,0.08788031176321734
ACH-000188,0.14085754712198933
ACH-000189,0.06999625758765689
ACH-000190,-0.18609321361166006
ACH-000198,0.1660988412922393
ACH-000203,0.04461613331724261
ACH-000204,0.2266237665748268
ACH-000206,-0.1359603444141667
ACH-000207,0.2500834308021188
ACH-000208,0.03630242864151767
ACH-000210,0.37892231393145104
ACH-000211,0.09694584874363522
ACH-000215,-0.05665005751046567
ACH-000221,0.22605270754432624
ACH-000222,-0.0453751841577679
ACH-000223,0.0150492805897784
ACH-000226,0.1497998195662355
ACH-000227,0.09049843295170563
ACH-000228,0.091975130575863
ACH-000231,0.0807400645935848
ACH-000232,0.15495951232060987
ACH-000233,0.09749886187065036
ACH-000234,0.0057658782020769675
ACH-000235,0.189892337476852
ACH-000237,-0.12252848262434478
ACH-000238,-0.15228665342435702
ACH-000242,0.14852621574756386
ACH-000243,-0.2179254069811108
ACH-000244,-0.411948927701914
ACH-000246,-0.30641127761525355
ACH-000248,-0.010938261426043558
ACH-000250,-0.11901296613102964
ACH-000251,0.18052283204455
ACH-000252,0.10061536311437434
ACH-000253,0.02978212545222297
ACH-000255,-0.04271457623962404
ACH-000256,-0.17667480845880285
ACH-000257,-0.13532902159131324
ACH-000258,0.1468748310056332
ACH-000259,0.05660921905295304
ACH-000260,-0.1005947204347882
ACH-000261,0.05400616777567933
ACH-000262,-0.002330833864505957
ACH-000263,-0.02866957971586673
ACH-000264,-0.002948371491377995
ACH-000265,0.05087312233049762
ACH-000266,0.2457351151654401
ACH-000272,-0.14136239589542646
ACH-000274,0.23488557441579494
ACH-000277,0.16102648935886424
ACH-000278,0.0530755499341436
ACH-000279,-0.15768752543438944
ACH-000280,0.15762635761808536
ACH-000281,0.1937456192369109
ACH-000288,-0.0884066090982621
ACH-000291,0.13500895685786155
ACH-000293,0.04943826570675105
ACH-000294,0.07646024603166662
ACH-000295,0.2954659059270457
ACH-000296,-0.1679445778641309
ACH-000302,0.1269711838354619
ACH-000304,0.07192640184588411
ACH-000307,0.14867318430715287
ACH-000308,0.046401607161018085
ACH-000310,0.20826170497902446
ACH-000311,0.01882178910589932
ACH-000312,0.15051868495511705
ACH-000315,0.023934473952273036
ACH-000316,0.19470883895506272
ACH-000317,0.1998011000330444
ACH-000318,0.040331348662459784
ACH-000319,0.022306382039788755
ACH-000320,0.07429000212342966
ACH-000322,0.15528498822280629
ACH-000323,-0.24140985597122916
ACH-000324,0.14115232018009666
ACH-000329,-0.07840739037794864
ACH-000330,0.17335355750316928
ACH-000331,-0.4504690043107185
ACH-000332,-0.002346930214441596
ACH-000334,0.12745909385452414
ACH-000335,0.08179004351866273
