,SCOC (60592)
ACH-000004,0.03441513637883603
ACH-000005,0.17133211759372688
ACH-000007,0.057382747094528175
ACH-000009,0.2293994978634977
ACH-000011,0.00953980131710186
ACH-000012,0.059792137996607125
ACH-000013,0.18459245012653894
ACH-000014,0.14299570286722785
ACH-000015,0.14115274829740687
ACH-000017,0.025468502354820014
ACH-000018,0.11262485357605526
ACH-000019,0.13144397795913582
ACH-000021,0.07219040835561387
ACH-000022,0.13063155537937482
ACH-000025,0.11352591119979978
ACH-000028,0.08123842863399257
ACH-000030,0.1471246150619697
ACH-000035,0.1131707913970203
ACH-000036,0.20626888541641114
ACH-000037,0.2550062861216005
ACH-000039,0.21178009354074587
ACH-000040,0.10880109339557356
ACH-000041,0.1807448483018128
ACH-000042,0.14585037932573555
ACH-000045,0.06646863152075581
ACH-000047,0.2993672622538741
ACH-000052,0.33189384936364424
ACH-000053,0.09228821152620616
ACH-000054,0.13272001657859694
ACH-000055,0.1797519880505496
ACH-000060,0.06417603709286437
ACH-000067,0.15620244260523036
ACH-000070,0.10332740750497188
ACH-000075,0.09844582990351483
ACH-000078,-0.008123380116612924
ACH-000082,0.15928949936112313
ACH-000085,0.2072366585955748
ACH-000086,0.16848536483252444
ACH-000087,0.05342801459185973
ACH-000092,0.11568363172025665
ACH-000095,0.10513432527990746
ACH-000097,0.09772257599199984
ACH-000098,0.12218429922575898
ACH-000099,0.13471017113194242
ACH-000108,0.10537978052366084
ACH-000113,0.15314527722612867
ACH-000116,0.21647410612984225
ACH-000118,0.2317519407700457
ACH-000120,0.11057253837948793
ACH-000123,0.2075492384932992
ACH-000127,0.10011271289048616
ACH-000128,0.2195966120211529
ACH-000132,0.16333216961290134
ACH-000133,0.09414190163050894
ACH-000137,0.1900769156176249
ACH-000138,0.1441361617639172
ACH-000142,0.06530503887497803
ACH-000143,-0.03377017000517606
ACH-000146,0.12968102750926785
ACH-000148,0.09489616294399084
ACH-000150,0.08522490365336399
ACH-000152,-0.014211765060605078
