,KIF1A (547)
ACH-000004,-0.028523434929005782
ACH-000005,0.4309645156838064
ACH-000007,-0.10933287617688317
ACH-000009,-0.08616726334088362
ACH-000011,-0.19142851407611455
ACH-000012,-0.10935006038617907
ACH-000013,-0.16370875254212394
ACH-000014,-0.084637119922106
ACH-000015,-0.12395133525953755
ACH-000017,-0.13861468970889645
ACH-000018,-0.23197097260556274
ACH-000019,-0.07136578783110045
ACH-000021,-0.0448525766487494
ACH-000022,-0.01973474003169968
ACH-000025,-0.08165982708695542
ACH-000028,0.023817209818805533
ACH-000030,0.05958468097311921
ACH-000035,-0.17085838613544746
ACH-000036,-0.21771618980794447
ACH-000037,-0.18072812315441814
ACH-000039,-0.0458466790108892
ACH-000040,-0.22001874539090707
ACH-000041,-0.15510288632822208
ACH-000042,-0.12688818051316836
ACH-000045,-0.024237559400919068
ACH-000047,-0.11248631577649998
ACH-000052,-0.11670329362354424
ACH-000053,-0.1292925892380628
ACH-000054,-0.15443208328292773
ACH-000055,-0.007306556875018245
ACH-000060,-0.20625621353078727
ACH-000067,-0.16900595610422764
ACH-000070,-0.10788918577933117
ACH-000075,-0.00365395441597965
ACH-000078,-0.06877030236573464
ACH-000082,-0.09631971143998216
ACH-000085,-0.06403855082327797
ACH-000086,-0.029678411692915886
ACH-000087,-0.028645238304030145
ACH-000092,-0.15404057750501618
ACH-000095,-0.13002169684188286
ACH-000097,-0.09171291870585123
ACH-000098,-0.2312495299121947
ACH-000099,-0.23350000473614266
ACH-000108,-0.20680358551947267
ACH-000113,-0.10502683217994208
ACH-000116,-0.05266847775775239
ACH-000118,-0.057832633831673586
ACH-000120,-0.08090450347133045
ACH-000123,-0.15014300580009454
ACH-000127,-0.11483133732308742
ACH-000128,-0.17263717828876934
ACH-000132,-0.06479632442760133
ACH-000133,-0.2329672067646755
ACH-000137,-0.2310204942872311
ACH-000138,-0.027882680100460442
ACH-000142,-0.1613369906480492
ACH-000143,-0.3151046493587657
ACH-000146,-0.09419624069098206
ACH-000148,-0.012320383131660385
ACH-000150,-0.22854780084510296
ACH-000152,-0.14740545703349556
ACH-000153,-0.31011491478840514
ACH-000159,-0.1216298745535902
ACH-000160,-0.08218190134589286
ACH-000163,-0.1376951845160004
ACH-000167,-0.10669296012618536
ACH-000168,-0.26983504056393104
ACH-000169,-0.13111352806133428
ACH-000178,-0.02456081873833959
ACH-000183,-0.14439871455048506
ACH-000188,-0.18639107382357487
ACH-000189,-0.2626610473226907
ACH-000190,-0.0006800977337868512
ACH-000198,-0.05183261939971908
ACH-000203,-0.2808789520416407
ACH-000204,-0.22535256215045416
ACH-000206,-0.057938122719376886
ACH-000207,-0.09363234627363053
ACH-000208,-0.1468453307107522
ACH-000210,-0.12847394942943322
ACH-000211,-0.04427260686630576
ACH-000215,-0.07630768854961491
ACH-000221,-0.12451523828927374
ACH-000222,-0.3779038734253311
ACH-000223,-0.08733698561212838
ACH-000226,-0.04938822684535581
ACH-000227,-0.0932847180988551
ACH-000228,-0.14600815149118754
ACH-000231,-0.16284460007457285
ACH-000232,-0.1260922109997766
ACH-000233,-0.14318548721172514
ACH-000234,-0.3060347076892105
ACH-000235,-0.1090097772023537
ACH-000237,-0.2505828213310196
ACH-000238,-0.05305827014874322
ACH-000242,-0.02538824983427631
ACH-000243,-0.005220677645577769
ACH-000244,-0.4047122730170067
ACH-000246,-0.2842200863119978
ACH-000248,-0.11256532288805478
ACH-000250,-0.12617971048860888
ACH-000251,-0.016982408842743848
ACH-000252,-0.15256894134414395
ACH-000253,-0.2148181975170646
ACH-000255,-0.10568204964285972
ACH-000256,-0.22495284294548093
ACH-000257,-0.05397281488718912
ACH-000258,-0.08734357958562364
ACH-000259,-0.2243138044011156
ACH-000260,-0.1540898004033539
ACH-000261,-0.01701759328634955
ACH-000262,-0.2163566130280643
ACH-000263,0.1835154434636184
ACH-000264,0.0063492224196411325
ACH-000265,-0.04351395785233621
ACH-000266,-0.13164595858970993
ACH-000272,-0.10677463404270733
ACH-000274,-0.07881268287660545
ACH-000277,-0.05210544823107527
ACH-000278,-0.07669731390065464
ACH-000279,-0.09952292397473936
ACH-000280,-0.10793386698410813
ACH-000281,-0.17758279954812475
ACH-000288,-0.09371476962534936
ACH-000291,-0.05301270067742175
ACH-000293,-0.19394650749685485
ACH-000294,-0.21272631407624545
ACH-000295,-0.120915397026296
ACH-000296,-0.06546480109772006
ACH-000302,-0.08977579857859375
ACH-000304,-0.2460151413147416
ACH-000307,-0.11296160852874845
ACH-000308,-0.07114893174475871
ACH-000310,-0.17197110726583062
ACH-000311,-0.14685450634773087
