,AP1G2 (8906)
ACH-000763,-0.3633948464927653
ACH-000764,-0.3660397665475032
ACH-000765,-0.2705128177305601
ACH-000766,-0.41155454404178493
ACH-000767,-0.3212821263977415
ACH-000768,-0.32465867521452463
ACH-000769,-0.3600105574495428
ACH-000770,-0.5033553962120517
ACH-000771,-0.26604258316326
ACH-000773,-0.19917646489277405
ACH-000776,-0.31699058742274033
ACH-000777,-0.266458615277743
ACH-000778,-0.3969997012683564
ACH-000781,-0.2689765225654869
ACH-000782,-0.3481556702380797
ACH-000783,-0.36100266237261797
ACH-000784,-0.3348190498113099
ACH-000785,-0.03578167309895931
ACH-000787,-0.2892326604768935
ACH-000788,-0.2362799355102168
ACH-000791,-0.4139532367903637
ACH-000792,-0.2744447039475628
ACH-000794,-0.3969320353245064
ACH-000796,-0.3769109899780849
ACH-000798,-0.4308118860054319
ACH-000799,-0.4430493703713884
ACH-000800,-0.5055336569408596
ACH-000802,-0.4003279406765972
ACH-000804,-0.3648571500788755
ACH-000805,-0.4836554536708536
ACH-000809,-0.3145393990444281
ACH-000810,-0.3032881069239206
ACH-000811,-0.2663249820027309
ACH-000817,-0.33918344269951195
ACH-000819,-0.18315238878606105
ACH-000820,-0.5461041045298763
ACH-000821,-0.2825613228467352
ACH-000822,-0.2326230650613317
ACH-000823,-0.3888883810408969
ACH-000824,-0.3065352727894243
ACH-000827,-0.28866891096714603
ACH-000829,-0.3628310229040637
ACH-000831,-0.17958081021203207
ACH-000832,-0.4697142450921122
ACH-000833,-0.3515735583530371
ACH-000834,-0.26069006896362984
ACH-000835,-0.2877328353431615
ACH-000836,-0.3164708202902982
ACH-000837,-0.27342072345820223
ACH-000838,-0.4089121442091459
ACH-000839,-0.5500462109498948
ACH-000840,-0.5518480010343798
ACH-000841,-0.37037026251970695
ACH-000843,-0.2574079341070675
ACH-000846,-0.32427342367186285
ACH-000847,-0.1418962577354413
ACH-000848,-0.35294132868123634
ACH-000849,-0.4144315144622982
ACH-000851,-0.4967309569857538
ACH-000855,-0.5103633901625174
ACH-000856,-0.21981081007466574
ACH-000858,-0.2777002835905744
ACH-000859,-0.4623358821796419
ACH-000861,-0.4990917366606096
ACH-000862,-0.22165894589029586
ACH-000865,-0.3194142498289825
ACH-000866,-0.31169022731485285
ACH-000867,-0.32039830225704924
ACH-000869,-0.4204713028092733
ACH-000872,-0.15343915778454054
ACH-000873,-0.1736878677567522
ACH-000876,-0.19297571014385687
ACH-000878,-0.3247062460173265
ACH-000880,-0.36488932562284493
ACH-000881,-0.14496382561678714
ACH-000882,-0.26481558509651265
ACH-000884,-0.29822929706304274
ACH-000885,-0.4016699248787491
ACH-000887,-0.3449431375405961
ACH-000889,-0.3986460033246946
ACH-000896,-0.3424209584265117
ACH-000898,-0.4449724178156136
ACH-000900,-0.31500728224467195
ACH-000901,-0.24823946962753365
ACH-000905,-0.4595544421654182
ACH-000906,-0.3400794731347652
ACH-000907,-0.6177204860784974
ACH-000910,-0.1391342732996378
ACH-000911,-0.3729532543678861
ACH-000912,-0.32753581654657665
ACH-000913,-0.3478951168858753
ACH-000915,-0.3180558288561137
ACH-000916,-0.2431964717390009
ACH-000917,-0.5938793684218551
ACH-000920,-0.3755281353163312
ACH-000921,-0.28212395167884885
ACH-000924,-0.2511131762740005
ACH-000926,-0.21141273889596648
ACH-000928,-0.3470377398789269
ACH-000929,-0.3930046520422759
ACH-000932,-0.20783925173634454
ACH-000935,-0.402091444215032
ACH-000936,-0.37327554798929663
ACH-000937,-0.286930568247474
ACH-000938,-0.22252205899822716
ACH-000939,-0.42653815756577296
ACH-000941,-0.5087472183526504
ACH-000943,-0.2860264700738445
ACH-000946,-0.3751620252830125
ACH-000947,-0.24966512919589146
ACH-000948,-0.3640991147806045
ACH-000950,-0.3202921003980144
ACH-000953,-0.28522410385944924
ACH-000954,0.2360186099544453
ACH-000957,-0.4683233555181623
ACH-000958,-0.3902023040515447
ACH-000960,-0.4167748796892649
ACH-000963,-0.32186626293816506
ACH-000968,-0.21577045566325465
ACH-000969,-0.5069583707666105
ACH-000972,-0.3158066438807994
ACH-000973,-0.2095997550772032
ACH-000974,-0.26121368101417275
ACH-000978,-0.15170397192822818
ACH-000984,-0.12755563394898795
ACH-000986,-0.5351452092505781
ACH-000988,-0.4361405915911386
ACH-000993,-0.4200267830931473
ACH-000994,-0.4349687949020396
ACH-000996,-0.3351772950145249
ACH-001001,-0.4212514693568278
ACH-001020,-0.33592898430066603
ACH-001028,-0.30420829722244624
ACH-001031,-0.3306987041436038
ACH-001038,-0.3424861807163761
ACH-001048,-0.36929790000029983
ACH-001050,-0.26486238339281143
ACH-001053,-0.2391758324827744
ACH-001054,-0.3896285237904129
ACH-001061,-0.3308374505440106
ACH-001067,-0.13083478735792958
ACH-001075,-0.4253900914172443
ACH-001096,-0.27005007339018616
ACH-001111,-0.4422997763213176
ACH-001119,-0.2715251995538716
ACH-001128,-0.11486063430358373
ACH-001134,-0.4083161872219001
ACH-001151,-0.3421426721992996
ACH-001163,-0.350196400511799
ACH-001164,-0.3357651645311571
ACH-001183,-0.1990383421181943
ACH-001192,-0.3297274283950383
ACH-001193,-0.24034788068538426
ACH-001196,-0.5182694697969168
ACH-001197,-0.4616856408768101
ACH-001205,-0.13783663578878888
ACH-001211,-0.20627035740152488
ACH-001212,-0.12679788263214187
ACH-001228,-0.2067969007529035
ACH-001232,-0.2730739663506916
ACH-001239,-0.2955632767508713
ACH-001270,-0.17171112310985076
ACH-001274,-0.3024337715611637
ACH-001275,-0.12253349487113492
ACH-001277,-0.4329823489520869
ACH-001278,-0.24994073739995795
ACH-001280,-0.3455579497976978
ACH-001283,-0.288466354511849
ACH-001289,-0.3295826381976624
ACH-001300,-0.19748870570537566
ACH-001301,-0.2360821265108133
ACH-001302,-0.2699149862081273
ACH-001306,-0.3003220004097128
ACH-001318,-0.14050984656375146
ACH-001322,-0.13805482175007508
ACH-001328,-0.34666405614151624
ACH-001332,-0.5341329633601354
ACH-001336,-0.13581629252088484
ACH-001346,-0.2767469235573778
ACH-001353,-0.43075873542162224
ACH-001354,-0.3160252900469763
ACH-001367,-0.307114635549788
ACH-001368,-0.24920607751017174
ACH-001374,-0.5871490743140889
ACH-001377,-0.2592396588379237
ACH-001380,-0.31164360760277593
ACH-001391,-0.5372327870557289
ACH-001408,-0.3472101539156303
ACH-001430,-0.15531717401703726
ACH-001431,-0.23303162278261186
ACH-001450,-0.4159250401641992
ACH-001496,-0.2800674557910523
ACH-001500,-0.32816837722134584
ACH-001523,-0.3527536504888953
ACH-001532,-0.3483418490035094
ACH-001550,-0.5810379928223329
ACH-001552,-0.3777848586887772
ACH-001554,-0.2305391370847573
ACH-001654,-0.2551193862338617
ACH-001735,-0.15496292834516615
ACH-001736,-0.3554746067982237
ACH-001737,-0.5517071022592783
ACH-001740,-0.1614365170449182
ACH-001745,-0.3415775723390891
ACH-001765,-0.39782858253163467
