,EDNRA (1909)
ACH-000004,0.04945053044279607
ACH-000005,0.2509353820251169
ACH-000007,0.14681777938736693
ACH-000009,0.13504269226982407
ACH-000011,0.1458090251655623
ACH-000012,0.13559017509167165
ACH-000013,0.16398114106429876
ACH-000014,0.1528483631514456
ACH-000015,0.08799225521535482
ACH-000017,0.12921354213477948
ACH-000018,-0.004953004677325924
ACH-000019,0.044255281513270205
ACH-000021,0.15087527926843913
ACH-000022,0.059592060830090776
ACH-000025,0.2027761345211156
ACH-000028,0.12038160156957065
ACH-000030,0.1611983307583344
ACH-000035,0.14407750169012545
ACH-000036,0.11508129390265807
ACH-000037,0.1198104677537889
ACH-000039,0.1774337263174658
ACH-000040,0.2124447065873205
ACH-000041,0.029909560846159387
ACH-000042,0.12172469828744592
ACH-000045,0.23000757799803265
ACH-000047,0.1326263396567933
ACH-000052,-0.02860046835425356
ACH-000053,0.0435288545336571
ACH-000054,0.08683463072561699
ACH-000055,0.2109744923988969
ACH-000060,0.08711672193267518
ACH-000067,0.11570310570741467
ACH-000070,0.2407598959151889
ACH-000075,0.046965148169445456
ACH-000078,0.15383615377016113
ACH-000082,0.13352605043586566
ACH-000085,-0.018602592162868727
ACH-000086,0.08579875789743834
ACH-000087,0.281548383541466
ACH-000092,0.13242928545973215
ACH-000095,0.04524417499320499
ACH-000097,0.11469810752255015
ACH-000098,0.09931074882577992
ACH-000099,0.1052965115924943
ACH-000108,0.11518751362853664
ACH-000113,0.17542413483922714
ACH-000116,0.021077574996648345
ACH-000118,0.1156925260680648
ACH-000120,-0.016787218785622456
ACH-000123,0.033878037898110905
ACH-000127,-0.0357432617832081
ACH-000128,0.10659165379758603
ACH-000132,0.09167919934849801
ACH-000133,0.1789666757177354
ACH-000137,0.10607836993065503
ACH-000138,0.07513082137530143
ACH-000142,0.12643609295040156
ACH-000143,-0.1307895555139957
ACH-000146,0.013577272400375285
ACH-000148,0.07917774503485454
ACH-000150,0.12312129017708655
ACH-000152,-0.2478882406374904
ACH-000153,0.05247487488330867
ACH-000159,0.13609160328972564
ACH-000160,-0.03912296509651514
ACH-000163,0.13527208157812765
ACH-000167,0.0036255418288493385
ACH-000168,0.1856282838040956
ACH-000169,0.1859223578888389
ACH-000178,0.10351283008231242
ACH-000183,0.1018364945111378
ACH-000188,0.16193815113593654
ACH-000189,0.004942504376377702
ACH-000190,0.3474623298440882
ACH-000198,0.053838063853395166
ACH-000203,-0.13889188847727596
ACH-000204,0.1970726836764272
ACH-000206,0.10063339489811687
ACH-000207,0.3107412233041181
ACH-000208,0.3047604968037086
ACH-000210,-0.13821915501246865
ACH-000211,0.07406965678052534
ACH-000215,0.002499432809203657
ACH-000221,-0.02284342599707842
ACH-000222,-0.03629753262457712
ACH-000223,0.12885910212800494
ACH-000226,0.19862185377091013
ACH-000227,0.11803177132619345
ACH-000228,0.19235923808277924
ACH-000231,0.0411239148005304
ACH-000232,0.06201146178421872
ACH-000233,0.097344801963353
ACH-000234,0.1841765409552492
ACH-000235,0.1202905028372276
ACH-000237,0.1456874434786731
ACH-000238,0.15562056752283948
ACH-000242,0.11462859615086796
ACH-000243,0.037386074001985764
ACH-000244,0.08501433324692023
ACH-000246,0.16938824072811465
ACH-000248,0.2351115603625907
ACH-000250,0.025204790463461718
ACH-000251,0.14398221789200435
ACH-000252,0.0774728249298705
ACH-000253,0.03684848198008007
ACH-000255,0.10538439779207473
ACH-000256,0.21852156627047825
ACH-000257,0.07566870340848159
ACH-000258,0.06463254690964695
ACH-000259,0.14235715397131105
ACH-000260,0.1202400456488618
ACH-000261,0.10655803673856484
ACH-000262,0.08552072601783839
ACH-000263,-0.01950071651470557
ACH-000264,0.16783273374722607
ACH-000265,0.0991634178394822
ACH-000266,0.1576364196403498
ACH-000272,0.08206890238860913
ACH-000274,0.14673599713161367
ACH-000277,0.020251242151671227
ACH-000278,0.15105932994584484
ACH-000279,-0.013435492855208456
ACH-000280,0.07317502922695579
ACH-000281,0.02239978808442516
ACH-000288,0.14212133836596716
ACH-000291,0.22080081530757067
ACH-000293,0.16437448031582427
ACH-000294,0.1250290921170944
ACH-000295,0.05991267055836429
ACH-000296,0.12354443928740848
ACH-000302,0.08387708279140768
ACH-000304,0.06481531912595896
ACH-000307,0.05832325843901499
ACH-000308,0.06734083294459775
ACH-000310,0.07551577521091654
ACH-000311,0.021903370948449453
ACH-000312,0.11485672710762646
ACH-000315,0.10111898790810417
ACH-000316,-0.050443836521703776
ACH-000317,0.14810967675619446
ACH-000318,0.04553929616302066
ACH-000319,0.08793993156545554
ACH-000320,0.10930888070213714
ACH-000322,0.057881357973224995
ACH-000323,0.03962747118841747
ACH-000324,0.1302471503591784
ACH-000329,0.1278871853568109
ACH-000330,0.05308065064600487
ACH-000331,0.09174474835904783
ACH-000332,0.16152471105737234
ACH-000334,0.08846743971647475
ACH-000335,0.05069356844068127
ACH-000336,0.098512419483659
ACH-000337,0.13041470320264725
ACH-000338,-0.3710359924859796
ACH-000339,0.14943343827494934
ACH-000341,0.23071177851941366
ACH-000348,0.11112580122875956
ACH-000350,0.1852096318583132
ACH-000352,0.0649910372198509
ACH-000356,0.11547085981543875
ACH-000361,0.05123143217427064
ACH-000362,0.0018260563163438601
ACH-000363,0.015555182256450981
ACH-000364,0.12209176610606462
ACH-000365,0.07935564991286273
ACH-000366,0.19479185873608587
