,MTERF1 (7978)
ACH-000004,0.1922462777846446
ACH-000005,0.4762310449099851
ACH-000007,0.16755656693465593
ACH-000009,0.22617734898562725
ACH-000011,0.23099989228513115
ACH-000012,0.16285824643904734
ACH-000013,0.17818062382905606
ACH-000014,0.23805607050088426
ACH-000015,0.25170495684839633
ACH-000017,0.20731269069879746
ACH-000018,0.08180972689310452
ACH-000019,0.2439517420638018
ACH-000021,0.1408033864409574
ACH-000022,0.19821864255867133
ACH-000025,0.12301364575241855
ACH-000028,0.2735945203347439
ACH-000030,0.2635114633392561
ACH-000035,0.19193468303913575
ACH-000036,0.18862526962807405
ACH-000037,0.1704145964680845
ACH-000039,0.20324555561487606
ACH-000040,0.13431969061542798
ACH-000041,0.13716801864659695
ACH-000042,0.2296119548391779
ACH-000045,0.15635046890428564
ACH-000047,0.022872427746029413
ACH-000052,0.07515897264896737
ACH-000053,0.2732266888888469
ACH-000054,0.10544217525202153
ACH-000055,0.4656868762970495
ACH-000060,0.1733526770704101
ACH-000067,0.16227290737956074
ACH-000070,0.23207486617104456
ACH-000075,-0.0050535407248277885
ACH-000078,0.3852657387588769
ACH-000082,0.1603331890615751
ACH-000085,-0.03497210879157213
ACH-000086,0.3229425699779736
ACH-000087,0.012915423664017416
ACH-000092,0.20554224901929666
ACH-000095,0.2372037467733924
ACH-000097,0.13008631945068802
ACH-000098,0.18613479426480195
ACH-000099,0.2929131274010491
ACH-000108,0.22315647143983666
ACH-000113,0.009497668101943562
ACH-000116,0.2272186351905368
ACH-000118,0.21904660367044915
ACH-000120,0.23565325642124865
ACH-000123,0.22828903855712346
ACH-000127,0.29352462525257683
ACH-000128,0.1052744289614548
ACH-000132,0.19316610465392048
ACH-000133,0.2243859394716198
ACH-000137,0.3021817973430633
ACH-000138,0.2631940812387072
ACH-000142,0.12811122573373376
ACH-000143,0.23760009714188726
ACH-000146,0.2919268104189897
ACH-000148,0.17382639125645727
ACH-000150,0.2814668475110017
ACH-000152,0.2274097975049456
ACH-000153,0.12233158880346112
ACH-000159,0.2301383862034469
ACH-000160,0.30848952921429645
ACH-000163,0.28942351790537263
ACH-000167,0.38777712412337023
ACH-000168,0.2274495964142973
ACH-000169,0.15290497524482374
ACH-000178,0.18719949470829336
ACH-000183,0.1318726296591402
ACH-000188,0.023698162651761133
ACH-000189,0.25798401812544663
ACH-000190,0.34583788893967154
ACH-000198,0.02160688420689231
ACH-000203,0.08633765742661334
ACH-000204,0.3879583058448892
ACH-000206,0.207120879774394
ACH-000207,0.2756933962174057
ACH-000208,0.20108137862873746
ACH-000210,0.3045413616089589
ACH-000211,0.15408122748741152
ACH-000215,0.2412874806505769
ACH-000221,0.23535823172887865
ACH-000222,0.2296236925298053
ACH-000223,0.1163385651712635
ACH-000226,0.30095252817672513
ACH-000227,0.10616097458899924
ACH-000228,0.1787935351965425
ACH-000231,0.2271472777021164
ACH-000232,0.079795474422362
ACH-000233,0.2516949344125143
ACH-000234,0.2320928142334096
ACH-000235,0.2493271470663079
ACH-000237,0.20805296543806787
ACH-000238,0.2232330977908588
ACH-000242,0.336592886109338
ACH-000243,0.22417426616639854
ACH-000244,0.3021433500437406
ACH-000246,0.1212643249868914
ACH-000248,0.18649820213074075
ACH-000250,0.22798323882075625
ACH-000251,0.3148035544382379
ACH-000252,0.19156019701148375
ACH-000253,0.22166193826629216
ACH-000255,0.2649126622963199
ACH-000256,0.2570330104315069
ACH-000257,0.32580258135714035
ACH-000258,0.005288290051665436
ACH-000259,0.1868330524881782
ACH-000260,0.16363135012962093
ACH-000261,0.16348536766428007
ACH-000262,0.20119608056772267
ACH-000263,0.11026455748070997
ACH-000264,0.21554564773432575
ACH-000265,0.22584235553404575
ACH-000266,0.2395442299783732
ACH-000272,0.24906534710596664
ACH-000274,0.14734880877247866
ACH-000277,0.16058732577408474
ACH-000278,0.12287192260207425
ACH-000279,0.15749572964812494
ACH-000280,0.2308009864997801
ACH-000281,0.28982524528202924
ACH-000288,0.2359344705183357
ACH-000291,0.2450558399497717
ACH-000293,0.20305118796587326
ACH-000294,0.3678900144166439
ACH-000295,0.09015861568701948
ACH-000296,0.18952552038226414
ACH-000302,0.17560561107924091
ACH-000304,-0.014024238175246223
ACH-000307,0.23411106900772305
ACH-000308,0.20195037233774848
ACH-000310,0.3397758979405439
ACH-000311,0.20237621067690093
ACH-000312,0.27202762850938844
ACH-000315,0.08653617534312187
ACH-000316,0.27230422451996983
ACH-000317,0.2535211598843652
ACH-000318,0.26396477547861874
ACH-000319,0.25436762966478016
ACH-000320,0.38126932674302577
ACH-000322,-0.009464155456931071
ACH-000323,0.3759216517222728
ACH-000324,0.2695125332658471
ACH-000329,0.29196723603568503
ACH-000330,0.12485217682474414
ACH-000331,0.07659538384697097
ACH-000332,0.2527389747078089
ACH-000334,0.2399695554518844
ACH-000335,0.3756793667428709
ACH-000336,0.1398014370078214
ACH-000337,-0.05128442468117743
ACH-000338,0.4217462686035818
ACH-000339,0.18663012761298908
ACH-000341,0.2651046592749742
ACH-000348,0.2478330685361865
ACH-000350,0.32227551099367435
ACH-000352,0.1067964924519128
ACH-000356,0.2939155704743568
ACH-000361,0.023761791468881962
ACH-000362,0.22443027249331785
ACH-000363,0.18437230743512256
ACH-000364,0.14832268380322916
ACH-000365,0.19793521496002608
ACH-000366,0.20287537558476834
ACH-000368,0.2045209936067099
ACH-000374,0.1086599555906772
ACH-000375,0.20460584340110907
ACH-000376,0.1786109788252003
ACH-000381,0.3692134711935464
ACH-000383,0.21537132286887156
ACH-000387,0.13463050167682528
ACH-000389,0.18172137337202987
ACH-000390,0.20929684125119646
ACH-000393,0.2415134224485236
ACH-000395,0.19796704021576306
ACH-000396,0.36697391230336607
ACH-000397,0.21039688735089468
ACH-000401,0.3035542658388787
ACH-000402,0.4435376705295696
ACH-000403,0.22137241971911525
ACH-000404,0.15428311215273174
ACH-000406,0.24722111054803256
ACH-000407,0.2423648088150908
ACH-000408,0.15443777249020374
ACH-000410,0.27550526052515784
ACH-000411,-0.031928027548646355
ACH-000414,0.17983687783250268
ACH-000415,0.1000387417358343
ACH-000416,0.17717409670299306
ACH-000420,0.15644960933375945
ACH-000421,0.16535078385898874
ACH-000424,0.047065551916153234
ACH-000425,0.1004631298007607
ACH-000426,0.30494312903315585
ACH-000427,0.19824939018774296
ACH-000433,-0.0368582530950748
ACH-000435,0.13737733688742565
ACH-000436,0.16864105815851954
ACH-000444,0.21583150210264954
ACH-000445,0.09664527611557376
ACH-000448,0.025070727904872768
ACH-000450,0.12712329157576666
