,MFSD2B (388931)
ACH-000004,0.13551181276660496
ACH-000005,-0.06824139519757258
ACH-000007,-0.16246125998334066
ACH-000009,0.10619626445108576
ACH-000011,0.10979163574093126
ACH-000012,0.18794823164995897
ACH-000013,0.0966805148855281
ACH-000014,0.24284107218357984
ACH-000015,0.02581129811343076
ACH-000017,0.08248239743954637
ACH-000018,0.1698615184799342
ACH-000019,0.3568843358072322
ACH-000021,0.1635361488275027
ACH-000022,0.04563534970900767
ACH-000025,0.2199644513723879
ACH-000028,0.1913236650675227
ACH-000030,0.14310050761739534
ACH-000035,0.009559270466335331
ACH-000036,0.1959062663264696
ACH-000037,-0.034576648564656975
ACH-000039,0.3375708502022886
ACH-000040,0.13292820810816047
ACH-000041,0.12558585124007718
ACH-000042,0.06463197391043812
ACH-000045,0.14002899544331834
ACH-000047,0.026601122960886618
ACH-000052,0.09972179540960084
ACH-000053,0.13148689763099786
ACH-000054,0.03940733329594772
ACH-000055,0.027861161917105037
ACH-000060,0.18091921192149954
ACH-000067,0.031404164166774017
ACH-000070,-0.07843532227383787
ACH-000075,0.32668657500554155
ACH-000078,0.3853740989186897
ACH-000082,0.08410301561833193
ACH-000085,0.09088328785548057
ACH-000086,0.2115925207285736
ACH-000087,0.2233100853780849
ACH-000092,0.032703734063577405
ACH-000095,0.11714620992294285
ACH-000097,0.19310005594243992
ACH-000098,0.07759465214821262
ACH-000099,0.11954096635796185
ACH-000108,0.07826259972474024
ACH-000113,0.15260114530048222
ACH-000116,0.07546555994132355
ACH-000118,0.12191288688032564
ACH-000120,-0.013898738847942146
ACH-000123,0.04180187528438392
ACH-000127,0.15697827414696486
ACH-000128,0.07429813446278012
ACH-000132,0.10709777146567953
ACH-000133,0.3260741334178329
ACH-000137,0.0827252715462622
ACH-000138,0.13851139115893946
ACH-000142,0.11587150990492988
ACH-000143,-0.0679640100596703
ACH-000146,0.03573307004171282
ACH-000148,0.13402509682805788
ACH-000150,0.17204027274409964
ACH-000152,0.17868365666222366
ACH-000153,0.15071987008963494
ACH-000159,0.17789777831603565
ACH-000160,0.23643495416686786
ACH-000163,0.13446533632816293
ACH-000167,0.21068940516167012
ACH-000168,0.09782098663746597
ACH-000169,0.08236337962885168
ACH-000178,0.12172609277620902
ACH-000183,0.09803904407101607
ACH-000188,0.22910018668945656
ACH-000189,0.1699257975324608
ACH-000190,0.1726705035941165
ACH-000198,0.12281963361238428
ACH-000203,-0.1469794689638758
ACH-000204,0.194994884295408
ACH-000206,0.2790184254222226
ACH-000207,0.012276114331811031
ACH-000208,0.2519929033641875
ACH-000210,0.07915108173437042
ACH-000211,0.16591429153126272
ACH-000215,0.11269418797958893
ACH-000221,0.2609336052761277
ACH-000222,0.1026475648249429
ACH-000223,0.12562747206060138
ACH-000226,0.005620779663690626
ACH-000227,0.059002308789526774
ACH-000228,0.14208541380136058
ACH-000231,0.11780034120130893
