,OCA2 (4948)
ACH-000004,-0.4214393415866874
ACH-000005,0.10996589310646014
ACH-000007,-0.04299086478830815
ACH-000009,-0.2370533877566426
ACH-000011,0.11609839272983664
ACH-000012,-0.024794747644056377
ACH-000013,-0.02404593283504058
ACH-000014,-0.18420018962666235
ACH-000015,-0.12819828151610071
ACH-000017,-0.06716540170507733
ACH-000018,-0.10441428348602168
ACH-000019,-0.001966987799315749
ACH-000021,0.018793229034466848
ACH-000022,-0.09984937238564284
ACH-000025,-0.1859455321829232
ACH-000028,0.0947348114294672
ACH-000030,-0.1351169505662695
ACH-000035,-0.17948035264805887
ACH-000036,-0.10533932200062797
ACH-000037,-0.18520726909338348
ACH-000039,-0.1101385555928188
ACH-000040,-0.01700211628686283
ACH-000041,-0.10572943587364696
ACH-000042,-0.006685423093901582
ACH-000045,0.03593244691126325
ACH-000047,-0.13620459429591938
ACH-000052,-0.17029796880497844
ACH-000053,-0.11820274832007575
ACH-000054,-0.09991937384037734
ACH-000055,-0.06995818955553433
ACH-000060,0.0031427846676361595
ACH-000067,-0.09300049787131348
ACH-000070,-0.16688465961708518
ACH-000075,-0.19998516237083508
ACH-000078,0.013436127125468994
ACH-000082,-0.04176798216741694
ACH-000085,-0.01327324860225183
ACH-000086,0.034737001260803715
ACH-000087,-0.041584533816742736
ACH-000092,-0.13840028896223747
ACH-000095,-0.13749340033205368
ACH-000097,-0.051401595786395526
ACH-000098,0.04272850291819954
ACH-000099,-0.12306068086632466
ACH-000108,-0.09885560696683317
ACH-000113,-0.082860296479426
ACH-000116,-0.08399700801351097
ACH-000118,-0.0036341541721692564
ACH-000120,-0.21990541635267688
ACH-000123,-0.05954362537675004
ACH-000127,-0.07336157671344924
ACH-000128,0.05504095127120517
ACH-000132,-0.2371379631929823
ACH-000133,-0.07570743030401221
ACH-000137,-0.14275250714807822
ACH-000138,0.07262940287100986
ACH-000142,-0.06000624572271921
ACH-000143,-0.18728051291301126
ACH-000146,-0.09339911972720497
ACH-000148,-0.12221248564374845
ACH-000150,-0.08779309345641317
ACH-000152,-0.2467918003923936
ACH-000153,0.039412509277411266
ACH-000159,-0.10406377598636192
ACH-000160,-0.027712328727796418
ACH-000163,-0.03528643434766862
ACH-000167,0.06918126174957212
ACH-000168,0.10961228282158474
ACH-000169,-0.057841625189124425
ACH-000178,-0.20375538678238134
ACH-000183,-0.13808998044935727
ACH-000188,-0.15812559318216327
ACH-000189,0.001084046721359925
ACH-000190,-0.10251404486583122
ACH-000198,0.013488229150962162
ACH-000203,-0.1488195897154183
ACH-000204,-0.2413327891555055
ACH-000206,0.18277189831851048
ACH-000207,0.015888989602212175
ACH-000208,0.11226071991879498
ACH-000210,0.31906503735954306
ACH-000211,0.019935896237781917
ACH-000215,0.018559329444691932
ACH-000221,-0.021331944996862147
ACH-000222,0.009436144627911956
ACH-000223,-0.015546390474784441
ACH-000226,-0.3035802464084282
ACH-000227,-0.2286817704103334
ACH-000228,0.0062335410973371535
ACH-000231,-0.1683455435700166
ACH-000232,0.03524964346329479
ACH-000233,-0.17957064289857888
ACH-000234,0.11226204109628377
ACH-000235,-0.0553695040995924
ACH-000237,-0.08872910983044953
ACH-000238,0.047133268689973605
ACH-000242,0.11330870643380545
ACH-000243,-0.04898171579407782
ACH-000244,-0.1344895487907982
ACH-000246,-0.026482607624827764
ACH-000248,-0.3014607693252717
ACH-000250,-0.10824621835303676
ACH-000251,0.092818877012562
ACH-000252,-0.3871853048065472
ACH-000253,-0.05803336290685233
ACH-000255,-0.1805758199614046
ACH-000256,0.016750755213077027
ACH-000257,-0.3433767776270865
ACH-000258,-0.23736668794038135
ACH-000259,-0.007953017397675259
ACH-000260,-0.10779586555115583
ACH-000261,-0.15899847411900248
ACH-000262,-0.047201870313753606
ACH-000263,0.04950333873244326
ACH-000264,-0.04517026458028195
ACH-000265,-0.24365968580028485
ACH-000266,-0.0804816237056012
ACH-000272,-0.1152790581347315
ACH-000274,-0.02993505732595255
ACH-000277,-0.12249795890110105
ACH-000278,-0.2036478796586273
ACH-000279,-0.2080041454247911
ACH-000280,-0.037648820613974204
ACH-000281,-0.010977756241285304
ACH-000288,-0.029664027100379745
ACH-000291,-0.0847107899721125
ACH-000293,-0.05101011598924623
ACH-000294,-0.19689345295105495
ACH-000295,-0.22523687897493716
ACH-000296,-0.2467684756821013
ACH-000302,-0.2217648704678397
ACH-000304,-0.18094760580408745
ACH-000307,-0.1942648426689483
ACH-000308,-0.03842944533016504
ACH-000310,-0.19532428870005847
ACH-000311,0.12208082561723607
ACH-000312,-0.14111394337275765
ACH-000315,-0.09933999518174012
ACH-000316,-0.0516441443696031
ACH-000317,-0.06758300445279085
ACH-000318,0.02950638314703735
ACH-000319,-0.292572973035185
ACH-000320,-0.0073665951352579594
ACH-000322,0.029280092811951056
ACH-000323,-0.20403376084947072
ACH-000324,-0.07462425432906855
ACH-000329,-0.003787272107141457
ACH-000330,-0.07907288999067766
ACH-000331,-0.15239779829347808
ACH-000332,-0.07791477030472843
ACH-000334,-0.14183842264921162
ACH-000335,-0.07432919883839327
ACH-000336,0.05442025984325473
ACH-000337,0.044307452784467585
ACH-000338,-0.6942407050071576
ACH-000339,-0.1517239639474503
ACH-000341,-0.26582405278114435
ACH-000348,-0.08666558576308514
ACH-000350,-0.18444581763976764
ACH-000352,-0.06384331223505442
ACH-000356,-0.1012634777348392
ACH-000361,-0.08825923771860356
ACH-000362,0.005948659850243665
ACH-000363,-0.04206947095252898
ACH-000364,-0.008259832394190616
ACH-000365,-0.14087262384240234
ACH-000366,-0.09700745433283624
ACH-000368,-0.09121776902456223
ACH-000374,-0.02765091912425004
ACH-000375,0.14805371582482094
ACH-000376,-0.0961744069681353
ACH-000381,-0.20458472450745607
ACH-000383,-0.1568069072603377
ACH-000387,-0.0662639875951767
ACH-000389,0.054157897381885714
ACH-000390,-0.1836973517069436
ACH-000393,-0.06039770746822396
ACH-000395,-0.09352930437932194
ACH-000396,0.13859030351234827
ACH-000397,0.019451005167200105
ACH-000401,0.05256859662474893
ACH-000402,-0.1611664879504973
ACH-000403,-0.16450182544755088
ACH-000404,-0.28020619276250125
ACH-000406,-0.04966910707033705
ACH-000407,-0.1968308436196267
ACH-000408,-0.020444921087770324
ACH-000410,-0.19695881440273252
ACH-000411,0.06570953864323352
ACH-000414,-0.0661658930583343
ACH-000415,-0.13842602261382972
ACH-000416,-0.06341253587100251
ACH-000420,-0.09445851383142924
ACH-000421,-0.04834496781517319
ACH-000424,-0.15789434365880073
ACH-000425,-0.049540414037503616
ACH-000426,-0.09464404473580612
ACH-000427,-0.35786757843834505
ACH-000433,-0.1655102824844751
ACH-000435,0.1411374666458321
ACH-000436,-0.25073178260107976
ACH-000444,-0.2341891180505404
ACH-000445,-0.1079986306986382
ACH-000448,-0.2576736455574055
ACH-000450,-0.16185458941289255
ACH-000452,-0.2014509010232253
ACH-000454,-0.261187775980549
ACH-000458,-0.10867397122880992
ACH-000459,-0.11193591908336308
ACH-000460,-0.1430259159807488
ACH-000461,-0.0344325193057234
ACH-000463,-0.0756806403561251
ACH-000464,-0.02419524664169381
ACH-000466,-0.15761862566286464
ACH-000467,-0.0014560583389406495
ACH-000468,-0.22763822948528706
ACH-000469,-0.008152191056307939
ACH-000470,-0.050060044560443835
ACH-000471,0.014200511115340216
ACH-000472,-0.033121682528954435
ACH-000473,-0.16763375101311712
ACH-000475,0.029347543573928075
ACH-000476,-0.14860994974782926
ACH-000477,-0.1997783730720811
ACH-000479,-0.11334507590345848
ACH-000480,-0.1057977486082806
ACH-000481,-0.11272414584981938
ACH-000483,-0.1618543469468175
ACH-000484,-0.0889795218578558
ACH-000485,-0.14478415111400197
ACH-000486,-0.04552324487062901
ACH-000487,-0.08588061389635983
ACH-000488,-0.029594593332141175
ACH-000490,-0.15147261912093893
ACH-000491,-0.1515331026461649
ACH-000495,-0.2829348064734163
ACH-000496,-0.1473020194851179
ACH-000499,-0.2294271436594583
ACH-000500,-0.14999516337537538
ACH-000502,-0.034561155949619435
ACH-000503,0.07691029365262159
ACH-000505,-0.12872353767472125
ACH-000507,-0.11233013377201327
ACH-000510,-0.1060629357227847
ACH-000511,-0.07626068135291568
ACH-000512,-0.2577241758673549
ACH-000516,-0.039863426471400586
ACH-000517,-0.15095650934278734
ACH-000518,-0.016610247491433444
ACH-000520,-0.2924752196239595
ACH-000521,0.11022211763909244
ACH-000522,-0.19911942508578087
ACH-000524,-0.1295677202040487
ACH-000527,-0.1321706178096625
ACH-000528,-0.09581629529467373
ACH-000537,-0.1707495686636778
ACH-000541,-0.02876956582417225
ACH-000542,-0.11570308470893872
ACH-000544,-0.09136563083785164
ACH-000545,-0.1009417123324536
ACH-000547,-0.216359535611367
ACH-000548,0.034008231986777195
ACH-000549,0.11855195571100252
ACH-000550,0.001842238643827279
ACH-000552,-0.07564021295287676
