,TVP23A (780776)
ACH-000004,-0.2369960668326589
ACH-000005,0.11062010617783223
ACH-000007,-0.14998570491613658
ACH-000009,0.04844335676284587
ACH-000011,-0.18400492605143984
ACH-000012,-0.08929976044108913
ACH-000013,-0.2420566068331572
ACH-000014,-0.09731816848379787
ACH-000015,-0.2643776176694266
ACH-000017,0.13773219130571168
ACH-000018,-0.10705976682206746
ACH-000019,-0.1781797175955999
ACH-000021,-0.3401349028732633
ACH-000022,-0.2710505468399893
ACH-000025,-0.18394571346347266
ACH-000028,0.018996798157505296
ACH-000030,-0.22992685678741226
ACH-000035,-0.20096256418469252
ACH-000036,-0.16284160714998
ACH-000037,-0.11428971175565925
ACH-000039,-0.11406488669401325
ACH-000040,-0.09818236442332366
ACH-000041,0.05242329631969688
ACH-000042,-0.2544024329147114
ACH-000045,-0.18886153372971906
ACH-000047,-0.15747448760142302
ACH-000052,-0.33242519764325706
ACH-000053,-0.06154191813887591
ACH-000054,-0.2403123183707878
ACH-000055,0.07457117888248925
ACH-000060,0.07713469770064046
ACH-000067,-0.054982121336211734
ACH-000070,-0.08207513468207835
ACH-000075,-0.23052419141645025
ACH-000078,0.024020012767024684
ACH-000082,-0.0753160524316807
ACH-000085,-0.12720858395645462
ACH-000086,-0.13608547739866686
ACH-000087,-0.14001297801226611
ACH-000092,0.08154570890469515
ACH-000095,-0.11168272434927352
ACH-000097,-0.1885404184118949
ACH-000098,-0.1623147959680122
ACH-000099,-0.05897330028878112
ACH-000108,-0.02714099654923756
ACH-000113,-0.17938732449432346
ACH-000116,-0.09598713333411496
ACH-000118,-0.11362434320530496
ACH-000120,-0.06905289458268568
ACH-000123,-0.22834985227260546
ACH-000127,-0.15810895295469826
ACH-000128,-0.026225789780886896
ACH-000132,-0.08818150505571347
ACH-000133,-0.08347441035957458
ACH-000137,-0.3377905855020197
ACH-000138,-0.13758999092023974
ACH-000142,-0.16285039958441325
ACH-000143,-0.2676396702890159
ACH-000146,-0.08203221276106089
ACH-000148,-0.2754664026292496
ACH-000150,-0.19200740585505965
ACH-000152,-0.14498162128788458
ACH-000153,-0.0982625981223717
ACH-000159,-0.12491744586004168
ACH-000160,-0.043137888023848964
ACH-000163,-0.18767401301585102
ACH-000167,-0.43553041576890783
ACH-000168,-0.22081995494791332
ACH-000169,-0.08794686822701983
ACH-000178,-0.23905945214698754
ACH-000183,-0.1305568872032432
ACH-000188,-0.029715455110765294
ACH-000189,-0.03731790209050055
ACH-000190,-0.22461376981723447
ACH-000198,-0.2032331088925708
ACH-000203,-0.7993069336024117
ACH-000204,-0.2872709743174031
ACH-000206,-0.3365334420858863
ACH-000207,-0.1213891737371885
ACH-000208,-0.05909626465473997
ACH-000210,0.058830233501322375
ACH-000211,-0.07563589954971835
ACH-000215,-0.1303935186956923
ACH-000221,-0.04116612466009672
ACH-000222,-0.20738031246535926
ACH-000223,-0.05849856210176607
ACH-000226,-0.11928468562227695
ACH-000227,-0.4337285797502332
ACH-000228,-0.1841156185229699
ACH-000231,-0.13446732155702834
ACH-000232,-0.15420819114454978
ACH-000233,-0.09151272626453633
ACH-000234,-0.16990525297738526
ACH-000235,-0.1625526374756493
ACH-000237,-0.12044788452499768
ACH-000238,0.09007197456562674
ACH-000242,0.011383883457810716
ACH-000243,-0.2687212634152389
ACH-000244,-0.05823486476548673
ACH-000246,-0.216193584089637
ACH-000248,-0.1265404150603864
ACH-000250,-0.124279217528037
ACH-000251,-0.10280314520743764
ACH-000252,0.05271549042539332
ACH-000253,-0.17764970691691515
ACH-000255,-0.05289146519271082
ACH-000256,-0.2044726532321911
ACH-000257,0.020883326442481517
ACH-000258,-0.2324915028309968
ACH-000259,-0.15218502002339698
ACH-000260,-0.18734950000793307
ACH-000261,-0.05863850327145821
ACH-000262,-0.18596972502511275
ACH-000263,-0.09360525953315596
ACH-000264,-0.06756087542122778
ACH-000265,-0.2428276091830166
ACH-000266,-0.10018575301746713
ACH-000272,-0.13232177317223287
ACH-000274,-0.19636763043679506
ACH-000277,-0.1688446272555295
ACH-000278,-0.124707753788581
ACH-000279,-0.166438829218094
ACH-000280,-0.2615449664820345
ACH-000281,-0.10905717969281653
ACH-000288,-0.030537626036468663
ACH-000291,-0.1653474633518698
ACH-000293,-0.1566069703684312
ACH-000294,-0.1509610747301778
ACH-000295,-0.2105922832998869
ACH-000296,-0.03907364913017649
ACH-000302,-0.17628279516602866
ACH-000304,-0.17061335423398902
ACH-000307,-0.1532166965335715
ACH-000308,-0.13813974742556065
ACH-000310,-0.08239855007135355
ACH-000311,-0.12559833953176608
ACH-000312,-0.01588727357588312
ACH-000315,-0.0577721664026104
ACH-000316,-0.3241609832577936
ACH-000317,-0.12134242517330145
ACH-000318,-0.10860346402142076
ACH-000319,-0.1898141618581952
ACH-000320,-0.1686105157125761
ACH-000322,-0.2284271971218737
ACH-000323,-0.2178716318525884
ACH-000324,-0.11668819269192947
ACH-000329,-0.16951588306138868
ACH-000330,-0.14131289279104708
ACH-000331,-0.15519267285429011
ACH-000332,-0.10496204727842201
ACH-000334,-0.03614654377671075
ACH-000335,-0.2685601275336164
ACH-000336,-0.10620612276884772
ACH-000337,-0.14064907019523734
ACH-000338,0.15871267078457105
ACH-000339,-0.08452015995056175
ACH-000341,-0.17917095752047182
ACH-000348,-0.12207759911206695
ACH-000350,-0.1727475435741262
ACH-000352,-0.17139266005558002
ACH-000356,-0.22248182051611756
ACH-000361,0.08284529252948483
ACH-000362,-0.15963798873443738
ACH-000363,-0.16227798571199206
ACH-000364,-0.2280946862324515
ACH-000365,-0.19216376842753768
ACH-000366,-0.11664930917463034
ACH-000368,-0.186439342004291
ACH-000374,-0.08124202125761927
ACH-000375,-0.1528469512607745
ACH-000376,-0.09138802111030717
ACH-000381,-0.02399882375883085
ACH-000383,-0.07187803559640762
ACH-000387,-0.14071667330104815
ACH-000389,-0.21675415713698512
ACH-000390,-0.08664058344820498
ACH-000393,-0.1770282080971925
ACH-000395,0.11364959542941888
ACH-000396,-0.004948893623219119
ACH-000397,-0.465284241474448
ACH-000401,-0.07721437731645517
ACH-000402,0.018514880569287868
ACH-000403,-0.15831137675673473
ACH-000404,-0.2185733673255653
ACH-000406,-0.12716786521356152
ACH-000407,-0.10883454766332773
ACH-000408,-0.1572079148794078
ACH-000410,-0.14509419162489234
ACH-000411,-0.09267186292980957
ACH-000414,-0.17575469008908354
ACH-000415,-0.18535096903770384
ACH-000416,-0.08061089777871226
ACH-000420,-0.11473170431401802
ACH-000421,-0.1937996096810865
ACH-000424,-0.3062165541662165
ACH-000425,-0.1636011856930598
ACH-000426,-0.0788202867782675
ACH-000427,-0.21411606480063455
ACH-000433,-0.21564242749302365
ACH-000435,-0.3418843800729109
ACH-000436,-0.20049626210467103
ACH-000444,-0.2193267282436068
ACH-000445,-0.43692558157754063
ACH-000448,-0.25468315505443945
ACH-000450,-0.07212928719657571
ACH-000452,-0.08864726269290958
ACH-000454,-0.15320131408889864
ACH-000458,-0.1418013090063369
ACH-000459,-0.17571299830147508
ACH-000460,-0.14305186976693687
ACH-000461,-0.1954775686936656
ACH-000463,-0.15686682048163808
ACH-000464,-0.06404363708084578
ACH-000466,-0.2260137159300712
ACH-000467,-0.13904648397399466
ACH-000468,0.011488170374936869
ACH-000469,-0.20854347005701368
ACH-000470,-0.24138532669497575
ACH-000471,-0.10535199339616448
ACH-000472,-0.051528483046023095
ACH-000473,-0.04928799635243795
ACH-000475,-0.16054490531404242
ACH-000476,-0.17275729197085202
ACH-000477,-0.057015066525416214
ACH-000479,-0.06384769229953838
ACH-000480,-0.03279043338164471
ACH-000481,-0.20941489707457647
ACH-000483,-0.3676149856647411
ACH-000484,-0.18193273416268155
ACH-000485,-0.2249075681119791
ACH-000486,-0.10165658693083096
ACH-000487,-0.1104672278681838
ACH-000488,-0.1258617168300048
ACH-000490,-0.055344579426519734
ACH-000491,-0.02666600016144116
ACH-000495,-0.2298910087326335
ACH-000496,-0.1082857863422746
ACH-000499,-0.03889308242081102
ACH-000500,0.42804301431148
ACH-000502,-0.24180777350951305
ACH-000503,-0.04944866312272817
ACH-000505,-0.14771540229074515
ACH-000507,-0.16186709268529995
ACH-000510,-0.19253258528705933
ACH-000511,-0.18907903897354167
ACH-000512,0.0232120767607974
ACH-000516,-0.1689812139951915
ACH-000517,-0.17375572525267916
ACH-000518,-0.15574787964129996
ACH-000520,-0.21313745219093574
ACH-000521,-0.08102780792876639
ACH-000522,-0.11160559582724043
ACH-000524,-0.07940077209334813
ACH-000527,-0.15499245134466805
ACH-000528,-0.09623391239158602
ACH-000537,-0.3500232259861698
ACH-000541,-0.08925656932910266
ACH-000542,-0.14274559054237207
ACH-000544,-0.1917830068780436
ACH-000545,-0.07182551168408655
ACH-000547,-0.08464251905784549
ACH-000548,-0.11798203409433344
ACH-000549,-0.08923095270313082
ACH-000550,-0.13599253510899156
