,GALE (2582)
ACH-000004,-0.2948059493189377
ACH-000005,-0.08296740762610147
ACH-000007,-0.25516131699322137
ACH-000009,-0.1352902041547905
ACH-000011,-0.15121499479727898
ACH-000012,0.04359447475427312
ACH-000013,-0.017799559712073275
ACH-000014,-0.1124108391812854
ACH-000015,-0.08995807642667247
ACH-000017,-0.04739894258122217
ACH-000018,-0.1231287729561114
ACH-000019,0.09896645392527158
ACH-000021,-0.16747154182999308
ACH-000022,-0.05884473416545737
ACH-000025,-0.32453872243651705
ACH-000028,-0.21864369273640927
ACH-000030,-0.15900701730623718
ACH-000035,-0.1869876791856383
ACH-000036,-0.07414245988098563
ACH-000037,-0.2352712720000164
ACH-000039,-0.2118342597889068
ACH-000040,-0.16554651018930702
ACH-000041,-0.15323988347258735
ACH-000042,-0.018161644793879297
ACH-000045,-0.5839233869159188
ACH-000047,-0.1098072800730234
ACH-000052,-0.050771653103462364
ACH-000053,-0.03422128671199822
ACH-000054,-0.11826025002057758
ACH-000055,0.030448344697722587
ACH-000060,-0.029739895557276536
ACH-000067,0.029369462980612486
ACH-000070,-0.5004245948195873
ACH-000075,-0.20947678536254694
ACH-000078,-0.025725442340767887
ACH-000082,-0.1064888198871346
ACH-000085,-0.3108401940413266
ACH-000086,-0.06812403180332556
ACH-000087,-0.2734151681736747
ACH-000092,-0.3171498779845083
ACH-000095,0.004339234123317458
ACH-000097,-0.06744726949135013
ACH-000098,-0.10016119104130496
ACH-000099,0.11358779877703712
ACH-000108,-0.2952214557102023
ACH-000113,-0.2866839325057714
ACH-000116,-0.02213446872404531
ACH-000118,-0.006376042469134078
ACH-000120,-0.02488687514918226
ACH-000123,-0.10884706281880238
ACH-000127,0.038326756719039526
ACH-000128,-0.27146763828715875
ACH-000132,-0.18807216738106788
ACH-000133,-0.1217380046606712
ACH-000137,-0.23330870627975564
ACH-000138,-0.2054198363019496
ACH-000142,-0.2743901017952596
ACH-000143,0.11652154963753122
ACH-000146,-0.1641362886053461
ACH-000148,-0.12026937453768585
ACH-000150,-0.21087148303969502
ACH-000152,-0.26375182417713056
ACH-000153,-0.25262331047121583
ACH-000159,-0.20216575898716996
ACH-000160,-0.1737563974265436
ACH-000163,-0.17194531525335316
ACH-000167,-0.0394485562720218
ACH-000168,-0.05340628106430061
ACH-000169,-0.027521097844535103
ACH-000178,-0.08367044665679399
ACH-000183,-0.20994774701796115
ACH-000188,-0.19591792520479684
ACH-000189,-0.5230589739104511
ACH-000190,0.18180655761062847
ACH-000198,-0.2533837703108493
ACH-000203,-0.13032301843427882
ACH-000204,0.028161897104770142
ACH-000206,-0.3810438176909181
ACH-000207,-0.07474552599473201
ACH-000208,-0.20638528779439394
ACH-000210,0.03804373929184342
ACH-000211,-0.019371710909660774
ACH-000215,-0.037078024308158763
ACH-000221,-0.10874404312997556
ACH-000222,-0.2299334059527561
ACH-000223,-0.08254804490509507
ACH-000226,-0.15919795462603442
ACH-000227,-0.10442827828430468
ACH-000228,0.03041446693281309
ACH-000231,-0.11339924921843272
ACH-000232,0.012746577873487637
ACH-000233,-0.07424424010773341
