,REP15 (387849)
ACH-000004,0.02647163622577649
ACH-000005,0.13801039274896254
ACH-000007,0.15385901059897988
ACH-000009,0.200722401371728
ACH-000011,0.12872589000797574
ACH-000012,0.2034861306753312
ACH-000013,0.21652359735402885
ACH-000014,-0.02043011797672485
ACH-000015,-0.12042163380472902
ACH-000017,0.08482572633238933
ACH-000018,-0.022649994715621992
ACH-000019,-0.07384950344483368
ACH-000021,0.00571016063114793
ACH-000022,0.0672738918093901
ACH-000025,0.04657045411861796
ACH-000028,0.04255137442061248
ACH-000030,0.08960022162882124
ACH-000035,-0.04517454276469417
ACH-000036,-0.0732288308537165
ACH-000037,0.012132153294718484
ACH-000039,-0.034190329552425826
ACH-000040,-0.016396209561270206
ACH-000041,0.036386746821178734
ACH-000042,-0.026974062157741882
ACH-000045,0.019680073880697226
ACH-000047,0.2169186322452262
ACH-000052,0.15840847836066546
ACH-000053,0.058235092313692685
ACH-000054,-0.058135568829341774
ACH-000055,0.053213282777250855
ACH-000060,-0.006163281302330495
ACH-000067,-0.025846675562903054
ACH-000070,0.05588332929591571
ACH-000075,-0.060828941164539935
ACH-000078,-0.08928959445236727
ACH-000082,0.07725751497336432
ACH-000085,-0.13448795068038558
ACH-000086,0.09183101836477447
ACH-000087,0.0037751198989069063
ACH-000092,0.15867115202365986
ACH-000095,0.07819089455039392
ACH-000097,0.012512302361597805
ACH-000098,0.11164959481173743
ACH-000099,0.09663216668313032
ACH-000108,0.10214597320570447
ACH-000113,0.12070862247035305
ACH-000116,0.005468526605212149
ACH-000118,-0.08591683374385489
ACH-000120,-0.07342335113656685
ACH-000123,0.024745605913592882
ACH-000127,-0.027424966418004324
ACH-000128,0.04178158992505738
ACH-000132,-0.012599266203844307
ACH-000133,-0.0985592869631804
ACH-000137,0.1077335037213686
ACH-000138,0.026931707060303352
ACH-000142,0.046654261888480014
ACH-000143,0.11529435468487464
ACH-000146,-0.07190638044134254
ACH-000148,0.05090996026702535
ACH-000150,0.10237778025219096
ACH-000152,0.038048068353329
ACH-000153,0.0542385179514804
ACH-000159,-0.006673622582824318
