,HHLA2 (11148)
ACH-000004,-0.1894472360136748
ACH-000005,-0.18951822399895832
ACH-000007,0.007718110871585292
ACH-000009,-0.061188285927933475
ACH-000011,-0.17026313259786266
ACH-000012,-0.033127410265092166
ACH-000013,0.0596330204765619
ACH-000014,-0.1699117840584959
ACH-000015,0.09978264611927284
ACH-000017,0.025485643672603208
ACH-000018,0.0021616803691172064
ACH-000019,-0.06689370019792923
ACH-000021,0.024020998179363588
ACH-000022,-0.1045362662137778
ACH-000025,0.03802967466552737
ACH-000028,0.06333059130195161
ACH-000030,-0.044333134717491576
ACH-000035,0.09359132542253454
ACH-000036,0.041340758076546885
ACH-000037,0.13523259559333364
ACH-000039,0.03472000695808515
ACH-000040,0.15896535781527235
ACH-000041,-0.003554375649796142
ACH-000042,0.17539331302204722
ACH-000045,0.16335239664202025
ACH-000047,0.058497516048464177
ACH-000052,0.04094057645839426
ACH-000053,0.00964881705691877
ACH-000054,-0.035171776526319955
ACH-000055,-0.024621189448595548
ACH-000060,-0.15229830787581886
ACH-000067,0.026586637300053177
ACH-000070,0.1312807254324202
ACH-000075,0.003169397145896795
ACH-000078,0.01454311538748728
ACH-000082,0.1527911969177421
ACH-000085,0.07233201053479113
ACH-000086,-0.10341893959085842
ACH-000087,-0.025418297885979223
ACH-000092,-0.06816773338672631
ACH-000095,0.028331212632699405
ACH-000097,0.0028167385517076453
ACH-000098,0.1009973700888306
ACH-000099,0.07757245374670853
ACH-000108,-0.030529036114584667
ACH-000113,0.034057636434961784
ACH-000116,-0.004697762496642628
ACH-000118,-0.0813734697061281
ACH-000120,-0.005095021212052866
ACH-000123,0.0245390479749923
ACH-000127,0.06737918950552554
ACH-000128,0.16711847954562672
ACH-000132,0.07478112235251097
ACH-000133,0.03594863358711986
ACH-000137,0.020597348473840385
ACH-000138,0.0719739141079729
ACH-000142,-0.09226819765067767
ACH-000143,-0.008743313371192442
ACH-000146,-0.06633387513888096
ACH-000148,-0.011034430899220642
ACH-000150,0.1507702527437285
ACH-000152,0.0018474098859450668
ACH-000153,0.1850172006141924
ACH-000159,-0.05515727404551285
ACH-000160,-0.008981293222676988
ACH-000163,-0.049166357482445466
ACH-000167,-0.26943201505932685
ACH-000168,0.07106817422349121
ACH-000169,-0.06792415546358517
ACH-000178,-0.02028833453398383
ACH-000183,0.021293938904668887
ACH-000188,-0.055406245419329266
ACH-000189,0.07208168497660243
ACH-000190,-0.07713157837966013
ACH-000198,-0.06525022085889046
ACH-000203,-0.019938863156886217
ACH-000204,0.1397644034014782
ACH-000206,0.06130272388639393
ACH-000207,0.16979589973349435
ACH-000208,0.18139112917070932
ACH-000210,0.060953466752350284
ACH-000211,0.04229663579499336
ACH-000215,0.054223284151511474
ACH-000221,0.08837391618098267
ACH-000222,0.09323222722900762
ACH-000223,0.05526751033513258
ACH-000226,0.02988443982211033
ACH-000227,-0.09589946458423568
ACH-000228,0.12642787998363372
ACH-000231,0.020998560412740674
ACH-000232,-0.028254176310374437
ACH-000233,0.0015358403290725699
ACH-000234,-0.004574193221924504
ACH-000235,-0.042243322731545616
ACH-000237,0.04173332122341617
ACH-000238,0.13399593143263192
ACH-000242,-0.13402785811653425
ACH-000243,0.012621503406669569
ACH-000244,0.09463262739482507
ACH-000246,0.14391613452414562
ACH-000248,-0.07742644070714387
ACH-000250,0.08901221369095351
ACH-000251,-0.09734181434923582
ACH-000252,0.09035945437336868
ACH-000253,-0.030547575782108705
ACH-000255,-0.07215506275625262
ACH-000256,-0.1210637960703269
ACH-000257,0.05435290397281309
ACH-000258,-0.02735363432709269
ACH-000259,-0.0563569204099137
ACH-000260,-0.005984857122657973
ACH-000261,-0.06969956764620505
ACH-000262,0.026094095132797902
ACH-000263,0.1405734069480785
ACH-000264,-0.17311046915745934
ACH-000265,0.05374111757469623
ACH-000266,0.02656858066067832
ACH-000272,-0.03323139834785172
ACH-000274,0.017555862027146568
ACH-000277,-0.00833993909866233
ACH-000278,-0.020585548377435963
ACH-000279,-0.012889341302001195
ACH-000280,0.004272229227181697
ACH-000281,0.10072649828179003
ACH-000288,0.006793063756881308
ACH-000291,-0.11122338161766944
ACH-000293,0.11537118892634522
ACH-000294,-0.01008410930577289
ACH-000295,0.3030352515407033
ACH-000296,0.17314404419449994
ACH-000302,-0.011122593152992952
ACH-000304,-0.02638760000232124
ACH-000307,0.08042139573494875
ACH-000308,0.02694658972264629
ACH-000310,0.0005219014472093681
ACH-000311,-0.016788711506525666
ACH-000312,0.10233709247523776
ACH-000315,0.12624278976642486
ACH-000316,-0.0009557420661164387
ACH-000317,0.12626592134046988
ACH-000318,0.03843874177577973
ACH-000319,0.03976722543524251
ACH-000320,0.11666361982550025
ACH-000322,-0.15114981145865167
ACH-000323,-0.04041152908039872
ACH-000324,-0.024976846974437743
ACH-000329,-0.022983639734167
ACH-000330,0.09611518372328122
ACH-000331,0.04564601482629862
ACH-000332,0.05032950222484232
ACH-000334,0.010743320719696407
ACH-000335,0.1696889168486352
ACH-000336,0.17350143397904344
ACH-000337,-0.21887511350890135
ACH-000338,0.4093318532548576
ACH-000339,-0.05935449033403348
ACH-000341,-0.1562704470490804
ACH-000348,0.102911032561487
ACH-000350,0.09002964353859533
ACH-000352,-0.017933981258752323
ACH-000356,-0.12244845279144136
ACH-000361,0.1761599368224692
ACH-000362,-0.05747783058216443
ACH-000363,0.028508938399874714
ACH-000364,-0.006518562422009886
ACH-000365,-0.03926931119307231
ACH-000366,0.031981340988791115
ACH-000368,0.14809710157423914
ACH-000374,0.04874806805118539
ACH-000375,-0.06657355342939879
ACH-000376,0.017589123783655326
ACH-000381,0.06154165075279761
ACH-000383,0.03974462903244408
ACH-000387,0.09727526388451173
ACH-000389,0.2390905075685829
ACH-000390,-0.08802097721618149
ACH-000393,0.02543002397078209
ACH-000395,0.04671183772972165
ACH-000396,-0.0064252345648008295
ACH-000397,-0.008049158928646723
ACH-000401,0.08761689625567146
ACH-000402,0.06673865061262918
ACH-000403,-0.05292730036387458
ACH-000404,0.14626761973862584
ACH-000406,-0.007579109146366526
ACH-000407,-0.1116375017708712
ACH-000408,0.08464470085617422
ACH-000410,0.044339036364787865
ACH-000411,0.08351165902178521
ACH-000414,0.018103005294162627
ACH-000415,-0.04156204160454265
ACH-000416,0.06073563593412685
ACH-000420,-0.07551394406330769
ACH-000421,-0.05690118716239286
ACH-000424,0.2537298587536081
ACH-000425,-0.06139595572114784
ACH-000426,0.05972172188971168
ACH-000427,-0.02135668937476172
ACH-000433,0.09691231870453904
ACH-000435,0.28489424496780963
ACH-000436,0.11295636390192773
ACH-000444,0.10585821712716627
ACH-000445,0.09126276248375563
ACH-000448,-0.11128340518444756
ACH-000450,-0.06988934450832937
ACH-000452,-0.07632494388214399
ACH-000454,-0.07870582629431308
ACH-000458,-0.1820005710061919
ACH-000459,-0.05854756736702967
ACH-000460,0.0060700992224389785
ACH-000461,0.07258254973288883
ACH-000463,-0.06582249377112523
ACH-000464,-0.045456139545290326
ACH-000466,-0.06064309233542616
ACH-000467,-0.1430618972082841
ACH-000468,0.051646881850782464
ACH-000469,-0.055796113919058934
ACH-000470,0.03534142921486
ACH-000471,0.05940893122575181
