,SAV1 (60485)
ACH-000004,0.0782469261067971
ACH-000005,-0.02351244728425073
ACH-000007,0.21086975271443492
ACH-000009,0.16034575364355289
ACH-000011,0.5490181965096221
ACH-000012,-0.027747989774393283
ACH-000013,0.152037719040284
ACH-000014,0.1375348008665937
ACH-000015,0.0891852282071864
ACH-000017,0.08831898572800949
ACH-000018,0.3189879282835425
ACH-000019,-0.02633575382447693
ACH-000021,0.07448786461708272
ACH-000022,-0.06205046716181236
ACH-000025,0.2458138180183886
ACH-000028,-0.05405376725577806
ACH-000030,0.018286299993550446
ACH-000035,-0.07215504127861745
ACH-000036,0.30511906743675016
ACH-000037,0.13831482161146627
ACH-000039,0.04121790355561534
ACH-000040,0.08506291398045199
ACH-000041,0.17105649028589456
ACH-000042,-0.032317386232706635
ACH-000045,0.1283193293480759
ACH-000047,0.14671228542417278
ACH-000052,-0.031678231753572775
ACH-000053,0.033718050543703325
ACH-000054,0.16740844550020745
ACH-000055,-0.09045880827362593
ACH-000060,-0.0892710804075429
ACH-000067,0.07479838686000682
ACH-000070,0.19152378108838694
ACH-000075,0.1798993457668383
ACH-000078,0.08117881174177073
ACH-000082,0.10541838910893797
ACH-000085,0.14772765914413158
ACH-000086,0.12114082063874665
ACH-000087,0.1460314555753501
ACH-000092,0.18698242910818505
ACH-000095,0.1281517614521332
ACH-000097,0.06359556754218898
ACH-000098,0.4265587571593975
ACH-000099,0.21139064147164807
ACH-000108,0.22273943674819488
ACH-000113,0.11578333811647168
ACH-000116,0.17133439985916454
ACH-000118,0.03340286567815565
ACH-000120,0.020449988641404168
ACH-000123,0.08939886419613033
ACH-000127,0.12791394750341215
ACH-000128,0.15234557508505395
ACH-000132,0.3708603727782303
ACH-000133,0.056821787066441386
ACH-000137,0.1175907063972966
ACH-000138,0.14004119791854894
ACH-000142,0.16566380180712914
ACH-000143,0.025575386782417584
ACH-000146,0.10675354110660658
ACH-000148,-0.032384293059353066
ACH-000150,0.2663589570014887
ACH-000152,0.2427792296430133
ACH-000153,0.30193086236551064
ACH-000159,-0.0274356692306859
ACH-000160,-0.06031044464341865
ACH-000163,0.2000378895616504
ACH-000167,0.137891269074633
ACH-000168,0.05637532863598075
ACH-000169,0.06310968271280991
ACH-000178,0.18985277100918946
ACH-000183,-0.0470020388335687
ACH-000188,0.08706746550045698
ACH-000189,-0.08112510171584639
ACH-000190,0.1958030106385
ACH-000198,-0.013809901943373228
ACH-000203,0.3280191631633124
ACH-000204,-0.110863130718705
ACH-000206,0.10121510648364557
ACH-000207,0.011868445185525659
ACH-000208,0.15012778145447112
ACH-000210,0.10204010567029964
ACH-000211,0.05168307265164508
ACH-000215,0.0635920947012752
ACH-000221,0.18326635706514227
ACH-000222,0.06037886365507258
ACH-000223,0.0995664107001286
ACH-000226,0.11473980766123455
ACH-000227,-0.0840266703522975
ACH-000228,0.06807329001269309
ACH-000231,-0.08404150282724789
ACH-000232,0.11774775161909196
ACH-000233,0.13744022132165146
ACH-000234,0.22970594876355985
ACH-000235,0.050749746543380436
ACH-000237,0.16758940163807148
ACH-000238,0.03692715335206191
ACH-000242,0.07800407893931913
ACH-000243,-0.13643097743121838
ACH-000244,0.5313075860728391
ACH-000246,0.12922526861595784
ACH-000248,0.1851255917459757
ACH-000250,-0.010233401018578458
ACH-000251,0.2969762764272629
ACH-000252,-0.059258402391236725
ACH-000253,0.1398822503975198
ACH-000255,0.16218155452992944
ACH-000256,0.1872947251561008
ACH-000257,-0.3042160583691097
ACH-000258,0.4486258975773549
ACH-000259,0.047489563980572816
ACH-000260,0.07041577758450504
ACH-000261,0.095037337718548
ACH-000262,0.2836572440642231
ACH-000263,-0.04195413827446304
ACH-000264,0.031558413090334365
ACH-000265,-0.01763154532729096
ACH-000266,-0.11973495664308155
ACH-000272,0.028950121945343212
ACH-000274,0.2538152066802843
ACH-000277,0.14123700203484416
ACH-000278,0.1801405084427937
ACH-000279,0.0966967090867428
ACH-000280,0.2903339755970345
ACH-000281,0.2159590543823228
ACH-000288,0.05032678923479414
ACH-000291,0.06563762223743481
ACH-000293,-0.1259212138133592
ACH-000294,-0.03784075242963002
ACH-000295,0.22987547142133785
ACH-000296,0.20929195822445665
ACH-000302,0.25310015098554056
ACH-000304,0.2806948363870074
ACH-000307,0.1564480339787962
ACH-000308,0.14010603467579702
ACH-000310,0.14805909573678067
ACH-000311,0.14939338791512474
ACH-000312,-0.010462783951796686
ACH-000315,0.0901716179587798
ACH-000316,0.13252283550936075
ACH-000317,0.16748114994208976
ACH-000318,-0.011628345775001535
ACH-000319,-0.011075927193440771
ACH-000320,0.14159498213247285
ACH-000322,-0.08080346942496369
ACH-000323,0.02367501383258924
ACH-000324,0.18252976278112296
ACH-000329,0.1130767599399315
ACH-000330,-0.046417650998597695
ACH-000331,0.5968379245221949
ACH-000332,0.12482483015731935
ACH-000334,-0.10145572504912573
ACH-000335,0.0902663875430541
ACH-000336,0.09787336815645684
ACH-000337,-0.03608986244213328
ACH-000338,-0.3792517970163713
ACH-000339,0.07886051943266216
ACH-000341,0.003029371308001246
ACH-000348,0.1655224927163756
ACH-000350,0.26259546955682433
ACH-000352,-0.1941965372020799
ACH-000356,0.25000608099199906
ACH-000361,0.12026909806608385
ACH-000362,0.12656712457658092
ACH-000363,0.11645001161322738
ACH-000364,0.2839596795225373
ACH-000365,0.057738979645615265
ACH-000366,-0.031121534493420637
ACH-000368,0.234181134623556
ACH-000374,0.03379648520840108
ACH-000375,0.2597311478549088
ACH-000376,-0.08267353388986655
ACH-000381,0.16760713070381122
ACH-000383,0.011970489113073015
ACH-000387,0.1588033386808671
ACH-000389,0.1007683537098634
ACH-000390,0.09177001255821668
ACH-000393,0.10233079934319693
ACH-000395,0.06413401793007856
ACH-000396,-0.17146081351417214
ACH-000397,-0.005748906837156492
ACH-000401,0.1494426634056396
ACH-000402,-0.2101034042483671
ACH-000403,0.0837434880006693
ACH-000404,0.4357508468297712
ACH-000406,0.07847553396241086
ACH-000407,0.20225742908367464
ACH-000408,-0.1849212315372793
ACH-000410,0.07197245495883894
ACH-000411,0.09901849218674903
ACH-000414,0.1661253767470211
ACH-000415,0.12228996537201375
ACH-000416,0.10893700272606037
ACH-000420,0.4561594241990226
ACH-000421,0.07489569085815483
ACH-000424,0.08215417447540388
ACH-000425,0.14672215872581018
ACH-000426,0.14250781639738244
ACH-000427,0.16545718753325986
ACH-000433,0.105495340530251
ACH-000435,0.11983764988239184
ACH-000436,-0.05526964798521236
ACH-000444,0.03486021252795333
ACH-000445,-0.06982771634971995
ACH-000448,-0.027752482903024112
ACH-000450,0.046114577131982366
ACH-000452,0.061003188679707186
ACH-000454,0.019568265469217926
ACH-000458,0.14421402700127778
ACH-000459,0.07825412586541303
ACH-000460,0.0130776253076627
ACH-000461,-0.0662651715122748
ACH-000463,0.005543776734473346
ACH-000464,-0.20688835071611475
ACH-000466,0.06399609351504114
ACH-000467,0.08425998538825266
ACH-000468,0.09053702869672284
ACH-000469,0.317484754046748
ACH-000470,0.1006860604048197
ACH-000471,0.21037133244545653
ACH-000472,0.026266095173158817
ACH-000473,0.023728876852871138
ACH-000475,0.020893202951195747
ACH-000476,0.015506752780546938
ACH-000477,0.213642327225366
ACH-000479,0.2263080876403276
ACH-000480,0.2258027817545456
ACH-000481,-0.06177289581238558
ACH-000483,0.3142347949292115
ACH-000484,-0.19883442983586952
ACH-000485,0.01629032104689602
ACH-000486,0.2526467324768342
ACH-000487,0.11138294978820988
ACH-000488,-0.00855846337414789
