,GNAL (2774)
ACH-000004,0.2395272247439775
ACH-000005,0.1217198230509122
ACH-000007,0.15631662502869534
ACH-000009,0.1914435560639272
ACH-000011,0.08290439965227192
ACH-000012,0.07747161863050821
ACH-000013,0.21776554409409865
ACH-000014,0.1841262003669264
ACH-000015,0.3009102046380892
ACH-000017,0.2077161787402719
ACH-000018,0.19365195221372014
ACH-000019,-0.028191077400832158
ACH-000021,0.2137396551762889
ACH-000022,0.08739766879867303
ACH-000025,0.0719274062860107
ACH-000028,0.16460124747555513
ACH-000030,0.1580788298650005
ACH-000035,0.2029283176580961
ACH-000036,0.2509387483953655
ACH-000037,0.16579101263174648
ACH-000039,0.2448326933086092
ACH-000040,0.2354022989303349
ACH-000041,0.18896827389227566
ACH-000042,0.0032664961624201084
ACH-000045,0.09131918494405876
ACH-000047,0.2212493223184092
ACH-000052,0.07383371149192093
ACH-000053,0.16353175981933804
ACH-000054,0.12283721240682607
ACH-000055,0.10281107181702867
ACH-000060,0.22337518377189108
ACH-000067,0.005260718112720487
ACH-000070,0.02563063630803758
ACH-000075,0.04429430513926578
ACH-000078,0.1006864303082896
ACH-000082,0.19787515003768932
ACH-000085,0.09398960283178986
ACH-000086,0.21120668639716564
ACH-000087,0.13899640728564022
ACH-000092,0.18313056570600664
ACH-000095,0.24414372854089175
ACH-000097,0.1697453093052947
ACH-000098,0.1630818482358522
ACH-000099,0.18133170355915595
ACH-000108,0.11577942303185675
ACH-000113,0.2737344107462557
ACH-000116,0.20111582890617485
ACH-000118,0.13872977886655147
ACH-000120,0.2442924908699136
ACH-000123,0.3156256511284503
ACH-000127,0.09313504019926333
ACH-000128,0.3125098901383024
ACH-000132,0.2340448839908148
ACH-000133,0.2762246510678829
ACH-000137,0.38121487163479617
ACH-000138,0.17030820831230015
ACH-000142,0.15735093712443268
ACH-000143,0.18926072346537134
ACH-000146,0.12432126688806967
ACH-000148,0.2248122260918913
ACH-000150,0.10531738627398647
ACH-000152,-0.014023805524554615
ACH-000153,0.3778413207387821
ACH-000159,0.13880263165470885
ACH-000160,0.05240776370553788
ACH-000163,0.2476168070240697
ACH-000167,0.1076787165222084
ACH-000168,0.2061222152945928
ACH-000169,0.13656022724225206
ACH-000178,0.12485626102373902
ACH-000183,0.12591417187444376
ACH-000188,0.20421215350404234
ACH-000189,0.2904154917420649
ACH-000190,0.08511441298375726
ACH-000198,0.0674725800779947
ACH-000203,0.1869490273388915
ACH-000204,0.17399460771726588
ACH-000206,0.2805476341843816
ACH-000207,0.0271043560793154
ACH-000208,0.0513424813255003
ACH-000210,0.40629003014432297
ACH-000211,0.1950816739278994
ACH-000215,0.1396847340802934
ACH-000221,0.17417704732566372
ACH-000222,0.11285147355646012
ACH-000223,0.19188768257591174
ACH-000226,0.2436421578767109
ACH-000227,0.08915161833075493
ACH-000228,0.0221029075778264
ACH-000231,0.1745663759466953
ACH-000232,0.15680691249539708
ACH-000233,0.10611435258899406
ACH-000234,0.2320106194856372
ACH-000235,0.21186758113598905
ACH-000237,0.23391714404120265
ACH-000238,0.07571751308785914
ACH-000242,0.34605887469991703
ACH-000243,0.21420451765859694
ACH-000244,0.198893909392562
ACH-000246,0.11154825090664726
ACH-000248,0.16605646173217314
ACH-000250,0.24395091598442625
ACH-000251,0.3267792764289572
ACH-000252,0.2551605158708888
ACH-000253,0.12749794699808906
ACH-000255,0.1899889917451344
ACH-000256,0.2376630063420881
ACH-000257,0.15569208752946676
ACH-000258,0.12817525028051682
ACH-000259,0.08566702891438276
