,UNC119B (84747)
ACH-000004,-0.0825322543315709
ACH-000005,0.0809530853089765
ACH-000007,-0.07091322708674218
ACH-000009,-0.1716948794632227
ACH-000011,-0.16971619671509758
ACH-000012,-0.15677437467089478
ACH-000013,-0.02601562551670344
ACH-000014,-0.2903526515012394
ACH-000015,-0.2269686588306287
ACH-000017,-0.004960845158091778
ACH-000018,-0.0018377218927003011
ACH-000019,0.0009945147967956424
ACH-000021,-0.11009679319219373
ACH-000022,-0.18490846698850572
ACH-000025,-0.26660315738078155
ACH-000028,-0.059661842816038875
ACH-000030,-0.097578337466988
ACH-000035,-0.035605445980301006
ACH-000036,-0.1352551783626202
ACH-000037,-0.17214012697534342
ACH-000039,-0.09146310256623494
ACH-000040,-0.2906368230581464
ACH-000041,-0.14726874390198502
ACH-000042,-0.1583663816377851
ACH-000045,-0.1730987758460176
ACH-000047,-0.10733725321619818
ACH-000052,0.16037834048231842
ACH-000053,-0.0905599021208771
ACH-000054,-0.1284864724792502
ACH-000055,-0.3487505562724197
ACH-000060,-0.07886359439166077
ACH-000067,-0.3647705814730439
ACH-000070,-0.07119779010827687
ACH-000075,-0.04628703345234282
ACH-000078,-0.1427302741803212
ACH-000082,-0.2124562761280505
ACH-000085,-0.06902919557725536
ACH-000086,-0.011502364180357685
ACH-000087,-0.15825659094020944
ACH-000092,-0.1382677396778852
ACH-000095,-0.1824069087150712
ACH-000097,-0.06210321560953722
ACH-000098,-0.21008554370462945
ACH-000099,-0.18760266766233627
ACH-000108,-0.1206284248753174
ACH-000113,-0.028363653642884363
ACH-000116,-0.12415877250533515
ACH-000118,-0.22451711483368755
ACH-000120,-0.23395321357804816
ACH-000123,-0.0283395590009178
ACH-000127,-0.16808615038149166
ACH-000128,-0.2270391567343548
ACH-000132,-0.09716634858302788
ACH-000133,-0.1423695880018446
ACH-000137,-0.04245288865116603
ACH-000138,-0.06570197616608826
ACH-000142,-0.006856585745712692
ACH-000143,0.1471724944898386
ACH-000146,-0.13519294951222954
ACH-000148,0.045995898859780115
ACH-000150,-0.2732883939377026
