,MCAM (4162)
ACH-000004,0.12317420859892332
ACH-000005,0.13095415584097767
ACH-000007,0.026134446736246576
ACH-000009,0.0786530893214897
ACH-000011,0.11495802406340955
ACH-000012,0.05071206914290627
ACH-000013,0.09267277353188566
ACH-000014,0.06532176878684813
ACH-000015,0.2177083198142176
ACH-000017,0.20794280443692906
ACH-000018,0.07894819470198418
ACH-000019,0.1781657184623774
ACH-000021,0.10178363945977162
ACH-000022,0.033265186724843784
ACH-000025,0.18342150722587205
ACH-000028,0.07285909691203245
ACH-000030,0.13470968262874308
ACH-000035,0.11436661691731355
ACH-000036,0.04956880351664753
ACH-000037,-0.03638096634853375
ACH-000039,0.1366872056442752
ACH-000040,-0.021312512157994703
ACH-000041,0.027044939086237528
ACH-000042,0.17788080903541045
ACH-000045,0.07336881253225971
ACH-000047,0.015198776245540453
ACH-000052,0.1745809686315967
ACH-000053,0.03820197853453232
ACH-000054,0.02589714114188764
ACH-000055,0.0458282248677835
ACH-000060,0.09120901525503848
ACH-000067,0.0950502706696064
ACH-000070,0.004408461098257922
ACH-000075,0.33014474243095165
ACH-000078,0.13040302499211615
ACH-000082,0.05544275531377898
ACH-000085,0.19166680527252364
ACH-000086,0.10827483666464027
ACH-000087,-0.005671495339008049
ACH-000092,0.040190074287855856
ACH-000095,0.06529417149668254
ACH-000097,0.0416545367523013
ACH-000098,0.06998455163248908
ACH-000099,0.12834336449442754
ACH-000108,0.03865354600010179
ACH-000113,0.05097292232840827
ACH-000116,0.1253673086710911
ACH-000118,0.13568828042109546
ACH-000120,0.0615510992614808
ACH-000123,0.19145210592197373
ACH-000127,0.10250900271215692
ACH-000128,0.04426600068958587
ACH-000132,0.0271294412869374
ACH-000133,0.13948212395451273
ACH-000137,0.05418434078931516
ACH-000138,-0.007454477475147653
ACH-000142,0.15301981055399466
ACH-000143,0.022058792595518063
ACH-000146,0.049394616932169184
ACH-000148,0.14775271477457844
ACH-000150,0.019216142146280292
ACH-000152,0.07078337636312762
ACH-000153,0.0654827130818419
ACH-000159,0.11062705731039836
