,MAU2 (23383)
ACH-000004,-0.7260459787407536
ACH-000005,-1.3373307807334514
ACH-000007,-0.6348283748710423
ACH-000009,-0.9750540304485108
ACH-000011,-0.7207554166687808
ACH-000012,-0.6179186450159634
ACH-000013,-0.6918888174760124
ACH-000014,-0.7988914443484559
ACH-000015,-0.8997688230155549
ACH-000017,-0.7899387662854759
ACH-000018,-0.7477823949708421
ACH-000019,-0.35684982507899776
ACH-000021,-0.5707953342107033
ACH-000022,-0.7745316964295641
ACH-000025,-0.2978709752719191
ACH-000028,-0.6312328387299306
ACH-000030,-0.2999900158881048
ACH-000035,-0.4740305441777085
ACH-000036,-0.5197537278807361
ACH-000037,-0.31220192756805776
ACH-000039,-0.6276708340385811
ACH-000040,-0.961144828452141
ACH-000041,-1.037132281254791
ACH-000042,-0.9792126556211694
ACH-000045,-0.534837968491776
ACH-000047,-0.4553318371682348
ACH-000052,-0.7051679522083559
ACH-000053,-0.9024197657153188
ACH-000054,-0.3178899960216357
ACH-000055,-0.662251567555606
ACH-000060,-0.2209633355973075
ACH-000067,-0.9052106968095864
ACH-000070,-0.576053222132354
ACH-000075,-0.8358049516781166
ACH-000078,-0.2995177260248371
ACH-000082,-0.8128513010111919
ACH-000085,-0.27390602271297376
ACH-000086,-0.5209353773598996
ACH-000087,-0.8379626855172138
ACH-000092,-0.5376059663027324
ACH-000095,-0.6644305011868609
ACH-000097,-0.018056420920759632
ACH-000098,-0.8165364578460458
ACH-000099,-0.7298594705361449
ACH-000108,-0.638313179050213
ACH-000113,-0.7165934738412211
ACH-000116,-0.2584420950169627
ACH-000118,-0.7539157084922883
ACH-000120,-0.6184676064931245
ACH-000123,-0.5939192501201298
ACH-000127,-0.7110492144133828
ACH-000128,-0.6802803613614793
ACH-000132,-0.19402040565740192
ACH-000133,-0.4008880011980932
ACH-000137,-0.012687042603382822
ACH-000138,-0.6269996009998644
ACH-000142,-0.8225745716917154
ACH-000143,-0.9626868928004364
ACH-000146,-0.8387765806713752
ACH-000148,-0.6591819594297481
ACH-000150,-0.5467319969348114
ACH-000152,-0.4915002372056477
ACH-000153,-0.8166428433801763
ACH-000159,-0.5003682974447853
ACH-000160,-0.4881945836391463
ACH-000163,-0.9600028492798082
ACH-000167,-0.523695840063383
ACH-000168,-0.7684887195327821
ACH-000169,-0.5944495323641039
ACH-000178,-0.7425876187754243
ACH-000183,-0.7487778228568638
ACH-000188,-0.7828180535492943
ACH-000189,-0.3715215509042703
ACH-000190,-0.6883155455441302
ACH-000198,-0.4677628457280979
ACH-000203,-0.6542556638593312
ACH-000204,-0.6627147229296259
ACH-000206,-0.5982400153759027
ACH-000207,-0.4851677382078126
ACH-000208,-0.5897896221389184
ACH-000210,-0.5814804028497634
ACH-000211,-0.4208364572354267
ACH-000215,-0.6964315833940016
ACH-000221,-0.7122960008769955
ACH-000222,-0.7883726994159533
ACH-000223,-0.6192871142977023
ACH-000226,-0.6525484637521527
ACH-000227,-0.4471664918875905
ACH-000228,-0.6955579187784141
ACH-000231,-0.3110777084322652
ACH-000232,-0.6614223021367557
ACH-000233,-0.5951287658511704
ACH-000234,-0.715768944824507
ACH-000235,-0.8247121869648603
ACH-000237,-0.22793368580714865
ACH-000238,-0.3861030862624215
ACH-000242,-0.9631412546495628
ACH-000243,-0.8048104854557877
ACH-000244,-0.4683666160042607
ACH-000246,-0.3518647600877874
ACH-000248,-1.0319414731233734
ACH-000250,-0.3944887062033017
ACH-000251,-0.4067385454305846
ACH-000252,-0.6764363032169198
ACH-000253,-0.749446898455087
ACH-000255,-0.6602905590778891
ACH-000256,-0.5032038610547056
ACH-000257,-0.5463011389674739
ACH-000258,-0.1916119247322784
ACH-000259,-0.9279114777378208
ACH-000260,-0.9726268801332509
ACH-000261,-0.7387223470168005
ACH-000262,-0.5558085061922098
ACH-000263,-0.5958892607332262
ACH-000264,-0.7459808144794046
ACH-000265,-0.6243050647471361
ACH-000266,-0.7315959804613299
ACH-000272,-0.10640879725859537
ACH-000274,-0.6554027825861654
ACH-000277,-0.6121275538405372
ACH-000278,-0.3887965913155729
ACH-000279,-0.9399873354117736
ACH-000280,-0.8314050734671461
ACH-000281,-0.7130186659277303
ACH-000288,0.023941899537797292
ACH-000291,-0.9077936083633356
ACH-000293,-0.5830081941594438
ACH-000294,-0.6171446194798674
ACH-000295,-0.5280123722246467
ACH-000296,-0.486594258227431
ACH-000302,-0.2059110855349398
ACH-000304,-0.7534475528587409
ACH-000307,-0.7204235556673328
ACH-000308,-0.5758567486056757
ACH-000310,-0.4521971253773643
ACH-000311,-0.5645243637787243
ACH-000312,-0.6044533943735849
ACH-000315,-0.7705987512593109
ACH-000316,-0.30659448779638904
ACH-000317,-0.5007263731308764
ACH-000318,-0.6998246039310423
ACH-000319,-0.4874596979216607
ACH-000320,-0.6084484162274966
ACH-000322,-0.4265550508821613
ACH-000323,-0.790873598780361
ACH-000324,-0.5926768483723429
ACH-000329,-0.3261477319700264
ACH-000330,-0.7537090731329159
ACH-000331,-0.649867014666854
ACH-000332,-0.5772819172722133
ACH-000334,-1.0795780930809342
ACH-000335,-0.4672351264192693
ACH-000336,-0.7437235253432046
ACH-000337,-0.8126369763549678
ACH-000338,-0.7396925152945281
ACH-000339,-0.6777957900313982
ACH-000341,-0.9181213136657472
ACH-000348,-0.4780574947220549
ACH-000350,-0.3530081965811142
ACH-000352,-0.650574020729558
ACH-000356,-0.8356983560975905
ACH-000361,-0.8383178585607446
ACH-000362,-0.5371998951281219
ACH-000363,-0.7200976348083634
ACH-000364,-0.43708087315779454
ACH-000365,-0.5665962172363539
ACH-000366,-0.9552054203315352
ACH-000368,-0.5684253308051692
ACH-000374,-0.654481827556916
ACH-000375,-0.663703225673418
ACH-000376,-0.4863514613677065
ACH-000381,-0.6213757028628456
ACH-000383,-0.8041273698807445
ACH-000387,-0.7712814089295317
ACH-000389,-0.2504297493082366
ACH-000390,-0.7448989303887816
ACH-000393,-0.7396729694682332
ACH-000395,-0.6667377685852504
ACH-000396,-0.2586213053932223
ACH-000397,-0.7235193674074848
ACH-000401,-0.6338054340052429
ACH-000402,-0.9445326574492012
ACH-000403,-0.4034998349077786
ACH-000404,-0.510670512203886
ACH-000406,-0.606810485941388
ACH-000407,-0.21977240975502085
ACH-000408,-0.7734355047157108
ACH-000410,-0.22510010489275248
ACH-000411,-0.4685897967632058
ACH-000414,-0.734705914040867
ACH-000415,-0.7826160787904719
ACH-000416,-0.8673639274930232
ACH-000420,-0.19699013182579847
ACH-000421,-0.47733580921361995
ACH-000424,-0.5454580669144613
ACH-000425,-0.6906205650522074
ACH-000426,-0.848689092516213
ACH-000427,-0.5779595332861335
ACH-000433,-0.5151029843047628
ACH-000435,-0.6301745881028717
ACH-000436,-0.6976936411205893
ACH-000444,-0.8096989245409425
ACH-000445,-0.4397152347897038
ACH-000448,-0.3694583265378576
ACH-000450,-0.4692212418136862
ACH-000452,-0.5584167074781324
ACH-000454,-0.5891932596455142
ACH-000458,-0.3624717367353311
ACH-000459,-0.7280470764617578
ACH-000460,-0.134458369912292
ACH-000461,-0.3668721261430646
ACH-000463,-0.21225828361007307
ACH-000464,-0.7802992957694398
ACH-000466,-0.4877173470319188
ACH-000467,-0.7417501801734672
ACH-000468,-0.5745296019054318
ACH-000469,-0.4777356744700184
ACH-000470,-0.6825767459118516
ACH-000471,-0.8590711844657387
ACH-000472,-1.1058335660320533
ACH-000473,-0.9453653180940249
ACH-000475,-0.9026730245118816
ACH-000476,-0.21327866746240928
ACH-000477,-0.9022125080118012
ACH-000479,0.0486479803978874
ACH-000480,-0.5023405090050665
ACH-000481,-0.4900973210555234
ACH-000483,-0.6528416038031077
ACH-000484,-0.7768424490406644
ACH-000485,-0.6373225116627216
ACH-000486,-0.7003775091000003
ACH-000487,-0.5561183129227165
ACH-000488,-0.4870102356099351
ACH-000490,-0.7576285386013784
ACH-000491,-0.8199332617034961
ACH-000495,-0.9736873955837628
ACH-000496,-0.4916070471804169
ACH-000499,-0.7802801933851189
ACH-000500,-0.5521725194063779
ACH-000502,-0.486621763565433
ACH-000503,-0.4774286741149051
ACH-000505,-0.461617372561655
ACH-000507,-0.6839766596895271
ACH-000510,-0.425641361503324
ACH-000511,-0.5169847052761656
ACH-000512,-0.9422793218979272
ACH-000516,-0.3827971485618028
ACH-000517,-0.5301504768789704
ACH-000518,-0.5511106163292251
ACH-000520,-0.5987127138358999
ACH-000521,-0.22082125384142245
ACH-000522,-0.6357935123603531
ACH-000524,-0.1923987310401548
ACH-000527,-0.8025913395481175
ACH-000528,-0.6720287056061502
ACH-000537,-0.2943322024909988
ACH-000541,-0.1161283716695506
ACH-000542,-0.4859286053169715
ACH-000544,-0.8277582111604894
ACH-000545,-0.5561784669593556
ACH-000547,-0.46646472791779103
ACH-000548,-0.5390685721685948
ACH-000549,-0.734332998854139
ACH-000550,-0.4883486932735992
ACH-000552,-0.8729612154921859
ACH-000556,-0.6132509606071975
ACH-000557,-0.7724770745881846
ACH-000569,-0.2299907795714496
ACH-000570,-0.6328999670305494
ACH-000571,-0.6015482464975982
ACH-000573,-0.19885143635135474
ACH-000576,-0.4435813837111162
ACH-000579,-0.9452968556535342
ACH-000580,-0.9601663528662632
ACH-000584,-0.28463092006779384
ACH-000585,-0.6735550271942984
ACH-000588,-0.6135897717115768
ACH-000589,-0.23546146278707256
ACH-000591,-0.10564443258609313
ACH-000593,-0.3733526058472084
ACH-000600,-0.20023496103600646
ACH-000601,-0.8038903155523301
ACH-000605,-0.8074445672676229
ACH-000606,-0.6581291568488679
ACH-000608,-0.7089389810371128
ACH-000614,-1.0592328631454684
ACH-000616,-0.6958673203379663
ACH-000618,-0.17362824199586072
ACH-000619,-0.8916425349297745
ACH-000620,-0.9130852394967184
ACH-000621,-0.5023046674783673
ACH-000622,-0.6403257304252782
ACH-000623,-0.3078727571334294
ACH-000624,-0.7829177716295633
ACH-000627,-0.058198285139379774
ACH-000630,0.648387558593145
ACH-000631,-0.5054624143371381
ACH-000632,-0.3610474611391738
ACH-000633,-0.20844485520811112
ACH-000637,-0.4894072739352871
ACH-000638,-0.41256748413711936
ACH-000646,-0.5268017180846162
ACH-000647,-0.4056353870459553
ACH-000648,-0.3493825960449363
ACH-000649,-0.010477225256569463
ACH-000651,-0.05081731369049915
ACH-000652,-1.025252654285126
ACH-000653,-0.9738138397230008
ACH-000657,-0.6866178911353379
ACH-000658,-0.5742722735405524
ACH-000661,-0.6812276536019058
ACH-000662,-0.5388281784708704
ACH-000663,-0.5955320949259246
ACH-000665,-0.38195037416863703
ACH-000671,-0.9015829311138572
ACH-000672,-0.458470742891791
ACH-000673,-1.0470089798642097
ACH-000676,-0.5834944808593765
ACH-000677,-0.5318524564617227
ACH-000681,-0.7289125838804231
ACH-000683,-0.7750581453867229
ACH-000684,0.11541897405357965
ACH-000688,-0.4304308457789387
ACH-000693,-0.6700962627718469
ACH-000694,-0.4740396162890389
ACH-000695,-0.4591238596993089
ACH-000696,-0.5226043900230136
ACH-000697,-0.6476320523141097
ACH-000699,-0.4682274591598536
ACH-000701,-0.8244061889522684
ACH-000706,-0.4774104103150784
ACH-000711,-0.4586717478085948
ACH-000713,-0.5892818871347119
ACH-000714,-0.5360916930994909
ACH-000718,-0.39415059750150105
ACH-000720,-0.4922035025882517
ACH-000721,-1.1167950303853444
ACH-000724,-0.20390571212456554
ACH-000725,-0.823986014883775
ACH-000732,-0.7463885373733654
ACH-000734,-0.9233292672744258
ACH-000735,-0.8135999002094668
