,EEF2 (1938)
ACH-000148,-1.4274023991095492
ACH-000150,-1.4098361775516393
ACH-000152,-1.5046543080170738
ACH-000153,-1.7437955436176074
ACH-000159,-1.5466043594414771
ACH-000160,-1.6979143084084063
ACH-000163,-1.6091641606262233
ACH-000167,-1.7109721497858028
ACH-000168,-1.6998804135029353
ACH-000169,-1.7589371636806077
ACH-000178,-1.4559428603327094
ACH-000183,-1.6924562865946764
ACH-000188,-1.547111830293867
ACH-000189,-1.2756555590378749
ACH-000190,-1.6187711366119122
ACH-000198,-1.5407947902411854
ACH-000203,-1.6225346604496127
ACH-000204,-1.4651500154431345
ACH-000206,-2.1783565517229397
ACH-000207,-1.522853040089427
ACH-000208,-1.0834969324029855
ACH-000210,-1.8673914816934185
ACH-000211,-1.6449205000850524
ACH-000215,-1.525679678174046
ACH-000221,-1.806166637378869
ACH-000222,-1.5257801758805187
ACH-000223,-1.7116593094893393
ACH-000226,-1.3584522096007114
ACH-000227,-2.0551518479581192
ACH-000228,-1.5565539558194568
ACH-000231,-1.3781181923996026
ACH-000232,-1.3713260142414874
ACH-000233,-1.7701755581670835
ACH-000234,-1.588025292585768
ACH-000235,-1.658687031677182
ACH-000237,-1.6342833565856587
ACH-000238,-1.6181972407712235
ACH-000242,-1.7106644594276492
ACH-000243,-1.6068021895309244
ACH-000244,-1.1814905857610718
ACH-000246,-1.4710839692601505
ACH-000248,-1.6683194039454117
ACH-000250,-1.49744861715375
ACH-000251,-1.6560346724006632
ACH-000252,-1.4650218041875538
ACH-000253,-1.69217790126186
ACH-000255,-1.4765156657861227
ACH-000256,-1.6306504155608654
ACH-000257,-1.3093205302839477
ACH-000258,-1.4233450651975632
ACH-000259,-1.3637989672587771
ACH-000260,-1.4482274069219034
ACH-000261,-1.5399302712499148
ACH-000262,-1.4644792470419834
ACH-000263,-1.4545578108426809
ACH-000264,-1.5420450418304288
ACH-000265,-1.72252021777607
ACH-000266,-1.6192666358711851
ACH-000272,-1.3341511996085695
ACH-000274,-1.4797422910177218
ACH-000277,-1.7238509682754561
ACH-000278,-1.6432782475379202
ACH-000279,-1.5533009802762534
ACH-000280,-1.8006246014732847
ACH-000281,-1.7266598552978218
ACH-000288,-1.4493235841895982
ACH-000291,-1.6605884150469032
ACH-000293,-1.8626894217454637
ACH-000294,-1.805166231610252
ACH-000295,-1.7480853245907564
ACH-000296,-1.6176024175389898
ACH-000302,-1.8814058484113207
ACH-000304,-2.039125828827113
ACH-000307,-1.5694404767809678
ACH-000308,-1.7008479130241108
ACH-000310,-1.4749519663723965
ACH-000311,-1.7461375023311008
ACH-000312,-1.3940989746404886
ACH-000315,-1.9713907626601284
ACH-000316,-1.3724652952039689
ACH-000317,-1.5495927893953458
ACH-000318,-1.8196349686714792
ACH-000319,-1.756489531785075
ACH-000320,-1.5469899887500147
ACH-000322,-1.550630612965488
ACH-000323,-1.6284188556867405
ACH-000324,-1.5730287193521393
ACH-000329,-1.4163155927722666
ACH-000330,-1.7637601886012058
ACH-000331,-1.5001332907802036
ACH-000332,-1.6704214641797843
ACH-000334,-1.5933528519568607
ACH-000335,-1.744911744783968
ACH-000336,-1.6670959667078702
ACH-000337,-1.551643532573788
ACH-000338,-0.8962736915712539
ACH-000339,-1.5858496170317669
ACH-000341,-1.4302291591911906
ACH-000348,-1.7172587571124087
ACH-000350,-1.3445455148461836
ACH-000352,-1.7665762226106851
ACH-000356,-1.4106904642501548
ACH-000361,-1.722558984213039
ACH-000362,-1.6208216471654608
ACH-000363,-1.6392776233783972
ACH-000364,-1.6863349987951008
ACH-000365,-1.5109844888330903
ACH-000366,-1.604465841087273
ACH-000368,-1.4033926561590138
ACH-000374,-1.6093143172693052
ACH-000375,-1.9007984257948292
ACH-000376,-1.7549392118794018
ACH-000381,-1.794125992399366
ACH-000383,-1.1589753158034966
ACH-000387,-1.6158871698880128
ACH-000389,-1.6408139712961831
ACH-000390,-1.7893622891253755
ACH-000393,-1.6326381854087584
ACH-000395,-1.5641456753887553
ACH-000396,-1.498880443463949
ACH-000397,-1.7601031420160032
ACH-000401,-1.7283692947047218
ACH-000402,-1.2377887532702825
ACH-000403,-1.7973105070809692
ACH-000404,-1.8769180165624808
ACH-000406,-1.722260089566919
ACH-000407,-1.3768365212164235
ACH-000408,-1.269570137872552
ACH-000410,-1.5307428369320526
ACH-000411,-1.7764490987476893
ACH-000414,-1.960514400845352
ACH-000415,-1.6564074178838228
ACH-000416,-1.5412413351768277
ACH-000420,-1.660562390504376
ACH-000421,-1.7304853688827628
ACH-000424,-1.931084487144812
ACH-000425,-1.5209268194364385
ACH-000426,-2.0288007756640845
ACH-000427,-1.8339597635271985
ACH-000433,-1.4877461981057576
ACH-000435,-1.6612864076122125
ACH-000436,-1.7070075020551516
ACH-000444,-1.5146762223769952
ACH-000445,-1.4733661769334998
ACH-000448,-1.493869875441216
ACH-000450,-1.5238177525137482
ACH-000452,-1.7965516993686954
ACH-000454,-1.6507253264700283
ACH-000458,-1.7351830402872008
ACH-000459,-2.0589324145957613
ACH-000460,-1.5143213309153942
ACH-000461,-1.5252996790277062
ACH-000463,-1.502730884486965
ACH-000464,-1.2286703035769548
ACH-000466,-1.7067388644483519
ACH-000467,-1.4413053813392267
ACH-000468,-1.4762336504888227
ACH-000469,-1.5278197715368975
ACH-000470,-1.7497262973969725
ACH-000471,-1.5285981065754182
ACH-000472,-1.3442761306330873
ACH-000473,-1.7575599172225025
ACH-000475,-1.5207500883910727
ACH-000476,-1.6004330220294762
ACH-000477,-2.075928537242462
ACH-000479,-1.4259283100009268
ACH-000480,-1.6905567861772182
ACH-000481,-1.69867381558592
ACH-000483,-1.988215334422144
ACH-000484,-1.507889838777916
ACH-000485,-1.6405806467730415
ACH-000486,-1.5742003008167291
ACH-000487,-1.6822666055200703
ACH-000488,-1.5926773311377498
ACH-000490,-1.538695194369581
ACH-000491,-1.7086328752858762
ACH-000495,-1.5283488250174553
ACH-000496,-1.6420359670689262
ACH-000499,-1.7804176835157763
ACH-000500,-1.6387112105454331
ACH-000502,-1.5600906337636673
ACH-000503,-1.4176814290710371
ACH-000505,-1.6071895587403338
ACH-000507,-1.5203918338562004
ACH-000510,-1.5143503270701977
ACH-000511,-1.349745392625877
ACH-000512,-1.3618030636296976
ACH-000516,-1.4352486723103326
ACH-000517,-1.562571535180164
ACH-000518,-1.5261302132705594
ACH-000520,-1.8847497445635892
ACH-000521,-1.6850952173796734
ACH-000522,-1.5915154011123396
ACH-000524,-1.6716259588323013
ACH-000527,-1.7302365013283645
ACH-000528,-1.5639395594183851
ACH-000537,-1.5829204153691352
ACH-000541,-1.4571317103948316
ACH-000542,-1.6182590750856691
ACH-000544,-1.6241403083383692
ACH-000545,-1.5962723289185488
ACH-000547,-1.7512932391901388
ACH-000548,-1.5615858831756788
ACH-000549,-1.382798154058594
ACH-000550,-1.3925418269577388
ACH-000552,-1.3853051960281852
ACH-000556,-1.6113467011447749
ACH-000557,-1.7887618234103209
ACH-000569,-1.4704117527275578
ACH-000570,-1.5776922357059466
ACH-000571,-1.7784940907012403
ACH-000573,-1.440987046384051
ACH-000576,-1.7024165731010459
ACH-000579,-1.7002886557825792
ACH-000580,-1.6529436408823683
ACH-000584,-1.7209318690706668
ACH-000585,-1.283150915571292
ACH-000588,-1.3255933350165303
ACH-000589,-1.487802066857824
ACH-000591,-1.307146517956572
ACH-000593,-1.5233956935453794
ACH-000600,-1.560451565849764
ACH-000601,-1.5821007883434437
ACH-000605,-1.8214693094294492
ACH-000606,-1.550455901318275
ACH-000608,-1.2371783820151179
ACH-000614,-1.7078492901956148
ACH-000616,-1.3833742127287458
ACH-000618,-1.2408108613914817
ACH-000619,-1.351300315035384
ACH-000620,-1.389969245935434
ACH-000621,-1.424553596504596
ACH-000622,-1.6737012401047568
ACH-000623,-1.6069431995713377
ACH-000624,-1.3072016505691202
ACH-000627,-1.5192728802016224
ACH-000630,-1.4362954384773543
ACH-000631,-1.4759234166792223
ACH-000632,-1.5630234439709818
ACH-000633,-1.6932751412787042
ACH-000637,-1.44148685329216
ACH-000638,-1.5681298746034449
ACH-000646,-1.904079026768108
ACH-000647,-1.602394212610685
ACH-000648,-1.3639101214733091
ACH-000649,-1.5158985028937364
ACH-000651,-1.5773167545894986
ACH-000652,-1.6812949903069752
ACH-000653,-1.3648528026385895
ACH-000657,-1.587769752519424
ACH-000658,-1.600128829678258
ACH-000661,-2.0861158626988296
ACH-000662,-1.7044674290581552
ACH-000663,-1.5202279626180253
ACH-000665,-1.619908660613984
ACH-000671,-1.4351325725558408
ACH-000672,-1.5726576054923138
ACH-000673,-1.4398578409577778
ACH-000676,-1.4218763653274535
ACH-000677,-1.6379677148322145
ACH-000681,-1.8051589909399024
ACH-000683,-1.6817033812045008
ACH-000684,-1.7035131231408285
ACH-000688,-1.9637084467263684
ACH-000693,-1.5796395196301205
ACH-000694,-1.54466199112305
ACH-000695,-1.436617781253123
ACH-000696,-1.7262699006694031
ACH-000697,-1.377768325979495
ACH-000699,-1.333107205622149
ACH-000701,-1.8365344103305263
ACH-000706,-1.4882634823413654
ACH-000711,-1.5802417681464016
ACH-000713,-1.5928209948562344
ACH-000714,-1.815515922374252
ACH-000718,-1.4151083195248333
ACH-000720,-1.3513006970559738
ACH-000721,-1.597695234311313
ACH-000724,-1.7688263785682068
ACH-000725,-1.2380328333170365
ACH-000732,-1.4861661476757266
ACH-000734,-1.3658881736363748
ACH-000735,-1.6032669095073857
ACH-000736,-1.5750472762103225
ACH-000738,-1.6229781226438056
ACH-000746,-1.7005840345060168
ACH-000747,-1.7463735854948281
ACH-000748,-1.3048603201601394
ACH-000753,-1.6426137472598104
ACH-000756,-1.5227360907792336
ACH-000757,-1.5738304895275863
ACH-000758,-1.6099981264418866
ACH-000760,-1.450442763439168
ACH-000762,-1.3033231623184323
ACH-000763,-1.5679484698304014
ACH-000764,-1.6970043690206085
ACH-000765,-1.2349326084531203
ACH-000766,-1.5090843633456426
ACH-000767,-1.4497276548398632
ACH-000768,-1.7013898493258637
ACH-000769,-1.8008216554514267
ACH-000770,-1.573629179014137
ACH-000771,-1.5851799331472032
ACH-000773,-1.52137087895024
ACH-000776,-1.5443143922713003
ACH-000777,-1.7421084644948337
ACH-000778,-1.797036691727833
ACH-000781,-1.8618952267064444
ACH-000782,-1.6963568398028632
ACH-000783,-1.5045049217953381
ACH-000784,-1.5746986091896948
ACH-000785,-1.8659518772677368
ACH-000787,-1.5419661734692167
ACH-000788,-1.4717248019695381
ACH-000791,-1.6440966935972192
ACH-000792,-1.7919555078230427
ACH-000794,-1.5056824079427062
ACH-000796,-1.59346522660453
ACH-000798,-1.3545576338261651
ACH-000799,-1.1125733708416299
ACH-000800,-1.5718055415041663
ACH-000802,-1.7750412116672756
ACH-000804,-1.7285981082609507
ACH-000805,-1.4974658384522466
ACH-000809,-1.4451374145514768
ACH-000810,-1.2155607696339994
ACH-000811,-1.5936792271915363
ACH-000817,-1.4032810880660869
ACH-000819,-1.6049330247371252
ACH-000820,-1.1993423773122207
ACH-000821,-1.2453849913011192
ACH-000822,-1.720324303453146
ACH-000823,-1.5405976451404932
ACH-000824,-1.6929419669668004
ACH-000827,-1.5354384863764312
ACH-000829,-1.5452225692033523
ACH-000831,-1.7375103097712024
ACH-000832,-1.6433374818400472
ACH-000833,-1.556944662765609
ACH-000834,-1.369826024792718
ACH-000835,-1.5645317725967958
ACH-000836,-1.7644675544206585
ACH-000837,-1.669278321729224
ACH-000838,-1.915404849324888
ACH-000839,-1.1704029696588452
ACH-000840,-1.3208837204782513
ACH-000841,-1.5405321014362516
ACH-000843,-1.8278498041923157
ACH-000846,-1.7474735360445364
ACH-000847,-1.7060394350501011
ACH-000848,-1.8437133539472048
ACH-000849,-1.4067752399447644
ACH-000851,-1.586778766616731
ACH-000855,-1.6910716973001092
ACH-000856,-1.611234403438493
ACH-000858,-1.4562716693163535
ACH-000859,-1.4087201786843129
ACH-000861,-1.7677137395187563
ACH-000862,-1.5767005256231708
ACH-000865,-1.574479483342876
ACH-000866,-1.2719883215408838
ACH-000867,-1.7141457749506317
ACH-000869,-1.6345050089500817
ACH-000872,-1.8164517141083203
ACH-000873,-1.5743705140235107
ACH-000876,-1.834258278675016
ACH-000878,-1.8285440309836196
ACH-000880,-1.566383931659911
ACH-000881,-1.7632929060749651
ACH-000882,-1.6426668921621272
ACH-000884,-1.3441576913073878
ACH-000885,-1.6571739754246555
ACH-000887,-1.209190830328786
ACH-000889,-1.6935280292290062
ACH-000896,-1.6832552539758936
ACH-000898,-1.6481700054310413
ACH-000900,-1.4267016370183094
ACH-000901,-1.3151930752413623
ACH-000905,-1.382012578084979
ACH-000906,-1.4751952050737287
ACH-000907,-1.4694946302781342
ACH-000910,-1.6455675142687456
ACH-000911,-1.560752439781694
ACH-000912,-1.6108564571335284
ACH-000913,-1.6757250193688868
ACH-000915,-1.5799601817075712
ACH-000916,-1.9884909993023188
ACH-000917,-1.5271399160092278
ACH-000920,-1.3382270766057176
ACH-000921,-1.226691069566206
ACH-000924,-1.4226263669161991
ACH-000926,-1.6675608482701407
ACH-000928,-1.4482630504056897
ACH-000929,-1.3298637275669405
ACH-000932,-1.491063620334593
ACH-000935,-1.4149631362032045
ACH-000936,-1.5828760313806534
ACH-000937,-1.6968678743506602
ACH-000938,-1.6886167245915618
ACH-000939,-1.8861619508703407
ACH-000941,-1.8188606825981293
ACH-000943,-1.6426929038827591
ACH-000946,-1.7244291312491162
ACH-000947,-1.715735405727849
ACH-000948,-1.5021205682005392
ACH-000950,-1.5159999243614917
ACH-000953,-1.5972757978897305
ACH-000954,-1.4208532333931891
ACH-000957,-1.4106746103889243
ACH-000958,-1.448777228870864
ACH-000960,-1.8038677418974396
ACH-000963,-1.3151899886848848
ACH-000968,-1.3477470425829747
ACH-000969,-1.4981489110739483
ACH-000972,-1.2577552559590566
ACH-000973,-1.3910447016909753
ACH-000974,-1.4545223382783097
ACH-000978,-1.5469542504347962
ACH-000984,-1.5815590083755429
ACH-000986,-1.5598758379052653
ACH-000988,-1.4230388060805197
ACH-000993,-1.6833199779501329
ACH-000994,-1.7691852142714242
ACH-000996,-1.2018882671808049
ACH-001001,-1.4611295920397294
ACH-001020,-1.7251374162908129
ACH-001028,-1.5961336748257209
ACH-001031,-1.847496049890513
ACH-001038,-1.570801736215136
ACH-001048,-1.7160646807313524
ACH-001050,-1.3658796179575012
ACH-001053,-1.7101760567135982
ACH-001054,-1.4406828001183074
ACH-001061,-1.415564418730075
ACH-001067,-1.433199516095474
ACH-001075,-1.3590220427481774
ACH-001096,-1.62700677746888
ACH-001111,-1.2435532961617104
ACH-001119,-1.4885729294789891
ACH-001128,-1.2974673224050255
ACH-001134,-1.513980515321157
ACH-001151,-1.5465371120463387
ACH-001163,-1.8457381258026735
ACH-001164,-1.4163560935893338
ACH-001183,-1.5241782570543831
ACH-001192,-1.7853601732379565
ACH-001193,-1.5311355477735449
ACH-001196,-1.6959798959773609
ACH-001197,-1.686167515744294
ACH-001205,-1.7469538392351085
ACH-001211,-1.5442427124177398
ACH-001212,-1.3168124334516202
ACH-001228,-1.6795803721563485
ACH-001232,-1.4577460197651153
ACH-001239,-1.5505639246858345
ACH-001270,-1.5280239544672527
ACH-001274,-1.5453539370521865
ACH-001275,-1.7892823053429316
ACH-001277,-1.251439685883295
ACH-001278,-1.832811865496546
ACH-001280,-1.662108083155055
ACH-001283,-1.3963483318959526
ACH-001289,-1.578279319230986
ACH-001300,-1.6006763580778876
ACH-001301,-1.4947959428440762
ACH-001302,-1.5874732961781086
ACH-001306,-1.6095638198253046
ACH-001318,-1.610943376580016
ACH-001322,-1.4428217072520233
ACH-001328,-1.3574675545584869
ACH-001332,-1.2956962670357357
ACH-001336,-1.5584307942376052
ACH-001346,-1.2536301549046112
ACH-001353,-1.4326036925662504
ACH-001354,-2.1340573052960794
ACH-001367,-1.7658115667488148
ACH-001368,-1.7914645742590785
ACH-001374,-1.331235796515095
ACH-001377,-1.2560134845549025
ACH-001380,-1.601014630829673
ACH-001391,-1.2226240887351092
ACH-001408,-1.8474153909645812
ACH-001430,-1.6092885953857732
ACH-001431,-1.410320426654679
ACH-001450,-1.4208099049483949
ACH-001496,-1.722007972199016
ACH-001500,-1.4179053763159526
ACH-001523,-1.5948827086151238
ACH-001532,-1.7083662193382485
ACH-001550,-1.6977269386237197
ACH-001552,-1.3851863853162862
ACH-001554,-1.6299140010053406
ACH-001654,-1.6245474759924248
ACH-001735,-1.6785825155544816
ACH-001736,-1.719493834264724
ACH-001737,-1.497589834699414
ACH-001740,-1.7005830486833715
ACH-001745,-1.8088796860922527
ACH-001765,-1.243208686981021
