,PRODH (5625)
ACH-000265,-0.3868567772214692
ACH-000266,-0.3578477835535533
ACH-000272,-0.3879879687231361
ACH-000274,-0.4019364319396464
ACH-000277,-0.06412786915182797
ACH-000278,-0.5050121888290482
ACH-000279,-0.3613364483277596
ACH-000280,-0.6034896413705266
ACH-000281,-0.3415118732972963
ACH-000288,-0.37773542896948986
ACH-000291,-0.27995638803833883
ACH-000293,-0.258310994199025
ACH-000294,-0.22855726866314646
ACH-000295,-0.4749042743351106
ACH-000296,-0.29944602432840456
ACH-000302,-0.3648684344980927
ACH-000304,-0.5955675842933444
ACH-000307,-0.35991268041785324
ACH-000308,-0.3710819314078871
ACH-000310,-0.3783923977609391
ACH-000311,-0.3710667972324256
ACH-000312,-0.2822511834542182
ACH-000315,-0.3469434286836254
ACH-000316,-0.1454303560933138
ACH-000317,-0.2648221351486519
ACH-000318,-0.33497998146684604
ACH-000319,-0.5763450454711649
ACH-000320,-0.2958384328396389
ACH-000322,-0.062320327230515074
ACH-000323,-0.3760753245377633
ACH-000324,-0.383037206537972
ACH-000329,-0.36038803337635145
ACH-000330,-0.2606716265112197
ACH-000331,-0.25261871321487284
ACH-000332,-0.3396390577079966
ACH-000334,-0.6288137213175026
ACH-000335,-0.3887533039661488
ACH-000336,-0.5218509164828692
ACH-000337,-0.5575780720639337
ACH-000338,0.4901512091865231
ACH-000339,-0.4090083746312793
ACH-000341,-0.3907445290700064
ACH-000348,-0.4781586227551379
ACH-000350,-0.2982964462878114
ACH-000352,-0.3141884322735615
ACH-000356,-0.4765947430574648
ACH-000361,-0.24796832239440114
ACH-000362,-0.2672994262872765
ACH-000363,-0.15293531857259424
ACH-000364,-0.3750932105422831
ACH-000365,-0.40081223304022734
ACH-000366,-0.4884128072149017
ACH-000368,-0.5134665324430263
ACH-000374,-0.2737513520648765
ACH-000375,-0.2524014146009046
ACH-000376,-0.4404882373334115
ACH-000381,-0.4895485513952706
ACH-000383,-0.3430044673116909
ACH-000387,-0.3902590682020785
ACH-000389,-0.10946223446878928
ACH-000390,-0.2589542642473149
ACH-000393,-0.6094224672668554
ACH-000395,-0.05205815049962804
ACH-000396,-0.5953016706443099
ACH-000397,-0.3744715584784665
ACH-000401,-0.2582524158251602
ACH-000402,-0.20465685286559834
ACH-000403,-0.4408399291630135
ACH-000404,-0.4977372526682301
ACH-000406,-0.27327129019306695
ACH-000407,-0.35068855225376633
ACH-000408,-0.4003666016460007
ACH-000410,-0.5330594821036733
ACH-000411,-0.3086245726681158
ACH-000414,-0.3488083394043709
ACH-000415,-0.495518059927523
ACH-000416,-0.35371831642647755
ACH-000420,-0.2592479791210125
ACH-000421,-0.4966302201992017
ACH-000424,-0.3776621785561373
ACH-000425,-0.40917324949590494
ACH-000426,-0.2892571644281108
ACH-000427,-0.4905276258545535
ACH-000433,-0.3657883406294273
ACH-000435,-0.4961946758884719
ACH-000436,-0.32910846304043784
ACH-000444,-0.3083181307592162
ACH-000445,-0.5123687077379766
ACH-000448,-0.43549799598724426
ACH-000450,-0.3282982578044113
ACH-000452,-0.2875461345116023
ACH-000454,-0.17713041210524114
ACH-000458,-0.2380155681705641
ACH-000459,-0.31075101814479605
ACH-000460,-0.31252289672839245
ACH-000461,-0.4268252249861352
ACH-000463,-0.2563257461538968
ACH-000464,-0.21488516591950144
ACH-000466,-0.4031425949357453
ACH-000467,-0.4180585381341691
ACH-000468,-0.39757210872402177
ACH-000469,-0.2396578023433435
ACH-000470,-0.4173830819352764
ACH-000471,-0.43016012206346455
ACH-000472,-0.4243822065839512
ACH-000473,-0.38059427121688777
ACH-000475,-0.3868991631422832
ACH-000476,-0.3359706898058851
ACH-000477,-0.2319326366084066
ACH-000479,-0.34116347752503035
ACH-000480,-0.29619862324371143
ACH-000481,-0.3199835849422692
ACH-000483,-0.7072239314028176
ACH-000484,-0.2146369228692825
ACH-000485,-0.323871062686993
ACH-000486,-0.3822520181146966
ACH-000487,-0.3965584588631431
ACH-000488,-0.42748015130668776
ACH-000490,-0.4554938016075632
ACH-000491,-0.2855764822168345
ACH-000495,-0.3250960755733789
ACH-000496,-0.21202824789289165
ACH-000499,-0.3807861241597309
ACH-000500,-0.27453863940562834
ACH-000502,-0.4494277964913081
ACH-000503,-0.2825112272185152
ACH-000505,-0.3768076052979609
ACH-000507,-0.11260288100381227
ACH-000510,-0.3942631108401471
ACH-000511,-0.305372056743894
ACH-000512,-0.01645071879488362
ACH-000516,-0.4847615218579705
ACH-000517,-0.4672797784277634
ACH-000518,-0.4970011267882956
ACH-000520,-0.235212324923516
ACH-000521,-0.35739665619030697
ACH-000522,-0.2373910764988327
ACH-000524,-0.3552338012008332
ACH-000527,-0.4113827507083012
ACH-000528,-0.3466552430326433
ACH-000537,-0.40763516328699706
ACH-000541,-0.4003308049717145
ACH-000542,-0.282746239579416
ACH-000544,-0.2729400434308355
ACH-000545,-0.3040339263818705
ACH-000547,-0.4713773441867156
ACH-000548,-0.3369633310644302
ACH-000549,-0.19855823941975265
ACH-000550,-0.38679877078389785
ACH-000552,-0.3405523559428238
ACH-000556,-0.2860501106924509
ACH-000557,-0.4202430165194857
ACH-000569,-0.1753278208887665
ACH-000570,-0.6076098719843688
ACH-000571,-0.3364479282347965
ACH-000573,-0.3044544078347157
ACH-000576,-0.4757063256739885
ACH-000579,-0.2623100946935851
ACH-000580,-0.4518714619213664
ACH-000584,-0.3253829202463228
ACH-000585,-0.3671372586088131
ACH-000588,-0.2443493720957733
ACH-000589,-0.4017789655519115
ACH-000591,-0.3787547917560172
ACH-000593,-0.0885002814548161
ACH-000600,-0.3331185896231918
ACH-000601,-0.3367201071464124
ACH-000605,-0.3609767174827355
ACH-000606,-0.2596022479572434
ACH-000608,-0.3822115414439118
ACH-000614,-0.18132610651948305
ACH-000616,-0.4050325601549833
ACH-000618,-0.2659886408028307
ACH-000619,-0.4823529528263545
ACH-000620,-0.31655207360375753
ACH-000621,-0.3810027529528884
ACH-000622,-0.4812450885490473
ACH-000623,-0.5127367503349778
ACH-000624,-0.3564230229759048
ACH-000627,-0.2748186801363753
ACH-000630,-0.38072517038995296
ACH-000631,-0.7657424636637978
ACH-000632,-0.4410034568839501
ACH-000633,-0.33904985593207426
ACH-000637,-0.29806260009356844
ACH-000638,-0.17807679577987073
ACH-000646,-0.22247609365030124
ACH-000647,-0.3919886264702839
ACH-000648,-0.32172589753409264
ACH-000649,-0.4256546086439547
ACH-000651,-0.2644575069848978
ACH-000652,-0.4568393604772047
ACH-000653,-0.4028147799594993
ACH-000657,-0.3334637080068159
ACH-000658,-0.2678958814881415
ACH-000661,-0.10205220177318224
ACH-000662,-0.5732099714754587
ACH-000663,-0.4896929619410591
ACH-000665,-0.5064581597890401
ACH-000671,-0.30279464771950365
ACH-000672,-0.2429175801629201
ACH-000673,-0.3481119622366769
ACH-000676,-0.23164635574217496
ACH-000677,-0.3599160944272749
ACH-000681,-0.3930688045464605
ACH-000683,-0.3350145224703081
ACH-000684,-0.3133763396882887
ACH-000688,-0.3946363946634956
ACH-000693,-0.3428499777876684
ACH-000694,-0.2893175286265965
ACH-000695,-0.4768047579905767
ACH-000696,-0.366551811822473
ACH-000697,-0.6338206577729304
ACH-000699,-0.20573412506680586
ACH-000701,-0.25731660662630834
ACH-000706,-0.5044042400812067
ACH-000711,-0.4302500724338952
ACH-000713,-0.2436898067959512
ACH-000714,-0.4288696665413281
ACH-000718,-0.3755213263739584
ACH-000720,-0.4798918412507558
ACH-000721,-0.5535717582094184
ACH-000724,-0.3049619084182497
ACH-000725,-0.3317428008576264
ACH-000732,-0.4195064119898979
ACH-000734,-0.3265708829856991
ACH-000735,-0.3739816828374875
ACH-000736,-0.11195747586048817
ACH-000738,-0.1894942242612138
ACH-000746,-0.3731722281325486
ACH-000747,-0.4505593797769301
ACH-000748,-0.5467436385824676
ACH-000753,-0.34380832060947897
ACH-000756,-0.4062684538120645
ACH-000757,-0.4881193192911212
ACH-000758,-0.4023334416306072
ACH-000760,-0.44059241945348493
ACH-000762,-0.3791271083145081
ACH-000763,-0.5018481544163798
ACH-000764,-0.4999929599771398
ACH-000765,-0.3042656997284969
ACH-000766,-0.20449825441292813
ACH-000767,-0.38507838084056295
ACH-000768,-0.36643645097210303
ACH-000769,-0.4215703884033323
ACH-000770,-0.3630673999916293
ACH-000771,-0.3850376219906532
ACH-000773,-0.4277842824632466
ACH-000776,-0.3580979837066872
ACH-000777,-0.33754795101202273
ACH-000778,-0.6863919977685913
ACH-000781,-0.3890894237446924
ACH-000782,-0.3993680340403668
ACH-000783,-0.28748586433658346
ACH-000784,-0.3989087974371392
ACH-000785,-0.41735679208655374
ACH-000787,-0.31312183500901153
ACH-000788,-0.3418797869179753
ACH-000791,-0.5691165840666305
ACH-000792,-0.3204913397720426
ACH-000794,-0.30640237522816755
ACH-000796,-0.3188197147442741
ACH-000798,-0.2022957077662844
ACH-000799,-0.5592834886252592
ACH-000800,-0.381032321773036
ACH-000802,-0.3567935379675252
ACH-000804,-0.2376257472085697
ACH-000805,-0.5201903438485653
ACH-000809,-0.3343240718211904
ACH-000810,-0.2307913680242968
ACH-000811,-0.2986163580520098
ACH-000817,-0.24366852609883544
ACH-000819,-0.1681203722268693
ACH-000820,-0.5415263034827584
ACH-000821,-0.3350956735257209
ACH-000822,-0.35771453815608595
ACH-000823,-0.3749474291068384
ACH-000824,-0.2707999878162581
ACH-000827,-0.44491443899335503
ACH-000829,-0.4802185170970709
ACH-000831,-0.3062231204299665
ACH-000832,-0.3246342158511395
ACH-000833,-0.07252090252980803
ACH-000834,-0.4087370656940517
ACH-000835,-0.30949793061898706
ACH-000836,-0.5255057822717886
ACH-000837,-0.5270383637004606
ACH-000838,-0.3453968542250168
ACH-000839,-0.4726491443012583
ACH-000840,-0.28990777509947985
ACH-000841,-0.44147500709982623
ACH-000843,-0.5743197310614824
ACH-000846,-0.34563820738979506
ACH-000847,-0.3531983121918125
ACH-000848,-0.1487118731233389
ACH-000849,-0.3551688525989581
ACH-000851,-0.4965597553786461
ACH-000855,-0.3909762153464403
ACH-000856,-0.3155116089853329
ACH-000858,-0.2974161956643457
ACH-000859,-0.2913040082656007
ACH-000861,-0.3275517645245209
ACH-000862,-0.21972833072257067
ACH-000865,-0.459468711718718
ACH-000866,-0.4362677512921869
ACH-000867,-0.37570361318271017
ACH-000869,-0.3811302116945959
ACH-000872,-0.4754365671251814
ACH-000873,-0.018209777404009676
ACH-000876,-0.2738261915249872
ACH-000878,-0.33724796020202896
ACH-000880,-0.4152713710787983
ACH-000881,-0.3042941747378472
ACH-000882,-0.16512302306774332
ACH-000884,-0.2824821945806749
ACH-000885,-0.3755490264545908
ACH-000887,-0.4136003711502188
ACH-000889,-0.34801312213355884
ACH-000896,-0.4347307478205469
ACH-000898,-0.2199511720912813
ACH-000900,-0.2691509150545323
ACH-000901,-0.501691377456636
ACH-000905,-0.37245369559484737
ACH-000906,-0.3242974125901304
ACH-000907,-0.5440281480908644
ACH-000910,-0.2911686667240482
ACH-000911,-0.47350131916772203
ACH-000912,-0.3710178238325689
ACH-000913,-0.3571595170160892
ACH-000915,-0.44567867422438384
ACH-000916,0.33885138364887124
ACH-000917,-0.3365668091073508
ACH-000920,-0.4474071433941601
ACH-000921,-0.35287530846528514
ACH-000924,-0.4642646694728184
ACH-000926,-0.4618192959471311
ACH-000928,-0.5510174562639009
ACH-000929,-0.3522905546016205
ACH-000932,-0.1533763595946547
ACH-000935,-0.245401820670114
ACH-000936,-0.6013366756178458
ACH-000937,-0.4138625136715605
ACH-000938,-0.17470993274017824
ACH-000939,-0.4648829729747421
ACH-000941,-0.3586711211550284
ACH-000943,-0.27961766521116965
ACH-000946,-0.3471768399664089
ACH-000947,-0.37232415468978397
ACH-000948,-0.2478396396554889
ACH-000950,-0.4319419144120398
ACH-000953,-0.4606251191810014
ACH-000954,-0.2890363430861635
ACH-000957,-0.3286482605675797
ACH-000958,-0.5314629933862356
ACH-000960,-0.4323856839735386
ACH-000963,-0.4466889508267039
ACH-000968,-0.29387208672117554
ACH-000969,-0.3722543788317469
ACH-000972,0.05494452899442424
ACH-000973,-0.2822714110063477
ACH-000974,-0.3029343869146485
ACH-000978,-0.15590433398284495
ACH-000984,-0.2915112049550792
ACH-000986,-0.2508546739192357
ACH-000988,-0.3198139272921834
ACH-000993,-0.4312452758595192
ACH-000994,-0.3624616572831313
ACH-000996,-0.6726945263774252
ACH-001001,-0.3475348620926038
ACH-001020,-0.2088851968803397
ACH-001028,-0.3819953768650234
ACH-001031,-0.4837004371243146
ACH-001038,-0.3973798801528775
ACH-001048,-0.3216946519331822
ACH-001050,-0.33130777761581953
ACH-001053,-0.5570726310251153
ACH-001054,-0.2422598738981994
ACH-001061,-0.37841531584467225
ACH-001067,-0.21041264141775806
ACH-001075,-0.21097844126667373
ACH-001096,-0.3766625382925334
ACH-001111,-0.08973724837009553
ACH-001119,-0.24249084166131002
ACH-001128,-0.5189832780015277
ACH-001134,-0.20151993845936805
ACH-001151,-0.3919857133539241
ACH-001163,-0.354743146055739
ACH-001164,-0.5351558441374257
ACH-001183,-0.2823467929964233
ACH-001192,-0.5292914756502564
ACH-001193,-0.3193000997561297
ACH-001196,-0.31959678530869384
ACH-001197,-0.3842498760649065
ACH-001205,-0.22357563009323156
ACH-001211,-0.3895695532170249
ACH-001212,-0.40117861055927856
ACH-001228,-0.4697370405308437
ACH-001232,-0.2978872975836313
ACH-001239,-0.3720620623140407
ACH-001270,-0.584021366460952
ACH-001274,-0.36262684884607377
ACH-001275,-0.4724486075245281
ACH-001277,-0.23180239040396586
ACH-001278,-0.3884715198842508
ACH-001280,-0.7368906829668019
ACH-001283,-0.5261952895893097
ACH-001289,-0.061469069833172185
ACH-001300,-0.6588989702081205
ACH-001301,-0.4285321109039706
ACH-001302,-0.3630014555612057
ACH-001306,-0.5842343510749618
ACH-001318,-0.4122265841650764
ACH-001322,-0.4195338794427276
ACH-001328,-0.23890595333468986
ACH-001332,-0.4586734528028379
ACH-001336,-0.4845298606898307
ACH-001346,-0.5067165456307109
ACH-001353,-0.32854802610982226
ACH-001354,-0.29398506182612144
ACH-001367,-0.22529973391468466
ACH-001368,-0.323771358106027
ACH-001374,-0.4823637073091631
ACH-001377,-0.24978195126396294
ACH-001380,-0.3076394642634785
ACH-001391,-0.457990492366122
ACH-001408,-0.41196585945934144
ACH-001430,-0.6633770073173955
ACH-001431,-0.4129750152479767
ACH-001450,-0.6719479748635488
ACH-001496,-0.2986141014160895
ACH-001500,-0.3096052978174497
ACH-001523,-0.2844748054635877
ACH-001532,-0.1827384794808422
ACH-001550,-0.33733917970433364
ACH-001552,-0.5532731864314706
ACH-001554,-0.4072988761122735
ACH-001654,-0.5318590247231387
ACH-001735,-0.4129105144486056
ACH-001736,-0.33892065066675475
ACH-001737,-0.4076033706968401
ACH-001740,-0.22501340067811135
ACH-001745,-0.34242860135063663
ACH-001765,-0.3555331558458209
