,MBD3 (53615)
ACH-000004,-0.5345776106752564
ACH-000005,0.14371199372069154
ACH-000007,-0.2165722386714887
ACH-000009,-0.21056157127895872
ACH-000011,-0.21124342205734575
ACH-000012,-0.029794393549251424
ACH-000013,-0.1540362371764898
ACH-000014,-0.3040702105966138
ACH-000015,-0.19471789147612334
ACH-000017,-0.142356359959154
ACH-000018,-0.347779465647262
ACH-000019,-0.1355518208103984
ACH-000021,-0.08583777157444783
ACH-000022,-0.17699976866490655
ACH-000025,-0.04161848114896431
ACH-000028,-0.2291301195781921
ACH-000030,-0.01972303339549218
ACH-000035,-0.2997697042001468
ACH-000036,-0.14794429966390124
ACH-000037,-0.13574182202863996
ACH-000039,0.01490091853734196
ACH-000040,-0.0019059649441086094
ACH-000041,-0.3294656047905499
ACH-000042,0.05122162921329964
ACH-000045,-0.1061923350272757
ACH-000047,-0.2121418460639024
ACH-000052,0.1634891102818173
ACH-000053,-0.014375138389129375
ACH-000054,-0.06248263997226449
ACH-000055,-0.11003090311053633
ACH-000060,-0.10058732676707627
ACH-000067,-0.013461748915677094
ACH-000070,0.11445859643545353
ACH-000075,-0.34641356160021536
ACH-000078,-0.15835497135378815
ACH-000082,-0.2396893549035889
ACH-000085,-0.43465238606260503
ACH-000086,0.004008724489338592
ACH-000087,-0.13586084832983847
ACH-000092,-0.11122690217672616
ACH-000095,-0.34441510572122125
ACH-000097,0.04874729892181532
ACH-000098,-0.21780399174450107
ACH-000099,-0.5266639938904191
ACH-000108,-0.22216618899525514
ACH-000113,-0.12192230694124992
ACH-000116,-0.1093029632170942
ACH-000118,0.046401815381260654
ACH-000120,0.042738415319442925
ACH-000123,0.17154597735930707
ACH-000127,-0.09123501073341303
ACH-000128,-0.21451952993683265
ACH-000132,-0.09490472152112693
ACH-000133,-0.1253071072433454
ACH-000137,-0.06766018955091559
ACH-000138,-0.2468548782460693
ACH-000142,-0.13469417805910808
ACH-000143,0.0045971589595475894
ACH-000146,-0.11611307587403233
ACH-000148,-0.06759006301430967
ACH-000150,-0.0416939919950592
ACH-000152,-0.11036264405976497
ACH-000153,0.05081210327220522
ACH-000159,-0.019532644459081663
ACH-000160,0.1218958039553977
ACH-000163,-0.13837828407251931
ACH-000167,0.4142636976398233
ACH-000168,-0.1085928434403282
ACH-000169,0.08567664823594134
ACH-000178,-0.08111380281206519
ACH-000183,-0.041227169029725334
ACH-000188,-0.02239526066351747
ACH-000189,-0.03373473294637135
ACH-000190,0.18028085466075916
ACH-000198,-0.0068821825914939065
ACH-000203,-0.34992886251293515
ACH-000204,-0.05404690476880514
ACH-000206,-0.43731641852889697
ACH-000207,0.0977167786136506
ACH-000208,-0.09282319613910696
ACH-000210,0.19344054797247348
ACH-000211,-0.13216033160303967
ACH-000215,-0.05478683387919368
ACH-000221,-0.09636810954563636
ACH-000222,0.1288245762390479
ACH-000223,-0.10943966658163898
ACH-000226,-0.04585392241723014
ACH-000227,-0.06357950429523096
ACH-000228,-0.0575521328637155
ACH-000231,-0.13302199960617148
ACH-000232,-0.10342925378061807
ACH-000233,-0.14151081229894072
ACH-000234,-0.2410395139017429
ACH-000235,-0.1434476732475195
ACH-000237,-0.07204595826290394
ACH-000238,-0.029948179292901337
ACH-000242,-0.051583957179951165
ACH-000243,-0.05838586826656261
ACH-000244,-0.13175173642294205
ACH-000246,-0.15531318394039684
ACH-000248,-0.3218902320731869
ACH-000250,-0.16059948047569192
ACH-000251,-0.06491087912218786
ACH-000252,-0.04187800144035767
ACH-000253,-0.18130683518972987
