,UQCC3 (790955)
ACH-000004,0.006377248012815596
ACH-000005,0.07170869414210115
ACH-000007,-0.20128271281730956
ACH-000009,-0.09940829580863488
ACH-000011,-0.11550252332306613
ACH-000012,-0.3319003107990514
ACH-000013,-0.21077329877527132
ACH-000014,0.033416107255811664
ACH-000015,-0.32463929023377525
ACH-000017,-0.24202066898444236
ACH-000018,-0.3424522150346873
ACH-000019,-0.306289456776048
ACH-000021,-0.21945737067646648
ACH-000022,-0.11965191273058533
ACH-000025,-0.1784431444773752
ACH-000028,-0.27848062738040263
ACH-000030,-0.3573728822987325
ACH-000035,-0.090893679874696
ACH-000036,0.025126406832971952
ACH-000037,-0.3744207516800269
ACH-000039,-0.2706336731345941
ACH-000040,-0.34579289390014273
ACH-000041,0.042716421657624834
ACH-000042,-0.20181810986477844
ACH-000045,-0.32361650573864265
ACH-000047,-0.11740503134583355
ACH-000052,-0.0400116265750229
ACH-000053,-0.11670339377731395
ACH-000054,0.02241788330070041
ACH-000055,-0.18673831284425446
ACH-000060,-0.18288920329460107
ACH-000067,-0.058104142051857176
ACH-000070,-0.17032122378763828
ACH-000075,-0.3463223742276493
ACH-000078,-0.17323949799737318
ACH-000082,-0.28685218617862
ACH-000085,-0.1769445546264152
ACH-000086,-0.35178807205363505
ACH-000087,-0.07444024828854592
ACH-000092,-0.334907573613559
ACH-000095,-0.12647609328743098
ACH-000097,-0.27098229426360226
ACH-000098,-0.18296250253264795
ACH-000099,-0.10739179236838042
ACH-000108,-0.1194316756935946
ACH-000113,-0.5928598529090546
ACH-000116,-0.2869357152767499
ACH-000118,-0.2867353529886815
ACH-000120,-0.2055131131442937
ACH-000123,-0.2686031937191892
ACH-000127,-0.06893762741318596
ACH-000128,-0.12131065296124198
ACH-000132,-0.3288801087203999
ACH-000133,-0.18626963506440564
ACH-000137,-0.30144934456455136
ACH-000138,-0.2141759175984052
ACH-000142,-0.18330608128005602
ACH-000143,-0.09036047371028463
ACH-000146,-0.12265254278176145
ACH-000148,-0.28444579228915257
ACH-000150,-0.31711956073485104
ACH-000152,-0.1985548541591498
