,PREX2 (80243)
ACH-000004,0.19095962940459185
ACH-000005,0.2348302239755592
ACH-000007,-0.14205587568139955
ACH-000009,0.2254822983627241
ACH-000011,0.27364266550659466
ACH-000012,0.12269013159534695
ACH-000013,0.12417535799619317
ACH-000014,0.17655560631412606
ACH-000015,0.13312790375730868
ACH-000017,0.15784748988193226
ACH-000018,0.3652248250157764
ACH-000019,-0.04999265225994105
ACH-000021,0.18748649201190984
ACH-000022,0.1230991633340968
ACH-000025,0.1415045464520891
ACH-000028,0.3145688713158072
ACH-000030,0.1691033022107793
ACH-000035,0.13283679654642175
ACH-000036,0.17686477504493706
ACH-000037,0.1506352117586253
ACH-000039,0.18889744145405368
ACH-000040,0.12667076125973578
ACH-000041,-0.005506637162024107
ACH-000042,0.23208334100062936
ACH-000045,0.3545883754760444
ACH-000047,0.192408165873212
ACH-000052,0.025444220254891882
ACH-000053,0.05209573841050079
ACH-000054,0.07355961783776067
ACH-000055,0.20066823937446654
ACH-000060,0.2316875169220421
ACH-000067,0.2215871793380361
ACH-000070,0.11732266234137323
ACH-000075,0.3029914135214678
ACH-000078,0.2135799175532486
ACH-000082,0.24004271506040425
ACH-000085,0.005628473496199285
ACH-000086,0.2114986398147609
ACH-000087,-0.06740754726826162
ACH-000092,0.1608141951719155
ACH-000095,0.24021183993274936
ACH-000097,0.10765206471677613
ACH-000098,0.18549233344548915
ACH-000099,0.22532939742576502
ACH-000108,0.16810659842613646
ACH-000113,0.13221333916695313
ACH-000116,0.2273260826844997
ACH-000118,0.12243702880590343
ACH-000120,0.11022426370544916
ACH-000123,0.14136292066196526
ACH-000127,0.11029920409276267
ACH-000128,0.21837378907749366
ACH-000132,0.18376203055225035
ACH-000133,0.1938878209406617
ACH-000137,0.2553554486736118
ACH-000138,0.12618638051648234
ACH-000142,0.15870340226307592
ACH-000143,-0.1179144422482906
ACH-000146,0.1545047853030423
ACH-000148,0.2498676291681408
ACH-000150,-0.12873830697180375
ACH-000152,0.07482494425135068
ACH-000153,0.26723987293988016
ACH-000159,0.047715349039277835
ACH-000160,0.08034299795328027
ACH-000163,0.2685238664020733
ACH-000167,0.2962383585196761
ACH-000168,0.17215649561428029
ACH-000169,0.165212480067
ACH-000178,0.2170542225126913
ACH-000183,0.2389401562059359
ACH-000188,0.1926097308551889
ACH-000189,0.08363552061882086
ACH-000190,0.181465252275688
ACH-000198,0.27013461733978344
ACH-000203,0.1341429218178417
ACH-000204,0.09861254662463212
ACH-000206,0.1413149927195293
ACH-000207,0.1198280929096942
ACH-000208,0.1244120226227228
ACH-000210,-0.17256907811623998
ACH-000211,0.16141740538295532
ACH-000215,0.1858881523217383
ACH-000221,0.0588452855841025
ACH-000222,0.21417569271454212
ACH-000223,0.18155319397809935
ACH-000226,0.031412867102849615
ACH-000227,0.2528822519747981
ACH-000228,0.17932756175138864
ACH-000231,0.17012179334238106
ACH-000232,0.12918315283439316
ACH-000233,0.20782077719705014
ACH-000234,0.2383627000704304
ACH-000235,0.12799563427359265
ACH-000237,0.20232884811120624
ACH-000238,0.2288052163495118
ACH-000242,0.2279103380154865
ACH-000243,0.11003878291277266
ACH-000244,0.08228041072220221
ACH-000246,0.2607472268557467
ACH-000248,-0.015210620223782174
ACH-000250,0.09527838799295983
ACH-000251,0.15143968402719166
ACH-000252,0.3481001317887709
ACH-000253,0.08637689609348212
ACH-000255,0.13614856359042118
ACH-000256,0.21732909905433875
ACH-000257,0.013046038154468722
ACH-000258,0.009718257924352651
ACH-000259,0.2868975983529738
ACH-000260,-0.01225362347983994
ACH-000261,0.20749284982449612
ACH-000262,0.2379506026274964
ACH-000263,0.06588438196532459
ACH-000264,0.12336253052821207
ACH-000265,0.13671396668492514
ACH-000266,0.12194265736302158
ACH-000272,0.21210086718306975
ACH-000274,0.17417327283990364
ACH-000277,0.0017266838415696995
ACH-000278,0.22704252505928585
ACH-000279,0.20087526259584312
ACH-000280,0.26235076959286896
ACH-000281,0.16827372275887434
ACH-000288,0.2420437600142234
ACH-000291,0.046278521854725606
ACH-000293,0.11997312537904292
ACH-000294,0.1731320839277233
ACH-000295,0.18141387222311736
ACH-000296,0.032385771108928985
ACH-000302,0.16132933591731916
ACH-000304,0.028708744058411763
ACH-000307,0.12151182777861368
ACH-000308,0.1309633145427342
ACH-000310,0.19408418919637407
ACH-000311,0.1626874822390015
ACH-000312,0.14604105280217458
ACH-000315,0.08197495650816222
ACH-000316,0.22305288006364105
ACH-000317,0.1907584867230262
ACH-000318,0.14076726081397808
ACH-000319,0.15336801839783046
ACH-000320,0.2547266660414333
ACH-000322,0.1901538026252806
ACH-000323,0.11277261660906222
ACH-000324,0.13910385170783596
ACH-000329,0.07677297915276135
ACH-000330,0.020164346931412627
ACH-000331,0.15152595121503126
ACH-000332,0.16351163977000344
ACH-000334,0.2732589293193982
ACH-000335,0.19138085927277806
ACH-000336,0.2490433725188922
ACH-000337,0.13824027332569053
ACH-000338,0.12060428735691868
ACH-000339,0.13486425245194916
ACH-000341,0.1840110569772048
ACH-000348,0.14948575459803146
ACH-000350,0.12438231603605973
ACH-000352,0.08195466510910522
ACH-000356,0.2591472771049313
ACH-000361,0.21857692815685
ACH-000362,0.2477759466617056
ACH-000363,0.10359759806918599
ACH-000364,0.18985415236154868
ACH-000365,0.15858642506148635
ACH-000366,0.16788409159266765
ACH-000368,0.13259478388357485
ACH-000374,0.33178607142331673
ACH-000375,0.16954506709854925
ACH-000376,0.2739516991091468
ACH-000381,0.13969934150664146
ACH-000383,0.1706536105789765
ACH-000387,0.1331519315964135
ACH-000389,0.39777877590923866
ACH-000390,0.14385613971898387
ACH-000393,0.2143751329967805
ACH-000395,0.15353701388550894
ACH-000396,-0.09141948054170317
ACH-000397,0.1313111335353745
ACH-000401,-0.06420203900840614
ACH-000402,0.07389555879463096
ACH-000403,0.2233527992102796
ACH-000404,0.2862280089483369
ACH-000406,0.1801929804661907
ACH-000407,0.13628707863011116
ACH-000408,0.020467891784492542
ACH-000410,0.18660865899448176
ACH-000411,0.08041202986555883
ACH-000414,0.28695395320241074
ACH-000415,0.15736341532996367
ACH-000416,0.1939303068398284
ACH-000420,0.3214286485267385
ACH-000421,0.11855521932736167
ACH-000424,0.030046961795086195
ACH-000425,0.09308724753002773
ACH-000426,0.10089538252871302
ACH-000427,0.2968720089116332
ACH-000433,0.27014439394489137
ACH-000435,0.07892105252846279
ACH-000436,0.025549565507177116
ACH-000444,0.0654816485093603
ACH-000445,0.2781415456367757
ACH-000448,0.08592617817953765
ACH-000450,0.3799637524261965
ACH-000452,0.16011728526184849
ACH-000454,0.30759614959638243
ACH-000458,0.2569265624335779
ACH-000459,0.3247635980990576
ACH-000460,0.1060870123379287
ACH-000461,0.14926193386310996
ACH-000463,0.21849914988653266
ACH-000464,0.2805236664203157
ACH-000466,0.2338429420204519
ACH-000467,0.04511189356167411
ACH-000468,0.092270639154705
ACH-000469,0.23796661750157255
ACH-000470,0.09211846496532412
ACH-000471,0.1764509997804005
ACH-000472,0.10852692682410373
ACH-000473,0.27511989006328763
ACH-000475,0.16582250696335676
ACH-000476,0.18263357508177974
ACH-000477,0.055272248460681454
ACH-000479,0.2373841660724965
ACH-000480,0.11792154486861578
ACH-000481,0.15281510695797154
ACH-000483,0.04532166773070438
ACH-000484,0.14925717326293825
ACH-000485,0.2434992601295589
ACH-000486,0.12540380914460986
ACH-000487,0.03298433882376725
ACH-000488,0.1426958761877163
ACH-000490,0.10410454305491368
ACH-000491,0.16290682095767278
ACH-000495,0.15349169470230434
ACH-000496,0.16012912760500758
ACH-000499,0.4592535603495559
ACH-000500,0.18621336847729028
ACH-000502,0.11722340579955008
ACH-000503,0.191245690665454
ACH-000505,0.0977403420527963
ACH-000507,0.10097302987441316
ACH-000510,0.2023679266038263
ACH-000511,0.0543223744010762
ACH-000512,0.25297935282392914
ACH-000516,0.1716020279666567
ACH-000517,0.15327602133565135
