,CACTIN (58509)
ACH-000004,-1.188223141132792
ACH-000005,-1.3636234020167
ACH-000007,-0.8112139541345571
ACH-000009,-0.8467595713328737
ACH-000011,-0.9875334172346402
ACH-000012,-0.9795615448531192
ACH-000013,-1.1586163115829875
ACH-000014,-0.9288357220659637
ACH-000015,-1.0738356204462092
ACH-000017,-0.8926739536678185
ACH-000018,-0.7132089055996546
ACH-000019,-1.0279519827862882
ACH-000021,-1.0268748461147597
ACH-000022,-0.7536966734778505
ACH-000025,-0.8389441127589845
ACH-000028,-0.9201288287906536
ACH-000030,-1.0522612305601806
ACH-000035,-0.8724198557899787
ACH-000036,-0.7901336838995365
ACH-000037,-1.1560058806490223
ACH-000039,-1.0536965461898486
ACH-000040,-0.9035226035286748
ACH-000041,-0.9064248263718252
ACH-000042,-0.889104143973514
ACH-000045,-0.7218669172444031
ACH-000047,-0.7496887605084908
ACH-000052,-0.5374487431172277
ACH-000053,-0.9313899018770724
ACH-000054,-0.8411601578441296
ACH-000055,-1.0621185581834884
ACH-000060,-1.006582156071676
ACH-000067,-0.9627324440332906
ACH-000070,-0.8325112189690559
ACH-000075,-0.8344004150606391
ACH-000078,-0.9789152077361866
ACH-000082,-0.8839641332742136
ACH-000085,-0.9603918911018716
ACH-000086,-0.8952700787388079
ACH-000087,-0.8973252305401308
ACH-000092,-0.7427315787795559
ACH-000095,-0.7660491796581915
ACH-000097,-0.9653499673295648
ACH-000098,-0.8240810583182357
ACH-000099,-0.9010790586606148
ACH-000108,-1.2669399674209143
ACH-000113,-1.1323049749427685
ACH-000116,-1.0148193662222584
ACH-000118,-0.8444440842605052
ACH-000120,-0.6969699790243173
ACH-000123,-0.7559172747404124
ACH-000127,-0.8973192097267708
ACH-000128,-0.7897798811068366
ACH-000132,-0.9145532870385121
ACH-000133,-0.9319532200116306
ACH-000137,-0.8559156442906797
ACH-000138,-0.9799466351753711
ACH-000142,-1.0395275476311776
ACH-000143,-0.910430364218626
ACH-000146,-0.9860478513272424
ACH-000148,-0.8697641345254685
ACH-000150,-0.683446196827235
ACH-000152,-0.7186327885103457
ACH-000153,-0.40175954832436894
ACH-000159,-0.6694925245865581
ACH-000160,-0.9691806608281546
ACH-000163,-0.7073210854308278
ACH-000167,-1.3021954448864097
ACH-000168,-0.8961886137307855
ACH-000169,-0.8808814219413778
ACH-000178,-0.9856584520524492
ACH-000183,-0.7594131564642974
ACH-000188,-1.000514936396941
ACH-000189,-0.7826462916191966
ACH-000190,-0.9534809357925004
ACH-000198,-0.6502360185582539
ACH-000203,-0.5988020352718331
ACH-000204,-0.7716320579503037
ACH-000206,-1.3200335503184777
ACH-000207,-0.9743349198570262
ACH-000208,-0.7627104678665183
ACH-000210,-0.9740860201364532
ACH-000211,-0.8451337413407537
ACH-000215,-0.7135292149478913
ACH-000221,-1.0351050159158148
ACH-000222,-0.9258691621333104
ACH-000223,-1.012563877000575
ACH-000226,-0.7988230827003802
ACH-000227,-0.6104377511568978
ACH-000228,-0.9697967046906324
ACH-000231,-0.6866386170108806
ACH-000232,-0.9590339471476764
ACH-000233,-0.9930702744414944
ACH-000234,-1.267413312029311
ACH-000235,-0.930232837263228
ACH-000237,-0.9894203948292926
ACH-000238,-0.9736220016221258
ACH-000242,-0.6951729416601727
ACH-000243,-0.9133176171912544
ACH-000244,-0.9625857094383392
ACH-000246,-0.8880395465784606
ACH-000248,-0.9821438382582296
ACH-000250,-0.9751274579449536
ACH-000251,-0.9810098817202147
ACH-000252,-0.4730838920259327
ACH-000253,-0.961080836584848
ACH-000255,-0.6914258093404289
ACH-000256,-0.8046198195780582
ACH-000257,-0.7762771500549024
ACH-000258,-0.8229489393211974
ACH-000259,-1.0368426861377589
ACH-000260,-0.9932909775421996
ACH-000261,-0.9642971924386252
ACH-000262,-0.6969222392667644
ACH-000263,-0.8530796483658779
ACH-000264,-0.8815546823692545
ACH-000265,-0.8609809994071463
ACH-000266,-0.8699282736251636
ACH-000272,-0.7488621130331314
ACH-000274,-0.6621075341435206
ACH-000277,-0.9939993304690344
ACH-000278,-1.058390029834353
ACH-000279,-1.0056739869010616
ACH-000280,-0.6456397790387494
ACH-000281,-1.0005042960207946
ACH-000288,-0.847861588369042
ACH-000291,-0.7425920624701456
ACH-000293,-1.2723599417493177
ACH-000294,-1.2716089418093222
ACH-000295,-0.6736010083226304
ACH-000296,-1.1118402005471744
ACH-000302,-1.4190596666567683
ACH-000304,-0.941496537058406
ACH-000307,-0.9860394833950996
ACH-000308,-1.0030161578367514
ACH-000310,-0.8887048262198014
ACH-000311,-0.8577022288977053
ACH-000312,-0.8224955797163791
ACH-000315,-0.9114605473881096
ACH-000316,-0.9901578105940666
ACH-000317,-0.7655604106367128
ACH-000318,-0.5433618499559529
ACH-000319,-0.8210854202990835
ACH-000320,-0.55177076635815
ACH-000322,-0.9369551239627294
ACH-000323,-0.6994090688955363
ACH-000324,-1.1135433809741586
ACH-000329,-0.7395543021611943
ACH-000330,-0.7944675059515836
ACH-000331,-0.8230190294644814
ACH-000332,-0.8848229535285617
ACH-000334,-0.6728164606391683
ACH-000335,-0.7682154902119547
ACH-000336,-0.9967351537171104
ACH-000337,-1.2141119769069992
ACH-000338,-1.2746592286760976
ACH-000339,-0.9657429546690732
ACH-000341,-1.344455228164252
ACH-000348,-0.9354189948616096
ACH-000350,-1.0456867904676996
ACH-000352,-0.9503458903085302
ACH-000356,-0.8596511910051053
ACH-000361,-0.7921686668569464
ACH-000362,-0.9114502295484476
ACH-000363,-0.5520875524529752
ACH-000364,-0.8360943538189419
ACH-000365,-0.8137629491110724
ACH-000366,-1.018294019604108
ACH-000368,-0.7748090972344202
ACH-000374,-0.8033772587508747
ACH-000375,-1.1134770387075623
ACH-000376,-0.7215324053037058
ACH-000381,-0.6985324891479037
ACH-000383,-0.8469414670566892
ACH-000387,-1.1348833591187288
ACH-000389,-0.8197354205692579
ACH-000390,-0.8073265002807781
ACH-000393,-0.8977333437535606
ACH-000395,-0.5204469988849133
ACH-000396,-1.0892700100940358
ACH-000397,-0.8080500849560237
ACH-000401,-0.5577128072719566
ACH-000402,-0.7057503204809874
ACH-000403,-0.925138749969278
ACH-000404,-0.6018653714431839
ACH-000406,-0.9697562010342704
ACH-000407,-0.9300758183926844
ACH-000408,-1.042381498686158
ACH-000410,-0.8806040276830269
ACH-000411,-0.9310078790339484
ACH-000414,-1.2061097339611695
ACH-000415,-0.8315618697936454
ACH-000416,-1.0685692100136586
ACH-000420,-0.8998943730142785
ACH-000421,-1.0457089108254627
ACH-000424,-0.9392086466894554
ACH-000425,-0.7920779238389438
ACH-000426,-1.0973384105085804
ACH-000427,-1.0590443386919512
ACH-000433,-1.0264483005158247
ACH-000435,-0.8404305056183581
ACH-000436,-0.907920853100145
ACH-000444,-0.8670525063552751
ACH-000445,-0.5642476865590204
ACH-000448,-1.001116672090763
ACH-000450,-0.7493507952276128
ACH-000452,-0.7503251061957991
ACH-000454,-0.8313669250505826
ACH-000458,-1.0123609103335884
ACH-000459,-1.1775706101145684
ACH-000460,-1.1219777717768178
ACH-000461,-1.1590942496978438
ACH-000463,-0.9637955589396686
ACH-000464,-0.7798284491748987
ACH-000466,-1.2431801746604254
ACH-000467,-1.012045621565301
ACH-000468,-0.8284878301497531
ACH-000469,-0.846919278741569
ACH-000470,-0.6752191960255377
ACH-000471,-0.8720875006164391
ACH-000472,-0.8454910726776278
ACH-000473,-0.7153659425261102
ACH-000475,-0.8167249938811433
ACH-000476,-0.8855683961505401
ACH-000477,-0.977651656603006
ACH-000479,-0.8496645942512633
ACH-000480,-0.796678343442646
ACH-000481,-1.0792828405435235
ACH-000483,-0.65289881111814
ACH-000484,-0.8389376940490344
ACH-000485,-0.97463406199862
ACH-000486,-0.8273393248743055
ACH-000487,-0.8420816026429621
ACH-000488,-0.9083920064347928
ACH-000490,-0.970517074039016
ACH-000491,-0.9984631412556996
ACH-000495,-0.8610046177260123
ACH-000496,-0.8985929035407411
ACH-000499,-0.914465941664138
ACH-000500,-0.7851939720064108
ACH-000502,-1.112163846978972
ACH-000503,-0.6608287556648078
ACH-000505,-0.681286898845515
ACH-000507,-0.8752961607474379
ACH-000510,-0.7844188011768093
ACH-000511,-0.7098529756134982
ACH-000512,-0.9055983117233608
ACH-000516,-0.7402410771940001
ACH-000517,-0.8324196790468648
ACH-000518,-0.8302788740062449
ACH-000520,-0.9676124661554848
ACH-000521,-0.9679802813118694
ACH-000522,-0.7138105928877442
ACH-000524,-0.903741359305224
ACH-000527,-1.0343327373872948
ACH-000528,-0.8523468755747275
ACH-000537,-0.7088184042792464
ACH-000541,-0.6750161827228839
ACH-000542,-0.9283509952524228
ACH-000544,-0.7652213679120276
ACH-000545,-0.8834431283567366
ACH-000547,-0.9299699896790646
ACH-000548,-0.7504626135905287
ACH-000549,-0.8965238572623446
ACH-000550,-0.8080981502351969
ACH-000552,-0.85797271609115
ACH-000556,-0.9198167367290322
ACH-000557,-0.6093981856340567
ACH-000569,-0.4899426890965558
ACH-000570,-0.8252788159654518
ACH-000571,-0.950523177278318
ACH-000573,-1.011685500611707
ACH-000576,-0.8932811040573309
ACH-000579,-0.90912594699045
ACH-000580,-0.9452977876358184
ACH-000584,-0.926310322216458
ACH-000585,-0.9026485071663224
ACH-000588,-0.6390141537251813
ACH-000589,-1.2043120711123012
ACH-000591,-0.8872274516872215
ACH-000593,-0.7549637397095349
ACH-000600,-0.8122827961526419
ACH-000601,-0.7787493860738224
ACH-000605,-0.7248812108389494
ACH-000606,-0.8583501802833124
