,PMCH (5367)
ACH-000004,0.14122627485198208
ACH-000005,-0.08626441954729193
ACH-000007,0.02578027272243474
ACH-000009,0.10385117264640653
ACH-000011,0.1204901754475471
ACH-000012,0.1587993805841531
ACH-000013,0.1633779775012487
ACH-000014,0.16388036239861425
ACH-000015,-0.0079268304646321
ACH-000017,0.10804407755212972
ACH-000018,0.2582776210853387
ACH-000019,0.08544002602348794
ACH-000021,-0.0012610270576104887
ACH-000022,0.1494703594784642
ACH-000025,-0.15507641039997822
ACH-000028,0.09501961694735206
ACH-000030,0.1756700546434811
ACH-000035,0.10157796914038313
ACH-000036,0.03699240747391458
ACH-000037,-0.04042060042239955
ACH-000039,0.21322584775108192
ACH-000040,-0.009264225564676723
ACH-000041,0.10748214152077566
ACH-000042,0.11316181864144068
ACH-000045,0.13825650572563228
ACH-000047,0.07807863833010126
ACH-000052,-0.05904591688832339
ACH-000053,0.12822913377166986
ACH-000054,0.03095804592562632
ACH-000055,0.19477623358868068
ACH-000060,0.20098238793062764
ACH-000067,-0.043057223519437936
ACH-000070,0.19724264449573264
ACH-000075,-0.13591868546997926
ACH-000078,0.2285487837596761
ACH-000082,-0.06306136055905016
ACH-000085,0.1477178044266702
ACH-000086,0.07993779945603678
ACH-000087,-0.004172464858371161
ACH-000092,0.07975185209357867
ACH-000095,0.037701008489095536
ACH-000097,0.07620204821226469
ACH-000098,0.09714337850090768
ACH-000099,0.1263433419007461
ACH-000108,0.05014832419589784
ACH-000113,0.054121739665161615
ACH-000116,0.11666667744401248
ACH-000118,0.007140918257702023
ACH-000120,0.10740188856164797
ACH-000123,0.1204483359974284
ACH-000127,0.02655249169872605
ACH-000128,0.01629527193279483
ACH-000132,0.14608850413613084
ACH-000133,-0.03601946562327596
ACH-000137,0.027563628801780652
ACH-000138,0.08169108482037378
ACH-000142,0.11423004111211367
ACH-000143,0.09883615556772817
ACH-000146,0.0923460941462281
ACH-000148,0.10822611399804848
ACH-000150,0.10400176313969284
ACH-000152,0.03456335957489365
ACH-000153,0.11357097055845408
ACH-000159,0.1184470985366968
ACH-000160,0.12432244858043427
ACH-000163,0.10474622621859166
ACH-000167,-0.2359012582718917
ACH-000168,0.15775144710897634
ACH-000169,0.1249339837103709
ACH-000178,0.15660074287565318
ACH-000183,0.2448200902884701
ACH-000188,0.19761122980599136
ACH-000189,0.11228131290156787
ACH-000190,0.112644928336454
ACH-000198,0.06822025180145523
ACH-000203,-0.09831885459619567
ACH-000204,0.14249190334196293
ACH-000206,0.27580982982087204
ACH-000207,0.1845831768891212
ACH-000208,0.1651652745690068
ACH-000210,0.14705216149883388
ACH-000211,0.07567007975992927
ACH-000215,0.02278502308859852
ACH-000221,0.020662565824875228
ACH-000222,0.2528527466308613
ACH-000223,-0.032599474801160065
ACH-000226,0.1361318744806647
ACH-000227,-0.002592352915219535
ACH-000228,-0.01438369582554612
ACH-000231,0.07948882676301389
ACH-000232,0.04372034029316985
ACH-000233,0.13888333635622438
ACH-000234,0.022044682082680067
ACH-000235,0.10013624810601474
ACH-000237,0.0005708691057193782
ACH-000238,0.07936293905752646
ACH-000242,0.4645704739856674
ACH-000243,0.12532251619021226
ACH-000244,0.10504345441078833
ACH-000246,0.05556191538090173
