,GCKR (2646)
ACH-000004,-0.01674772061141003
ACH-000005,-0.04274188258177829
ACH-000007,-0.04449462789615222
ACH-000009,0.017558721539026108
ACH-000011,0.2289282805710543
ACH-000012,0.14707997035318138
ACH-000013,0.037342920061138665
ACH-000014,0.14507955573054845
ACH-000015,0.03275931610605014
ACH-000017,-0.04968140387182713
ACH-000018,0.11956864508186485
ACH-000019,0.03861507981579401
ACH-000021,0.015569388425799613
ACH-000022,-0.0486797569278977
ACH-000025,0.10516626217798028
ACH-000028,0.06291498141359485
ACH-000030,0.08331680920575955
ACH-000035,0.021805002725512838
ACH-000036,-0.04014750861083748
ACH-000037,0.003973526207017836
ACH-000039,-0.10215482587196427
ACH-000040,0.019063531872771808
ACH-000041,-0.02098099952627708
ACH-000042,0.008930076898404894
ACH-000045,0.003586578086940955
ACH-000047,-0.02358818016447341
ACH-000052,-0.014520282498688818
ACH-000053,0.039420116635284094
ACH-000054,0.09148948094829852
ACH-000055,0.006947956901331581
ACH-000060,0.15978301884253734
ACH-000067,0.06784020577526177
ACH-000070,-0.04149274539753036
ACH-000075,-0.0118473086327044
ACH-000078,-0.06297990621894442
ACH-000082,0.10569022483581324
ACH-000085,0.10906612204026328
ACH-000086,0.11422882809525772
ACH-000087,0.08507479646597879
ACH-000092,-0.05591776607047933
ACH-000095,0.033223552283580204
ACH-000097,0.020139767117354327
ACH-000098,0.03212631821180817
ACH-000099,0.07685941207069077
ACH-000108,0.01581290302174541
ACH-000113,0.02625924248325151
ACH-000116,0.02412626285043186
ACH-000118,0.09483094752435993
ACH-000120,0.14776350605950592
ACH-000123,0.06633491276781173
ACH-000127,0.06286091118753885
ACH-000128,0.013405975305284885
ACH-000132,0.013332662763313354
ACH-000133,-0.0002717029365095674
ACH-000137,0.0605893151885112
ACH-000138,-0.025478832457277355
ACH-000142,0.006153989632125406
ACH-000143,0.09749886238906157
ACH-000146,-0.026064847536582062
ACH-000148,0.10649180516338518
ACH-000150,0.1851767181489836
ACH-000152,-0.04009295441543447
ACH-000153,0.00046241316592745196
ACH-000159,0.08761328719808456
ACH-000160,0.04038072634247939
ACH-000163,0.05347331527716635
ACH-000167,-0.2255644643838873
