,NUSAP1 (51203)
ACH-000004,0.048873200262759334
ACH-000005,0.09919416324797756
ACH-000007,-0.08087917863494905
ACH-000009,-0.09495481501286994
ACH-000011,-0.0688357395053143
ACH-000012,-0.1614463994902672
ACH-000013,0.06931114259091439
ACH-000014,0.01907719370569388
ACH-000015,-0.04565860735495933
ACH-000017,-0.1146300965461918
ACH-000018,0.2730993378139987
ACH-000019,-0.023429399550711244
ACH-000021,0.0513814628012523
ACH-000022,0.09464507342191444
ACH-000025,-0.10151338402302856
ACH-000028,0.08898692402004972
ACH-000030,-0.02246645985508227
ACH-000035,-0.11142864936801206
ACH-000036,-0.04487318634610813
ACH-000037,-0.0369130220361317
ACH-000039,0.11824000347127744
ACH-000040,-0.0024286439983995925
ACH-000041,-0.10680547883563464
ACH-000042,-0.03461808254471842
ACH-000045,-0.02091794098251677
ACH-000047,-0.01804740734307141
ACH-000052,-0.09581816058897537
ACH-000053,-0.06747087836269547
ACH-000054,-0.02217277189842728
ACH-000055,0.10228983344068653
ACH-000060,0.05051123693263136
ACH-000067,-0.22418887534061185
ACH-000070,-0.09321907284818114
ACH-000075,-0.11615813219150704
ACH-000078,-0.0287199829015179
ACH-000082,-0.1920405446254252
ACH-000085,-0.08142367028124599
ACH-000086,-0.07318212274116424
ACH-000087,-0.3239954394019906
ACH-000092,-0.13253703232085526
ACH-000095,-0.06357235635027296
ACH-000097,-0.29409399770367417
ACH-000098,0.006000223897863264
ACH-000099,-0.02999704860331348
ACH-000108,-0.1710171401886591
ACH-000113,0.0076968863680783
ACH-000116,0.07766785531799864
ACH-000118,-0.037866871263411504
ACH-000120,0.010714652635031637
ACH-000123,-0.02184704080851394
ACH-000127,-0.030146079398803507
ACH-000128,-0.05352505349480317
ACH-000132,-0.21833870973133354
ACH-000133,-0.059330419396116274
ACH-000137,-0.13856102420822414
ACH-000138,-0.019979685550306985
ACH-000142,-0.09555485709805957
ACH-000143,-0.09058258517960144
ACH-000146,-0.040335561651161984
ACH-000148,-0.19487872414082227
ACH-000150,-0.24457542730341875
ACH-000152,0.05368198161655672
ACH-000153,-0.02336108763143448
ACH-000159,-0.14850317646595554
ACH-000160,-0.05366585088928773
ACH-000163,-0.12062889653158099
ACH-000167,-0.11931573226365258
ACH-000168,-0.13721856140868685
ACH-000169,-0.04531550023856155
ACH-000178,-0.13707103858513642
ACH-000183,0.04006808767922403
ACH-000188,-0.01676622125525675
ACH-000189,-0.2469795549091388
ACH-000190,-0.1767316357420869
ACH-000198,-0.1336104711746112
ACH-000203,0.2435275224031589
ACH-000204,-0.31085651265318104
ACH-000206,-0.06224920826410736
ACH-000207,-0.04917554613245617
ACH-000208,0.19302736962932215
ACH-000210,-0.11936967481027608
ACH-000211,-0.0891521022923403
ACH-000215,-0.05004347147075179
ACH-000221,-0.06679079030077187
ACH-000222,0.04102278133586451
ACH-000223,-0.2889090226591734
ACH-000226,-0.2702683467061301
ACH-000227,-0.1873984495940568
ACH-000228,-0.0372332057113348
ACH-000231,-0.036240359400775315
ACH-000232,-0.09339320141509896
ACH-000233,-0.16078066508969754
ACH-000234,-0.06456978635186121
ACH-000235,-0.12656638797063452
ACH-000237,-0.0037325827277529602
ACH-000238,0.004347293306089592
ACH-000242,-0.059258668420173875
ACH-000243,-0.09871081946249848
ACH-000244,-0.0068355147741501
ACH-000246,-0.014731597984739784
ACH-000248,0.05211678138952847
ACH-000250,0.033960161292250074
ACH-000251,0.06455709185686262
ACH-000252,-0.0201282550114874
ACH-000253,-0.058355610482009324
ACH-000255,-0.2644624280966348
ACH-000256,-0.17267108719363494
ACH-000257,-0.13360731824352934
ACH-000258,-0.11273055206359225
ACH-000259,-0.058002594924085285
ACH-000260,-0.14954749886181162
ACH-000261,-0.09355995678993544
ACH-000262,0.05949218832810444
ACH-000263,-0.05173738528542195
ACH-000264,-0.1017462601715788
ACH-000265,-0.1370533203656972
ACH-000266,-0.1417343010241805
ACH-000272,-0.19081224392854396
ACH-000274,-0.1350486264050711
ACH-000277,-0.05895965687051082
ACH-000278,-0.07444690366875975
ACH-000279,-0.030061923088689917
ACH-000280,0.07551614836722546
ACH-000281,0.053029524549109586
ACH-000288,0.046316724542704656
ACH-000291,-0.11698157598723745
ACH-000293,0.1041505900711046
ACH-000294,-0.15536233536124494
ACH-000295,0.07100476944470814
ACH-000296,-0.024659367766439958
ACH-000302,-0.04037735871743615
ACH-000304,-0.25487972096449946
ACH-000307,-0.2467820998715485
ACH-000308,-0.08742636938685347
ACH-000310,-0.0481655691093095
ACH-000311,-0.03128061693899588
ACH-000312,-0.03802482675287555
ACH-000315,0.06126785135902772
ACH-000316,0.1518663419217816
ACH-000317,-0.024440309089075043
ACH-000318,-0.029999812171648495
ACH-000319,-0.11713067991133798
ACH-000320,0.07995405475060006
ACH-000322,-0.11054954572489537
ACH-000323,-0.08102899742996371
ACH-000324,0.07059349371623505
ACH-000329,0.1169160843763666
ACH-000330,0.11261735922200047
ACH-000331,-0.30624324647357565
ACH-000332,-0.0593235021287585
ACH-000334,-0.003734302203487153
ACH-000335,0.06878064254629902
ACH-000336,-0.4755498600438893
ACH-000337,-0.16436768801185
ACH-000338,-0.2935501645894621
ACH-000339,-0.11026303184936367
ACH-000341,-0.17396846070842564
ACH-000348,-0.1474873170757382
ACH-000350,-0.11517286704232875
ACH-000352,-0.13113090783059891
ACH-000356,-0.039376351774934135
ACH-000361,-0.03262002988147823
ACH-000362,-0.031344073011726536
ACH-000363,-0.11750662662461035
ACH-000364,-0.10816324479396956
ACH-000365,-0.006415803757042269
ACH-000366,0.008610138062498955
ACH-000368,-0.08814996948548162
ACH-000374,-0.05187590957122303
ACH-000375,-0.044343984148165205
ACH-000376,-0.20303066677193327
ACH-000381,-0.017230531909856982
ACH-000383,-0.11970844958947945
ACH-000387,-0.06579673750576777
ACH-000389,-0.23566557198774465
ACH-000390,0.021176600646896082
ACH-000393,-0.0645806511338301
ACH-000395,0.04793460955060665
ACH-000396,-0.4075579973160139
ACH-000397,0.04705815321607928
