,RAX (30062)
ACH-000004,0.0274837853934002
ACH-000005,-0.41400902955593416
ACH-000007,-0.21475147843728049
ACH-000009,0.038603901663212564
ACH-000011,-0.2132204014593513
ACH-000012,-0.13310052232864006
ACH-000013,-0.20804006399439615
ACH-000014,-0.1118251023747971
ACH-000015,-0.09066827663740412
ACH-000017,0.022697448784436625
ACH-000018,-0.12047687868768522
ACH-000019,-0.018372613950832808
ACH-000021,0.03337518622653673
ACH-000022,-0.006181388272460356
ACH-000025,-0.07314519193494858
ACH-000028,-0.03620464463259572
ACH-000030,-0.14479211209017384
ACH-000035,-0.08430140447914364
ACH-000036,-0.20953212056002365
ACH-000037,-0.08613106837626433
ACH-000039,-0.3285588885689644
ACH-000040,-0.1137525542245652
ACH-000041,-0.09584331674180152
ACH-000042,-0.1044439551935432
ACH-000045,-0.09055595726623107
ACH-000047,-0.2924699609131064
ACH-000052,-0.16902783908684804
ACH-000053,-0.037802353120225014
ACH-000054,0.07885445774944068
ACH-000055,-0.28003843117735017
ACH-000060,-0.19027067814228427
ACH-000067,-0.11872979532760078
ACH-000070,-0.2616260203802849
ACH-000075,-0.18517176593975984
ACH-000078,-0.13223358463897225
ACH-000082,-0.0264591772101688
ACH-000085,0.05016541758550037
ACH-000086,0.006305314807888712
ACH-000087,-0.06499221267121884
ACH-000092,-0.018379375374945096
ACH-000095,-0.2226329270356508
ACH-000097,-0.20423224582821434
ACH-000098,-0.16501482248582172
ACH-000099,-0.2453017747503809
ACH-000108,-0.15287652299920068
ACH-000113,-0.1499256044473879
ACH-000116,-0.16554800828619756
ACH-000118,-0.0027562193727912435
ACH-000120,-0.05590150857952518
ACH-000123,0.02772055701953691
ACH-000127,-0.13087879054707086
ACH-000128,-0.08357133609616113
ACH-000132,-0.2513384200713343
ACH-000133,-0.09854369242543566
ACH-000137,-0.07039177174459492
ACH-000138,-0.07949348217899524
ACH-000142,-0.2574599655327064
ACH-000143,-0.04367916629926034
ACH-000146,-0.04856868829329696
ACH-000148,-0.050448766322248866
ACH-000150,0.06484550765473197
ACH-000152,0.03100082767760048
ACH-000153,-0.008826491228475312
ACH-000159,-0.01852721837608412
ACH-000160,-0.020245966407387867
ACH-000163,-0.12122268001022501
ACH-000167,0.3362440522921113
ACH-000168,-0.13522100104113513
ACH-000169,-0.11985141873854628
ACH-000178,-0.11106460214536254
ACH-000183,0.06517200477412212
ACH-000188,-0.051103028119433576
ACH-000189,-0.003884591016754299
ACH-000190,-0.22148158849934368
ACH-000198,-0.1086220385699612
ACH-000203,-0.04892092783834581
ACH-000204,-0.09088207878144954
ACH-000206,-0.13389717683669836
ACH-000207,-0.10769811194323486
ACH-000208,-0.06749754929442005
ACH-000210,-0.2438981738870903
ACH-000211,-0.11541273280852513
ACH-000215,-0.1727649238244603
ACH-000221,-0.09225654589932654
ACH-000222,-0.09918793983734524
ACH-000223,-0.16977089921781424
ACH-000226,-0.20586376054491254
ACH-000227,-0.04340309308171045
ACH-000228,-0.19434228768464187
ACH-000231,-0.03527256449117713
ACH-000232,-0.08645939591946758
ACH-000233,0.01311155350871762
ACH-000234,-0.08051142200833848
ACH-000235,-0.09315713243268108
ACH-000237,-0.04570002149056041
ACH-000238,-0.11545957130137527
ACH-000242,-0.0899608631896766
ACH-000243,-0.1602314862853422
ACH-000244,-0.20484295146465967
ACH-000246,-0.14702119975357048
ACH-000248,-0.1896433589030047
ACH-000250,-0.11381764259729656
ACH-000251,-0.0037651412619786892
ACH-000252,0.042420743548212674
ACH-000253,-0.09509078676396727
ACH-000255,-0.02672692450922917
ACH-000256,0.2038307072299504
ACH-000257,-0.19441545733252066
ACH-000258,-0.19554096361279855
ACH-000259,-0.09460019085561316
ACH-000260,-0.08721455445035556
ACH-000261,-0.12701197275657186
ACH-000262,-0.14290065575658248
ACH-000263,-0.11662789201012964
ACH-000264,-0.10247741026912514
ACH-000265,-0.1214410115169386
ACH-000266,-0.12851253699060625
ACH-000272,-0.09900331625988423
ACH-000274,-0.21135569265536047
ACH-000277,0.025533319738500898
ACH-000278,-0.07672632218256098
ACH-000279,-0.19001612098160334
ACH-000280,-0.007606506892002173
ACH-000281,-0.0857046050115578
ACH-000288,-0.0345252310985767
ACH-000291,-0.13070532010802088
ACH-000293,-0.03332185350744294
ACH-000294,0.09035674420789078
ACH-000295,-0.23775808939712634
ACH-000296,-0.1388015131894775
ACH-000302,-0.04909917785828199
ACH-000304,-0.370200145820661
ACH-000307,-0.20294826095039928
ACH-000308,-0.18511921266773199
ACH-000310,-0.11715277373647286
ACH-000311,-0.18494529884234465
ACH-000312,-0.14973849336425554
ACH-000315,-0.11472256430375635
ACH-000316,-0.031540372969615864
ACH-000317,0.1157642697871789
ACH-000318,0.006184112587318771
ACH-000319,-0.21653666062689625
ACH-000320,-0.02624925344996055
ACH-000322,-0.4150269163657214
ACH-000323,-0.008657634474373007
ACH-000324,-0.2461329434177633
ACH-000329,-0.058016756146330326
ACH-000330,0.006584467785311385
ACH-000331,-0.15457227417351782
ACH-000332,-0.07382345151630029
ACH-000334,0.08883753023361074
ACH-000335,-0.06367105646237366
ACH-000336,0.04958310131050279
ACH-000337,-0.16246802375990005
ACH-000338,0.15286812418229914
ACH-000339,-0.15037225300472246
ACH-000341,-0.22603393654569426
ACH-000348,-0.0942948040110069
ACH-000350,-0.04986536225773358
ACH-000352,-0.1196465358696903
ACH-000356,-0.06494194979849438
ACH-000361,-0.1075584181920858
ACH-000362,-0.04826379888279087
ACH-000363,-0.09739610911958796
ACH-000364,-0.15447058384773274
ACH-000365,-0.16510497377421346
ACH-000366,-0.0013681182505480545
ACH-000368,-0.1027367856955322
ACH-000374,-0.14499421888325553
ACH-000375,-0.0955965478531451
ACH-000376,-0.10831555224069796
ACH-000381,-0.23479592516376785
ACH-000383,0.01818183758816456
ACH-000387,-0.12180381744940748
ACH-000389,-0.22398883573718067
ACH-000390,-0.04934079843670044
ACH-000393,-0.1143336933342259
ACH-000395,0.03979850858980763
ACH-000396,0.2325708736280393
ACH-000397,-0.16598067113542073
ACH-000401,-0.1378284919040466
ACH-000402,-0.16993923374334038
ACH-000403,0.009918770895271278
ACH-000404,-0.0026988509498891127
ACH-000406,-0.08272442483401657
ACH-000407,-0.08065020078633718
ACH-000408,-0.17031630022358088
ACH-000410,0.003448716500841218
ACH-000411,-0.2350068231480932
ACH-000414,-0.07659042083103909
ACH-000415,-0.1676325205113904
ACH-000416,-0.08502622415448333
ACH-000420,0.013172519658126854
ACH-000421,-0.056846713648403636
ACH-000424,-0.29735909329325844
ACH-000425,-0.010858136922006805
ACH-000426,-0.21576351486922146
ACH-000427,-0.1415843603655399
ACH-000433,-0.2688690235465917
ACH-000435,-0.035995801931195816
ACH-000436,-0.2882207132550447
ACH-000444,0.04417237407278584
ACH-000445,-0.13188733810640482
ACH-000448,-0.10222414096276773
ACH-000450,-0.04766932104739898
ACH-000452,-0.022807449648131216
ACH-000454,-0.02441391954253017
ACH-000458,-0.18859612041153626
ACH-000459,-0.1543896068860052
ACH-000460,-0.13604732305043254
ACH-000461,-0.04561560273124775
ACH-000463,-0.241744207661924
ACH-000464,0.043189671937850435
ACH-000466,-0.004859278766526095
ACH-000467,-0.07753670727381305
ACH-000468,-0.2175016712814109
ACH-000469,0.06843459859497633
ACH-000470,-0.01133374049214488
ACH-000471,-0.14678512596325333
ACH-000472,-0.13297720021637904
ACH-000473,-0.03944040056917606
ACH-000475,-0.1103627946892202
ACH-000476,-0.24233334013943886
ACH-000477,-0.2964063221095819
ACH-000479,0.1991085170863353
ACH-000480,-0.10122828961284698
ACH-000481,0.004951580466761507
ACH-000483,-0.029216533711551376
ACH-000484,-0.3430811130458211
ACH-000485,-0.12012218359433785
ACH-000486,-0.11785373642544132
ACH-000487,0.034071387735099004
ACH-000488,-0.21899481116427136
ACH-000490,-0.041462273083264785
ACH-000491,-0.21075917101816324
ACH-000495,-0.11923594363072605
ACH-000496,-0.04347416400953112
ACH-000499,0.2867377348702964
ACH-000500,-0.3777038087824432
ACH-000502,-0.1093759059831222
ACH-000503,-0.07435964701228559
ACH-000505,-0.05130770352628608
ACH-000507,-0.05731340536779424
ACH-000510,-0.013295074103952824
ACH-000511,0.02705622081986629
ACH-000512,-0.12453493142161645
ACH-000516,-0.21905187509327792
ACH-000517,-0.04448787253731554
ACH-000518,-0.06191243442010619
ACH-000520,-0.07697500571233433
ACH-000521,-0.11492530640017247
ACH-000522,-0.18559004563470324
ACH-000524,-0.22035582275364088
ACH-000527,-0.11466724280782098
ACH-000528,-0.07612567742154723
ACH-000537,-0.08118133776288812
ACH-000541,-0.04535292101974829
ACH-000542,-0.1190020897761636
ACH-000544,-0.024349250679204428
ACH-000545,-0.24781170382373874
ACH-000547,-0.2413362587814789
ACH-000548,-0.1035677393690306
ACH-000549,0.009784576594835724
ACH-000550,-0.05729464730387119
ACH-000552,-0.22850053089060984
ACH-000556,-0.1634467789505538
ACH-000557,0.06782489411605125
ACH-000569,-0.1938627356937448
ACH-000570,-0.07257112429329679
ACH-000571,0.01642946820198949
ACH-000573,-0.0671946494767787
ACH-000576,-0.07797656503453218
ACH-000579,-0.06745135082576753
ACH-000580,-0.0016016758846449822
ACH-000584,-0.09240496334702296
ACH-000585,-0.13513014291491918
ACH-000588,-0.07963575423468447
ACH-000589,-0.11148617942665102
ACH-000591,-0.08073265602582147
ACH-000593,-0.1088463814851708
ACH-000600,-0.15699606127942778
ACH-000601,-0.16864435718745516
ACH-000605,-0.23901429639386074
ACH-000606,-0.2038366887526114
ACH-000608,-0.12915430116571947
ACH-000614,0.0009720955287180061
ACH-000616,-0.2910848532805205
ACH-000618,-0.014151410349662547
ACH-000619,-0.2110371877967556
ACH-000620,-0.04675778070697429
ACH-000621,-0.07006164214236751
ACH-000622,-0.049770345896476116
ACH-000623,-0.08841942725193673
ACH-000624,-0.16338519841702934
ACH-000627,-0.018843308490198118
ACH-000630,-0.015246200010811143
ACH-000631,0.5183349704468461
ACH-000632,-0.1045501018781396
ACH-000633,-0.14175184597962465
ACH-000637,-0.08445997881893952
ACH-000638,-0.16981607273679206
ACH-000646,-0.03551150906298192
ACH-000647,-0.15791994164084627
ACH-000648,-0.11646926090316395
ACH-000649,-0.05653967202745351
ACH-000651,-0.16916505036697194
ACH-000652,-0.035249385226401815
ACH-000653,0.006556538559526525
ACH-000657,-0.0674524543226683
ACH-000658,0.009722494164130726
ACH-000661,-0.15649059695621045
ACH-000662,0.3060216768502591
ACH-000663,0.025971306653662332
ACH-000665,-0.10639976870503233
ACH-000671,-0.142107133885487
ACH-000672,-0.3530886878981507
ACH-000673,-0.20551804597656484
ACH-000676,-0.10722395173546856
ACH-000677,-0.10050085827950024
