,FRG2 (448831)
ACH-000004,-0.3535364048538892
ACH-000005,-0.4437659970769427
ACH-000007,-0.4490175546228071
ACH-000009,-0.4801949616445353
ACH-000011,-0.3932007482689641
ACH-000012,-0.3374580958109448
ACH-000013,-0.285558230139895
ACH-000014,-0.3561917978770801
ACH-000015,-0.5617367021936571
ACH-000017,-0.4688540181568562
ACH-000018,-0.29410617612491824
ACH-000019,-0.34191086141213645
ACH-000021,-0.338608326371776
ACH-000022,-0.3986774211675545
ACH-000025,-0.4572048437095804
ACH-000028,-0.5075945566936846
ACH-000030,-0.4653999363421933
ACH-000035,-0.4029158874918626
ACH-000036,-0.5168285643723352
ACH-000037,-0.4283250909338458
ACH-000039,-0.4556875375663481
ACH-000040,-0.4699052849209406
ACH-000041,-0.4832561148266442
ACH-000042,-0.4860827482838668
ACH-000045,-0.5110939569423585
ACH-000047,-0.4651200154202472
ACH-000052,-0.4729006520177058
ACH-000053,-0.3194302992099101
ACH-000054,-0.5336139219125228
ACH-000055,-0.5577453104546484
ACH-000060,-0.5433220067903808
ACH-000067,-0.5885003976481729
ACH-000070,-0.4693066547272991
ACH-000075,-0.5045278469454678
ACH-000078,-0.6040694781861641
ACH-000082,-0.6705049097032517
ACH-000085,-0.6277725400985342
ACH-000086,-0.520059590264912
ACH-000087,-0.6222050652946273
ACH-000092,-0.5334263481607928
ACH-000095,-0.387224590453854
ACH-000097,-0.44183612618108004
ACH-000098,-0.4044112165513684
ACH-000099,-0.5160070823108797
ACH-000108,-0.4719631868380237
ACH-000113,-0.4142341709796066
ACH-000116,-0.44536526916570396
ACH-000118,-0.34463366905026704
ACH-000120,-0.4348015564442821
ACH-000123,-0.5406323610483067
ACH-000127,-0.4728271601295365
ACH-000128,-0.3765513967660592
ACH-000132,-0.4943668787860914
ACH-000133,-0.4621619655162974
ACH-000137,-0.4538109707264074
ACH-000138,-0.3837924400134275
ACH-000142,-0.4572468869129091
ACH-000143,-0.5896985853649892
ACH-000146,-0.41684713448967897
ACH-000148,-0.4196818073526494
ACH-000150,-0.6761901082521102
ACH-000152,-0.4869102645681359
ACH-000153,-0.35732030529051473
ACH-000159,-0.3741827619253514
ACH-000160,-0.4119134594175122
ACH-000163,-0.4609909166301548
ACH-000167,-0.4468744382519772
ACH-000168,-0.4844918415027272
ACH-000169,-0.529212818396237
ACH-000178,-0.4237892408647754
ACH-000183,-0.5971390750247332
ACH-000188,-0.4236312982851614
ACH-000189,-0.5037961315920912
ACH-000190,-0.6076227448051129
ACH-000198,-0.5433752324037915
ACH-000203,-0.18785181986850324
ACH-000204,-0.5122076103315709
ACH-000206,-0.3637383626727467
ACH-000207,-0.3440071216280986
ACH-000208,-0.6698507286858524
ACH-000210,-0.468039192011957
ACH-000211,-0.4871324741693411
ACH-000215,-0.3632929786953916
ACH-000221,-0.4719178901336643
ACH-000222,-0.5555659056754849
ACH-000223,-0.6199984725955882
ACH-000226,-0.5577499269293462
ACH-000227,-0.470899019270251
ACH-000228,-0.31236083590059394
ACH-000231,-0.4172451801285385
ACH-000232,-0.6118879073414261
ACH-000233,-0.38538095648132337
ACH-000234,-0.5386031420569333
ACH-000235,-0.3994107268787169
ACH-000237,-0.5408854736067498
ACH-000238,-0.6963002770088454
ACH-000242,-0.3327805287236493
ACH-000243,-0.3746392321276806
ACH-000244,-0.4443744467486524
ACH-000246,-0.5186249139756087
ACH-000248,-0.35336474177730604
ACH-000250,-0.4950410422763155
ACH-000251,-0.4181846446702696
ACH-000252,-0.5917263048544029
ACH-000253,-0.503127385876211
ACH-000255,-0.3118843412356583
ACH-000256,-0.5247906823546854
ACH-000257,-0.4256052105210713
ACH-000258,-0.6697823446789661
ACH-000259,-0.4929420585806019
ACH-000260,-0.486308531397584
ACH-000261,-0.5119421059924654
ACH-000262,-0.4159180592869956
ACH-000263,-0.5431425118153429
ACH-000264,-0.5271912486156746
ACH-000265,-0.5052966489844126
ACH-000266,-0.4416099653115405
ACH-000272,-0.5477270073559742
ACH-000274,-0.5179394250312459
ACH-000277,-0.4775469757119341
ACH-000278,-0.5468604857288365
ACH-000279,-0.5701607264853598
ACH-000280,-0.4521289384862793
ACH-000281,-0.4046253757183824
ACH-000288,-0.5229362011461881
ACH-000291,-0.5081968502717049
ACH-000293,-0.4521398906789049
ACH-000294,-0.5066938277957652
ACH-000295,-0.5484937660497169
ACH-000296,-0.5627201449398214
ACH-000302,-0.3160573214835731
ACH-000304,-0.5494859024125059
ACH-000307,-0.3702908157763856
ACH-000308,-0.4957337301804473
ACH-000310,-0.5114495539802747
ACH-000311,-0.3878705083597915
ACH-000312,-0.3935764029977006
ACH-000315,-0.3663054698833415
ACH-000316,-0.6518775317241234
ACH-000317,-0.5547879886270406
ACH-000318,-0.3800833551495577
ACH-000319,-0.5655087667567685
ACH-000320,-0.3969358314650341
ACH-000322,-0.6186093963951723
ACH-000323,-0.4803976786035998
ACH-000324,-0.5380197140871805
ACH-000329,-0.4782329867418851
ACH-000330,-0.4955779039667173
ACH-000331,-0.5479231577756702
ACH-000332,-0.5279857249514321
ACH-000334,-0.39346534713054204
ACH-000335,-0.3816213743024085
ACH-000336,-0.6023162347906393
ACH-000337,-0.29736542285852
ACH-000338,-0.40083133759041534
ACH-000339,-0.5378082844068452
ACH-000341,-0.3071201129006046
ACH-000348,-0.5476595804345262
ACH-000350,-0.5090733196031318
ACH-000352,-0.4311989397123948
ACH-000356,-0.23670293898790964
ACH-000361,-0.06842481452594143
ACH-000362,-0.2630306908796628
ACH-000363,-0.4769478675758165
ACH-000364,-0.3061268026123853
ACH-000365,-0.3818639040218669
ACH-000366,-0.5550533860169464
