,DDX60L (91351)
ACH-000004,0.04528265522588077
ACH-000005,-0.04562251450480142
ACH-000007,0.2481102752924021
ACH-000009,0.22243477108577464
ACH-000011,0.12589285750333584
ACH-000012,0.14850481985300898
ACH-000013,0.2950817961209068
ACH-000014,0.09881242867978572
ACH-000015,0.2721192482896573
ACH-000017,0.19633313161847316
ACH-000018,0.09522902785255423
ACH-000019,0.033850435133854814
ACH-000021,0.1419896265564892
ACH-000022,0.09257643553289027
ACH-000025,0.24689209792277064
ACH-000028,0.3191765353761073
ACH-000030,0.20666336261686435
ACH-000035,0.2645378648212977
ACH-000036,0.2577379635670276
ACH-000037,0.07119596140725254
ACH-000039,0.14552744656661384
ACH-000040,0.1351157978568317
ACH-000041,0.1805981492524278
ACH-000042,0.14474836763621138
ACH-000045,0.18472117651930556
ACH-000047,0.03695995347753943
ACH-000052,0.3491601451137421
ACH-000053,0.04480632628175327
ACH-000054,0.15817386378942394
ACH-000055,0.1412108682206823
ACH-000060,0.15834458154942502
ACH-000067,0.1354795000888956
ACH-000070,0.07846260869276389
ACH-000075,0.2228317235750605
ACH-000078,0.20882253171923906
ACH-000082,0.13635674364336292
ACH-000085,0.2652948092696253
ACH-000086,0.18792743411610185
ACH-000087,0.40923578179646175
ACH-000092,0.16051545363852338
ACH-000095,0.10292488515181143
ACH-000097,0.17458130068862285
ACH-000098,0.15827543936775162
ACH-000099,0.054725434392455766
ACH-000108,0.08275242025832898
ACH-000113,0.17253660768489135
ACH-000116,0.10455119540469036
ACH-000118,0.15788803165473667
ACH-000120,0.02107203151802476
ACH-000123,0.1656069286644308
ACH-000127,0.13661050959656146
ACH-000128,0.16450733040107984
ACH-000132,0.21127856392749075
ACH-000133,0.1337859891371408
ACH-000137,0.13378577497250482
ACH-000138,0.2238593599124216
ACH-000142,0.11643229199674072
ACH-000143,0.033965983276549136
ACH-000146,0.20228855777192975
ACH-000148,0.10153951955020693
ACH-000150,0.14588045911401765
ACH-000152,0.11303764722890974
ACH-000153,0.056676302320219016
ACH-000159,0.12913664402954214
ACH-000160,0.11719967818843027
ACH-000163,0.1524969386073735
ACH-000167,-0.20637963827689884
ACH-000168,-0.0035312349590567228
ACH-000169,0.08060804093128139
ACH-000178,0.18337112481308693
ACH-000183,0.11905737584411022
ACH-000188,0.16151315884552905
ACH-000189,0.09721663517591646
ACH-000190,0.021345390315410717
ACH-000198,0.23764656236519624
ACH-000203,0.4797012437132553
ACH-000204,0.13133079697433406
ACH-000206,0.18582098392634105
ACH-000207,0.10242678527402067
ACH-000208,0.047257014820115226
ACH-000210,0.4347895983142624
ACH-000211,0.11146304415556092
ACH-000215,0.2109321436872112
ACH-000221,0.32862506329625896
ACH-000222,0.1855799300827927
ACH-000223,0.09643837243290762
ACH-000226,0.1040957876211764
ACH-000227,0.017558909393511794
ACH-000228,0.09998052112936114
ACH-000231,0.1673480748290422
ACH-000232,0.12199852939925546
ACH-000233,0.15541932186169788
ACH-000234,0.10844283091766288
ACH-000235,0.02104517156351522
ACH-000237,0.07531649176935214
ACH-000238,0.16090074798312548
ACH-000242,0.3586908515728565
ACH-000243,0.16299123234749652
ACH-000244,-0.09799408161171648
ACH-000246,0.22484210076429065
ACH-000248,0.18035410671907706
ACH-000250,0.08944080681945712
ACH-000251,0.0009575668931096539
ACH-000252,0.11453724726388012
ACH-000253,0.236737111177352
ACH-000255,0.1584962046471901
ACH-000256,0.12597051635432546
ACH-000257,0.04637747603992113
ACH-000258,-0.01830502182592907
ACH-000259,0.06305352238712701
ACH-000260,0.07481142499690799
ACH-000261,0.18382426727583406
ACH-000262,0.12844048278217346
ACH-000263,0.22622720579501016
ACH-000264,0.1943445411785205
ACH-000265,0.07794528018122139
ACH-000266,0.07499368832479324
ACH-000272,0.1113700585805705
ACH-000274,0.07086714987956366
ACH-000277,0.10721162146373686
ACH-000278,0.056141964902532884
ACH-000279,0.2478264626148157
ACH-000280,0.08759404903110278
ACH-000281,-0.0384201033252772
ACH-000288,0.1094789750051271
ACH-000291,0.17321980934632758
ACH-000293,0.10762570066427583
ACH-000294,0.11268300537819613
ACH-000295,0.07547023381720175
ACH-000296,0.29071326011186444
ACH-000302,0.10809669201308393
ACH-000304,0.23305017061156466
ACH-000307,0.15456057103298868
ACH-000308,0.1378513753276464
ACH-000310,0.06874968605594146
ACH-000311,0.11487712541591992
ACH-000312,0.06764639250160721
ACH-000315,0.1940455738598008
ACH-000316,0.18896099048006934
ACH-000317,0.15357357271672198
ACH-000318,-0.00021138362922691216
ACH-000319,0.13238177197329318
ACH-000320,-0.10012956327210976
ACH-000322,0.17605932415959472
ACH-000323,0.10086595992050074
ACH-000324,0.1158682660287032
ACH-000329,0.042171643047534006
ACH-000330,0.2555449224404076
ACH-000331,0.14628089393466145
ACH-000332,0.14285634703839767
ACH-000334,0.08098330693487693
ACH-000335,0.13748334384186775
ACH-000336,0.2097454940276621
ACH-000337,0.23474319312073685
ACH-000338,0.08081082206847104
ACH-000339,0.07197653192423274
ACH-000341,0.03659810833909288
ACH-000348,0.09877190011657733
ACH-000350,0.2489121446191852
ACH-000352,0.14971716721937695
ACH-000356,0.11633672510180833
ACH-000361,0.343446778328579
ACH-000362,0.13370780172415395
ACH-000363,0.1654779014825246
ACH-000364,0.06353212021565352
ACH-000365,0.14358220921605894
ACH-000366,0.20782111039077392
ACH-000368,0.5281632265995909
ACH-000374,0.2141093662355547
ACH-000375,0.278374570892284
ACH-000376,0.197699840704447
ACH-000381,0.30608042606379665
ACH-000383,0.12417512712972227
ACH-000387,0.12709782747290854
ACH-000389,0.3311030052254245
ACH-000390,0.13935388017157488
ACH-000393,0.07010894602224102
ACH-000395,0.09879802826740304
ACH-000396,0.2335559327592397
ACH-000397,0.19087030445499334
ACH-000401,0.1450927543961165
ACH-000402,-0.03666012562171096
ACH-000403,0.06329706875612147
ACH-000404,0.18518791640921645
ACH-000406,0.21697097735979934
ACH-000407,0.14307085284135185
ACH-000408,0.008896660609509612
ACH-000410,0.20835242699328205
ACH-000411,-0.010316842256813206
ACH-000414,0.07068565771587326
ACH-000415,0.13954918097603772
ACH-000416,0.09158665590340552
ACH-000420,0.10286125088329988
ACH-000421,0.11628470962939537
