,RNASEH1 (246243)
ACH-000510,-0.1678644831111869
ACH-000511,-0.33548161350034744
ACH-000512,-0.0952218480901678
ACH-000516,-0.14479669226670305
ACH-000517,-0.19068230054004906
ACH-000518,-0.13712058565701446
ACH-000520,-0.1838865997977063
ACH-000521,-0.11651142264538487
ACH-000522,-0.2401959706505813
ACH-000524,-0.3147742162848683
ACH-000527,-0.2364495323342033
ACH-000528,-0.2144929940167352
ACH-000537,-0.3901399728879393
ACH-000541,-0.1817516329332916
ACH-000542,-0.0538558327436536
ACH-000544,-0.08856107737485809
ACH-000545,-0.1762720999346664
ACH-000547,-0.2978829447963037
ACH-000548,-0.3043359745487403
ACH-000549,-0.4113446131264166
ACH-000550,-0.19421316493888194
ACH-000552,-0.33933627408461664
ACH-000556,-0.17858666842528362
ACH-000557,-0.06147324853007158
ACH-000569,-0.4260525806424643
ACH-000570,-0.16306532871532947
ACH-000571,-0.10847988360834636
ACH-000573,-0.11206840286779952
ACH-000576,0.06456239624084918
ACH-000579,-0.4350335667765148
ACH-000580,-0.2927765623106012
ACH-000584,-0.0878223830414756
ACH-000585,-0.1460121457780158
ACH-000588,-0.10066198779078067
ACH-000589,-0.35001341169872385
ACH-000591,-0.13876332946838335
ACH-000593,-0.2212193134802433
ACH-000600,-0.05875964514863684
ACH-000601,-0.16618947559226915
ACH-000605,-0.29447377445402784
ACH-000606,-0.2087054789930043
ACH-000608,-0.15054847891265588
ACH-000614,-0.14640126194324213
ACH-000616,-0.2345791150996463
ACH-000618,-0.23058435521716136
ACH-000619,-0.21800399459495529
ACH-000620,-0.2334482258359399
ACH-000621,-0.15875727317286042
ACH-000622,-0.2528137765982149
ACH-000623,-0.20136294334121288
ACH-000624,-0.2268693743870326
ACH-000627,-0.14955058136904015
ACH-000630,-0.27166796310291336
ACH-000631,0.04093303914751319
ACH-000632,-0.2159447123878121
ACH-000633,-0.309943990608031
ACH-000637,-0.3592200600042593
ACH-000638,-0.1431176224177291
ACH-000646,-0.08646191433329299
ACH-000647,-0.1747317487622748
ACH-000648,0.014926430575334056
ACH-000649,-0.14702759866804269
ACH-000651,-0.32237161618121146
ACH-000652,-0.17716047165261914
ACH-000653,-0.07810319100574546
ACH-000657,-0.2505187245525143
ACH-000658,-0.0899021910706274
ACH-000661,-0.31271610072757816
ACH-000662,-0.09794008739847608
ACH-000663,-0.25768545564662004
ACH-000665,-0.20629701484075266
ACH-000671,-0.3023643756733185
ACH-000672,-0.3187920055950023
ACH-000673,-0.2415642985188901
ACH-000676,-0.07616877126148335
ACH-000677,-0.3551421388064858
ACH-000681,-0.012183109786162992
ACH-000683,-0.21203337825474167
ACH-000684,-0.16614962114318893
ACH-000688,-0.10773939586923192
ACH-000693,-0.17266235275724331
ACH-000694,-0.2714292914508554
ACH-000695,-0.07081882578824299
ACH-000696,-0.21205805007557896
ACH-000697,-0.26778628805663457
ACH-000699,-0.3359566994957216
ACH-000701,-0.4302562218259465
ACH-000706,-0.20822206614573652
ACH-000711,-0.05581631462287899
ACH-000713,-0.34599122166576
ACH-000714,-0.2329611193069234
ACH-000718,-0.12882730898409991
ACH-000720,-0.1684032041527817
ACH-000721,-0.21133682594847547
ACH-000724,-0.13428593431823072
ACH-000725,-0.11282698053155372
ACH-000732,-0.1484310697621671
ACH-000734,-0.08594824222857989
ACH-000735,-0.21003740889599065
ACH-000736,-0.24651534075681303
ACH-000738,-0.1789365540805466
ACH-000746,-0.3692650380663872
ACH-000747,-0.1904185101692888
ACH-000748,-0.12805935427351314
ACH-000753,-0.2999204365642785
ACH-000756,-0.09626588969076652
ACH-000757,-0.18198975509127446
ACH-000758,-0.28614677369178554
ACH-000760,-0.20735067142966726
ACH-000762,-0.31817020022538306
ACH-000763,-0.10491565438413904
ACH-000764,-0.2462583280272296
ACH-000765,-0.27061296524404965
ACH-000766,-0.22932659590080964
ACH-000767,-0.2112626273589703
ACH-000768,-0.3222409361769237
ACH-000769,-0.3528334225943019
ACH-000770,-0.2184771132887441
ACH-000771,-0.12059032126442615
ACH-000773,-0.2875998842325902
ACH-000776,-0.19942893018236613
ACH-000777,-0.34433703109377034
ACH-000778,-0.09619143415524756
ACH-000781,-0.1024949106598524
ACH-000782,-0.19991229598247115
ACH-000783,-0.1434523070900046
ACH-000784,-0.20314863575355724
ACH-000785,-0.06751373382042349
ACH-000787,-0.2485928957567816
ACH-000788,-0.12655877979674632
ACH-000791,-0.1934177031971244
ACH-000792,-0.2355406150179285
ACH-000794,-0.25249087828426914
ACH-000796,-0.16614220459451348
ACH-000798,-0.1345037585853152
ACH-000799,-0.2432109937790249
ACH-000800,0.05509219130227962
ACH-000802,-0.3857355871830753
ACH-000804,-0.17019781115067947
ACH-000805,0.057723295818008086
ACH-000809,-0.09285758742555912
ACH-000810,-0.20834081935513188
ACH-000811,-0.17655341976105746
ACH-000817,-0.3097683923179652
ACH-000819,-0.19308862080973727
ACH-000820,0.02760866756218074
ACH-000821,-0.13816721282726227
ACH-000822,-0.2309448455058653
ACH-000823,-0.2450118120758262
ACH-000824,-0.07172919138694381
ACH-000827,-0.04450708256337956
ACH-000829,-0.28531692010134324
ACH-000831,-0.17211960114489272
ACH-000832,-0.3498330698952489
ACH-000833,-0.049981923713903316
ACH-000834,-0.15652699195605266
ACH-000835,-0.10674370872263347
ACH-000836,-0.2722245196208753
ACH-000837,-0.107156613010888
ACH-000838,-0.03645759943453047
ACH-000839,-0.32470983869665954
ACH-000840,-0.10224001037181778
ACH-000841,0.0511929438661529
ACH-000843,-0.4166835762089233
ACH-000846,-0.1519248529772256
ACH-000847,-0.09338746159399
ACH-000848,-0.29667062121535875
ACH-000849,-0.27176934869834074
ACH-000851,-0.21395651242713973
ACH-000855,-0.2400269641998343
ACH-000856,-0.2852296792149073
ACH-000858,-0.3822857167216931
ACH-000859,-0.1124239759560187
ACH-000861,-0.18044209880653114
ACH-000862,-0.2953279576663241
ACH-000865,-0.3748259440013286
ACH-000866,-0.3614801069556692
ACH-000867,-0.21752884219389806
ACH-000869,-0.28279087357442045
ACH-000872,-0.2748498094763565
ACH-000873,-0.07124726043164499
ACH-000876,-0.39407905655566017
ACH-000878,-0.29354481823480605
ACH-000880,-0.04098415010317833
ACH-000881,-0.2321189496670585
ACH-000882,-0.3091562713933908
ACH-000884,-0.05432223417864236
ACH-000885,-0.2098681249375383
ACH-000887,-0.23049665546269346
ACH-000889,-0.05400721872498534
ACH-000896,-0.27558677482021937
ACH-000898,-0.14701618964772126
ACH-000900,-0.08344259545844182
ACH-000901,-0.17685543642820822
ACH-000905,-0.23262824319705885
ACH-000906,-0.21273653012692104
ACH-000907,-0.4196879561142917
ACH-000910,-0.3613399460508089
ACH-000911,-0.26977895284043124
ACH-000912,-0.3111695320080332
ACH-000913,-0.1457539089460823
ACH-000915,-0.1816912801728789
ACH-000916,-0.3758340696806364
ACH-000917,-0.11660218539467593
ACH-000920,-0.25406936621965154
ACH-000921,-0.07879945401119037
ACH-000924,-0.3737085849816662
ACH-000926,-0.2126306987450285
ACH-000928,-0.2558110353002783
ACH-000929,-0.12908573651197458
ACH-000932,-0.18022524403431267
ACH-000935,-0.1830011617958056
ACH-000936,-0.3463514795073149
ACH-000937,-0.22716915690827064
ACH-000938,-0.23861494235564265
ACH-000939,-0.2372279532320283
ACH-000941,-0.23226371142771965
ACH-000943,-0.3716874570563608
ACH-000946,-0.2352162394792989
ACH-000947,-0.3134924018265653
ACH-000948,-0.3993326315018951
ACH-000950,-0.269693560371492
ACH-000953,0.03294184670600291
ACH-000954,-0.23397320144760786
ACH-000957,-0.367963321290168
ACH-000958,-0.1502985692038409
ACH-000960,-0.13007866510460026
ACH-000963,-0.3839808546507568
ACH-000968,-0.25088600681538925
ACH-000969,-0.8632317171451016
ACH-000972,-0.21180673027163704
ACH-000973,-0.2211317912860532
ACH-000974,-0.2707343205148322
ACH-000978,-0.07821367802267594
ACH-000984,-0.2407099780496305
ACH-000986,-0.35697620146752856
ACH-000988,-0.1873304070600925
ACH-000993,-0.19407815542278886
ACH-000994,-0.3495413739722416
ACH-000996,0.009685114360767336
ACH-001001,-0.36767847344098137
ACH-001020,-0.7454859689469586
ACH-001028,-0.16240513495069006
ACH-001031,-0.18548275749239065
ACH-001038,-0.3362871581701847
ACH-001048,-0.20761673790629667
ACH-001050,-0.12840466831611447
ACH-001053,-0.22591335102290586
ACH-001054,-0.2382166404809571
ACH-001061,-0.3390256184043304
ACH-001067,-0.19263008416450095
ACH-001075,-0.09617760035262747
ACH-001096,-0.23151003476723836
ACH-001111,0.20026448287808374
ACH-001119,-0.057779258151906224
ACH-001128,-0.11273339926152745
ACH-001134,-0.3041573130616025
ACH-001151,-0.13288101872608288
ACH-001163,-0.2846511998697049
ACH-001164,-0.18106825310887076
ACH-001183,-0.033101311195855486
ACH-001192,-0.03261912616355031
ACH-001193,-0.38364584739961705
ACH-001196,-0.18040262137150326
ACH-001197,-0.24506218634980506
ACH-001205,-0.22173966205603984
ACH-001211,-0.3067722487166046
ACH-001212,-0.34312931349945025
ACH-001228,-0.10312906066895948
ACH-001232,-0.3939858334910555
ACH-001239,-0.1266708334942164
ACH-001270,-0.11972996020353455
ACH-001274,-0.17892508923320594
ACH-001275,-0.08560655457069054
ACH-001277,-0.014432226215749144
ACH-001278,-0.3211031546915587
ACH-001280,-0.09338853309456416
ACH-001283,-0.06940523448071463
ACH-001289,-0.049503894790287405
ACH-001300,-0.3500864958420801
ACH-001301,0.00795320629374037
ACH-001302,-0.3582451767697514
ACH-001306,-0.2304236509081469
ACH-001318,-0.29918568959499675
ACH-001322,-0.12154478531309308
ACH-001328,-0.3369444902660626
ACH-001332,-0.2299707529184653
ACH-001336,-0.28562865730773546
ACH-001346,-0.39769691159087184
ACH-001353,-0.062371628496058325
ACH-001354,-0.3927059788789095
ACH-001367,-0.12066927710539795
ACH-001368,-0.2823740753635464
ACH-001374,0.21069046193196614
ACH-001377,-0.19797018505801026
ACH-001380,-0.1829815115612356
ACH-001391,-0.3366509166383864
ACH-001408,-0.2103562659517272
ACH-001430,-0.18063635293997365
ACH-001431,-0.039501868382098265
ACH-001450,-0.058438589317333964
ACH-001496,-0.2151054548284144
ACH-001500,-0.18806871538309025
ACH-001523,-0.22725325383306455
ACH-001532,-0.27111240400165443
ACH-001550,-0.3040540229802596
ACH-001552,-0.16014063942127135
ACH-001554,-0.2324444275927596
ACH-001654,-0.20731902761831747
ACH-001735,-0.03371462872750768
ACH-001736,-0.3889922447971121
ACH-001737,-0.22451500762739016
ACH-001740,-0.22837690999984805
ACH-001745,-0.10031937294398284
ACH-001765,-0.14884689186291306
