,CDC14B (8555)
ACH-000004,-0.2624627646883092
ACH-000005,-0.15812740317734764
ACH-000007,-0.05876573457794952
ACH-000009,-0.3048442757992738
ACH-000011,-0.30954338571472984
ACH-000012,-0.20785492634554695
ACH-000013,-0.17793384207983745
ACH-000014,-0.20445036221049204
ACH-000015,-0.3561766215599554
ACH-000017,-0.01151397943456251
ACH-000018,-0.08733511220307623
ACH-000019,-0.12796669901758853
ACH-000021,-0.1871922732544436
ACH-000022,-0.25849169133706673
ACH-000025,-0.13603882221506652
ACH-000028,-0.08692710411153304
ACH-000030,-0.09161853179574612
ACH-000035,-0.009214059181254132
ACH-000036,-0.2963918501677315
ACH-000037,-0.06657115534671418
ACH-000039,0.0755660161061929
ACH-000040,-0.2270950676306898
ACH-000041,-0.2715570555872789
ACH-000042,-0.1742127826605408
ACH-000045,-0.13031803757003235
ACH-000047,-0.18265153432304748
ACH-000052,0.019710726369042596
ACH-000053,-0.05973621867495984
ACH-000054,-0.30587197626562324
ACH-000055,-0.15427075747235822
ACH-000060,-0.11099114098829643
ACH-000067,-0.30944508110901525
ACH-000070,-0.13931308073267
ACH-000075,-0.4185581861412549
ACH-000078,-0.19225892709723727
ACH-000082,-0.08767893718512734
ACH-000085,-0.08424489850596499
ACH-000086,0.04063259753224829
ACH-000087,-0.3252907918576783
ACH-000092,-0.06682198985556982
ACH-000095,-0.20070134748235996
ACH-000097,-0.2823492384393489
ACH-000098,-0.16391000535921854
ACH-000099,-0.12117445169471867
ACH-000108,-0.14269177189120025
ACH-000113,0.0012536514899488262
ACH-000116,-0.05935588931946521
ACH-000118,-0.20846341642402694
ACH-000120,-0.08044252812989415
ACH-000123,0.03559580833751121
ACH-000127,-0.1574217358308509
ACH-000128,-0.23084203350795596
ACH-000132,0.016341936992007044
ACH-000133,-0.1971187811552912
ACH-000137,-0.1486470639672988
ACH-000138,-0.050781425151056415
ACH-000142,-0.1953771922794429
ACH-000143,-0.17981025386065996
ACH-000146,-0.17693858100288173
ACH-000148,-0.13604275692220782
ACH-000150,-0.1526991836035777
ACH-000152,-0.05294267912021645
ACH-000153,-0.09398345928988086
ACH-000159,-0.2463902339644694
ACH-000160,-0.3334496775623923
ACH-000163,-0.288883107976672
ACH-000167,0.004592784139446382
ACH-000168,-0.1920993011610644
ACH-000169,-0.27823643885271376
ACH-000178,-0.155757067486455
ACH-000183,-0.08646719517176575
ACH-000188,-0.1028193404050436
ACH-000189,-0.12413681258705705
ACH-000190,-0.1638941527451565
ACH-000198,-0.031351040156143616
ACH-000203,-0.6761838762986646
ACH-000204,-0.08395958500287844
ACH-000206,-0.1888839477136601
ACH-000207,-0.19956540175084256
ACH-000208,-0.06663416663365063
ACH-000210,-0.07684108336223898
ACH-000211,-0.10913535836337017
ACH-000215,-0.18897197437767493
ACH-000221,-0.2379041839273324
ACH-000222,-0.15567266481442135
ACH-000223,-0.2378611815017218
ACH-000226,-0.2626671036486753
ACH-000227,-0.09002378813019382
ACH-000228,-0.16773753089314472
ACH-000231,-0.0771154036761399
ACH-000232,-0.18062315533773848
ACH-000233,-0.05210340275629356
ACH-000234,-0.24318600525469986
ACH-000235,-0.21276708992162344
ACH-000237,-0.20210328921080856
ACH-000238,-0.04508771840237874
ACH-000242,-0.1065934273211655
ACH-000243,-0.1581887909129691
ACH-000244,-0.03809699696167625
ACH-000246,-0.18388044777083895
ACH-000248,-0.2704367834854441
ACH-000250,-0.1824799412224788
ACH-000251,-0.008535255448784607
ACH-000252,-0.28709865604468177
ACH-000253,-0.1689783161940019
ACH-000255,-0.19226622397783394
ACH-000256,-0.27398831607134755
ACH-000257,0.10647331165961993
ACH-000258,-0.24394957653931496
ACH-000259,-0.15592536196643822
ACH-000260,-0.1013830912092082
ACH-000261,-0.2445365319522511
ACH-000262,-0.21827126033834007
ACH-000263,-0.04651806427386746
ACH-000264,-0.10750713956541814
ACH-000265,-0.10746633765892874
ACH-000266,-0.1804204257643014
ACH-000272,-0.2329691326240569
ACH-000274,-0.107082303807834
ACH-000277,-0.2080943656107188
ACH-000278,-0.04687079171075721
ACH-000279,-0.13526551816479265
ACH-000280,-0.1544566455089239
ACH-000281,-0.024488391676354575
ACH-000288,-0.05328232530286419
ACH-000291,-0.4070795384684948
ACH-000293,-0.12449799840429746
ACH-000294,-0.1380146176095847
ACH-000295,-0.11411514777091347
ACH-000296,-0.16140405028301524
ACH-000302,-0.23689435067784426
ACH-000304,-0.15750584831841005
ACH-000307,-0.15530098782662935
ACH-000308,-0.16208112829839152
ACH-000310,-0.3016224201645661
ACH-000311,-0.3019153682274437
ACH-000312,-0.21110372793638624
ACH-000315,-0.26896690736701484
ACH-000316,-0.2200314755938876
ACH-000317,-0.01608918759680656
ACH-000318,-0.16098017005261128
ACH-000319,-0.27688907543389496
ACH-000320,-0.4254967563392436
ACH-000322,-0.008255420578335667
ACH-000323,-0.21785108620187185
ACH-000324,-0.2824070337401177
ACH-000329,-0.14595651051229155
ACH-000330,-0.07435445638944481
ACH-000331,-0.20903479997925112
ACH-000332,-0.1598020019417411
ACH-000334,0.19624242485408155
ACH-000335,-0.1686130719400543
ACH-000336,-0.058173055413314086
ACH-000337,-0.0946792051492216
ACH-000338,-0.4327826647809394
ACH-000339,-0.1077130204537484
ACH-000341,-0.2419437165825199
ACH-000348,-0.10160460958416424
ACH-000350,0.02017786343643648
ACH-000352,-0.15296784240282124
ACH-000356,-0.2571277046616488
ACH-000361,-0.07504648468103284
ACH-000362,-0.1877031667571934
ACH-000363,-0.2272261261014348
ACH-000364,-0.13899039824477946
ACH-000365,0.06695262664479308
ACH-000366,-0.11132383705238323
ACH-000368,-0.07859376812125526
ACH-000374,-0.17580760513438345
ACH-000375,-0.023586042101713355
ACH-000376,-0.2189177967810954
ACH-000381,-0.048714982875866696
ACH-000383,-0.19811908520742055
ACH-000387,-0.13670790335252825
ACH-000389,-0.24361586562655801
ACH-000390,-0.3181294050660089
ACH-000393,-0.27982871282513444
ACH-000395,-0.22828323530513514
ACH-000396,-0.16116899283132896
ACH-000397,-0.21703032703862665
ACH-000401,-0.1855880639292045
ACH-000402,0.04009276555933845
ACH-000403,-0.2666466798746047
ACH-000404,-0.07519605096479831
ACH-000406,-0.05915687754077576
ACH-000407,-0.13071901454594367
ACH-000408,-0.029621396396434036
ACH-000410,-0.09071074760820948
ACH-000411,-0.19113271431194767
ACH-000414,-0.12409364640696445
ACH-000415,-0.06330286258553662
ACH-000416,-0.27498666329219457
ACH-000420,-0.014488113566947491
ACH-000421,-0.11176084130678393
ACH-000424,-0.2936023742489253
ACH-000425,-0.22091837283082694
ACH-000426,0.04799501542037415
ACH-000427,-0.11368894264278412
ACH-000433,-0.09057145004531952
ACH-000435,-0.13201220893223733
ACH-000436,-0.10221895602046238
ACH-000444,-0.11689007318298475
ACH-000445,-0.24364248561244625
ACH-000448,-0.18557817313479205
ACH-000450,-0.16092015240918045
ACH-000452,-0.2211438529012084
ACH-000454,-0.2985654129095062
ACH-000458,-0.08414009253488906
ACH-000459,-0.02039186271156184
ACH-000460,-0.12697570675345002
ACH-000461,0.03781082829238264
ACH-000463,-0.13924871325532914
ACH-000464,-0.048982057429655945
ACH-000466,-0.1520129230430506
ACH-000467,-0.17824392120123497
ACH-000468,-0.20093927743745424
ACH-000469,-0.13943509850009295
ACH-000470,-0.1700078217548195
ACH-000471,-0.2703691949083893
ACH-000472,-0.12028076247939562
ACH-000473,0.036716622244622917
ACH-000475,-0.1117533827362252
ACH-000476,-0.12428811876979877
ACH-000477,-0.2564905396975292
ACH-000479,-0.2177750742432852
ACH-000480,-0.2312442090305246
ACH-000481,-0.26352874304276663
ACH-000483,-0.17674095344221308
ACH-000484,-0.002922895754882538
ACH-000485,-0.2599092650100478
ACH-000486,-0.10056982720064056
ACH-000487,-0.11633838404996208
ACH-000488,-0.10895130370374688
ACH-000490,-0.3670164711481598
ACH-000491,-0.2489929752832987
ACH-000495,-0.11838886189301252
ACH-000496,-0.19919805679227529
ACH-000499,-0.22445833019015546
ACH-000500,-0.3853923504702168
ACH-000502,-0.21453171437707966
ACH-000503,-0.1949814804590207
ACH-000505,-0.08553508948492593
ACH-000507,-0.08995188619331172
ACH-000510,-0.13754581527279186
ACH-000511,-0.2314535581664005
ACH-000512,-0.28129648451128964
ACH-000516,-0.17499679088960124
ACH-000517,-0.1705182651012998
ACH-000518,-0.12029104698974262
ACH-000520,0.01937993062848082
ACH-000521,-0.2639555467857284
ACH-000522,-0.161660630086906
ACH-000524,-0.1392370188265844
