,KRIT1 (889)
ACH-000004,0.0909073184849114
ACH-000005,0.2840108816002053
ACH-000007,0.2093651956982976
ACH-000009,0.035754005019139466
ACH-000011,0.2368899381765616
ACH-000012,-0.02668383571375567
ACH-000013,0.03292260332935603
ACH-000014,0.13113535738812807
ACH-000015,0.11876774703977135
ACH-000017,-0.0769474489423386
ACH-000018,0.014954990297
ACH-000019,-0.10936161825120104
ACH-000021,-0.10219894399601648
ACH-000022,0.0040999200560793495
ACH-000025,0.07766724562873907
ACH-000028,0.008427116835828854
ACH-000030,0.04195261709822762
ACH-000035,-0.036954060106416914
ACH-000036,-0.09344943095563776
ACH-000037,-0.13393410047142296
ACH-000039,0.03246714413760525
ACH-000040,0.15754061487408993
ACH-000041,-0.17650970483175252
ACH-000042,0.1651308518307549
ACH-000045,0.07696501930406062
ACH-000047,0.13652023373157485
ACH-000052,0.1942171986641952
ACH-000053,-0.0042630727581470474
ACH-000054,-0.001715980029240382
ACH-000055,-0.1170966435307725
ACH-000060,0.3262536012859913
ACH-000067,0.12212096746728672
ACH-000070,-0.2640597301191745
ACH-000075,-0.07262842945510121
ACH-000078,0.0038639642563774884
ACH-000082,0.0056671857308293865
ACH-000085,0.15247901692705645
ACH-000086,0.09423050584884976
ACH-000087,0.0358528772692021
ACH-000092,-0.059490834793421474
ACH-000095,0.0818857726000875
ACH-000097,-0.0765470672904287
ACH-000098,0.24347039777359455
ACH-000099,-0.017050788152142688
ACH-000108,-0.1069573917175314
ACH-000113,0.08997762492466006
ACH-000116,0.09497535842354027
ACH-000118,0.011725081563364187
ACH-000120,-0.0353506253602027
ACH-000123,-0.5283449999295924
ACH-000127,-0.12601537113655606
ACH-000128,-0.09158763805578517
ACH-000132,-0.061082882842978976
ACH-000133,-0.21417220061541928
ACH-000137,0.06074432266000766
ACH-000138,0.0491065811572643
ACH-000142,-0.11555256203314945
ACH-000143,-0.07005469604526904
ACH-000146,0.019012918188488492
ACH-000148,-0.14533752533034436
ACH-000150,0.11996897234436454
ACH-000152,0.08051185717842027
ACH-000153,0.07008018401910635
ACH-000159,0.012948570868709826
ACH-000160,-0.09649338309531844
ACH-000163,0.03813559350199919
ACH-000167,0.19614532634556808
ACH-000168,0.03967655941709987
ACH-000169,-0.019498774358283486
ACH-000178,0.1505042962233383
ACH-000183,0.028421305557412537
ACH-000188,0.02438859901386432
ACH-000189,-0.01043988225435799
ACH-000190,-0.01353750026406688
ACH-000198,-0.1348529869370507
ACH-000203,0.14119401308194535
ACH-000204,-0.10973631096457896
ACH-000206,0.1263630893400578
ACH-000207,-0.15279262970406876
ACH-000208,0.14131419819159385
ACH-000210,0.02541214116922921
ACH-000211,-0.04425022394425037
ACH-000215,0.02101956105616529
