,TRIT1 (54802)
ACH-000004,-0.11014945653212256
ACH-000005,-0.7464308025178488
ACH-000007,-0.5877605111555729
ACH-000009,-0.4547494317660764
ACH-000011,-0.021796433552680888
ACH-000012,-0.3710943076509408
ACH-000013,-0.5659636576722467
ACH-000014,-0.4772044040479073
ACH-000015,-0.5303597092250713
ACH-000017,-0.8661710153938558
ACH-000018,-0.6917554729396409
ACH-000019,-0.2457314539100756
ACH-000021,-0.5674379235689784
ACH-000022,-0.1988164147520696
ACH-000025,-0.2815749764572533
ACH-000028,-0.4396169948548388
ACH-000030,-0.33478024918331284
ACH-000035,-0.3605019477472933
ACH-000036,0.10616267846683426
ACH-000037,-0.2527003103038966
ACH-000039,-0.2801330366366813
ACH-000040,-0.2973484696604469
ACH-000041,-0.21976349833488307
ACH-000042,-0.6765038591115301
ACH-000045,-0.514050151218986
ACH-000047,-0.43048994762999226
ACH-000052,-0.21211860219072384
ACH-000053,-0.03925953857299875
ACH-000054,-0.19939273001597654
ACH-000055,-0.34758288801931564
ACH-000060,-0.21697007717362213
ACH-000067,-0.37791475469372143
ACH-000070,-0.4293710875685765
ACH-000075,-0.31755531541937193
ACH-000078,-0.2382942216249121
ACH-000082,-0.2168955024579857
ACH-000085,-0.3384131848240743
ACH-000086,-0.400765591523925
ACH-000087,-0.5413285023090387
ACH-000092,-0.30298309206314405
ACH-000095,-0.1424605087175228
ACH-000097,-0.5696978068455584
ACH-000098,-0.24269646589646954
ACH-000099,-0.3481825499375251
ACH-000108,-0.2979595575603497
ACH-000113,-0.3830512991182464
ACH-000116,-0.6772644688955801
ACH-000118,-0.4911815580048253
ACH-000120,-0.7155553440001856
ACH-000123,-0.514038112375906
ACH-000127,-0.5430603872109471
ACH-000128,-0.39571808819603005
ACH-000132,-0.29776690720201826
ACH-000133,-0.19482701365420046
ACH-000137,-0.3586568373196809
ACH-000138,-0.8568219606033309
ACH-000142,-0.3097963556915105
ACH-000143,-0.3005222922350857
ACH-000146,-0.20818124403338573
ACH-000148,-0.2966542496867549
ACH-000150,-0.4679635778735198
ACH-000152,-0.3251482262009294
ACH-000153,-0.7529509432603907
ACH-000159,-0.26111978393497576
ACH-000160,-0.6046342539754579
ACH-000163,-0.3094382105239533
ACH-000167,0.04539240940438526
ACH-000168,-0.15532351151930607
ACH-000169,-0.4884281740836122
ACH-000178,-0.3981347471016863
ACH-000183,-0.2704239841211157
ACH-000188,-0.2452178727777997
ACH-000189,-0.3833794521016287
ACH-000190,-0.4442413227734553
ACH-000198,-0.5227538312807314
ACH-000203,-0.4598908904066329
ACH-000204,-0.3720235515085451
ACH-000206,-0.1773899377927709
ACH-000207,-0.6235629277635177
ACH-000208,-0.2438250705662905
ACH-000210,-0.7094246189236038
ACH-000211,-0.3027177243856658
ACH-000215,-0.45615389885826096
ACH-000221,-0.2314184429949104
ACH-000222,-0.3122960125198708
ACH-000223,-0.12958458172918635
ACH-000226,-0.21476370975326972
ACH-000227,-0.11491129629860228
ACH-000228,-0.5855012929986837
ACH-000231,-0.25892489147598985
ACH-000232,-0.6562466317545342
ACH-000233,-0.1876207551208285
ACH-000234,-0.3284942513137182
ACH-000235,-0.5080379553652861
ACH-000237,-0.4006526619328907
ACH-000238,-0.431275764466622
ACH-000242,-0.8124910511376331
ACH-000243,-0.3835504674133797
ACH-000244,-0.2220906314471256
ACH-000246,-0.33953713380461725
ACH-000248,-0.6968558250863096
ACH-000250,-0.02392303615896768
ACH-000251,-0.7941868601440109
ACH-000252,-0.3679615311835619
ACH-000253,-0.9653537050945922
ACH-000255,-0.20710727297608028
ACH-000256,-0.12429379496778192
ACH-000257,-0.4852188758197409
ACH-000258,-0.5554997195047596
ACH-000259,-0.4374585435351409
ACH-000260,-0.6644420014774404
ACH-000261,-0.715291617992832
ACH-000262,-0.23006881877272525
ACH-000263,-0.35437609253968483
ACH-000264,-0.376652848277172
ACH-000265,-0.5251035468529014
ACH-000266,-0.6878344393287688
ACH-000272,-0.3186909834360309
ACH-000274,-0.376001429045934
ACH-000277,-0.30618115604153456
ACH-000278,-0.09595780641928998
ACH-000279,-0.3892500454391737
ACH-000280,-0.563548521505965
ACH-000281,-0.2634600908170007
ACH-000288,-0.4600324170788794
ACH-000291,-0.5387752932164851
ACH-000293,-0.3955002503516087
ACH-000294,-0.25286377035733626
ACH-000295,-0.2769350125628233
ACH-000296,-0.1284690818134226
ACH-000302,-0.06278727937198672
ACH-000304,-0.2844821741223251
ACH-000307,-0.9151322044788278
ACH-000308,-0.1950989021960816
ACH-000310,0.06781748367483431
ACH-000311,-0.6557062398259056
ACH-000312,-0.5068817284708208
ACH-000315,-0.4993714807530731
ACH-000316,-0.4574711629695689
ACH-000317,-0.3565155575992749
ACH-000318,-0.8720252236617132
ACH-000319,-0.13211187460340415
ACH-000320,-0.36986496701215454
ACH-000322,-0.32203901755906594
ACH-000323,-0.4347223158031213
ACH-000324,-0.6317531288196052
ACH-000329,-0.3090383604347677
ACH-000330,-0.2244465673268941
ACH-000331,-0.02507908102317353
ACH-000332,-0.4878966515368515
ACH-000334,-0.25466231619366503
ACH-000335,-0.4218716845407813
ACH-000336,-0.4217798112148476
ACH-000337,-0.3950103904879829
ACH-000338,-0.17273943149827511
ACH-000339,-0.3907919859996678
ACH-000341,-0.3659707608370389
ACH-000348,-0.4416731357340186
ACH-000350,-0.6771484462866096
ACH-000352,-0.309811892831229
ACH-000356,-0.5041197011751568
ACH-000361,-0.6229617468511643
ACH-000362,-0.04767269470883122
ACH-000363,-0.22336388821319936
ACH-000364,-0.19439672681847356
ACH-000365,-0.17836322841296476
ACH-000366,-0.2995892945074135
ACH-000368,-0.30048311700611297
ACH-000374,-0.6146249602995246
ACH-000375,-0.456701079397894
ACH-000376,-0.582909560985406
ACH-000381,-0.056214560379182515
ACH-000383,-0.3038087532936302
ACH-000387,-0.10769558431489468
ACH-000389,-0.0483705786273469
ACH-000390,-0.8295352469005972
ACH-000393,-0.06899102806829258
ACH-000395,-0.1713158916000854
ACH-000396,-0.9198073499205808
ACH-000397,-0.8428029895102931
ACH-000401,-0.2997637911348673
ACH-000402,-0.7956444494504887
ACH-000403,-0.011099207036208251
ACH-000404,-0.7255244421384388
ACH-000406,-0.5073643176035206
ACH-000407,-0.2435874695266164
ACH-000408,-0.6189895069895403
ACH-000410,-0.10195318660100967
ACH-000411,-0.2274806352320334
ACH-000414,-0.4651582214769365
ACH-000415,-0.591377391400329
ACH-000416,-0.08558761332351501
ACH-000420,-0.488716976757868
ACH-000421,-0.31759848730707
ACH-000424,-0.08681579128755547
ACH-000425,-0.18570293983717015
ACH-000426,-0.5754861825873413
ACH-000427,-0.2360765541695876
ACH-000433,-0.44771584465346587
ACH-000435,-0.17523002020744774
ACH-000436,-0.1878521639135916
ACH-000444,-0.32130535061482113
ACH-000445,-0.027208810466751696
ACH-000448,-0.049446797084197636
ACH-000450,-0.4746261244655513
ACH-000452,-0.21401046701259585
ACH-000454,-0.618666103498382
ACH-000458,-0.5079887747441522
ACH-000459,-0.7130400802670792
ACH-000460,-0.4978265247750411
ACH-000461,-0.4245316839933893
ACH-000463,-0.4732751364509608
ACH-000464,-0.4165688255384743
ACH-000466,-0.5667347520122498
ACH-000467,-0.6157131551536802
ACH-000468,-0.8185373810825695
ACH-000469,-0.5346660902147915
ACH-000470,-0.03058265122990603
ACH-000471,-0.12187369116050598
ACH-000472,-0.2384362290217811
ACH-000473,-0.4250598198078465
ACH-000475,-0.26467706436718896
ACH-000476,-0.6498792143935623
ACH-000477,-0.4007975383698201
ACH-000479,-0.540933520542039
ACH-000480,-0.803836209431032
ACH-000481,-0.20690423670963576
ACH-000483,-0.5568381273928281
ACH-000484,-0.3041202826429217
ACH-000485,-0.3281359163449921
ACH-000486,-0.283700056942489
ACH-000487,-0.4791226023214185
ACH-000488,-0.5619663552054266
ACH-000490,-0.6120889447677687
ACH-000491,-0.43646814155235947
ACH-000495,-0.30141100036431584
ACH-000496,-0.7096283956505182
ACH-000499,-0.6993056399354871
ACH-000500,-0.15210451090939606
ACH-000502,-0.16480791443656542
ACH-000503,-0.4414411378794146
ACH-000505,-0.3883313803678398
ACH-000507,-0.9018561778173481
ACH-000510,-0.3005575764283641
ACH-000511,-0.12419326793082285
ACH-000512,-0.4710034892580334
ACH-000516,-0.17531550768401705
ACH-000517,-0.15593788620086071
ACH-000518,-0.254184863026371
ACH-000520,-0.35361921107351274
ACH-000521,-1.1149122286667454
ACH-000522,-0.4675617136979634
ACH-000524,-0.04255981768624845
ACH-000527,-0.30709646829041576
ACH-000528,-0.33305780376788624
ACH-000537,-0.4968524542799428
ACH-000541,-0.18685433344563207
ACH-000542,-0.18887870021255546
ACH-000544,-0.3290331405199229
ACH-000545,-0.4220658786327797
ACH-000547,-0.3080572704725603
ACH-000548,-0.4243474021340475
ACH-000549,-0.7179775170346304
ACH-000550,-0.6520526071094636
ACH-000552,-0.4483093645027991
ACH-000556,-0.4192134083341203
ACH-000557,-0.3024966415406322
ACH-000569,-0.30423870829873645
ACH-000570,-0.19948330075983176
ACH-000571,-0.1923405201899373
ACH-000573,-0.4131286622498454
ACH-000576,-0.1882216827978637
ACH-000579,-0.4324772371975039
ACH-000580,-0.21782991853994785
ACH-000584,-0.3860219591508043
ACH-000585,-0.0773512441385359
ACH-000588,-0.4288938613118335
ACH-000589,-0.3782401915163818
ACH-000591,-0.16351954932176066
ACH-000593,-0.7226597598782795
ACH-000600,-0.34679325715545306
ACH-000601,-0.17345925273999566
ACH-000605,-0.3561511744358209
ACH-000606,-0.5439036229333039
ACH-000608,-0.2737219400036623
ACH-000614,-0.3833512402341989
ACH-000616,-0.2519230060603521
ACH-000618,-0.6272340355332515
ACH-000619,-0.3729216508676216
ACH-000620,-0.8460871472058434
ACH-000621,-0.2130726745663095
ACH-000622,-0.3370794243484544
ACH-000623,-0.1719817969142632
ACH-000624,-0.021349885721912442
ACH-000627,-0.18344500469581704
ACH-000630,-0.9215537914091224
ACH-000631,-0.8689476688985599
ACH-000632,-1.0427003369908892
ACH-000633,-0.3780972115838005
ACH-000637,-0.5729250137519298
ACH-000638,-0.3145539944009001
ACH-000646,-0.7861446371768089
ACH-000647,-0.7698591671617536
ACH-000648,-0.34763476346594896
ACH-000649,-0.09527973422197453
ACH-000651,-0.9333263808427054
ACH-000652,-0.3287039898384669
ACH-000653,-0.21625702484480994
ACH-000657,-0.5892164253342873
ACH-000658,-0.10320226784581372
ACH-000661,-0.7510746531829781
ACH-000662,-0.5921670542632813
ACH-000663,-0.12802514295428125
ACH-000665,-0.34595169574003337
ACH-000671,-0.5137852427047165
ACH-000672,-0.4390486045249152
ACH-000673,-1.0732222105856195
ACH-000676,-0.4778454593392069
ACH-000677,-0.2706317209643573
ACH-000681,-0.8068077030490013
ACH-000683,-0.6491607303344985
ACH-000684,-0.5696667598471227
ACH-000688,-0.3129200825201125
ACH-000693,-0.6456645348448824
ACH-000694,-0.5540594094086178
ACH-000695,-0.4393237347854636
ACH-000696,-0.09028246760250837
ACH-000697,-0.5391388943588418
ACH-000699,-0.2428030254911441
ACH-000701,-0.1821738883587667
ACH-000706,-0.4498282437379472
ACH-000711,-0.4009388779811196
ACH-000713,-0.6532551962276495
ACH-000714,-0.1742915250227258
ACH-000718,-0.2217005885138269
ACH-000720,-0.6846955357913262
ACH-000721,-0.10951425866009604
ACH-000724,-0.9606444300115774
ACH-000725,-0.29853313987400365
ACH-000732,-0.689134665016516
ACH-000734,-0.4909279258624912
ACH-000735,-0.33450011662052803
ACH-000736,-0.20687496349848555
ACH-000738,-0.4235126085114739
ACH-000746,-0.34622852235664514
ACH-000747,-0.743692229292057
ACH-000748,-0.3403518648909678
ACH-000753,-0.39303330816585214
ACH-000756,-0.048749808366942614
ACH-000757,-0.503135867907348
ACH-000758,-0.2334146240025472
ACH-000760,-0.6453098302645217
ACH-000762,-0.3007101800253911
ACH-000763,-0.5258754615968646
ACH-000764,-0.4216256710711122
ACH-000765,-0.4785231405020152
ACH-000766,-0.06290358466671513
ACH-000767,-0.1198322699987037
ACH-000768,-0.2688686215142978
ACH-000769,-0.4444983493653988
ACH-000770,-0.6903619571249511
ACH-000771,-0.6295648554454079
ACH-000773,0.0066877942094083365
ACH-000776,-0.2201774737480441
ACH-000777,-0.09343137888443144
ACH-000778,-0.23548851734290635
ACH-000781,-0.44527444432639396
ACH-000782,-0.5857735721200392
ACH-000783,-0.23601309706866186
ACH-000784,-0.8312768442223192
ACH-000785,-0.5036918770676141
