,KLRG2 (346689)
ACH-000004,0.12332765268512505
ACH-000005,-0.32813877465685004
ACH-000007,0.10346429169856854
ACH-000009,0.06461003141150941
ACH-000011,-0.0399177946752154
ACH-000012,-0.08713439620555315
ACH-000013,0.1341808935823461
ACH-000014,-0.3626914316987889
ACH-000015,-0.07384786486091427
ACH-000017,-0.09074105307660656
ACH-000018,-0.04389816386971595
ACH-000019,-0.062070616761994275
ACH-000021,-0.11991146828136988
ACH-000022,-0.05615559015917062
ACH-000025,-0.027140982157329067
ACH-000028,-0.05920600391643304
ACH-000030,0.01549540471311872
ACH-000035,-0.1811534954741194
ACH-000036,-0.16337623886490096
ACH-000037,-0.16325408699488056
ACH-000039,-0.016778192563107357
ACH-000040,-0.0034660641962564864
ACH-000041,0.06454413516126573
ACH-000042,-0.038213868441273335
ACH-000045,0.022624601676643118
ACH-000047,-0.10704204265626382
ACH-000052,-0.15318840786475246
ACH-000053,0.005583769594820469
ACH-000054,-0.1727568820723648
ACH-000055,-0.05710744258896881
ACH-000060,-0.17800358731794164
ACH-000067,-0.08748578045728378
ACH-000070,-0.11755010496638806
ACH-000075,-0.14174647879017338
ACH-000078,-0.030475708943149275
ACH-000082,-0.08646098093506563
ACH-000085,-0.2642679711715497
ACH-000086,0.06642095093782058
ACH-000087,-0.17067560561111195
ACH-000092,-0.012702353863104776
ACH-000095,-0.19826928432738528
ACH-000097,-0.15882845413778196
ACH-000098,-0.06960587772147417
ACH-000099,-0.08148981497120909
ACH-000108,-0.031442364289350856
ACH-000113,0.08795445281491078
ACH-000116,-0.07346044026705242
ACH-000118,0.0409536619301942
ACH-000120,-0.11792841524944375
ACH-000123,0.09435217576456732
ACH-000127,0.043867709890117665
ACH-000128,0.08145284687111819
ACH-000132,-0.23164368179730102
ACH-000133,-0.20528602118277595
ACH-000137,-0.09811257515861888
ACH-000138,-0.0340793673291331
ACH-000142,0.08404067882610572
ACH-000143,0.15488783737422612
ACH-000146,-0.06897957112149103
ACH-000148,-0.06164972347733624
ACH-000150,-0.022982541489708054
ACH-000152,-0.09163911692647927
ACH-000153,-0.12391474416377884
ACH-000159,-0.09623666489071153
ACH-000160,-0.009681872511526385
ACH-000163,0.10762623979717456
ACH-000167,0.12125929820454047
ACH-000168,0.1534445431854573
ACH-000169,0.023420673813288998
ACH-000178,-0.04283443635347349
ACH-000183,-0.12871633908548352
ACH-000188,-0.19804224344859525
ACH-000189,0.010117076293164108
ACH-000190,0.0760522855900336
ACH-000198,-0.0369146608156126
ACH-000203,-0.407385685047984
ACH-000204,-0.22411631970150794
ACH-000206,0.0022284452413468287
ACH-000207,0.027543503731278243
ACH-000208,-0.05628760205130556
ACH-000210,0.06859286381317102
ACH-000211,-0.032161829481897115
ACH-000215,-0.0070285286459729705
ACH-000221,0.0009623765488117909
ACH-000222,0.15390058158505435
ACH-000223,0.06793423452102659
ACH-000226,-0.2480732985365773
ACH-000227,0.14746889322006854
ACH-000228,0.08504655844155001
ACH-000231,0.08046918838434193
ACH-000232,-0.10527864511390513
ACH-000233,-0.03681565982062136
ACH-000234,0.05736666955183495
ACH-000235,-0.08778536456433927
ACH-000237,-0.0811654036012236
ACH-000238,0.009341509121240078
ACH-000242,0.007239808360033788
ACH-000243,-0.026976849574405645
ACH-000244,-0.2716789891083524
ACH-000246,-0.16374037951994505
ACH-000248,-0.038958354430280714
ACH-000250,-0.11520087824663895
ACH-000251,-0.28515621459477275
